run:      1; obh2 = 2.207E-02
 computational parameters:
   cy = 0.003/  ct = 0.000/  initial temp = 3.48E+02/  final temp = 1.00E-02/  smallest abundances allowed = 1.00E-25
 model parameters:
   g =  0.00/  tau = 885.70/  # nu =  3.00/  lambda =  0.000E+00/  xi-e =  0.000E+00/  xi-m =  0.000E+00/  xi-t =  0.000E+00
it =    306

    temp        n/H          p          D/H         T/H        3He/H        4He        6Li/H       7Li/H       7Be/H
 1.832E-02   3.940E+03   1.719E-02   1.015E-10   1.170E-02   1.967E-07   2.140E+00   2.360E+00   5.922E+09   1.271E-04   6.080E-10
 1.751E-02   4.311E+03   1.436E-02   8.628E-11   9.776E-03   1.719E-07   3.346E+00   2.582E+00   5.922E+09   1.161E-04   6.080E-10
 1.674E-02   4.716E+03   1.199E-02   7.504E-11   8.166E-03   1.502E-07   4.623E+00   2.825E+00   5.922E+09   1.061E-04   6.080E-10
 1.600E-02   5.159E+03   1.002E-02   6.541E-11   6.821E-03   1.312E-07   5.962E+00   3.091E+00   5.922E+09   9.700E-05   6.080E-10
 1.530E-02   5.645E+03   8.367E-03   5.702E-11   5.698E-03   1.146E-07   7.366E+00   3.382E+00   5.922E+09   8.865E-05   6.080E-10
 1.463E-02   6.176E+03   6.989E-03   4.972E-11   4.760E-03   1.002E-07   8.838E+00   3.700E+00   5.922E+09   8.103E-05   6.080E-10
 1.398E-02   6.757E+03   5.838E-03   4.336E-11   3.976E-03   8.752E-08   1.038E+01   4.049E+00   5.922E+09   7.405E-05   6.080E-10
 1.337E-02   7.392E+03   4.877E-03   3.781E-11   3.321E-03   7.647E-08   1.200E+01   4.430E+00   5.922E+09   6.768E-05   6.080E-10
 1.278E-02   8.088E+03   4.074E-03   3.298E-11   2.774E-03   6.682E-08   1.369E+01   4.847E+00   5.922E+09   6.186E-05   6.080E-10
 1.222E-02   8.849E+03   3.403E-03   2.877E-11   2.317E-03   5.838E-08   1.546E+01   5.303E+00   5.922E+09   5.654E-05   6.080E-10
 1.168E-02   9.681E+03   2.842E-03   0.000E+00   1.936E-03   5.101E-08   1.700E+01   5.802E+00   5.922E+09   5.167E-05   6.080E-10
 1.117E-02   1.059E+04   2.374E-03   0.000E+00   1.617E-03   4.457E-08   1.700E+01   6.349E+00   5.922E+09   4.723E-05   6.080E-10
 1.068E-02   1.159E+04   1.983E-03   0.000E+00   1.351E-03   3.894E-08   1.700E+01   6.946E+00   5.922E+09   4.316E-05   6.080E-10
 1.021E-02   1.268E+04   1.657E-03   0.000E+00   1.128E-03   3.403E-08   1.700E+01   7.600E+00   5.922E+09   3.945E-05   6.080E-10
 9.757E-03   1.387E+04   1.384E-03   0.000E+00   9.424E-04   2.973E-08   1.700E+01   8.316E+00   5.922E+09   3.605E-05   6.080E-10
 9.328E-03   1.518E+04   1.156E-03   0.000E+00   7.872E-04   2.598E-08   1.700E+01   9.099E+00   5.922E+09   3.295E-05   6.080E-10
 8.918E-03   1.661E+04   9.656E-04   0.000E+00   6.576E-04   2.270E-08   1.700E+01   9.955E+00   5.922E+09   3.012E-05   6.080E-10
 8.525E-03   1.817E+04   8.065E-04   0.000E+00   5.493E-04   1.983E-08   1.700E+01   1.089E+01   5.922E+09   2.752E-05   6.080E-10
 8.150E-03   1.988E+04   6.737E-04   0.000E+00   4.588E-04   1.733E-08   1.700E+01   1.192E+01   5.922E+09   2.516E-05   6.080E-10
 7.792E-03   2.175E+04   5.628E-04   0.000E+00   3.833E-04   1.514E-08   1.700E+01   1.304E+01   5.922E+09   2.299E-05   6.080E-10
 7.449E-03   2.380E+04   4.701E-04   0.000E+00   3.201E-04   1.323E-08   1.700E+01   1.427E+01   5.922E+09   2.101E-05   6.080E-10
 7.121E-03   2.604E+04   3.927E-04   0.000E+00   2.674E-04   1.156E-08   1.700E+01   1.561E+01   5.922E+09   1.921E-05   6.080E-10
 6.808E-03   2.849E+04   3.280E-04   0.000E+00   2.234E-04   1.010E-08   1.700E+01   1.708E+01   5.922E+09   1.755E-05   6.080E-10
 6.509E-03   3.117E+04   2.740E-04   0.000E+00   1.866E-04   8.825E-09   1.700E+01   1.869E+01   5.922E+09   1.604E-05   6.080E-10
 6.222E-03   3.411E+04   2.289E-04   0.000E+00   1.559E-04   7.711E-09   1.700E+01   2.045E+01   5.922E+09   1.466E-05   6.080E-10
 5.949E-03   3.732E+04   1.912E-04   0.000E+00   1.302E-04   6.737E-09   1.700E+01   2.237E+01   5.922E+09   1.340E-05   6.080E-10
 5.687E-03   4.083E+04   1.597E-04   0.000E+00   1.088E-04   5.887E-09   1.700E+01   2.448E+01   5.922E+09   1.225E-05   6.080E-10
 5.437E-03   4.467E+04   1.334E-04   0.000E+00   9.084E-05   5.143E-09   1.700E+01   2.678E+01   5.922E+09   1.119E-05   6.080E-10
 5.198E-03   4.888E+04   1.114E-04   0.000E+00   7.588E-05   4.494E-09   1.700E+01   2.931E+01   5.922E+09   1.023E-05   6.080E-10
 4.969E-03   5.348E+04   9.307E-05   0.000E+00   6.339E-05   3.927E-09   1.700E+01   3.207E+01   5.922E+09   9.350E-06   6.080E-10
 4.750E-03   5.851E+04   7.775E-05   0.000E+00   5.295E-05   3.431E-09   1.700E+01   3.508E+01   5.922E+09   8.546E-06   6.080E-10
 4.541E-03   6.402E+04   6.494E-05   0.000E+00   4.423E-05   2.998E-09   1.700E+01   3.839E+01   5.922E+09   7.811E-06   6.080E-10
 4.342E-03   7.005E+04   5.425E-05   0.000E+00   3.694E-05   2.619E-09   1.700E+01   4.200E+01   5.922E+09   7.138E-06   6.080E-10
 4.151E-03   7.664E+04   4.531E-05   0.000E+00   3.086E-05   2.289E-09   1.700E+01   4.595E+01   5.922E+09   6.524E-06   6.080E-10
 3.968E-03   8.386E+04   3.785E-05   0.000E+00   2.578E-05   2.000E-09   1.700E+01   5.028E+01   5.922E+09   5.963E-06   6.080E-10
 3.793E-03   9.175E+04   3.162E-05   0.000E+00   2.153E-05   1.747E-09   1.700E+01   5.501E+01   5.922E+09   5.450E-06   6.080E-10
 3.627E-03   1.004E+05   2.641E-05   0.000E+00   1.799E-05   1.527E-09   1.700E+01   6.019E+01   5.922E+09   4.981E-06   6.080E-10
 3.467E-03   1.098E+05   2.206E-05   0.000E+00   1.502E-05   1.334E-09   1.700E+01   6.586E+01   5.922E+09   4.552E-06   6.080E-10
 3.315E-03   1.202E+05   1.843E-05   0.000E+00   1.255E-05   1.166E-09   1.700E+01   7.206E+01   5.922E+09   4.161E-06   6.080E-10
 3.169E-03   1.315E+05   1.539E-05   0.000E+00   1.048E-05   1.018E-09   1.700E+01   7.885E+01   5.922E+09   3.803E-06   6.080E-10
 3.029E-03   1.439E+05   1.286E-05   0.000E+00   8.757E-06   8.898E-10   1.700E+01   8.627E+01   5.922E+09   3.475E-06   6.080E-10
 2.896E-03   1.574E+05   1.074E-05   0.000E+00   7.315E-06   7.775E-10   1.700E+01   9.439E+01   5.922E+09   3.176E-06   6.080E-10
 2.769E-03   1.722E+05   8.972E-06   0.000E+00   6.110E-06   6.793E-10   1.700E+01   1.033E+02   5.922E+09   2.903E-06   6.080E-10
 2.647E-03   1.885E+05   7.494E-06   0.000E+00   5.104E-06   5.936E-10   1.700E+01   1.130E+02   5.922E+09   2.653E-06   6.080E-10
 2.530E-03   2.062E+05   6.260E-06   0.000E+00   4.263E-06   5.186E-10   1.700E+01   1.236E+02   5.922E+09   2.425E-06   6.080E-10
 2.419E-03   2.256E+05   5.229E-06   0.000E+00   3.561E-06   4.531E-10   1.700E+01   1.353E+02   5.922E+09   2.216E-06   6.080E-10
 2.313E-03   2.468E+05   4.368E-06   0.000E+00   2.975E-06   3.959E-10   1.700E+01   1.480E+02   5.922E+09   2.026E-06   6.080E-10
 2.211E-03   2.701E+05   3.649E-06   0.000E+00   2.485E-06   3.460E-10   1.700E+01   1.619E+02   5.922E+09   1.851E-06   6.080E-10
 2.114E-03   2.955E+05   3.048E-06   0.000E+00   2.076E-06   3.023E-10   1.700E+01   1.772E+02   5.922E+09   1.692E-06   6.080E-10
 2.021E-03   3.233E+05   2.546E-06   0.000E+00   1.734E-06   2.641E-10   1.700E+01   1.939E+02   5.922E+09   1.546E-06   6.080E-10
 1.932E-03   3.538E+05   2.127E-06   0.000E+00   1.448E-06   2.308E-10   1.700E+01   2.121E+02   5.922E+09   1.413E-06   6.080E-10
 1.847E-03   3.871E+05   1.776E-06   0.000E+00   1.210E-06   2.016E-10   1.700E+01   2.321E+02   5.922E+09   1.292E-06   6.080E-10
 1.766E-03   4.235E+05   1.484E-06   0.000E+00   1.011E-06   1.762E-10   1.700E+01   2.539E+02   5.922E+09   1.181E-06   6.080E-10
 1.688E-03   4.634E+05   1.239E-06   0.000E+00   8.441E-07   1.539E-10   1.700E+01   2.779E+02   5.922E+09   1.079E-06   6.080E-10
 1.614E-03   5.070E+05   1.035E-06   0.000E+00   7.051E-07   1.345E-10   1.700E+01   3.040E+02   5.922E+09   9.862E-07   6.080E-10
 1.543E-03   5.547E+05   8.649E-07   0.000E+00   5.890E-07   1.175E-10   1.700E+01   3.326E+02   5.922E+09   9.014E-07   6.080E-10
 1.475E-03   6.070E+05   7.224E-07   0.000E+00   4.920E-07   1.027E-10   1.700E+01   3.639E+02   5.922E+09   8.238E-07   6.080E-10
 1.410E-03   6.641E+05   6.035E-07   0.000E+00   4.110E-07   8.972E-11   1.700E+01   3.982E+02   5.922E+09   7.529E-07   6.080E-10
 1.348E-03   7.266E+05   5.041E-07   0.000E+00   3.433E-07   7.839E-11   1.700E+01   4.357E+02   5.922E+09   6.881E-07   6.080E-10
 1.289E-03   7.950E+05   4.211E-07   0.000E+00   2.867E-07   6.850E-11   1.700E+01   4.767E+02   5.922E+09   6.289E-07   6.080E-10
 1.232E-03   8.699E+05   3.517E-07   0.000E+00   2.395E-07   5.985E-11   1.700E+01   5.216E+02   5.922E+09   5.748E-07   6.080E-10
 1.178E-03   9.518E+05   2.938E-07   0.000E+00   2.001E-07   5.229E-11   1.700E+01   5.707E+02   5.922E+09   5.254E-07   6.080E-10
 1.126E-03   1.041E+06   2.454E-07   0.000E+00   1.671E-07   4.569E-11   1.700E+01   6.244E+02   5.922E+09   4.802E-07   6.080E-10
 1.076E-03   1.139E+06   2.050E-07   0.000E+00   1.396E-07   3.992E-11   1.700E+01   6.832E+02   5.922E+09   4.388E-07   6.080E-10
 1.029E-03   1.247E+06   1.712E-07   0.000E+00   1.166E-07   3.488E-11   1.700E+01   7.475E+02   5.922E+09   4.011E-07   6.080E-10
 9.838E-04   1.364E+06   1.430E-07   0.000E+00   9.741E-08   3.048E-11   1.700E+01   8.179E+02   5.922E+09   3.666E-07   6.080E-10
 9.405E-04   1.492E+06   1.195E-07   0.000E+00   8.137E-08   2.663E-11   1.700E+01   8.949E+02   5.922E+09   3.350E-07   6.080E-10
 8.992E-04   1.633E+06   9.980E-08   0.000E+00   6.797E-08   2.327E-11   1.700E+01   9.791E+02   5.922E+09   3.062E-07   6.080E-10
 8.617E-04   1.778E+06   8.417E-08   0.000E+00   5.732E-08   2.048E-11   1.700E+01   1.066E+03   5.922E+09   2.812E-07   6.080E-10




