 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                o13           o14           o15           o16           o17           o18           o19           o20  
    358  1.645369737572E-01  2.825420E-25  1.000000E-30  1.000000E-30  3.967206E-06  1.414151E-11  1.453287E-09  1.202512E-24  1.227348E-26
    359  1.651200899964E-01  2.696764E-25  1.000000E-30  1.000000E-30  4.060270E-06  1.379676E-11  1.551057E-09  1.202494E-24  1.227312E-26
    360  1.656939516385E-01  2.573973E-25  1.000000E-30  1.000000E-30  4.154425E-06  1.346255E-11  1.655433E-09  1.202476E-24  1.227276E-26
    361  1.664404283242E-01  2.419336E-25  1.000000E-30  1.000000E-30  4.280815E-06  1.303608E-11  1.803934E-09  1.202453E-24  1.227229E-26
    362  1.671401020014E-01  2.280571E-25  1.000000E-30  1.000000E-30  4.403398E-06  1.264444E-11  1.957282E-09  1.202431E-24  1.227186E-26
    363  1.682228463170E-01  2.069078E-25  1.000000E-30  1.000000E-30  4.601219E-06  1.205301E-11  2.225227E-09  1.202398E-24  1.227118E-26
    364  1.688914277275E-01  1.949696E-25  1.000000E-30  1.000000E-30  4.728438E-06  1.169704E-11  2.410604E-09  1.202377E-24  1.227076E-26
    365  1.695862681704E-01  1.829454E-25  1.000000E-30  1.000000E-30  4.864876E-06  1.133367E-11  2.621543E-09  1.202355E-24  1.227033E-26
    366  1.708796298676E-01  1.593400E-25  1.000000E-30  1.000000E-30  5.130633E-06  1.067674E-11  3.067378E-09  1.202315E-24  1.226952E-26
    367  1.720689125062E-01  1.391666E-25  1.000000E-30  1.000000E-30  5.389012E-06  1.009343E-11  3.546566E-09  1.202278E-24  1.226878E-26
    368  1.730357271347E-01  1.246221E-25  1.000000E-30  1.000000E-30  5.609290E-06  9.634089E-12  3.989919E-09  1.202248E-24  1.226818E-26
    369  1.739185931198E-01  1.122702E-25  1.000000E-30  1.000000E-30  5.818701E-06  9.225713E-12  4.441953E-09  1.202221E-24  1.226762E-26
    370  1.748109107026E-01  1.004227E-25  1.000000E-30  1.000000E-30  6.038552E-06  8.824022E-12  4.947002E-09  1.202193E-24  1.226707E-26
    371  1.757092013639E-01  8.897800E-26  1.000000E-30  1.000000E-30  6.268397E-06  8.430140E-12  5.509377E-09  1.202166E-24  1.226651E-26
    372  1.765567714958E-01  7.892815E-26  1.000000E-30  1.000000E-30  6.493259E-06  8.068779E-12  6.091430E-09  1.202139E-24  1.226598E-26
    373  1.775373762473E-01  6.712994E-26  1.000000E-30  1.000000E-30  6.763298E-06  7.662017E-12  6.832630E-09  1.202109E-24  1.226537E-26
    374  1.784803688374E-01  5.663717E-26  1.000000E-30  1.000000E-30  7.033161E-06  7.283234E-12  7.616423E-09  1.202080E-24  1.226478E-26
    375  1.795112536071E-01  4.524991E-26  1.000000E-30  1.000000E-30  7.339823E-06  6.881910E-12  8.558720E-09  1.202048E-24  1.226413E-26
    376  1.804824008025E-01  3.555510E-26  1.000000E-30  1.000000E-30  7.640048E-06  6.516876E-12  9.530434E-09  1.202018E-24  1.226353E-26
    377  1.815169070317E-01  2.541844E-26  1.000000E-30  1.000000E-30  7.972200E-06  6.141065E-12  1.066067E-08  1.201986E-24  1.226288E-26
    378  1.825428215499E-01  1.611438E-26  1.000000E-30  1.000000E-30  8.314386E-06  5.782313E-12  1.188005E-08  1.201954E-24  1.226224E-26
    379  1.841355644659E-01  1.000000E-30  1.000000E-30  1.000000E-30  8.871400E-06  5.251994E-12  1.397691E-08  1.201904E-24  1.226125E-26
    380  1.856860183354E-01  1.030351E-30  1.000000E-30  1.000000E-30  9.444306E-06  4.766631E-12  1.626216E-08  1.201856E-24  1.226028E-26
    381  1.870847965371E-01  1.030450E-30  1.000000E-30  1.000000E-30  9.987597E-06  4.354839E-12  1.853515E-08  1.201813E-24  1.225941E-26
    382  1.883699545972E-01  1.030563E-30  1.000000E-30  1.000000E-30  1.050917E-05  3.998167E-12  2.080202E-08  1.201773E-24  1.225861E-26
    383  1.895671856375E-01  1.030646E-30  1.000000E-30  1.000000E-30  1.101460E-05  3.684070E-12  2.306774E-08  1.201736E-24  1.225786E-26
    384  1.907324824205E-01  1.030656E-30  1.000000E-30  1.000000E-30  1.152478E-05  3.395052E-12  2.541298E-08  1.201700E-24  1.225714E-26
    385  1.917913284253E-01  1.030765E-30  1.000000E-30  1.000000E-30  1.200411E-05  3.146678E-12  2.766086E-08  1.201667E-24  1.225648E-26
    386  1.928179034582E-01  1.030812E-30  1.000000E-30  1.000000E-30  1.248324E-05  2.918189E-12  2.994143E-08  1.201635E-24  1.225584E-26
    387  1.939781308337E-01  1.030675E-30  1.000000E-30  1.000000E-30  1.304193E-05  2.674830E-12  3.263031E-08  1.201599E-24  1.225511E-26
    388  1.950365569225E-01  1.030733E-30  1.000000E-30  1.000000E-30  1.356764E-05  2.465830E-12  3.517469E-08  1.201567E-24  1.225445E-26
    389  1.963061656501E-01  1.030508E-30  1.000000E-30  1.000000E-30  1.421855E-05  2.231485E-12  3.832126E-08  1.201527E-24  1.225366E-26
    390  1.975160386553E-01  1.030567E-30  1.000000E-30  1.000000E-30  1.485967E-05  2.024150E-12  4.138517E-08  1.201490E-24  1.225291E-26
    391  1.988970783448E-01  1.030295E-30  1.000000E-30  1.000000E-30  1.561659E-05  1.805647E-12  4.491278E-08  1.201447E-24  1.225205E-26
    392  2.001908516564E-01  1.030495E-30  1.000000E-30  1.000000E-30  1.635025E-05  1.618042E-12  4.818781E-08  1.201407E-24  1.225124E-26
    393  2.023233395230E-01  1.029676E-30  1.000000E-30  1.000000E-30  1.761244E-05  1.342635E-12  5.334998E-08  1.201341E-24  1.224991E-26
    394  2.035207364909E-01  1.030538E-30  1.000000E-30  1.000000E-30  1.835066E-05  1.205448E-12  5.602570E-08  1.201304E-24  1.224916E-26
    395  2.047171141817E-01  1.030545E-30  1.000000E-30  1.000000E-30  1.910998E-05  1.079893E-12  5.847999E-08  1.201267E-24  1.224842E-26
    396  2.061861175315E-01  1.030473E-30  1.000000E-30  1.000000E-30  2.007272E-05  9.408179E-13  6.113548E-08  1.201221E-24  1.224750E-26
    397  2.075162532616E-01  1.030446E-30  1.000000E-30  1.000000E-30  2.097417E-05  8.282495E-13  6.316368E-08  1.201180E-24  1.224668E-26
    398  2.088103947538E-01  1.030445E-30  1.000000E-30  1.000000E-30  2.187923E-05  7.299048E-13  6.478747E-08  1.201140E-24  1.224587E-26
    399  2.102374295066E-01  1.030291E-30  1.000000E-30  1.000000E-30  2.291025E-05  6.333835E-13  6.619651E-08  1.201096E-24  1.224498E-26
    400  2.116254943500E-01  1.030449E-30  1.000000E-30  1.000000E-30  2.394757E-05  5.505172E-13  6.722618E-08  1.201053E-24  1.224412E-26
    401  2.137594200207E-01  1.029747E-30  1.000000E-30  1.000000E-30  2.561153E-05  4.420176E-13  6.829836E-08  1.200987E-24  1.224279E-26
    402  2.149968302441E-01  1.030380E-30  1.000000E-30  1.000000E-30  2.661648E-05  3.884945E-13  6.872091E-08  1.200948E-24  1.224202E-26
    403  2.163578604848E-01  1.030310E-30  1.000000E-30  1.000000E-30  2.775717E-05  3.365528E-13  6.908753E-08  1.200906E-24  1.224117E-26
    404  2.188327022992E-01  1.029524E-30  1.000000E-30  1.000000E-30  2.992966E-05  2.587649E-13  6.965676E-08  1.200830E-24  1.223963E-26
    405  2.210861741802E-01  1.029453E-30  1.000000E-30  1.000000E-30  3.202179E-05  2.038171E-13  7.023333E-08  1.200760E-24  1.223822E-26
    406  2.231360986547E-01  1.029266E-30  1.000000E-30  1.000000E-30  3.402061E-05  1.645539E-13  7.089403E-08  1.200696E-24  1.223695E-26
    407  2.249661932162E-01  1.029753E-30  1.000000E-30  1.000000E-30  3.588062E-05  1.365810E-13  7.161388E-08  1.200640E-24  1.223581E-26
    408  2.266023391923E-01  1.030083E-30  1.000000E-30  1.000000E-30  3.760070E-05  1.162645E-13  7.235476E-08  1.200589E-24  1.223479E-26
    409  2.291569547831E-01  1.029386E-30  1.000000E-30  1.000000E-30  4.038199E-05  9.171984E-14  7.365284E-08  1.200510E-24  1.223320E-26
    410  2.305971902523E-01  1.030326E-30  1.000000E-30  1.000000E-30  4.199215E-05  8.101995E-14  7.443223E-08  1.200465E-24  1.223230E-26
    411  2.319348711247E-01  1.030226E-30  1.000000E-30  1.000000E-30  4.350744E-05  7.273318E-14  7.516832E-08  1.200424E-24  1.223147E-26
    412  2.335360820165E-01  1.030037E-30  1.000000E-30  1.000000E-30  4.533661E-05  6.457660E-14  7.604609E-08  1.200374E-24  1.223048E-26
    413  2.351317971316E-01  1.029913E-30  1.000000E-30  1.000000E-30  4.716402E-05  5.803968E-14  7.689858E-08  1.200325E-24  1.222948E-26
    414  2.376293164755E-01  1.029066E-30  1.000000E-30  1.000000E-30  4.999985E-05  5.032983E-14  7.815008E-08  1.200248E-24  1.222793E-26
    415  2.399259738388E-01  1.029370E-30  1.000000E-30  1.000000E-30  5.253974E-05  4.530619E-14  7.917903E-08  1.200177E-24  1.222650E-26
    416  2.420046682363E-01  1.029620E-30  1.000000E-30  1.000000E-30  5.474751E-05  4.201294E-14  7.999318E-08  1.200112E-24  1.222521E-26
    417  2.451201276448E-01  1.028422E-30  1.000000E-30  1.000000E-30  5.783752E-05  3.865792E-14  8.099730E-08  1.200016E-24  1.222327E-26
    418  2.467564269033E-01  1.030013E-30  1.000000E-30  1.000000E-30  5.933647E-05  3.744272E-14  8.142488E-08  1.199965E-24  1.222225E-26
    419  2.483354027874E-01  1.029911E-30  1.000000E-30  1.000000E-30  6.069430E-05  3.653023E-14  8.177759E-08  1.199916E-24  1.222127E-26
    420  2.499258654919E-01  1.030024E-30  1.000000E-30  1.000000E-30  6.197077E-05  3.581406E-14  8.207857E-08  1.199867E-24  1.222028E-26
    421  2.515152656983E-01  1.029998E-30  1.000000E-30  1.000000E-30  6.315345E-05  3.525811E-14  8.233051E-08  1.199818E-24  1.221929E-26
    422  2.542060864984E-01  1.028726E-30  1.000000E-30  1.000000E-30  6.494466E-05  3.458695E-14  8.266186E-08  1.199735E-24  1.221762E-26
    423  2.556901221114E-01  1.029948E-30  1.000000E-30  1.000000E-30  6.582142E-05  3.432429E-14  8.280161E-08  1.199689E-24  1.221670E-26
    424  2.570805114381E-01  1.029952E-30  1.000000E-30  1.000000E-30  6.657365E-05  3.412964E-14  8.290956E-08  1.199646E-24  1.221584E-26
    425  2.598984391343E-01  1.028998E-30  1.000000E-30  1.000000E-30  6.790282E-05  3.384839E-14  8.307287E-08  1.199559E-24  1.221408E-26
    426  2.622653138568E-01  1.028882E-30  1.000000E-30  1.000000E-30  6.883107E-05  3.369488E-14  8.316574E-08  1.199486E-24  1.221261E-26
    427  2.644885215151E-01  1.029082E-30  1.000000E-30  1.000000E-30  6.956116E-05  3.359656E-14  8.322617E-08  1.199417E-24  1.221123E-26
    428  2.667229470066E-01  1.029360E-30  1.000000E-30  1.000000E-30  7.017068E-05  3.352857E-14  8.326781E-08  1.199348E-24  1.220985E-26
    429  2.687894382327E-01  1.029656E-30  1.000000E-30  1.000000E-30  7.063595E-05  3.348488E-14  8.329396E-08  1.199284E-24  1.220856E-26
    430  2.709436570286E-01  1.029603E-30  1.000000E-30  1.000000E-30  7.103290E-05  3.345304E-14  8.331218E-08  1.199217E-24  1.220722E-26
    431  2.728595154549E-01  1.029812E-30  1.000000E-30  1.000000E-30  7.132042E-05  3.343308E-14  8.332286E-08  1.199158E-24  1.220603E-26
    432  2.763050324764E-01  1.028270E-30  1.000000E-30  1.000000E-30  7.170974E-05  3.341024E-14  8.333356E-08  1.199051E-24  1.220390E-26
    433  2.797281875476E-01  1.028259E-30  1.000000E-30  1.000000E-30  7.197042E-05  3.339775E-14  8.333791E-08  1.198946E-24  1.220177E-26
    434  2.831107064370E-01  1.027953E-30  1.000000E-30  1.000000E-30  7.213973E-05  3.339097E-14  8.333919E-08  1.198841E-24  1.219967E-26
    435  2.863632962154E-01  1.028212E-30  1.000000E-30  1.000000E-30  7.224515E-05  3.338736E-14  8.333918E-08  1.198740E-24  1.219765E-26
    436  2.894106333807E-01  1.028334E-30  1.000000E-30  1.000000E-30  7.230917E-05  3.338544E-14  8.333876E-08  1.198646E-24  1.219576E-26
    437  2.941185503109E-01  1.026770E-30  1.000000E-30  1.000000E-30  7.236645E-05  3.338394E-14  8.333800E-08  1.198501E-24  1.219284E-26
    438  2.983685787405E-01  1.027227E-30  1.000000E-30  1.000000E-30  7.239279E-05  3.338335E-14  8.333745E-08  1.198369E-24  1.219021E-26
    439  3.021949729112E-01  1.027589E-30  1.000000E-30  1.000000E-30  7.240541E-05  3.338311E-14  8.333712E-08  1.198251E-24  1.218783E-26
    440  3.059150641439E-01  1.027647E-30  1.000000E-30  1.000000E-30  7.241212E-05  3.338299E-14  8.333691E-08  1.198136E-24  1.218553E-26
    441  3.094680949786E-01  1.027809E-30  1.000000E-30  1.000000E-30  7.241566E-05  3.338293E-14  8.333679E-08  1.198027E-24  1.218332E-26
    442  3.127856926026E-01  1.028064E-30  1.000000E-30  1.000000E-30  7.241753E-05  3.338290E-14  8.333672E-08  1.197924E-24  1.218127E-26
    443  3.178598433803E-01  1.026526E-30  1.000000E-30  1.000000E-30  7.241896E-05  3.338289E-14  8.333667E-08  1.197767E-24  1.217813E-26
    444  3.224504526026E-01  1.026929E-30  1.000000E-30  1.000000E-30  7.241953E-05  3.338288E-14  8.333665E-08  1.197626E-24  1.217528E-26
    445  3.266870398371E-01  1.027159E-30  1.000000E-30  1.000000E-30  7.241977E-05  3.338288E-14  8.333664E-08  1.197495E-24  1.217266E-26
    446  3.305577136787E-01  1.027441E-30  1.000000E-30  1.000000E-30  7.241988E-05  3.338288E-14  8.333663E-08  1.197375E-24  1.217026E-26
    447  3.362681054783E-01  1.025939E-30  1.000000E-30  1.000000E-30  7.241995E-05  3.338288E-14  8.333663E-08  1.197199E-24  1.216673E-26
    448  3.414589872690E-01  1.026354E-30  1.000000E-30  1.000000E-30  7.241997E-05  3.338288E-14  8.333663E-08  1.197039E-24  1.216351E-26
    449  3.462773530350E-01  1.026662E-30  1.000000E-30  1.000000E-30  7.241998E-05  3.338288E-14  8.333663E-08  1.196890E-24  1.216053E-26
    450  3.508856189623E-01  1.026811E-30  1.000000E-30  1.000000E-30  7.241998E-05  3.338288E-14  8.333663E-08  1.196748E-24  1.215768E-26
    451  3.552628710565E-01  1.027040E-30  1.000000E-30  1.000000E-30  7.241998E-05  3.338288E-14  8.333663E-08  1.196613E-24  1.215498E-26
    452  3.595141079779E-01  9.855148E-29  1.000000E-30  1.000000E-30  7.241998E-05  3.338288E-14  8.333663E-08  1.196482E-24  1.215235E-26
    453  3.636744849418E-01  2.032111E-28  1.000000E-30  1.000000E-30  7.241998E-05  3.338288E-14  8.333663E-08  1.196353E-24  1.214978E-26
    454  3.676260234901E-01  3.019052E-28  1.000000E-30  1.000000E-30  7.241999E-05  3.338288E-14  8.333663E-08  1.196231E-24  1.214734E-26
    455  3.714655117309E-01  3.867469E-28  1.000000E-30  1.000000E-30  7.241999E-05  3.338288E-14  8.333663E-08  1.196113E-24  1.214496E-26
    456  3.752653942304E-01  3.883786E-28  1.000000E-30  1.000000E-30  7.241999E-05  3.338288E-14  8.333663E-08  1.195996E-24  1.214262E-26
    457  3.809506426681E-01  4.681635E-28  1.000000E-30  1.000000E-30  7.241999E-05  3.338288E-14  8.333663E-08  1.195820E-24  1.213910E-26
    458  3.865190953769E-01  5.108070E-28  1.000000E-30  1.000000E-30  7.241999E-05  3.338288E-14  8.333663E-08  1.195649E-24  1.213567E-26
    459  3.928522091207E-01  5.193187E-28  1.000000E-30  1.000000E-30  7.241999E-05  3.338288E-14  8.333663E-08  1.195453E-24  1.213176E-26
    460  3.991093841216E-01  4.931276E-28  1.000000E-30  1.000000E-30  7.241999E-05  3.338288E-14  8.333663E-08  1.195261E-24  1.212790E-26
    461  4.054183851758E-01  3.795156E-28  1.000000E-30  1.000000E-30  7.241999E-05  3.338288E-14  8.333663E-08  1.195066E-24  1.212401E-26
    462  4.147392755742E-01  2.604092E-28  1.000000E-30  1.000000E-30  7.241999E-05  3.338288E-14  8.333663E-08  1.194779E-24  1.211826E-26
    463  4.232199499949E-01  1.363310E-28  1.000000E-30  1.000000E-30  7.241999E-05  3.338288E-14  8.333663E-08  1.194518E-24  1.211303E-26
    464  4.316976825025E-01  1.025767E-30  1.000000E-30  1.000000E-30  7.241999E-05  3.338288E-14  8.333663E-08  1.194257E-24  1.210781E-26
    465  4.393401554526E-01  1.024346E-30  1.000000E-30  1.000000E-30  7.241999E-05  3.338288E-14  8.333663E-08  1.194021E-24  1.210310E-26
    466  4.465935084243E-01  1.024768E-30  1.000000E-30  1.000000E-30  7.241999E-05  3.338288E-14  8.333663E-08  1.193798E-24  1.209864E-26
    467  4.537106765818E-01  1.024571E-30  1.000000E-30  1.000000E-30  7.241999E-05  3.338288E-14  8.333663E-08  1.193579E-24  1.209426E-26
    468  4.602314649238E-01  1.025080E-30  1.000000E-30  1.000000E-30  7.241999E-05  3.338288E-14  8.333663E-08  1.193378E-24  1.209025E-26
    469  4.709552966107E-01  1.021697E-30  1.000000E-30  1.000000E-30  7.241999E-05  3.338288E-14  8.333663E-08  1.193048E-24  1.208366E-26
    470  4.769745726746E-01  1.025251E-30  1.000000E-30  1.000000E-30  7.241999E-05  3.338288E-14  8.333663E-08  1.192863E-24  1.207996E-26
    471  4.828178172001E-01  1.025229E-30  1.000000E-30  1.000000E-30  7.241999E-05  3.338288E-14  8.333663E-08  1.192684E-24  1.207637E-26
    472  4.927188450138E-01  1.022126E-30  1.000000E-30  1.000000E-30  7.241999E-05  3.338288E-14  8.333663E-08  1.192379E-24  1.207029E-26
    473  5.000000000000E-01  1.023654E-30  1.000000E-30  1.000000E-30  7.241999E-05  3.338288E-14  8.333663E-08  1.192155E-24  1.206582E-26
