 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                al39          al40          si22          si23          si24          si25          si26          si27 
    180  5.987296131417E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.918066E-30  1.827360E-22
    181  6.018239261751E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.318068E-30  1.787261E-22
    182  6.051941164510E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.706290E-30  1.741412E-22
    183  6.081686890997E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.200914E-30  1.699266E-22
    184  6.107970107709E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.780158E-30  1.660868E-22
    185  6.149099227918E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.167829E-30  1.598968E-22
    186  6.184187848266E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.687518E-30  1.544827E-22
    187  6.212841772032E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.322394E-30  1.499787E-22
    188  6.241083345826E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.985136E-30  1.454820E-22
    189  6.286334795077E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.488820E-30  1.381937E-22
    190  6.324448148531E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.110250E-30  1.320125E-22
    191  6.354755735680E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.833084E-30  1.271022E-22
    192  6.382753282149E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.594734E-30  1.225800E-22
    193  6.429792763326E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.230030E-30  1.150386E-22
    194  6.470641913937E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.947052E-30  1.085816E-22
    195  6.514351188605E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.675865E-30  1.018053E-22
    196  6.551961572666E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.466368E-30  9.611640E-23
    197  6.614173306661E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.163357E-30  8.703604E-23
    198  6.666431851744E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.946228E-30  7.976707E-23
    199  6.714973898932E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.771232E-30  7.333990E-23
    200  6.763365269933E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.619162E-30  6.726757E-23
    201  6.810748363549E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.489453E-30  6.165323E-23
    202  6.886988901479E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.314770E-30  5.332333E-23
    203  6.932442343830E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.227678E-30  4.877163E-23
    204  6.977291475786E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.152224E-30  4.457959E-23
    205  7.051837306122E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.046462E-30  3.825057E-23
    206  7.120724846930E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.307918E-23
    207  7.185571854523E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.876734E-23
    208  7.250556240022E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.494917E-23
    209  7.308358088908E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.194270E-23
    210  7.365083251161E-02  1.283221E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.931883E-23
    211  7.420607479025E-02  1.749284E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.703886E-23
    212  7.477269193766E-02  2.401725E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.498039E-23
    213  7.532671922740E-02  3.279609E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.320402E-23
    214  7.590819975934E-02  4.555607E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.156774E-23
    215  7.648106882397E-02  6.309265E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.016118E-23
    216  7.706864365518E-02  8.833562E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.906956E-24
    217  7.765097184480E-02  1.236627E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.831701E-24
    218  7.824188421090E-02  1.745022E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.892793E-24
    219  7.883216312169E-02  2.469671E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.090381E-24
    220  7.934760137230E-02  3.355836E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.488062E-24
    221  7.991019390762E-02  4.705607E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.924800E-24
    222  8.044081450283E-02  6.495425E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.474482E-24
    223  8.103419684334E-02  9.358555E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.053866E-24
    224  8.158988408622E-02  1.323853E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.731523E-24
    225  8.219791245697E-02  1.944903E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.449842E-24
    226  8.273529679330E-02  2.746065E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.256349E-24
    227  8.327310875316E-02  3.897954E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.109607E-24
    228  8.381967664174E-02  5.591113E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.003701E-24
    229  8.442137901789E-02  8.359122E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.931772E-24
    230  8.496109010092E-02  1.204833E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.902324E-24
    231  8.556251684447E-02  1.817654E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.902251E-24
    232  8.609514523980E-02  2.622575E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.925397E-24
    233  8.668730402486E-02  3.949597E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.970111E-24
    234  8.725638446658E-02  5.858100E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.024396E-24
    235  8.784892152766E-02  8.818241E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.083383E-24
    236  8.837914431516E-02  1.268528E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.130431E-24
    237  8.927467123273E-02  2.326693E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.177429E-24
    238  9.009385267910E-02  3.999248E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.160683E-24
    239  9.088007009323E-02  6.631023E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.074714E-24
    240  9.160938796651E-02  1.044252E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.928203E-24
    241  9.231864750676E-02  1.600473E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.728042E-24
    242  9.335415502949E-02  2.911655E-25  1.034475E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.357322E-24
    243  9.429165011748E-02  4.870086E-25  1.692336E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.978977E-24
    244  9.514750284226E-02  7.633925E-25  2.596882E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.632040E-24
    245  9.592869681963E-02  1.133388E-24  3.781468E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.335799E-24
    246  9.638259128200E-02  1.418497E-24  4.679846E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.177382E-24
    247  9.686466198075E-02  1.793107E-24  5.845300E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.022572E-24
    248  9.745016881397E-02  2.371275E-24  7.618628E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.543540E-25
    249  9.798964068785E-02  3.055069E-24  9.685335E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.186113E-25
    250  9.892639389759E-02  4.710293E-24  1.459047E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.242394E-25
    251  9.977784733458E-02  6.935304E-24  2.103634E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.886676E-25
    252  1.005622893962E-01  9.869802E-24  2.936670E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.922499E-25
    253  1.013070552067E-01  1.376103E-23  4.020660E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.216383E-25
    254  1.019791947326E-01  1.856005E-23  5.334377E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.719415E-25
    255  1.025982572428E-01  2.444128E-23  6.919158E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.356412E-25
    256  1.032644197032E-01  3.283828E-23  9.146598E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.048520E-25
    257  1.039121745974E-01  4.376588E-23  1.199963E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.143976E-26
    258  1.045193471709E-01  5.730438E-23  1.548139E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.413411E-26
    259  1.051181778144E-01  7.475641E-23  1.990462E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.062029E-26
    260  1.056826419982E-01  9.603917E-23  2.522386E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.045913E-26
    261  1.062431336111E-01  1.232208E-22  3.192629E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.233977E-26
    262  1.068146627648E-01  1.588422E-22  4.059013E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.572206E-26
    263  1.073656177930E-01  2.028468E-22  5.114831E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.062063E-26
    264  1.079139362418E-01  2.587501E-22  6.438471E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.652637E-26
    265  1.084202130578E-01  3.238938E-22  7.961268E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.346499E-26
    266  1.089957947327E-01  4.178045E-22  1.012755E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.066532E-26
    267  1.095139929398E-01  5.251160E-22  1.257025E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.642552E-27
    268  1.100036617482E-01  6.515506E-22  1.541331E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.077624E-27
    269  1.105581599754E-01  8.311265E-22  1.939989E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.643954E-27
    270  1.111738162549E-01  1.087527E-21  2.501096E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.389697E-27
    271  1.117276452796E-01  1.383786E-21  3.140367E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.497374E-27
    272  1.122547306619E-01  1.738467E-21  3.895751E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.816010E-27
    273  1.128196390807E-01  2.216813E-21  4.901026E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.232567E-27
    274  1.134172103791E-01  2.861408E-21  6.236664E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.745638E-27
    275  1.139661173569E-01  3.612867E-21  7.772285E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.391077E-27
    276  1.145721141816E-01  4.663203E-21  9.888511E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.082804E-27
    277  1.151138636995E-01  5.846884E-21  1.224032E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.657625E-28
    278  1.160623872824E-01  8.658623E-21  1.772366E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.837341E-28
    279  1.166131253687E-01  1.084639E-20  2.191654E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.644861E-28
    280  1.171578902390E-01  1.353521E-20  2.700084E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.705448E-28
    281  1.179966344325E-01  1.898771E-20  3.713755E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.612338E-28
    282  1.184626561866E-01  2.288319E-20  4.427100E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.152293E-28
    283  1.189221956404E-01  2.748290E-20  5.260024E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.778894E-28
    284  1.197605220964E-01  3.832819E-20  7.193257E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.254292E-28
    285  1.205341475296E-01  5.200485E-20  9.585421E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.098326E-29
    286  1.212540834288E-01  6.901598E-20  1.250939E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.750672E-29
    287  1.219299358624E-01  8.997845E-20  1.605451E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.101803E-29
    288  1.225766858039E-01  1.159208E-19  2.037470E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.909628E-29
    289  1.231854533608E-01  1.471477E-19  2.550035E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.043974E-29
    290  1.237219182154E-01  1.816175E-19  3.108419E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.442787E-29
    291  1.242404039059E-01  2.226129E-19  3.764471E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.977997E-29
    292  1.248086455930E-01  2.782944E-19  4.644445E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.572219E-29
    293  1.253177247642E-01  3.401433E-19  5.610033E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.279709E-29
    294  1.258810647447E-01  4.249059E-19  6.917178E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.021199E-29
    295  1.264205598797E-01  5.260673E-19  8.457743E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.248441E-30
    296  1.270317883483E-01  6.707258E-19  1.063222E-24  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.484945E-30
    297  1.275757308169E-01  8.334951E-19  1.304749E-24  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.245175E-30
    298  1.286048671531E-01  1.260196E-18  1.926392E-24  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.541516E-30
    299  1.290949488661E-01  1.535768E-18  2.321489E-24  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.943405E-30
    300  1.295345101683E-01  1.835670E-18  2.746986E-24  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.499423E-30
    301  1.303954523490E-01  2.607944E-18  3.826420E-24  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.828407E-30
    302  1.308549873199E-01  3.149036E-18  4.572119E-24  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.551194E-30
    303  1.312776310019E-01  3.747954E-18  5.389473E-24  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.336374E-30
    304  1.320787884157E-01  5.220778E-18  7.371574E-24  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.014967E-30
    305  1.327308179063E-01  6.849733E-18  9.529046E-24  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    306  1.333821207310E-01  8.994968E-18  1.232956E-23  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    307  1.339749669338E-01  1.153639E-17  1.560170E-23  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    308  1.345530840576E-01  1.471743E-17  1.964431E-23  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    309  1.351098094661E-01  1.862090E-17  2.454294E-23  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    310  1.359304916944E-01  2.635838E-17  3.410139E-23  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    311  1.363572082699E-01  3.158626E-17  4.047254E-23  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    312  1.367788244083E-01  3.778566E-17  4.795665E-23  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    313  1.375777712339E-01  5.308273E-17  6.616570E-23  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    314  1.380438267916E-01  6.472927E-17  7.983817E-23  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    315  1.384690951451E-01  7.760285E-17  9.480231E-23  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    316  1.391087445178E-01  1.019840E-16  1.228023E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    317  1.397002518981E-01  1.313301E-16  1.560441E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    318  1.402705851668E-01  1.676767E-16  1.966870E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    319  1.408634912375E-01  2.163340E-16  2.503972E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    320  1.414089642241E-01  2.736083E-16  3.128260E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    321  1.419220762512E-01  3.414212E-16  3.858796E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    322  1.422771704232E-01  3.981826E-16  4.464527E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    323  1.426029315631E-01  4.586610E-16  5.105096E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    324  1.430135230101E-01  5.483591E-16  6.047393E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    325  1.434683796643E-01  6.686865E-16  7.299360E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    326  1.440315208021E-01  8.556434E-16  9.222659E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    327  1.445490332405E-01  1.074516E-15  1.144782E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    328  1.451370980342E-01  1.393481E-15  1.465098E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    329  1.457052374241E-01  1.793365E-15  1.861594E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    330  1.463107957421E-01  2.350763E-15  2.407191E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    331  1.468752132891E-01  3.029607E-15  3.063217E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    332  1.475510939381E-01  4.112186E-15  4.095160E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    333  1.481899111058E-01  5.500776E-15  5.400041E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    334  1.491767377555E-01  8.655229E-15  8.310917E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    335  1.497116139607E-01  1.108622E-14  1.051852E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    336  1.502421520731E-01  1.419595E-14  1.331018E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    337  1.509052103900E-01  1.937156E-14  1.789586E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    338  1.515352476696E-01  2.607603E-14  2.375346E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    339  1.521327102765E-01  3.464157E-14  3.113903E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    340  1.526678407657E-01  4.474329E-14  3.974368E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    341  1.532481602429E-01  5.913917E-14  5.185863E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    342  1.535863948111E-01  6.963293E-14  6.060445E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    343  1.538995751697E-01  8.106155E-14  7.006356E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    344  1.546020187628E-01  1.141716E-13  9.716001E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    345  1.552062305672E-01  1.535464E-13  1.289360E-19  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    346  1.557875935888E-01  2.045759E-13  1.695977E-19  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    347  1.566447447202E-01  3.132517E-13  2.548347E-19  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    348  1.574294426159E-01  4.639058E-13  3.709345E-19  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    349  1.581710514975E-01  6.743902E-13  5.305159E-19  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    350  1.588328903187E-01  9.433131E-13  7.313569E-19  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    351  1.594606073659E-01  1.298880E-12  9.932471E-19  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    352  1.600565792087E-01  1.762940E-12  1.330591E-18  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    353  1.607059625219E-01  2.462233E-12  1.832091E-18  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    354  1.613957576202E-01  3.516248E-12  2.577053E-18  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    355  1.620398820205E-01  4.913061E-12  3.550226E-18  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    356  1.627691861850E-01  7.182884E-12  5.107996E-18  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    357  1.634667099868E-01  1.034223E-11  7.242996E-18  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    358  1.645369737572E-01  1.813341E-11  1.240478E-17  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    359  1.651200899964E-01  2.463369E-11  1.663759E-17  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
