 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                s35           s36           s37           s38           s39           s40           s41           s42  
    360  1.656939516385E-01  1.957514E-24  3.223676E-22  1.863526E-21  6.113161E-21  5.399825E-18  4.788553E-17  1.706640E-15  7.421976E-15
    361  1.664404283242E-01  1.615550E-24  2.658218E-22  1.508047E-21  5.039146E-21  4.488583E-18  4.191238E-17  1.491118E-15  6.430181E-15
    362  1.671401020014E-01  1.348995E-24  2.218691E-22  1.238920E-21  4.227898E-21  3.771077E-18  3.703731E-17  1.313156E-15  5.641727E-15
    363  1.682228463170E-01  1.019684E-24  1.677094E-22  9.165630E-22  3.260410E-21  2.874379E-18  3.065548E-17  1.077476E-15  4.631204E-15
    364  1.688914277275E-01  8.574003E-25  1.410750E-22  7.620895E-22  2.799446E-21  2.427820E-18  2.731284E-17  9.528490E-16  4.109981E-15
    365  1.695862681704E-01  7.155685E-25  1.178194E-22  6.295463E-22  2.406034E-21  2.034307E-18  2.424352E-17  8.378625E-16  3.633721E-15
    366  1.708796298676E-01  5.102649E-25  8.418052E-23  4.420023E-22  1.854276E-21  1.459194E-18  1.946557E-17  6.580877E-16  2.895074E-15
    367  1.720689125062E-01  3.729584E-25  6.168493E-23  3.195965E-22  1.498776E-21  1.070151E-18  1.593753E-17  5.253739E-16  2.349001E-15
    368  1.730357271347E-01  2.884908E-25  4.783472E-23  2.455690E-22  1.286294E-21  8.288902E-19  1.355931E-17  4.363841E-16  1.980120E-15
    369  1.739185931198E-01  2.277800E-25  3.786671E-23  1.929810E-22  1.136858E-21  6.544654E-19  1.170385E-17  3.675622E-16  1.691844E-15
    370  1.748109107026E-01  1.790585E-25  2.985367E-23  1.511647E-22  1.018942E-21  5.139198E-19  1.008770E-17  3.083238E-16  1.440877E-15
    371  1.757092013639E-01  1.402255E-25  2.345364E-23  1.180834E-22  9.261395E-22  4.015021E-19  8.683268E-18  2.576558E-16  1.223215E-15
    372  1.765567714958E-01  1.111255E-25  1.864630E-23  9.343787E-23  8.570265E-22  3.171639E-19  7.535559E-18  2.170065E-16  1.046239E-15
    373  1.775373762473E-01  8.465874E-26  1.426160E-23  7.112472E-23  7.938835E-22  2.403649E-19  6.387658E-18  1.772966E-16  8.704882E-16
    374  1.784803688374E-01  6.499563E-26  1.099337E-23  5.460691E-23  7.461177E-22  1.834186E-19  5.443113E-18  1.455210E-16  7.275349E-16
    375  1.795112536071E-01  4.850131E-26  8.241651E-24  4.078299E-23  7.042306E-22  1.357590E-19  4.559014E-18  1.167519E-16  5.955953E-16
    376  1.804824008025E-01  3.668681E-26  6.262688E-24  3.089416E-23  6.719115E-22  1.018213E-19  3.849805E-18  9.451051E-17  4.917020E-16
    377  1.815169070317E-01  2.713198E-26  4.655280E-24  2.289853E-23  6.425113E-22  7.455479E-20  3.204808E-18  7.509564E-17  3.991158E-16
    378  1.825428215499E-01  2.003159E-26  3.455171E-24  1.695325E-23  6.167732E-22  5.450358E-20  2.663261E-18  5.951011E-17  3.232799E-16
    379  1.841355644659E-01  1.239462E-26  2.156390E-24  1.054644E-23  5.803895E-22  3.326622E-20  1.982669E-18  4.107091E-17  2.310884E-16
    380  1.856860183354E-01  7.682497E-27  1.348574E-24  6.578818E-24  5.465090E-22  2.047565E-20  1.472878E-18  2.829975E-17  1.650009E-16
    381  1.870847965371E-01  4.942895E-27  8.751155E-25  4.261151E-24  5.159107E-22  1.324092E-20  1.116558E-18  2.003441E-17  1.207950E-16
    382  1.883699545972E-01  3.270087E-27  5.837842E-25  2.838607E-24  4.873184E-22  8.945270E-21  8.592513E-19  1.447835E-17  9.015172E-17
    383  1.895671856375E-01  2.209260E-27  3.976474E-25  1.931492E-24  4.601594E-22  6.291178E-21  6.687308E-19  1.063081E-17  6.827683E-17
    384  1.907324824205E-01  1.497919E-27  2.719061E-25  1.319679E-24  4.333655E-22  4.552529E-21  5.208617E-19  7.828162E-18  5.187146E-17
    385  1.917913284253E-01  1.046309E-27  1.914828E-25  9.288703E-25  4.089170E-22  3.468172E-21  4.131763E-19  5.904452E-18  4.029961E-17
    386  1.928179034582E-01  7.344971E-28  1.355571E-25  6.573864E-25  3.852189E-22  2.725785E-21  3.286996E-19  4.475635E-18  3.145155E-17
    387  1.939781308337E-01  4.891024E-28  9.121174E-26  4.423179E-25  3.587755E-22  2.140097E-21  2.528909E-19  3.262520E-18  2.373476E-17
    388  1.950365569225E-01  3.352824E-28  6.315974E-26  3.063685E-25  3.350836E-22  1.764214E-21  1.984760E-19  2.438644E-18  1.832214E-17
    389  1.963061656501E-01  2.111832E-28  4.034281E-26  1.958653E-25  3.075276E-22  1.445147E-21  1.481062E-19  1.716908E-18  1.343393E-17
    390  1.975160386553E-01  1.347305E-28  2.611462E-26  1.269798E-25  2.823458E-22  1.228075E-21  1.119949E-19  1.228139E-18  1.000858E-17
    391  1.988970783448E-01  7.952096E-29  1.573497E-26  7.673875E-26  2.550598E-22  1.045143E-21  8.154660E-20  8.385677E-19  7.173460E-18
    392  2.001908516564E-01  4.794601E-29  9.696329E-27  4.749395E-26  2.311025E-22  9.137277E-22  6.088468E-20  5.885827E-19  5.288603E-18
    393  2.023233395230E-01  1.956275E-29  4.265305E-27  2.119100E-26  1.951638E-22  7.472755E-22  3.832595E-20  3.329805E-19  3.276618E-18
    394  2.035207364909E-01  1.206976E-29  2.664970E-27  1.337413E-26  1.769647E-22  6.714258E-22  2.999205E-20  2.446772E-19  2.555234E-18
    395  2.047171141817E-01  7.033060E-30  1.646681E-27  8.406684E-27  1.601440E-22  6.043085E-22  2.377701E-20  1.818207E-19  2.029120E-18
    396  2.061861175315E-01  3.282099E-30  8.979718E-28  4.741419E-27  1.413252E-22  5.314206E-22  1.823488E-20  1.286608E-19  1.579610E-18
    397  2.075162532616E-01  1.559641E-30  5.128879E-28  2.827607E-27  1.259391E-22  4.729087E-22  1.462007E-20  9.600905E-20  1.305311E-18
    398  2.088103947538E-01  1.000000E-30  2.925218E-28  1.719767E-27  1.123627E-22  4.217614E-22  1.199261E-20  7.367303E-20  1.122899E-18
    399  2.102374295066E-01  1.000000E-30  1.528002E-28  1.007145E-27  9.887617E-23  3.712089E-22  9.809304E-21  5.632513E-20  9.914257E-19
    400  2.116254943500E-01  1.000000E-30  7.859340E-29  6.120579E-28  8.713742E-23  3.273141E-22  8.189853E-21  4.438631E-20  9.141582E-19
    401  2.137594200207E-01  1.000000E-30  1.740613E-29  2.999481E-28  7.145879E-23  2.687313E-22  6.342935E-21  3.199764E-20  8.617611E-19
    402  2.149968302441E-01  1.000000E-30  1.024091E-29  2.100932E-28  6.355247E-23  2.391794E-22  5.517251E-21  2.695079E-20  8.579467E-19
    403  2.163578604848E-01  1.000000E-30  1.000000E-30  1.451928E-28  5.574355E-23  2.099718E-22  4.754539E-21  2.257674E-20  8.701676E-19
    404  2.188327022992E-01  1.000000E-30  1.000000E-30  7.777251E-29  4.368492E-23  1.648129E-22  3.654302E-21  1.674337E-20  9.274319E-19
    405  2.210861741802E-01  1.000000E-30  1.000000E-30  4.866715E-29  3.476222E-23  1.313398E-22  2.882597E-21  1.295211E-20  1.010885E-18
    406  2.231360986547E-01  1.000000E-30  1.000000E-30  3.312029E-29  2.808746E-23  1.062593E-22  2.320514E-21  1.031677E-20  1.109251E-18
    407  2.249661932162E-01  1.000000E-30  1.000000E-30  2.382153E-29  2.311989E-23  8.756653E-23  1.907697E-21  8.433979E-21  1.214189E-18
    408  2.266023391923E-01  1.000000E-30  1.000000E-30  1.785926E-29  1.936465E-23  7.341782E-23  1.597658E-21  7.042568E-21  1.321669E-18
    409  2.291569547831E-01  1.000000E-30  1.000000E-30  7.392484E-30  1.459736E-23  5.542962E-23  1.205526E-21  5.303144E-21  1.516176E-18
    410  2.305971902523E-01  1.000000E-30  1.000000E-30  8.279675E-30  1.241738E-23  4.719255E-23  1.026473E-21  4.514344E-21  1.640983E-18
    411  2.319348711247E-01  1.000000E-30  1.000000E-30  6.164817E-30  1.067142E-23  4.058936E-23  8.830818E-22  3.884297E-21  1.767308E-18
    412  2.335360820165E-01  1.000000E-30  1.000000E-30  3.281511E-30  8.891520E-24  3.385146E-23  7.368528E-22  3.242802E-21  1.932488E-18
    413  2.351317971316E-01  1.000000E-30  1.000000E-30  1.610536E-30  7.412350E-24  2.824654E-23  6.152508E-22  2.709810E-21  2.113258E-18
    414  2.376293164755E-01  1.000000E-30  1.000000E-30  1.000000E-30  5.592060E-24  2.134114E-23  4.654496E-22  2.053358E-21  2.431472E-18
    415  2.399259738388E-01  1.000000E-30  1.000000E-30  1.000000E-30  4.353825E-24  1.663812E-23  3.634251E-22  1.606119E-21  2.766120E-18
    416  2.420046682363E-01  1.000000E-30  1.000000E-30  1.000000E-30  3.520878E-24  1.347165E-23  2.947428E-22  1.304903E-21  3.107811E-18
    417  2.451201276448E-01  1.000000E-30  1.000000E-30  1.000000E-30  2.678043E-24  1.026613E-23  2.252756E-22  1.000278E-21  3.698185E-18
    418  2.467564269033E-01  1.000000E-30  1.000000E-30  1.000000E-30  2.393138E-24  9.183124E-24  2.018669E-22  8.978156E-22  4.050457E-18
    419  2.483354027874E-01  1.000000E-30  1.000000E-30  1.000000E-30  2.204274E-24  8.466533E-24  1.864469E-22  8.305823E-22  4.421075E-18
    420  2.499258654919E-01  1.000000E-30  1.000000E-30  1.000000E-30  2.089416E-24  8.033013E-24  1.772214E-22  7.907850E-22  4.827488E-18
    421  2.515152656983E-01  1.000000E-30  1.000000E-30  1.000000E-30  2.042641E-24  7.860415E-24  1.737191E-22  7.764107E-22  5.269668E-18
    422  2.542060864984E-01  1.000000E-30  1.000000E-30  1.000000E-30  2.103750E-24  8.107393E-24  1.796632E-22  8.050458E-22  6.109297E-18
    423  2.556901221114E-01  1.000000E-30  1.000000E-30  1.000000E-30  2.209284E-24  8.520386E-24  1.890626E-22  8.482691E-22  6.626534E-18
    424  2.570805114381E-01  1.000000E-30  1.000000E-30  1.000000E-30  2.353940E-24  9.084204E-24  2.017975E-22  9.064371E-22  7.149655E-18
    425  2.598984391343E-01  1.000000E-30  1.000000E-30  1.000000E-30  2.788369E-24  1.077389E-23  2.398087E-22  1.079410E-21  8.336385E-18
    426  2.622653138568E-01  1.000000E-30  1.000000E-30  1.000000E-30  3.313921E-24  1.281655E-23  2.857054E-22  1.287974E-21  9.480393E-18
    427  2.644885215151E-01  1.000000E-30  1.000000E-30  1.000000E-30  3.958449E-24  1.532195E-23  3.420282E-22  1.543905E-21  1.069473E-17
    428  2.667229470066E-01  1.000000E-30  1.000000E-30  1.000000E-30  4.769827E-24  1.847726E-23  4.130536E-22  1.866795E-21  1.206937E-17
    429  2.687894382327E-01  1.000000E-30  1.000000E-30  1.612713E-30  5.679987E-24  2.201869E-23  4.929090E-22  2.230076E-21  1.349532E-17
    430  2.709436570286E-01  1.000000E-30  1.000000E-30  3.246675E-30  6.808075E-24  2.641083E-23  5.921474E-22  2.681876E-21  1.515931E-17
    431  2.728595154549E-01  1.000000E-30  1.000000E-30  6.091501E-30  7.981196E-24  3.098110E-23  6.956311E-22  3.153341E-21  1.680890E-17
    432  2.763050324764E-01  1.000000E-30  1.000000E-30  6.036947E-30  1.055429E-23  4.101361E-23  9.234938E-22  4.192348E-21  2.023490E-17
    433  2.797281875476E-01  1.000000E-30  1.000000E-30  1.160798E-29  1.381797E-23  5.375085E-23  1.213964E-21  5.517952E-21  2.432117E-17
    434  2.831107064370E-01  1.000000E-30  1.000000E-30  1.982654E-29  1.790644E-23  6.972077E-23  1.579690E-21  7.187917E-21  2.915765E-17
    435  2.863632962154E-01  1.000000E-30  1.000000E-30  3.076591E-29  2.284686E-23  8.903317E-23  2.023850E-21  9.216577E-21  3.469958E-17
    436  2.894106333807E-01  1.000000E-30  1.000000E-30  4.419380E-29  2.858511E-23  1.114790E-22  2.542245E-21  1.158436E-20  4.082877E-17
    437  2.941185503109E-01  1.000000E-30  1.000000E-30  6.692643E-29  4.013795E-23  1.567025E-22  3.592449E-21  1.637980E-20  5.245405E-17
    438  2.983685787405E-01  1.000000E-30  1.000000E-30  1.045573E-28  5.420752E-23  2.118174E-22  4.880686E-21  2.225791E-20  6.571620E-17
    439  3.021949729112E-01  1.000000E-30  1.000000E-30  1.537690E-28  7.075676E-23  2.766825E-22  6.406115E-21  2.921131E-20  8.045163E-17
    440  3.059150641439E-01  1.000000E-30  1.000000E-30  2.188587E-28  9.137664E-23  3.575395E-22  8.318982E-21  3.791994E-20  9.788526E-17
    441  3.094680949786E-01  1.000000E-30  1.000000E-30  3.041136E-28  1.163432E-22  4.554783E-22  1.064974E-20  4.851550E-20  1.179958E-16
    442  3.127856926026E-01  1.000000E-30  1.000000E-30  4.107314E-28  1.454652E-22  5.697526E-22  1.338501E-20  6.092960E-20  1.404324E-16
    443  3.178598433803E-01  1.000000E-30  1.000000E-30  6.428346E-28  2.039665E-22  7.993819E-22  1.892236E-20  8.600173E-20  1.831423E-16
    444  3.224504526026E-01  1.000000E-30  1.000000E-30  9.686926E-28  2.759909E-22  1.082167E-21  2.580066E-20  1.170492E-19  2.327213E-16
    445  3.266870398371E-01  1.000000E-30  1.000000E-30  1.410553E-27  3.639008E-22  1.427381E-21  3.426601E-20  1.551380E-19  2.901572E-16
    446  3.305577136787E-01  1.000000E-30  1.000000E-30  1.983240E-27  4.675734E-22  1.834533E-21  4.432701E-20  2.002583E-19  3.547998E-16
    447  3.362681054783E-01  1.000000E-30  1.000000E-30  3.268353E-27  6.747001E-22  2.648022E-21  6.462048E-20  2.908750E-19  4.770467E-16
    448  3.414589872690E-01  1.000000E-30  1.000000E-30  5.143759E-27  9.389819E-22  3.685961E-21  9.079421E-20  4.071241E-19  6.240076E-16
    449  3.462773530350E-01  1.000000E-30  1.000000E-30  7.825441E-27  1.273387E-21  4.999190E-21  1.242470E-19  5.549113E-19  8.002841E-16
    450  3.508856189623E-01  1.000000E-30  1.422913E-29  1.167717E-26  1.701101E-21  6.678629E-21  1.674466E-19  7.447245E-19  1.014891E-15
    451  3.552628710565E-01  1.000000E-30  3.526197E-29  1.706325E-26  2.236487E-21  8.780493E-21  2.220220E-19  9.832054E-19  1.271401E-15
    452  3.595141079779E-01  1.000000E-30  6.451747E-29  2.464277E-26  2.913694E-21  1.143862E-20  2.916733E-19  1.285869E-18  1.582003E-15
    453  3.636744849418E-01  1.000000E-30  1.040516E-28  3.528509E-26  3.770454E-21  1.480081E-20  3.805665E-19  1.669944E-18  1.958823E-15
    454  3.676260234901E-01  1.000000E-30  1.575513E-28  4.958986E-26  4.811958E-21  1.888705E-20  4.895459E-19  2.138105E-18  2.399014E-15
    455  3.714655117309E-01  1.140968E-30  2.277494E-28  6.898321E-26  6.093892E-21  2.391543E-20  6.247810E-19  2.715731E-18  2.920733E-15
    456  3.752653942304E-01  1.308046E-30  3.062650E-28  9.557674E-26  7.692883E-21  3.018595E-20  7.948184E-19  3.437773E-18  3.548081E-15
    457  3.809506426681E-01  2.354337E-30  5.141310E-28  1.555110E-25  1.088730E-20  4.270916E-20  1.137975E-18  4.883903E-18  4.745516E-15
    458  3.865190953769E-01  4.348240E-30  8.532805E-28  2.502089E-25  1.527714E-20  5.991223E-20  1.615109E-18  6.876066E-18  6.307156E-15
    459  3.928522091207E-01  7.761219E-30  1.491673E-27  4.290575E-25  2.242112E-20  8.789719E-20  2.401315E-18  1.012523E-17  8.713166E-15
    460  3.991093841216E-01  1.367244E-29  2.595041E-27  7.297922E-25  3.270163E-20  1.281521E-19  3.547382E-18  1.480901E-17  1.198567E-14
    461  4.054183851758E-01  2.307171E-29  4.491320E-27  1.244563E-24  4.776823E-20  1.871246E-19  5.248409E-18  2.168137E-17  1.652404E-14
    462  4.147392755742E-01  5.156555E-29  1.013110E-26  2.729794E-24  8.336744E-20  3.264022E-19  9.332379E-18  3.792954E-17  2.653768E-14
    463  4.232199499949E-01  1.061052E-28  2.111629E-26  5.555368E-24  1.379297E-19  5.397874E-19  1.569795E-17  6.282754E-17  4.080328E-14
    464  4.316976825025E-01  2.168264E-28  4.374140E-26  1.126018E-23  2.274373E-19  8.897558E-19  2.630307E-17  1.036171E-16  6.267913E-14
    465  4.393401554526E-01  4.135947E-28  8.411006E-26  2.122223E-23  3.560065E-19  1.392379E-18  4.174924E-17  1.620536E-16  9.224057E-14
    466  4.465935084243E-01  7.597427E-28  1.556950E-25  3.858951E-23  5.431365E-19  2.123971E-18  6.450504E-17  2.468678E-16  1.330087E-13
    467  4.537106765818E-01  1.378436E-27  2.840311E-25  6.916634E-23  8.197961E-19  3.205738E-18  9.851933E-17  3.717715E-16  1.903615E-13
    468  4.602314649238E-01  2.375956E-27  4.912398E-25  1.176994E-22  1.192258E-18  4.662486E-18  1.447528E-16  5.391900E-16  2.642202E-13
    469  4.709552966107E-01  5.798623E-27  1.202277E-24  2.802840E-22  2.194167E-18  8.582976E-18  2.705274E-16  9.863503E-16  4.524024E-13
    470  4.769745726746E-01  9.555151E-27  1.980193E-24  4.542862E-22  3.078624E-18  1.204687E-17  3.825843E-16  1.378333E-15  6.112956E-13
    471  4.828178172001E-01  1.550148E-26  3.208112E-24  7.240429E-22  4.265808E-18  1.669894E-17  5.338392E-16  1.901190E-15  8.182387E-13
    472  4.927188450138E-01  3.512691E-26  7.235882E-24  1.584688E-21  7.365672E-18  2.885809E-17  9.313532E-16  3.253522E-15  1.338923E-12
    473  5.000000000000E-01  6.404580E-26  1.311913E-23  2.803706E-21  1.094565E-17  4.292061E-17  1.392883E-15  4.798456E-15  1.920536E-12
