 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                s43           s44           s45           s46           s47           s48           s49           cl28 
    358  1.645369737572E-01  1.353646E-12  2.729688E-06  5.151079E-09  3.626778E-06  7.154434E-11  3.081074E-09  1.755507E-15  1.000000E-30
    359  1.651200899964E-01  1.180907E-12  2.619761E-06  5.132088E-09  4.079077E-06  8.127211E-11  3.891469E-09  2.185572E-15  1.000000E-30
    360  1.656939516385E-01  1.042295E-12  2.494619E-06  5.071675E-09  4.548742E-06  9.153483E-11  4.870229E-09  2.696777E-15  1.000000E-30
    361  1.664404283242E-01  9.100714E-13  2.314509E-06  4.940260E-09  5.187486E-06  1.057677E-10  6.458620E-09  3.510914E-15  1.000000E-30
    362  1.671401020014E-01  8.271324E-13  2.133149E-06  4.767803E-09  5.808435E-06  1.199190E-10  8.338842E-09  4.455173E-15  1.000000E-30
    363  1.682228463170E-01  7.596009E-13  1.839976E-06  4.420102E-09  6.797281E-06  1.431336E-10  1.219863E-08  6.344688E-15  1.000000E-30
    364  1.688914277275E-01  7.494573E-13  1.660675E-06  4.173136E-09  7.413454E-06  1.580616E-10  1.528405E-08  7.818525E-15  1.000000E-30
    365  1.695862681704E-01  7.573640E-13  1.477981E-06  3.893651E-09  8.054085E-06  1.739869E-10  1.921453E-08  9.660706E-15  1.000000E-30
    366  1.708796298676E-01  8.145164E-13  1.165059E-06  3.355016E-09  9.223527E-06  2.042787E-10  2.893507E-08  1.408631E-14  1.000000E-30
    367  1.720689125062E-01  9.019833E-13  9.139190E-07  2.859997E-09  1.025693E-05  2.325729E-10  4.155882E-08  1.963899E-14  1.000000E-30
    368  1.730357271347E-01  9.917210E-13  7.399526E-07  2.479818E-09  1.105487E-05  2.556141E-10  5.526061E-08  2.548836E-14  1.000000E-30
    369  1.739185931198E-01  1.085076E-12  6.035376E-07  2.154817E-09  1.174566E-05  2.765702E-10  7.129185E-08  3.216080E-14  1.000000E-30
    370  1.748109107026E-01  1.188882E-12  4.871557E-07  1.855515E-09  1.240219E-05  2.975416E-10  9.171371E-08  4.045333E-14  1.000000E-30
    371  1.757092013639E-01  1.301622E-12  3.888075E-07  1.581694E-09  1.301840E-05  3.183641E-10  1.177483E-07  5.077086E-14  1.000000E-30
    372  1.765567714958E-01  1.414830E-12  3.124152E-07  1.353264E-09  1.355509E-05  3.376329E-10  1.483827E-07  6.261991E-14  1.000000E-30
    373  1.775373762473E-01  1.553189E-12  2.400409E-07  1.118994E-09  1.411952E-05  3.593728E-10  1.933592E-07  7.959063E-14  1.000000E-30
    374  1.784803688374E-01  1.693057E-12  1.851376E-07  9.269536E-10  1.460118E-05  3.795719E-10  2.482379E-07  9.974993E-14  1.000000E-30
    375  1.795112536071E-01  1.852803E-12  1.378830E-07  7.471219E-10  1.505533E-05  4.006972E-10  3.253335E-07  1.273235E-13  1.000000E-30
    376  1.804824008025E-01  2.009136E-12  1.038164E-07  6.065388E-10  1.540968E-05  4.194999E-10  4.177958E-07  1.594835E-13  1.000000E-30
    377  1.815169070317E-01  2.181127E-12  7.595022E-08  4.813025E-10  1.570294E-05  4.381035E-10  5.439090E-07  2.021719E-13  1.000000E-30
    378  1.825428215499E-01  2.356513E-12  5.534299E-08  3.805103E-10  1.590238E-05  4.548212E-10  7.029196E-07  2.544591E-13  1.000000E-30
    379  1.841355644659E-01  2.636652E-12  3.330060E-08  2.603710E-10  1.601286E-05  4.764437E-10  1.037816E-06  3.605471E-13  1.000000E-30
    380  1.856860183354E-01  2.916508E-12  1.993482E-08  1.770353E-10  1.586025E-05  4.909689E-10  1.497198E-06  4.996491E-13  1.000000E-30
    381  1.870847965371E-01  3.173401E-12  1.238383E-08  1.235570E-10  1.547576E-05  4.969732E-10  2.053836E-06  6.609197E-13  1.000000E-30
    382  1.883699545972E-01  3.412054E-12  7.931068E-09  8.815510E-11  1.489797E-05  4.952242E-10  2.704033E-06  8.414472E-13  1.000000E-30
    383  1.895671856375E-01  3.635991E-12  5.205830E-09  6.401736E-11  1.415441E-05  4.862271E-10  3.442106E-06  1.038063E-12  1.000000E-30
    384  1.907324824205E-01  3.855044E-12  3.457387E-09  4.690424E-11  1.324661E-05  4.701394E-10  4.277704E-06  1.251169E-12  1.000000E-30
    385  1.917913284253E-01  4.054809E-12  2.401561E-09  3.559016E-11  1.227509E-05  4.490251E-10  5.127026E-06  1.458320E-12  1.000000E-30
    386  1.928179034582E-01  4.249060E-12  1.705388E-09  2.749242E-11  1.122183E-05  4.229168E-10  6.011469E-06  1.664118E-12  1.000000E-30
    387  1.939781308337E-01  4.469281E-12  1.190210E-09  2.104955E-11  9.938065E-06  3.876059E-10  7.046767E-06  1.891610E-12  1.000000E-30
    388  1.950365569225E-01  4.670894E-12  8.845819E-10  1.697239E-11  8.720963E-06  3.511476E-10  7.986926E-06  2.084447E-12  1.000000E-30
    389  1.963061656501E-01  4.913852E-12  6.525074E-10  1.375705E-11  7.271409E-06  3.044078E-10  9.046853E-06  2.282359E-12  1.000000E-30
    390  1.975160386553E-01  5.146830E-12  5.154218E-10  1.185908E-11  5.959521E-06  2.591120E-10  9.937077E-06  2.426933E-12  1.000000E-30
    391  1.988970783448E-01  5.415028E-12  4.172336E-10  1.059371E-11  4.613345E-06  2.096253E-10  1.075416E-05  2.530624E-12  1.000000E-30
    392  2.001908516564E-01  5.669067E-12  3.579618E-10  9.968325E-12  3.539150E-06  1.677443E-10  1.129950E-05  2.567527E-12  1.000000E-30
    393  2.023233395230E-01  6.095467E-12  2.957262E-10  9.596345E-12  2.191505E-06  1.115570E-10  1.173880E-05  2.517019E-12  1.000000E-30
    394  2.035207364909E-01  6.340104E-12  2.713590E-10  9.592681E-12  1.650119E-06  8.752285E-11  1.176578E-05  2.441484E-12  1.000000E-30
    395  2.047171141817E-01  6.589038E-12  2.514630E-10  9.674468E-12  1.239117E-06  6.852870E-11  1.166864E-05  2.343003E-12  1.000000E-30
    396  2.061861175315E-01  6.901765E-12  2.313540E-10  9.855993E-12  8.781183E-07  5.117281E-11  1.142135E-05  2.202152E-12  1.000000E-30
    397  2.075162532616E-01  7.192547E-12  2.162126E-10  1.007596E-11  6.550784E-07  4.006586E-11  1.111390E-05  2.065156E-12  1.000000E-30
    398  2.088103947538E-01  7.483244E-12  2.036786E-10  1.032890E-11  5.065756E-07  3.250382E-11  1.076805E-05  1.929893E-12  1.000000E-30
    399  2.102374295066E-01  7.813616E-12  1.919460E-10  1.064467E-11  3.978670E-07  2.694153E-11  1.035857E-05  1.783614E-12  1.000000E-30
    400  2.116254943500E-01  8.145773E-12  1.823351E-10  1.098391E-11  3.295241E-07  2.353922E-11  9.950812E-06  1.647570E-12  1.000000E-30
    401  2.137594200207E-01  8.679297E-12  1.705144E-10  1.155974E-11  2.681552E-07  2.084086E-11  9.333740E-06  1.454437E-12  1.000000E-30
    402  2.149968302441E-01  9.002480E-12  1.651043E-10  1.192133E-11  2.470488E-07  2.018715E-11  8.990244E-06  1.352157E-12  1.000000E-30
    403  2.163578604848E-01  9.370575E-12  1.602374E-10  1.234112E-11  2.309169E-07  1.995889E-11  8.628670E-06  1.247918E-12  1.000000E-30
    404  2.188327022992E-01  1.007634E-11  1.540173E-10  1.316164E-11  2.122133E-07  2.037127E-11  8.019421E-06  1.079428E-12  1.000000E-30
    405  2.210861741802E-01  1.076312E-11  1.509598E-10  1.397145E-11  2.008845E-07  2.128434E-11  7.519742E-06  9.474606E-13  1.000000E-30
    406  2.231360986547E-01  1.142721E-11  1.500830E-10  1.475973E-11  1.924661E-07  2.236784E-11  7.108835E-06  8.429760E-13  1.000000E-30
    407  2.249661932162E-01  1.205372E-11  1.506761E-10  1.550538E-11  1.855454E-07  2.347027E-11  6.774733E-06  7.606729E-13  1.000000E-30
    408  2.266023391923E-01  1.264216E-11  1.522085E-10  1.620609E-11  1.795238E-07  2.453886E-11  6.500280E-06  6.948349E-13  1.000000E-30
    409  2.291569547831E-01  1.361744E-11  1.563182E-10  1.736635E-11  1.701589E-07  2.633973E-11  6.113577E-06  6.047721E-13  1.000000E-30
    410  2.305971902523E-01  1.419924E-11  1.594862E-10  1.805719E-11  1.648439E-07  2.742071E-11  5.916138E-06  5.600019E-13  1.000000E-30
    411  2.319348711247E-01  1.476123E-11  1.629366E-10  1.872331E-11  1.598748E-07  2.846593E-11  5.744948E-06  5.218439E-13  1.000000E-30
    412  2.335360820165E-01  1.546236E-11  1.676738E-10  1.955251E-11  1.538891E-07  2.976931E-11  5.554406E-06  4.800874E-13  1.000000E-30
    413  2.351317971316E-01  1.619304E-11  1.730182E-10  2.041440E-11  1.478928E-07  3.112542E-11  5.378974E-06  4.423017E-13  1.000000E-30
    414  2.376293164755E-01  1.740371E-11  1.825551E-10  2.183721E-11  1.384801E-07  3.336518E-11  5.130752E-06  3.898990E-13  1.000000E-30
    415  2.399259738388E-01  1.859291E-11  1.925107E-10  2.322843E-11  1.298437E-07  3.555537E-11  4.927986E-06  3.479909E-13  1.000000E-30
    416  2.420046682363E-01  1.973533E-11  2.024481E-10  2.455913E-11  1.220888E-07  3.764972E-11  4.763188E-06  3.145042E-13  1.000000E-30
    417  2.451201276448E-01  2.157194E-11  2.189195E-10  2.668701E-11  1.106662E-07  4.099656E-11  4.545490E-06  2.710196E-13  1.000000E-30
    418  2.467564269033E-01  2.259944E-11  2.283081E-10  2.787160E-11  1.048013E-07  4.285852E-11  4.443642E-06  2.509553E-13  1.000000E-30
    419  2.483354027874E-01  2.363395E-11  2.378424E-10  2.906019E-11  9.925177E-08  4.472578E-11  4.352650E-06  2.331738E-13  1.000000E-30
    420  2.499258654919E-01  2.472022E-11  2.479152E-10  3.030403E-11  9.378655E-08  4.667867E-11  4.267641E-06  2.166804E-13  1.000000E-30
    421  2.515152656983E-01  2.585169E-11  2.584524E-10  3.159519E-11  8.846446E-08  4.870464E-11  4.188803E-06  2.014852E-13  1.000000E-30
    422  2.542060864984E-01  2.787653E-11  2.773740E-10  3.389502E-11  7.980937E-08  5.231083E-11  4.067868E-06  1.783633E-13  1.000000E-30
    423  2.556901221114E-01  2.905460E-11  2.884006E-10  3.522702E-11  7.524479E-08  5.439785E-11  4.007237E-06  1.668586E-13  1.000000E-30
    424  2.570805114381E-01  3.019955E-11  2.991197E-10  3.651748E-11  7.111226E-08  5.641865E-11  3.953960E-06  1.568008E-13  1.000000E-30
    425  2.598984391343E-01  3.264760E-11  3.220239E-10  3.926376E-11  6.318839E-08  6.071749E-11  3.855401E-06  1.383357E-13  1.000000E-30
    426  2.622653138568E-01  3.484237E-11  3.425222E-10  4.171181E-11  5.702260E-08  6.454685E-11  3.781230E-06  1.245837E-13  1.000000E-30
    427  2.644885215151E-01  3.702568E-11  3.628670E-10  4.413464E-11  5.165327E-08  6.833547E-11  3.717774E-06  1.129434E-13  1.000000E-30
    428  2.667229470066E-01  3.934504E-11  3.844231E-10  4.669564E-11  4.667630E-08  7.233957E-11  3.659312E-06  1.023501E-13  1.000000E-30
    429  2.687894382327E-01  4.160723E-11  4.053894E-10  4.918153E-11  4.244935E-08  7.622630E-11  3.609417E-06  9.343567E-14  1.000000E-30
    430  2.709436570286E-01  4.409127E-11  4.283452E-10  5.189826E-11  3.842528E-08  8.047454E-11  3.561162E-06  8.495457E-14  1.000000E-30
    431  2.728595154549E-01  4.641341E-11  4.497431E-10  5.442635E-11  3.516976E-08  8.442873E-11  3.521098E-06  7.804267E-14  1.000000E-30
    432  2.763050324764E-01  5.087276E-11  4.906745E-10  5.925175E-11  3.005827E-08  9.198028E-11  3.454857E-06  6.694248E-14  1.000000E-30
    433  2.797281875476E-01  5.568791E-11  5.346511E-10  6.442201E-11  2.588031E-08  1.000817E-10  3.395235E-06  5.739925E-14  1.000000E-30
    434  2.831107064370E-01  6.085209E-11  5.815823E-10  6.992463E-11  2.257002E-08  1.087159E-10  3.341218E-06  4.922199E-14  1.000000E-30
    435  2.863632962154E-01  6.622755E-11  6.302003E-10  7.560964E-11  2.008701E-08  1.176510E-10  3.292979E-06  4.237845E-14  1.000000E-30
    436  2.894106333807E-01  7.165432E-11  6.790629E-10  8.130828E-11  1.832221E-08  1.266219E-10  3.250447E-06  3.676128E-14  1.000000E-30
    437  2.941185503109E-01  8.084092E-11  7.613281E-10  9.087060E-11  1.653143E-08  1.417089E-10  3.188676E-06  2.938827E-14  1.000000E-30
    438  2.983685787405E-01  9.004387E-11  8.432345E-10  1.003540E-10  1.574442E-08  1.567160E-10  3.135980E-06  2.389544E-14  1.000000E-30
    439  3.021949729112E-01  9.913552E-11  9.237121E-10  1.096384E-10  1.559430E-08  1.714363E-10  3.090298E-06  1.974856E-14  1.000000E-30
    440  3.059150641439E-01  1.087680E-10  1.008553E-09  1.193928E-10  1.587098E-08  1.869368E-10  3.046998E-06  1.633855E-14  1.000000E-30
    441  3.094680949786E-01  1.187552E-10  1.096104E-09  1.294253E-10  1.646209E-08  2.029083E-10  3.006321E-06  1.357623E-14  1.000000E-30
    442  3.127856926026E-01  1.288263E-10  1.184003E-09  1.394660E-10  1.725908E-08  2.189162E-10  2.968702E-06  1.137594E-14  1.000000E-30
    443  3.178598433803E-01  1.457374E-10  1.330822E-09  1.561726E-10  1.886457E-08  2.455938E-10  2.911437E-06  8.613734E-15  1.000000E-30
    444  3.224504526026E-01  1.627488E-10  1.477631E-09  1.728053E-10  2.066122E-08  2.721888E-10  2.859558E-06  6.640839E-15  1.000000E-30
    445  3.266870398371E-01  1.800277E-10  1.625949E-09  1.895433E-10  2.257391E-08  2.989730E-10  2.811374E-06  5.184072E-15  1.000000E-30
    446  3.305577136787E-01  1.972527E-10  1.773084E-09  2.060898E-10  2.451950E-08  3.254589E-10  2.766959E-06  4.106817E-15  1.000000E-30
    447  3.362681054783E-01  2.254045E-10  2.012184E-09  2.328718E-10  2.772299E-08  3.683205E-10  2.700577E-06  2.876827E-15  1.000000E-30
    448  3.414589872690E-01  2.541096E-10  2.254405E-09  2.598888E-10  3.098065E-08  4.115211E-10  2.639235E-06  2.053933E-15  1.000000E-30
    449  3.462773530350E-01  2.836838E-10  2.502486E-09  2.874608E-10  3.430954E-08  4.555441E-10  2.581403E-06  1.484303E-15  1.000000E-30
    450  3.508856189623E-01  3.148579E-10  2.762524E-09  3.162745E-10  3.778238E-08  5.014569E-10  2.525296E-06  1.075637E-15  1.000000E-30
    451  3.552628710565E-01  3.473181E-10  3.031833E-09  3.460398E-10  4.135813E-08  5.487666E-10  2.471313E-06  7.836693E-16  1.000000E-30
    452  3.595141079779E-01  3.817248E-10  3.315799E-09  3.773601E-10  4.510465E-08  5.983977E-10  2.418288E-06  5.701599E-16  1.000000E-30
    453  3.636744849418E-01  4.183668E-10  3.616644E-09  4.104878E-10  4.904748E-08  6.507080E-10  2.365881E-06  4.133121E-16  1.000000E-30
    454  3.676260234901E-01  4.561011E-10  3.924879E-09  4.443885E-10  5.305973E-08  7.040259E-10  2.315689E-06  3.014755E-16  1.000000E-30
    455  3.714655117309E-01  4.957038E-10  4.246759E-09  4.797630E-10  5.722096E-08  7.594165E-10  2.266584E-06  2.197469E-16  1.000000E-30
    456  3.752653942304E-01  5.379530E-10  4.588423E-09  5.172988E-10  6.160708E-08  8.179026E-10  2.217714E-06  1.591458E-16  1.000000E-30
    457  3.809506426681E-01  6.073042E-10  5.145633E-09  5.785257E-10  6.869486E-08  9.126325E-10  2.144205E-06  9.637119E-17  1.000000E-30
    458  3.865190953769E-01  6.830252E-10  5.749193E-09  6.449182E-10  7.628493E-08  1.014370E-09  2.071906E-06  5.762830E-17  1.000000E-30
    459  3.928522091207E-01  7.795263E-10  6.511594E-09  7.289791E-10  8.574935E-08  1.141649E-09  1.989526E-06  3.118610E-17  1.000000E-30
    460  3.991093841216E-01  8.869162E-10  7.351654E-09  8.219584E-10  9.602651E-08  1.280370E-09  1.908192E-06  1.646163E-17  1.000000E-30
    461  4.054183851758E-01  1.008692E-09  8.294291E-09  9.268510E-10  1.073785E-07  1.434205E-09  1.826457E-06  8.349362E-18  1.000000E-30
    462  4.147392755742E-01  1.216681E-09  9.881425E-09  1.105070E-09  1.260836E-07  1.689029E-09  1.706621E-06  2.862417E-18  1.000000E-30
    463  4.232199499949E-01  1.439205E-09  1.155004E-08  1.294957E-09  1.452217E-07  1.951432E-09  1.598965E-06  1.000558E-18  1.000000E-30
    464  4.316976825025E-01  1.698292E-09  1.345747E-08  1.515551E-09  1.664656E-07  2.244629E-09  1.493048E-06  3.223439E-19  1.000000E-30
    465  4.393401554526E-01  1.967807E-09  1.540396E-08  1.744848E-09  1.874728E-07  2.536475E-09  1.399299E-06  1.082396E-19  1.000000E-30
    466  4.465935084243E-01  2.259378E-09  1.746973E-08  1.993077E-09  2.090465E-07  2.838100E-09  1.312046E-06  3.596312E-20  1.000000E-30
    467  4.537106765818E-01  2.583658E-09  1.972157E-08  2.269608E-09  2.317393E-07  3.157372E-09  1.228226E-06  1.116787E-20  1.000000E-30
    468  4.602314649238E-01  2.917940E-09  2.199587E-08  2.555366E-09  2.538069E-07  3.469720E-09  1.153119E-06  3.749191E-21  1.000000E-30
    469  4.709552966107E-01  3.555973E-09  2.621519E-08  3.103104E-09  2.925458E-07  4.022159E-09  1.033405E-06  4.337040E-22  1.000000E-30
    470  4.769745726746E-01  3.968702E-09  2.886646E-08  3.459128E-09  3.154683E-07  4.351269E-09  9.684331E-07  1.643060E-22  1.000000E-30
    471  4.828178172001E-01  4.411821E-09  3.165020E-08  3.842832E-09  3.383949E-07  4.681848E-09  9.069904E-07  4.359827E-23  1.000000E-30
    472  4.927188450138E-01  5.270406E-09  3.687479E-08  4.590252E-09  3.783858E-07  5.261044E-09  8.067588E-07  4.782816E-24  1.000000E-30
    473  5.000000000000E-01  6.000155E-09  4.115639E-08  5.229011E-09  4.083367E-07  5.695963E-09  7.363460E-07  7.509495E-25  1.000000E-30
