 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ru124         ru125         ru126         ru127         ru128         rh89          rh90          rh91 
    360  1.656939516385E-01  1.480059E-14  9.946079E-10  1.784014E-04  3.293366E-08  1.652459E-09  1.000000E-30  1.000000E-30  1.000000E-30
    361  1.664404283242E-01  1.037135E-14  8.226471E-10  1.804736E-04  3.399671E-08  1.876045E-09  1.000000E-30  1.000000E-30  1.000000E-30
    362  1.671401020014E-01  7.439966E-15  6.897376E-10  1.824253E-04  3.503044E-08  2.114830E-09  1.000000E-30  1.000000E-30  1.000000E-30
    363  1.682228463170E-01  4.433521E-15  5.248001E-10  1.854592E-04  3.670406E-08  2.550267E-09  1.000000E-30  1.000000E-30  1.000000E-30
    364  1.688914277275E-01  3.237655E-15  4.455475E-10  1.873381E-04  3.778390E-08  2.865417E-09  1.000000E-30  1.000000E-30  1.000000E-30
    365  1.695862681704E-01  2.326713E-15  3.754459E-10  1.892933E-04  3.894516E-08  3.237502E-09  1.000000E-30  1.000000E-30  1.000000E-30
    366  1.708796298676E-01  1.277839E-15  2.772240E-10  1.929334E-04  4.121672E-08  4.071565E-09  1.000000E-30  1.000000E-30  1.000000E-30
    367  1.720689125062E-01  7.439187E-16  2.126498E-10  1.962733E-04  4.343831E-08  5.040592E-09  1.000000E-30  1.000000E-30  1.000000E-30
    368  1.730357271347E-01  4.878338E-16  1.746003E-10  1.989776E-04  4.534324E-08  6.005996E-09  1.000000E-30  1.000000E-30  1.000000E-30
    369  1.739185931198E-01  3.357365E-16  1.478703E-10  2.014347E-04  4.716410E-08  7.058868E-09  1.000000E-30  1.000000E-30  1.000000E-30
    370  1.748109107026E-01  2.346791E-16  1.275117E-10  2.039032E-04  4.908675E-08  8.320820E-09  1.000000E-30  1.000000E-30  1.000000E-30
    371  1.757092013639E-01  1.659120E-16  1.117600E-10  2.063699E-04  5.110951E-08  9.834481E-09  1.000000E-30  1.000000E-30  1.000000E-30
    372  1.765567714958E-01  1.222628E-16  1.008516E-10  2.086780E-04  5.310155E-08  1.152637E-08  1.000000E-30  1.000000E-30  1.000000E-30
    373  1.775373762473E-01  8.716982E-17  9.138891E-11  2.113220E-04  5.551215E-08  1.387546E-08  1.000000E-30  1.000000E-30  1.000000E-30
    374  1.784803688374E-01  6.452966E-17  8.521720E-11  2.138349E-04  5.794242E-08  1.660620E-08  1.000000E-30  1.000000E-30  1.000000E-30
    375  1.795112536071E-01  4.713021E-17  8.060539E-11  2.165456E-04  6.073253E-08  2.025243E-08  1.000000E-30  1.000000E-30  1.000000E-30
    376  1.804824008025E-01  3.575988E-17  7.805556E-11  2.190616E-04  6.349611E-08  2.445335E-08  1.000000E-30  1.000000E-30  1.000000E-30
    377  1.815169070317E-01  2.690437E-17  7.659587E-11  2.216991E-04  6.659389E-08  2.995677E-08  1.000000E-30  1.000000E-30  1.000000E-30
    378  1.825428215499E-01  2.057539E-17  7.623779E-11  2.242689E-04  6.983229E-08  3.670250E-08  1.000000E-30  1.000000E-30  1.000000E-30
    379  1.841355644659E-01  1.376171E-17  7.711390E-11  2.281649E-04  7.521249E-08  5.051285E-08  1.000000E-30  1.000000E-30  1.000000E-30
    380  1.856860183354E-01  9.421221E-18  7.915322E-11  2.318456E-04  8.089713E-08  6.927761E-08  1.000000E-30  1.000000E-30  1.000000E-30
    381  1.870847965371E-01  6.775736E-18  8.171434E-11  2.350724E-04  8.644119E-08  9.249254E-08  1.000000E-30  1.000000E-30  1.000000E-30
    382  1.883699545972E-01  5.072359E-18  8.452862E-11  2.379613E-04  9.191511E-08  1.210283E-07  1.000000E-30  1.000000E-30  1.000000E-30
    383  1.895671856375E-01  3.920986E-18  8.747555E-11  2.405904E-04  9.737138E-08  1.559871E-07  1.000000E-30  1.000000E-30  1.000000E-30
    384  1.907324824205E-01  3.106077E-18  9.061875E-11  2.430951E-04  1.030406E-07  2.002775E-07  1.000000E-30  1.000000E-30  1.000000E-30
    385  1.917913284253E-01  2.567893E-18  9.369707E-11  2.453270E-04  1.085229E-07  2.519156E-07  1.000000E-30  1.000000E-30  1.000000E-30
    386  1.928179034582E-01  2.176846E-18  9.687337E-11  2.474525E-04  1.141621E-07  3.155339E-07  1.000000E-30  1.000000E-30  1.000000E-30
    387  1.939781308337E-01  1.868410E-18  1.006920E-10  2.498102E-04  1.209474E-07  4.079212E-07  1.000000E-30  1.000000E-30  1.000000E-30
    388  1.950365569225E-01  1.673403E-18  1.043820E-10  2.519186E-04  1.275473E-07  5.172055E-07  1.000000E-30  1.000000E-30  1.000000E-30
    389  1.963061656501E-01  1.529569E-18  1.090677E-10  2.543903E-04  1.360190E-07  6.896622E-07  1.000000E-30  1.000000E-30  1.000000E-30
    390  1.975160386553E-01  1.460174E-18  1.137908E-10  2.566781E-04  1.446967E-07  9.102317E-07  1.000000E-30  1.000000E-30  1.000000E-30
    391  1.988970783448E-01  1.439375E-18  1.194803E-10  2.591877E-04  1.553768E-07  1.255043E-06  1.000000E-30  1.000000E-30  1.000000E-30
    392  2.001908516564E-01  1.464539E-18  1.250862E-10  2.614086E-04  1.661787E-07  1.701859E-06  1.000000E-30  1.000000E-30  1.000000E-30
    393  2.023233395230E-01  1.571630E-18  1.348626E-10  2.646594E-04  1.857590E-07  2.833449E-06  1.000000E-30  1.000000E-30  1.000000E-30
    394  2.035207364909E-01  1.658550E-18  1.406143E-10  2.661547E-04  1.977421E-07  3.785785E-06  1.000000E-30  1.000000E-30  1.000000E-30
    395  2.047171141817E-01  1.759218E-18  1.465246E-10  2.672980E-04  2.104000E-07  5.072061E-06  1.000000E-30  1.000000E-30  1.000000E-30
    396  2.061861175315E-01  1.898870E-18  1.539725E-10  2.680392E-04  2.267799E-07  7.280481E-06  1.000000E-30  1.000000E-30  1.000000E-30
    397  2.075162532616E-01  2.037672E-18  1.608632E-10  2.678321E-04  2.422106E-07  1.011151E-05  1.000000E-30  1.000000E-30  1.000000E-30
    398  2.088103947538E-01  2.181930E-18  1.676672E-10  2.665097E-04  2.574417E-07  1.392630E-05  1.000000E-30  1.000000E-30  1.000000E-30
    399  2.102374295066E-01  2.350115E-18  1.752445E-10  2.633026E-04  2.738846E-07  1.978765E-05  1.000000E-30  1.000000E-30  1.000000E-30
    400  2.116254943500E-01  2.521714E-18  1.826490E-10  2.578325E-04  2.886020E-07  2.771392E-05  1.000000E-30  1.000000E-30  1.000000E-30
    401  2.137594200207E-01  2.798863E-18  1.940044E-10  2.432488E-04  3.055696E-07  4.574448E-05  1.000000E-30  1.000000E-30  1.000000E-30
    402  2.149968302441E-01  2.966245E-18  2.005259E-10  2.305406E-04  3.100950E-07  6.021374E-05  1.000000E-30  1.000000E-30  1.000000E-30
    403  2.163578604848E-01  3.155524E-18  2.076075E-10  2.124119E-04  3.084110E-07  8.002655E-05  1.000000E-30  1.000000E-30  1.000000E-30
    404  2.188327022992E-01  3.512780E-18  2.201383E-10  1.693149E-04  2.834725E-07  1.253603E-04  1.000000E-30  1.000000E-30  1.000000E-30
    405  2.210861741802E-01  3.851989E-18  2.310382E-10  1.237239E-04  2.367600E-07  1.719120E-04  1.000000E-30  1.000000E-30  1.000000E-30
    406  2.231360986547E-01  4.171743E-18  2.404337E-10  8.457478E-05  1.833739E-07  2.110028E-04  1.000000E-30  1.000000E-30  1.000000E-30
    407  2.249661932162E-01  4.466270E-18  2.483464E-10  5.616855E-05  1.365229E-07  2.386606E-04  1.000000E-30  1.000000E-30  1.000000E-30
    408  2.266023391923E-01  4.737108E-18  2.550108E-10  3.725796E-05  1.005190E-07  2.564199E-04  1.000000E-30  1.000000E-30  1.000000E-30
    409  2.291569547831E-01  5.175342E-18  2.646037E-10  1.856874E-05  5.921139E-08  2.725650E-04  1.000000E-30  1.000000E-30  1.000000E-30
    410  2.305971902523E-01  5.431496E-18  2.695651E-10  1.237898E-05  4.346419E-08  2.769872E-04  1.000000E-30  1.000000E-30  1.000000E-30
    411  2.319348711247E-01  5.675938E-18  2.738834E-10  8.496307E-06  3.266807E-08  2.790438E-04  1.000000E-30  1.000000E-30  1.000000E-30
    412  2.335360820165E-01  5.977634E-18  2.786888E-10  5.481963E-06  2.353722E-08  2.796607E-04  1.000000E-30  1.000000E-30  1.000000E-30
    413  2.351317971316E-01  6.289248E-18  2.830914E-10  3.633096E-06  1.744095E-08  2.789087E-04  1.000000E-30  1.000000E-30  1.000000E-30
    414  2.376293164755E-01  6.802164E-18  2.892384E-10  2.059969E-06  1.181452E-08  2.760201E-04  1.000000E-30  1.000000E-30  1.000000E-30
    415  2.399259738388E-01  7.305674E-18  2.941403E-10  1.350791E-06  9.154418E-09  2.722365E-04  1.000000E-30  1.000000E-30  1.000000E-30
    416  2.420046682363E-01  7.792766E-18  2.980130E-10  9.967678E-07  7.883493E-09  2.682278E-04  1.000000E-30  1.000000E-30  1.000000E-30
    417  2.451201276448E-01  8.590968E-18  3.029446E-10  6.994666E-07  7.017427E-09  2.615098E-04  1.000000E-30  1.000000E-30  1.000000E-30
    418  2.467564269033E-01  9.049673E-18  3.051811E-10  5.984814E-07  6.824570E-09  2.577209E-04  1.000000E-30  1.000000E-30  1.000000E-30
    419  2.483354027874E-01  9.523067E-18  3.071524E-10  5.204532E-07  6.728169E-09  2.539267E-04  1.000000E-30  1.000000E-30  1.000000E-30
    420  2.499258654919E-01  1.003495E-17  3.089890E-10  4.549727E-07  6.685822E-09  2.499860E-04  1.000000E-30  1.000000E-30  1.000000E-30
    421  2.515152656983E-01  1.058676E-17  3.107138E-10  3.991233E-07  6.677264E-09  2.459446E-04  1.000000E-30  1.000000E-30  1.000000E-30
    422  2.542060864984E-01  1.162910E-17  3.134971E-10  3.207757E-07  6.705833E-09  2.389080E-04  1.000000E-30  1.000000E-30  1.000000E-30
    423  2.556901221114E-01  1.227170E-17  3.150222E-10  2.845335E-07  6.735244E-09  2.349430E-04  1.000000E-30  1.000000E-30  1.000000E-30
    424  2.570805114381E-01  1.292380E-17  3.164848E-10  2.543385E-07  6.768439E-09  2.311863E-04  1.000000E-30  1.000000E-30  1.000000E-30
    425  2.598984391343E-01  1.441429E-17  3.196685E-10  2.027389E-07  6.849092E-09  2.234841E-04  1.000000E-30  1.000000E-30  1.000000E-30
    426  2.622653138568E-01  1.586581E-17  3.227037E-10  1.678791E-07  6.929370E-09  2.169643E-04  1.000000E-30  1.000000E-30  1.000000E-30
    427  2.644885215151E-01  1.741900E-17  3.259661E-10  1.410237E-07  7.016191E-09  2.108342E-04  1.000000E-30  1.000000E-30  1.000000E-30
    428  2.667229470066E-01  1.918713E-17  3.297290E-10  1.188961E-07  7.115932E-09  2.046970E-04  1.000000E-30  1.000000E-30  1.000000E-30
    429  2.687894382327E-01  2.102654E-17  3.336948E-10  1.021104E-07  7.220378E-09  1.990648E-04  1.000000E-30  1.000000E-30  1.000000E-30
    430  2.709436570286E-01  2.317370E-17  3.383637E-10  8.779416E-08  7.342871E-09  1.932586E-04  1.000000E-30  1.000000E-30  1.000000E-30
    431  2.728595154549E-01  2.529856E-17  3.429923E-10  7.738182E-08  7.464375E-09  1.881650E-04  1.000000E-30  1.000000E-30  1.000000E-30
    432  2.763050324764E-01  2.968956E-17  3.524525E-10  6.314046E-08  7.714416E-09  1.792055E-04  1.000000E-30  1.000000E-30  1.000000E-30
    433  2.797281875476E-01  3.488019E-17  3.632341E-10  5.347024E-08  8.004361E-09  1.706005E-04  1.000000E-30  1.000000E-30  1.000000E-30
    434  2.831107064370E-01  4.096095E-17  3.750620E-10  4.720404E-08  8.334293E-09  1.624215E-04  1.000000E-30  1.000000E-30  1.000000E-30
    435  2.863632962154E-01  4.785860E-17  3.872244E-10  4.349601E-08  8.694333E-09  1.548809E-04  1.000000E-30  1.000000E-30  1.000000E-30
    436  2.894106333807E-01  5.541863E-17  3.988691E-10  4.158998E-08  9.072112E-09  1.481150E-04  1.000000E-30  1.000000E-30  1.000000E-30
    437  2.941185503109E-01  6.961349E-17  4.155991E-10  4.086378E-08  9.740821E-09  1.382409E-04  1.000000E-30  1.000000E-30  1.000000E-30
    438  2.983685787405E-01  8.564216E-17  4.258987E-10  4.193079E-08  1.044604E-08  1.299329E-04  1.000000E-30  1.000000E-30  1.000000E-30
    439  3.021949729112E-01  1.033005E-16  4.261775E-10  4.397307E-08  1.118031E-08  1.229411E-04  1.000000E-30  1.000000E-30  1.000000E-30
    440  3.059150641439E-01  1.240298E-16  4.118811E-10  4.680108E-08  1.200230E-08  1.165818E-04  1.000000E-30  1.000000E-30  1.000000E-30
    441  3.094680949786E-01  1.477603E-16  3.788259E-10  5.020932E-08  1.289974E-08  1.109048E-04  1.000000E-30  1.000000E-30  1.000000E-30
    442  3.127856926026E-01  1.740411E-16  3.285343E-10  5.394406E-08  1.383464E-08  1.059433E-04  1.000000E-30  1.000000E-30  1.000000E-30
    443  3.178598433803E-01  2.236117E-16  2.264883E-10  6.037649E-08  1.538592E-08  9.894196E-05  1.000000E-30  1.000000E-30  1.000000E-30
    444  3.224504526026E-01  2.805885E-16  1.370848E-10  6.649950E-08  1.681495E-08  9.313329E-05  1.000000E-30  1.000000E-30  1.000000E-30
    445  3.266870398371E-01  3.460843E-16  7.783733E-11  7.223881E-08  1.811994E-08  8.812910E-05  1.000000E-30  1.000000E-30  1.000000E-30
    446  3.305577136787E-01  4.194135E-16  4.525096E-11  7.770242E-08  1.933947E-08  8.380821E-05  1.000000E-30  1.000000E-30  1.000000E-30
    447  3.362681054783E-01  5.577279E-16  2.321824E-11  8.663768E-08  2.130639E-08  7.782979E-05  1.000000E-30  1.000000E-30  1.000000E-30
    448  3.414589872690E-01  7.244873E-16  1.759301E-11  9.614558E-08  2.337755E-08  7.279172E-05  1.000000E-30  1.000000E-30  1.000000E-30
    449  3.462773530350E-01  9.263667E-16  1.799061E-11  1.065030E-07  2.561403E-08  6.844958E-05  1.000000E-30  1.000000E-30  1.000000E-30
    450  3.508856189623E-01  1.175797E-15  2.100355E-11  1.180673E-07  2.808842E-08  6.459357E-05  1.000000E-30  1.000000E-30  1.000000E-30
    451  3.552628710565E-01  1.479699E-15  2.550598E-11  1.308224E-07  3.079109E-08  6.119307E-05  1.000000E-30  1.000000E-30  1.000000E-30
    452  3.595141079779E-01  1.856005E-15  3.130402E-11  1.451465E-07  3.379498E-08  5.812722E-05  1.000000E-30  1.000000E-30  1.000000E-30
    453  3.636744849418E-01  2.323893E-15  3.849854E-11  1.613214E-07  3.714988E-08  5.534435E-05  1.000000E-30  1.000000E-30  1.000000E-30
    454  3.676260234901E-01  2.884495E-15  4.699919E-11  1.789758E-07  4.076989E-08  5.289210E-05  1.000000E-30  1.000000E-30  1.000000E-30
    455  3.714655117309E-01  3.565872E-15  5.715151E-11  1.985895E-07  4.474416E-08  5.067951E-05  1.000000E-30  1.000000E-30  1.000000E-30
    456  3.752653942304E-01  4.405937E-15  6.943061E-11  2.207242E-07  4.917342E-08  4.864676E-05  1.000000E-30  1.000000E-30  1.000000E-30
    457  3.809506426681E-01  6.060483E-15  9.299103E-11  2.596993E-07  5.684081E-08  4.587863E-05  1.000000E-30  1.000000E-30  1.000000E-30
    458  3.865190953769E-01  8.298099E-15  1.238167E-10  3.058612E-07  6.572584E-08  4.345925E-05  1.000000E-30  1.000000E-30  1.000000E-30
    459  3.928522091207E-01  1.188161E-14  1.713195E-10  3.698792E-07  7.773706E-08  4.102124E-05  1.000000E-30  1.000000E-30  1.000000E-30
    460  3.991093841216E-01  1.696496E-14  2.357747E-10  4.476257E-07  9.190122E-08  3.889949E-05  1.000000E-30  1.000000E-30  1.000000E-30
    461  4.054183851758E-01  2.434099E-14  3.248387E-10  5.437689E-07  1.088669E-07  3.700790E-05  1.000000E-30  1.000000E-30  1.000000E-30
    462  4.147392755742E-01  4.171821E-14  5.204786E-10  7.272137E-07  1.398516E-07  3.458955E-05  1.000000E-30  1.000000E-30  1.000000E-30
    463  4.232199499949E-01  6.862555E-14  7.984365E-10  9.504652E-07  1.756117E-07  3.270300E-05  1.000000E-30  1.000000E-30  1.000000E-30
    464  4.316976825025E-01  1.137450E-13  1.223379E-09  1.245864E-06  2.203889E-07  3.105208E-05  1.000000E-30  1.000000E-30  1.000000E-30
    465  4.393401554526E-01  1.802682E-13  1.792675E-09  1.592813E-06  2.700747E-07  2.972237E-05  1.000000E-30  1.000000E-30  1.000000E-30
    466  4.465935084243E-01  2.794143E-13  2.563467E-09  2.010579E-06  3.265477E-07  2.856540E-05  1.000000E-30  1.000000E-30  1.000000E-30
    467  4.537106765818E-01  4.292724E-13  3.613269E-09  2.520251E-06  3.913348E-07  2.749731E-05  1.000000E-30  1.000000E-30  1.000000E-30
    468  4.602314649238E-01  6.355637E-13  4.903552E-09  3.085533E-06  4.586983E-07  2.654829E-05  1.000000E-30  1.000000E-30  1.000000E-30
    469  4.709552966107E-01  1.209401E-12  7.913306E-09  4.238139E-06  5.836739E-07  2.497700E-05  1.000000E-30  1.000000E-30  1.000000E-30
    470  4.769745726746E-01  1.731950E-12  1.020555E-08  5.009534E-06  6.592028E-07  2.405498E-05  1.000000E-30  1.000000E-30  1.000000E-30
    471  4.828178172001E-01  2.450179E-12  1.293226E-08  5.840924E-06  7.340640E-07  2.311449E-05  1.000000E-30  1.000000E-30  1.000000E-30
    472  4.927188450138E-01  4.388714E-12  1.888133E-08  7.416087E-06  8.587613E-07  2.139809E-05  1.000000E-30  1.000000E-30  1.000000E-30
    473  5.000000000000E-01  6.708999E-12  2.449916E-08  8.682485E-06  9.437243E-07  2.003539E-05  1.000000E-30  1.000000E-30  1.000000E-30
