 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                si28          si29          si30          si31          si32          si33          si34          si35 
    355  1.620398820205E-01  2.060533E-22  2.551603E-21  3.115603E-21  8.455584E-20  4.853002E-17  6.815132E-16  8.427846E-15  9.018089E-15
    356  1.627691861850E-01  1.762619E-22  2.184363E-21  2.669026E-21  7.202620E-20  4.481895E-17  6.246124E-16  7.500466E-15  8.042832E-15
    357  1.634667099868E-01  1.518036E-22  1.882618E-21  2.301829E-21  6.178761E-20  4.154375E-17  5.751124E-16  6.733064E-15  7.220610E-15
    358  1.645369737572E-01  1.206984E-22  1.498493E-21  1.833974E-21  4.883893E-20  3.699033E-17  5.074152E-16  5.741399E-15  6.138104E-15
    359  1.651200899964E-01  1.065097E-22  1.323109E-21  1.620182E-21  4.296383E-20  3.472549E-17  4.742333E-16  5.279286E-15  5.626482E-15
    360  1.656939516385E-01  9.416442E-23  1.170412E-21  1.433940E-21  3.786914E-20  3.263354E-17  4.438684E-16  4.869582E-15  5.169501E-15
    361  1.664404283242E-01  8.020534E-23  9.976307E-22  1.223068E-21  3.213146E-20  3.009953E-17  4.074572E-16  4.394794E-15  4.636621E-15
    362  1.671401020014E-01  6.898476E-23  8.586361E-22  1.053312E-21  2.753895E-20  2.790021E-17  3.761815E-16  4.000869E-15  4.192546E-15
    363  1.682228463170E-01  5.459973E-23  6.802721E-22  8.352906E-22  2.167997E-20  2.480334E-17  3.326462E-16  3.472853E-15  3.596104E-15
    364  1.688914277275E-01  4.723420E-23  5.888594E-22  7.234597E-22  1.869502E-20  2.305817E-17  3.083718E-16  3.188397E-15  3.275152E-15
    365  1.695862681704E-01  4.061003E-23  5.065877E-22  6.227474E-22  1.601994E-20  2.136799E-17  2.850336E-16  2.921185E-15  2.974541E-15
    366  1.708796298676E-01  3.060721E-23  3.822302E-22  4.703794E-22  1.200145E-20  1.852430E-17  2.461439E-16  2.489059E-15  2.491889E-15
    367  1.720689125062E-01  2.354872E-23  2.943667E-22  3.626029E-22  9.183664E-21  1.621803E-17  2.149340E-16  2.153176E-15  2.121499E-15
    368  1.730357271347E-01  1.899416E-23  2.376120E-22  2.929177E-22  7.375387E-21  1.453430E-17  1.923259E-16  1.915428E-15  1.862978E-15
    369  1.739185931198E-01  1.558488E-23  1.950909E-22  2.406662E-22  6.027866E-21  1.313271E-17  1.736124E-16  1.721824E-15  1.655275E-15
    370  1.748109107026E-01  1.273836E-23  1.595600E-22  1.969706E-22  4.907625E-21  1.183499E-17  1.563663E-16  1.545757E-15  1.469013E-15
    371  1.757092013639E-01  1.037821E-23  1.300760E-22  1.606835E-22  3.982656E-21  1.064026E-17  1.405518E-16  1.386074E-15  1.302539E-15
    372  1.765567714958E-01  8.537978E-24  1.070700E-22  1.323481E-22  3.264444E-21  9.607258E-18  1.269220E-16  1.249692E-15  1.162436E-15
    373  1.775373762473E-01  6.795158E-24  8.526494E-23  1.054713E-22  2.587055E-21  8.516811E-18  1.125732E-16  1.107180E-15  1.018277E-15
    374  1.784803688374E-01  5.441728E-24  6.831894E-23  8.456716E-23  2.063364E-21  7.566538E-18  1.000968E-16  9.840486E-16  8.957257E-16
    375  1.795112536071E-01  4.254743E-24  5.344565E-23  6.620516E-23  1.606101E-21  6.627953E-18  8.779375E-17  8.632042E-16  7.773897E-16
    376  1.804824008025E-01  3.363793E-24  4.227389E-23  5.240189E-23  1.264456E-21  5.832514E-18  7.737814E-17  7.612629E-16  6.791545E-16
    377  1.815169070317E-01  2.609257E-24  3.280615E-23  4.069479E-23  9.764137E-22  5.071556E-18  6.741887E-17  6.640066E-16  5.868638E-16
    378  1.825428215499E-01  2.020538E-24  2.541436E-23  3.154741E-23  7.527243E-22  4.398315E-18  5.860742E-17  5.780741E-16  5.065412E-16
    379  1.841355644659E-01  1.347929E-24  1.696309E-23  2.107881E-23  4.986304E-22  3.498207E-18  4.681783E-17  4.631364E-16  4.009959E-16
    380  1.856860183354E-01  9.004587E-25  1.133623E-23  1.410075E-23  3.307912E-22  2.772351E-18  3.729324E-17  3.701864E-16  3.173291E-16
    381  1.870847965371E-01  6.208044E-25  7.817455E-24  9.732384E-24  2.266079E-22  2.228870E-18  3.014342E-17  3.002675E-16  2.554695E-16
    382  1.883699545972E-01  4.382333E-25  5.519186E-24  6.876547E-24  1.590160E-22  1.810941E-18  2.462868E-17  2.461984E-16  2.083277E-16
    383  1.895671856375E-01  3.149906E-25  3.967234E-24  4.946461E-24  1.136538E-22  1.482857E-18  2.028489E-17  2.034872E-16  1.715645E-16
    384  1.907324824205E-01  2.271987E-25  2.861434E-24  3.570160E-24  8.152090E-23  1.213255E-18  1.670211E-17  1.681517E-16  1.415093E-16
    385  1.917913284253E-01  1.680969E-25  2.116898E-24  2.642830E-24  6.000517E-23  1.005754E-18  1.393365E-17  1.407638E-16  1.184722E-16
    386  1.928179034582E-01  1.249823E-25  1.573711E-24  1.965833E-24  4.438887E-23  8.342159E-19  1.163541E-17  1.179585E-16  9.949196E-17
    387  1.939781308337E-01  8.898600E-26  1.120205E-24  1.400232E-24  3.142104E-23  6.712793E-19  9.441821E-18  9.612131E-17  8.152585E-17
    388  1.950365569225E-01  6.496716E-26  8.176134E-25  1.022591E-24  2.281639E-23  5.472856E-19  7.763275E-18  7.935447E-17  6.790346E-17
    389  1.963061656501E-01  4.428970E-26  5.571538E-25  6.973094E-25  1.545236E-23  4.251319E-19  6.098972E-18  6.267102E-17  5.454329E-17
    390  1.975160386553E-01  3.055691E-26  3.842140E-25  4.811730E-25  1.059323E-23  3.314924E-19  4.813243E-18  4.973371E-17  4.436433E-17
    391  1.988970783448E-01  1.985193E-26  2.494478E-25  3.126213E-25  6.831138E-24  2.469581E-19  3.641856E-18  3.790135E-17  3.525488E-17
    392  2.001908516564E-01  1.315587E-26  1.651914E-25  2.071633E-25  4.495070E-24  1.855062E-19  2.781043E-18  2.917279E-17  2.871913E-17
    393  2.023233395230E-01  6.570126E-27  8.237758E-26  1.034187E-25  2.218182E-24  1.130883E-19  1.750422E-18  1.867677E-17  2.121467E-17
    394  2.035207364909E-01  4.409182E-27  5.523682E-26  6.938677E-26  1.478672E-24  8.452359E-20  1.336065E-18  1.444076E-17  1.837933E-17
    395  2.047171141817E-01  2.940922E-27  3.680579E-26  4.626166E-26  9.795768E-25  6.255351E-20  1.012352E-18  1.112465E-17  1.630021E-17
    396  2.061861175315E-01  1.773882E-27  2.216799E-26  2.788370E-26  5.859012E-25  4.262955E-20  7.129645E-19  8.053626E-18  1.456213E-17
    397  2.075162532616E-01  1.113828E-27  1.390020E-26  1.749610E-26  3.651689E-25  2.971985E-20  5.142562E-19  6.015226E-18  1.358543E-17
    398  2.088103947538E-01  7.037129E-28  8.769613E-27  1.104585E-26  2.291196E-25  2.065835E-20  3.711182E-19  4.549491E-18  1.304530E-17
    399  2.102374295066E-01  4.214876E-28  5.241553E-27  6.607498E-27  1.362227E-25  1.363080E-20  2.566484E-19  3.382680E-18  1.279988E-17
    400  2.116254943500E-01  2.545910E-28  3.158773E-27  3.985564E-27  8.177864E-26  8.961722E-21  1.777405E-19  2.585603E-18  1.281915E-17
    401  2.137594200207E-01  1.167204E-28  1.436738E-27  1.816038E-27  3.713438E-26  4.566138E-21  9.944700E-20  1.810913E-18  1.318351E-17
    402  2.149968302441E-01  7.364498E-29  9.061151E-28  1.146883E-27  2.349354E-26  3.037979E-21  7.043984E-20  1.534465E-18  1.351947E-17
    403  2.163578604848E-01  4.454106E-29  5.441133E-28  6.900728E-28  1.423261E-26  1.912300E-21  4.787196E-20  1.329438E-18  1.395857E-17
    404  2.188327022992E-01  1.840005E-29  2.141343E-28  2.732403E-28  5.828206E-27  7.927694E-22  2.332691E-20  1.132907E-18  1.488035E-17
    405  2.210861741802E-01  8.356495E-30  9.106727E-29  1.174202E-28  2.692116E-27  3.400340E-22  1.190472E-20  1.072322E-18  1.580792E-17
    406  2.231360986547E-01  4.196412E-30  4.167675E-29  5.465682E-29  1.412819E-27  1.517985E-22  6.367530E-21  1.071269E-18  1.670360E-17
    407  2.249661932162E-01  2.397586E-30  2.070316E-29  2.786494E-29  8.471389E-28  7.180490E-23  3.604263E-21  1.095905E-18  1.754169E-17
    408  2.266023391923E-01  1.542324E-30  1.107161E-29  1.545866E-29  5.684893E-28  3.597337E-23  2.149964E-21  1.130993E-18  1.832418E-17
    409  2.291569547831E-01  1.349845E-30  4.385708E-30  6.734541E-30  3.402174E-28  1.176124E-23  9.460948E-22  1.202239E-18  1.961995E-17
    410  2.305971902523E-01  1.000000E-30  2.464663E-30  4.111609E-30  2.649830E-28  6.153313E-24  5.915985E-22  1.249089E-18  2.039762E-17
    411  2.319348711247E-01  1.000000E-30  1.518343E-30  2.781020E-30  2.153331E-28  3.340240E-24  3.809592E-22  1.296276E-18  2.115537E-17
    412  2.335360820165E-01  1.000000E-30  1.000000E-30  1.923122E-30  1.716136E-28  1.598176E-24  2.239405E-22  1.357181E-18  2.211280E-17
    413  2.351317971316E-01  1.000000E-30  1.000000E-30  1.386760E-30  1.384237E-28  7.722198E-25  1.314142E-22  1.422670E-18  2.312791E-17
    414  2.376293164755E-01  1.000000E-30  1.000000E-30  1.151261E-30  1.013992E-28  2.716345E-25  5.698184E-23  1.535252E-18  2.485511E-17
    415  2.399259738388E-01  1.000000E-30  1.000000E-30  1.000000E-30  7.585436E-29  1.380131E-25  2.677027E-23  1.650631E-18  2.661264E-17
    416  2.420046682363E-01  1.000000E-30  1.000000E-30  1.000000E-30  5.802179E-29  1.073497E-25  1.405976E-23  1.765982E-18  2.836180E-17
    417  2.451201276448E-01  1.191402E-30  1.000000E-30  1.000000E-30  4.063380E-29  1.136318E-25  6.460946E-24  1.960957E-18  3.130442E-17
    418  2.467564269033E-01  1.000000E-30  1.000000E-30  1.000000E-30  3.144554E-29  1.263948E-25  5.001404E-24  2.075332E-18  3.302335E-17
    419  2.483354027874E-01  1.000000E-30  1.000000E-30  1.000000E-30  2.572433E-29  1.414989E-25  4.374462E-24  2.194481E-18  3.480874E-17
    420  2.499258654919E-01  1.000000E-30  1.000000E-30  1.000000E-30  2.105287E-29  1.583056E-25  4.190425E-24  2.324096E-18  3.674515E-17
    421  2.515152656983E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.713620E-29  1.756979E-25  4.258916E-24  2.464299E-18  3.883340E-17
    422  2.542060864984E-01  1.032229E-30  1.000000E-30  1.000000E-30  1.372959E-29  2.028579E-25  4.609887E-24  2.729798E-18  4.277171E-17
    423  2.556901221114E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.027594E-29  2.138084E-25  4.797749E-24  2.893983E-18  4.519794E-17
    424  2.570805114381E-01  1.000000E-30  1.000000E-30  1.000000E-30  8.481533E-30  2.191890E-25  4.896865E-24  3.061339E-18  4.766482E-17
    425  2.598984391343E-01  1.053815E-30  1.000000E-30  1.000000E-30  7.684792E-30  2.085641E-25  4.679346E-24  3.448294E-18  5.334809E-17
    426  2.622653138568E-01  1.000000E-30  1.000000E-30  1.000000E-30  5.847036E-30  1.746386E-25  3.972005E-24  3.831528E-18  5.895111E-17
    427  2.644885215151E-01  1.000000E-30  1.000000E-30  1.000000E-30  4.782666E-30  1.297926E-25  3.014733E-24  4.244635E-18  6.496146E-17
    428  2.667229470066E-01  1.000000E-30  1.000000E-30  1.000000E-30  4.183142E-30  8.546641E-26  2.047020E-24  4.710311E-18  7.169593E-17
    429  2.687894382327E-01  1.000000E-30  1.000000E-30  1.000000E-30  3.464356E-30  5.336757E-26  1.328809E-24  5.181744E-18  7.846584E-17
    430  2.709436570286E-01  1.000000E-30  1.000000E-30  1.000000E-30  3.223809E-30  3.081155E-26  8.092313E-25  5.710574E-18  8.600041E-17
    431  2.728595154549E-01  1.000000E-30  1.000000E-30  1.000000E-30  2.660177E-30  1.837322E-26  5.125381E-25  6.211049E-18  9.307324E-17
    432  2.763050324764E-01  1.238840E-30  1.000000E-30  1.000000E-30  3.969305E-30  7.196777E-27  2.300919E-25  7.183195E-18  1.066590E-16
    433  2.797281875476E-01  1.225647E-30  1.000000E-30  1.000000E-30  3.864415E-30  3.115746E-27  1.152264E-25  8.249169E-18  1.213446E-16
    434  2.831107064370E-01  1.207292E-30  1.000000E-30  1.000000E-30  4.110002E-30  1.762950E-27  7.086601E-26  9.415597E-18  1.371920E-16
    435  2.863632962154E-01  1.163064E-30  1.000000E-30  1.000000E-30  3.675018E-30  1.437291E-27  5.660943E-26  1.066029E-17  1.538801E-16
    436  2.894106333807E-01  1.071106E-30  1.000000E-30  1.000000E-30  3.653324E-30  1.500211E-27  5.588876E-26  1.195228E-17  1.709903E-16
    437  2.941185503109E-01  1.559572E-30  1.000000E-30  1.000000E-30  5.212985E-30  2.003861E-27  6.934856E-26  1.422685E-17  2.006634E-16
    438  2.983685787405E-01  1.422597E-30  1.000000E-30  1.000000E-30  5.611178E-30  2.804753E-27  9.428875E-26  1.662053E-17  2.313653E-16
    439  3.021949729112E-01  1.297922E-30  1.000000E-30  1.000000E-30  5.292142E-30  3.889018E-27  1.286154E-25  1.910039E-17  2.626943E-16
    440  3.059150641439E-01  1.261887E-30  1.000000E-30  1.000000E-30  5.670170E-30  5.404105E-27  1.760301E-25  2.185280E-17  2.969793E-16
    441  3.094680949786E-01  1.211440E-30  1.000000E-30  1.000000E-30  6.460198E-30  7.438322E-27  2.386427E-25  2.484153E-17  3.337070E-16
    442  3.127856926026E-01  1.098940E-30  1.000000E-30  1.000000E-30  7.012485E-30  1.004395E-26  3.176215E-25  2.799303E-17  3.719430E-16
    443  3.178598433803E-01  1.576191E-30  1.000000E-30  1.068239E-30  1.069776E-29  1.596969E-26  4.924695E-25  3.359096E-17  4.388003E-16
    444  3.224504526026E-01  1.445244E-30  1.000000E-30  1.026365E-30  1.355919E-29  2.430209E-26  7.326546E-25  3.960180E-17  5.093159E-16
    445  3.266870398371E-01  1.350851E-30  1.000000E-30  1.010787E-30  1.708608E-29  3.581904E-26  1.057154E-24  4.608825E-17  5.841814E-16
    446  3.305577136787E-01  1.196351E-30  1.000000E-30  1.000000E-30  2.037566E-29  5.105826E-26  1.477764E-24  5.292883E-17  6.619660E-16
    447  3.362681054783E-01  1.649916E-30  1.000000E-30  1.231554E-30  3.246624E-29  8.617339E-26  2.421709E-24  6.489421E-17  7.956380E-16
    448  3.414589872690E-01  1.521022E-30  1.000000E-30  1.242251E-30  4.775051E-29  1.386596E-25  3.793560E-24  7.807396E-17  9.399971E-16
    449  3.462773530350E-01  1.431487E-30  1.000000E-30  1.302078E-30  6.917292E-29  2.155911E-25  5.752848E-24  9.265919E-17  1.096914E-15
    450  3.508856189623E-01  1.381400E-30  1.000000E-30  1.416944E-30  9.979717E-29  3.287487E-25  8.565106E-24  1.091125E-16  1.271003E-15
    451  3.552628710565E-01  1.334436E-30  1.000000E-30  1.584998E-30  1.424776E-28  4.906902E-25  1.249729E-23  1.273944E-16  1.461438E-15
    452  3.595141079779E-01  1.312140E-30  1.000000E-30  1.912490E-30  2.024411E-28  7.238102E-25  1.803310E-23  1.480255E-16  1.673189E-15
    453  3.636744849418E-01  1.300679E-30  1.000000E-30  2.272709E-30  2.864815E-28  1.058528E-24  2.581137E-23  1.713846E-16  1.909571E-15
    454  3.676260234901E-01  1.279939E-30  1.000000E-30  2.804844E-30  3.992419E-28  1.518301E-24  3.627644E-23  1.969058E-16  2.164403E-15
    455  3.714655117309E-01  1.279427E-30  1.000000E-30  3.628986E-30  5.519481E-28  2.154908E-24  5.048190E-23  2.252588E-16  2.443976E-15
    456  3.752653942304E-01  1.067642E-30  1.000000E-30  4.074338E-30  7.585428E-28  3.046335E-24  6.999223E-23  2.572433E-16  2.755582E-15
    457  3.809506426681E-01  1.493684E-30  1.000000E-30  6.490532E-30  1.231511E-27  5.109794E-24  1.140608E-22  3.135459E-16  3.296117E-15
    458  3.865190953769E-01  1.478848E-30  1.000000E-30  9.770370E-30  1.976948E-27  8.472717E-24  1.838952E-22  3.802801E-16  3.926265E-15
    459  3.928522091207E-01  1.545328E-30  1.000000E-30  1.559345E-29  3.386508E-27  1.504019E-23  3.162920E-22  4.730525E-16  4.787719E-15
    460  3.991093841216E-01  1.539497E-30  1.000000E-30  2.596243E-29  5.767502E-27  2.647754E-23  5.399123E-22  5.861592E-16  5.820653E-15
    461  4.054183851758E-01  1.283065E-30  1.000000E-30  4.365140E-29  9.864547E-27  4.675649E-23  9.246187E-22  7.265855E-16  7.083388E-15
    462  4.147392755742E-01  1.688476E-30  1.000000E-30  9.525786E-29  2.179938E-26  1.079745E-22  2.042407E-21  9.952090E-16  9.456046E-15
    463  4.232199499949E-01  1.641947E-30  1.000000E-30  1.993019E-28  4.484667E-26  2.303309E-22  4.188319E-21  1.321040E-15  1.228422E-14
    464  4.316976825025E-01  1.289577E-30  1.000000E-30  4.138880E-28  9.220761E-26  4.892693E-22  8.561415E-21  1.748111E-15  1.593898E-14
    465  4.393401554526E-01  1.766591E-30  1.101714E-30  8.021809E-28  1.766105E-25  9.615116E-22  1.626638E-20  2.244364E-15  2.013905E-14
    466  4.465935084243E-01  1.254177E-30  1.000000E-30  1.502315E-27  3.272150E-25  1.819015E-21  2.982988E-20  2.838245E-15  2.512535E-14
    467  4.537106765818E-01  1.297743E-30  1.028312E-30  2.782459E-27  5.993679E-25  3.388039E-21  5.393561E-20  3.565364E-15  3.119567E-14
    468  4.602314649238E-01  1.425987E-30  1.330271E-30  4.895901E-27  1.043808E-24  5.969681E-21  9.255860E-20  4.385291E-15  3.801665E-14
    469  4.709552966107E-01  1.936406E-30  2.272605E-30  1.240777E-26  2.601267E-24  1.503903E-20  2.236471E-19  6.138829E-15  5.257835E-14
    470  4.769745726746E-01  1.906554E-30  3.781709E-30  2.092304E-26  4.344306E-24  2.513976E-20  3.656686E-19  7.398788E-15  6.304881E-14
    471  4.828178172001E-01  2.164791E-30  5.798027E-30  3.476200E-26  7.151416E-24  4.126344E-20  5.878053E-19  8.856691E-15  7.518970E-14
    472  4.927188450138E-01  2.825420E-30  1.057440E-29  8.226714E-26  1.666452E-23  9.477242E-20  1.305493E-18  1.197852E-14  1.013103E-13
    473  5.000000000000E-01  2.373951E-30  1.988941E-29  1.551951E-25  3.108126E-23  1.734196E-19  2.334665E-18  1.492741E-14  1.261514E-13
