 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                sn135         sn136         sn137         sn138         sn139         sn140         sb105         sb106
    360  1.656939516385E-01  3.631459E-11  3.927745E-08  8.325048E-10  1.556066E-07  7.309834E-10  2.519682E-08  1.000000E-30  1.000000E-30
    361  1.664404283242E-01  2.623286E-11  3.328255E-08  7.503313E-10  1.631208E-07  8.035603E-10  3.190867E-08  1.000000E-30  1.000000E-30
    362  1.671401020014E-01  1.910031E-11  2.816105E-08  6.730064E-10  1.687120E-07  8.692962E-10  3.944753E-08  1.000000E-30  1.000000E-30
    363  1.682228463170E-01  1.138393E-11  2.123079E-08  5.558646E-10  1.742235E-07  9.630897E-10  5.387061E-08  1.000000E-30  1.000000E-30
    364  1.688914277275E-01  8.163118E-12  1.759751E-08  4.877268E-10  1.755677E-07  1.014061E-09  6.458178E-08  1.000000E-30  1.000000E-30
    365  1.695862681704E-01  5.694194E-12  1.429390E-08  4.205287E-10  1.751820E-07  1.059474E-09  7.735908E-08  1.000000E-30  1.000000E-30
    366  1.708796298676E-01  2.832880E-12  9.417344E-09  3.100116E-10  1.697110E-07  1.119324E-09  1.055743E-07  1.000000E-30  1.000000E-30
    367  1.720689125062E-01  1.439681E-12  6.171783E-09  2.256341E-10  1.594710E-07  1.140457E-09  1.366530E-07  1.000000E-30  1.000000E-30
    368  1.730357271347E-01  8.174410E-13  4.265501E-09  1.700042E-10  1.481211E-07  1.132320E-09  1.650917E-07  1.000000E-30  1.000000E-30
    369  1.739185931198E-01  4.837933E-13  2.978707E-09  1.285653E-10  1.359251E-07  1.105073E-09  1.931756E-07  1.000000E-30  1.000000E-30
    370  1.748109107026E-01  2.868297E-13  2.034195E-09  9.524113E-11  1.225381E-07  1.060912E-09  2.230179E-07  1.000000E-30  1.000000E-30
    371  1.757092013639E-01  1.726240E-13  1.357094E-09  6.902274E-11  1.085022E-07  1.001485E-09  2.541476E-07  1.000000E-30  1.000000E-30
    372  1.765567714958E-01  1.111924E-13  9.130651E-10  5.024875E-11  9.542137E-08  9.361591E-10  2.839199E-07  1.000000E-30  1.000000E-30
    373  1.775373762473E-01  7.093236E-14  5.651483E-10  3.410498E-11  8.084045E-08  8.517830E-10  3.185754E-07  1.000000E-30  1.000000E-30
    374  1.784803688374E-01  4.956741E-14  3.514360E-10  2.319477E-11  6.798349E-08  7.677948E-10  3.515373E-07  1.000000E-30  1.000000E-30
    375  1.795112536071E-01  3.588250E-14  2.051670E-10  1.494944E-11  5.535539E-08  6.750687E-10  3.870377E-07  1.000000E-30  1.000000E-30
    376  1.804824008025E-01  2.778617E-14  1.224763E-10  9.805017E-12  4.509066E-08  5.916429E-10  4.196450E-07  1.000000E-30  1.000000E-30
    377  1.815169070317E-01  2.170777E-14  6.991132E-11  6.194468E-12  3.576261E-08  5.078121E-10  4.535259E-07  1.000000E-30  1.000000E-30
    378  1.825428215499E-01  1.716932E-14  4.013802E-11  3.936617E-12  2.813997E-08  4.325404E-10  4.861346E-07  1.000000E-30  1.000000E-30
    379  1.841355644659E-01  1.187360E-14  1.729379E-11  1.990322E-12  1.902027E-08  3.313180E-10  5.349772E-07  1.000000E-30  1.000000E-30
    380  1.856860183354E-01  8.146333E-15  8.185822E-12  1.102992E-12  1.272936E-08  2.510622E-10  5.806092E-07  1.000000E-30  1.000000E-30
    381  1.870847965371E-01  5.703819E-15  4.671971E-12  7.281659E-13  8.735643E-09  1.930963E-10  6.203419E-07  1.000000E-30  1.000000E-30
    382  1.883699545972E-01  4.059745E-15  3.152780E-12  5.633375E-13  6.119106E-09  1.504396E-10  6.558101E-07  1.000000E-30  1.000000E-30
    383  1.895671856375E-01  2.927746E-15  2.408624E-12  4.901394E-13  4.351211E-09  1.182909E-10  6.880886E-07  1.000000E-30  1.000000E-30
    384  1.907324824205E-01  2.112891E-15  1.984177E-12  4.592698E-13  3.099430E-09  9.305076E-11  7.188869E-07  1.000000E-30  1.000000E-30
    385  1.917913284253E-01  1.562491E-15  1.728336E-12  4.504430E-13  2.266941E-09  7.455701E-11  7.464052E-07  1.000000E-30  1.000000E-30
    386  1.928179034582E-01  1.159167E-15  1.542454E-12  4.516517E-13  1.662706E-09  5.979915E-11  7.727180E-07  1.000000E-30  1.000000E-30
    387  1.939781308337E-01  8.235644E-16  1.374862E-12  4.598778E-13  1.167805E-09  4.652338E-11  8.020640E-07  1.000000E-30  1.000000E-30
    388  1.950365569225E-01  5.995428E-16  1.245483E-12  4.710656E-13  8.410753E-10  3.681312E-11  8.285189E-07  1.000000E-30  1.000000E-30
    389  1.963061656501E-01  4.076800E-16  1.109970E-12  4.873281E-13  5.659078E-10  2.775579E-11  8.598986E-07  1.000000E-30  1.000000E-30
    390  1.975160386553E-01  2.808345E-16  9.954878E-13  5.047310E-13  3.871246E-10  2.118112E-11  8.894879E-07  1.000000E-30  1.000000E-30
    391  1.988970783448E-01  1.821683E-16  8.786348E-13  5.262874E-13  2.503749E-10  1.552391E-11  9.229399E-07  1.000000E-30  1.000000E-30
    392  2.001908516564E-01  1.208418E-16  7.807407E-13  5.479040E-13  1.672397E-10  1.164831E-11  9.540072E-07  1.000000E-30  1.000000E-30
    393  2.023233395230E-01  6.072065E-17  6.404789E-13  5.864441E-13  8.774835E-11  7.365418E-12  1.004746E-06  1.000000E-30  1.000000E-30
    394  2.035207364909E-01  4.106434E-17  5.719923E-13  6.097389E-13  6.244315E-11  5.793065E-12  1.033029E-06  1.000000E-30  1.000000E-30
    395  2.047171141817E-01  2.765515E-17  5.100653E-13  6.342859E-13  4.539176E-11  4.624947E-12  1.061173E-06  1.000000E-30  1.000000E-30
    396  2.061861175315E-01  1.700133E-17  4.422357E-13  6.662862E-13  3.202597E-11  3.623995E-12  1.095610E-06  1.000000E-30  1.000000E-30
    397  2.075162532616E-01  1.096379E-17  3.878901E-13  6.971613E-13  2.448831E-11  3.016826E-12  1.126713E-06  1.000000E-30  1.000000E-30
    398  2.088103947538E-01  7.194327E-18  3.407838E-13  7.290676E-13  1.973590E-11  2.617422E-12  1.156937E-06  1.000000E-30  1.000000E-30
    399  2.102374295066E-01  4.597413E-18  2.948061E-13  7.665484E-13  1.637453E-11  2.338386E-12  1.190259E-06  1.000000E-30  1.000000E-30
    400  2.116254943500E-01  3.074262E-18  2.555021E-13  8.054989E-13  1.429401E-11  2.184740E-12  1.222705E-06  1.000000E-30  1.000000E-30
    401  2.137594200207E-01  1.848579E-18  2.041650E-13  8.706358E-13  1.240752E-11  2.098930E-12  1.272744E-06  1.000000E-30  1.000000E-30
    402  2.149968302441E-01  1.503931E-18  1.788527E-13  9.115961E-13  1.175353E-11  2.107598E-12  1.301900E-06  1.000000E-30  1.000000E-30
    403  2.163578604848E-01  1.302340E-18  1.542691E-13  9.596038E-13  1.125917E-11  2.150593E-12  1.334130E-06  1.000000E-30  1.000000E-30
    404  2.188327022992E-01  1.223192E-18  1.172585E-13  1.055632E-12  1.076885E-11  2.296334E-12  1.393303E-06  1.000000E-30  1.000000E-30
    405  2.210861741802E-01  1.330398E-18  9.072785E-14  1.154057E-12  1.063139E-11  2.483390E-12  1.448003E-06  1.000000E-30  1.000000E-30
    406  2.231360986547E-01  1.517423E-18  7.144346E-14  1.253893E-12  1.070121E-11  2.689490E-12  1.498616E-06  1.000000E-30  1.000000E-30
    407  2.249661932162E-01  1.740496E-18  5.744951E-14  1.352297E-12  1.090178E-11  2.899880E-12  1.544624E-06  1.000000E-30  1.000000E-30
    408  2.266023391923E-01  1.982156E-18  4.709715E-14  1.448462E-12  1.118637E-11  3.108936E-12  1.586510E-06  1.000000E-30  1.000000E-30
    409  2.291569547831E-01  2.443819E-18  3.426531E-14  1.615881E-12  1.182729E-11  3.476912E-12  1.653548E-06  1.000000E-30  1.000000E-30
    410  2.305971902523E-01  2.754543E-18  2.852700E-14  1.720548E-12  1.229619E-11  3.708450E-12  1.692331E-06  1.000000E-30  1.000000E-30
    411  2.319348711247E-01  3.079972E-18  2.399356E-14  1.825071E-12  1.280301E-11  3.940389E-12  1.729061E-06  1.000000E-30  1.000000E-30
    412  2.335360820165E-01  3.521543E-18  1.943191E-14  1.960197E-12  1.350287E-11  4.241062E-12  1.773996E-06  1.000000E-30  1.000000E-30
    413  2.351317971316E-01  4.024958E-18  1.568821E-14  2.106626E-12  1.430557E-11  4.567748E-12  1.819911E-06  1.000000E-30  1.000000E-30
    414  2.376293164755E-01  4.960084E-18  1.113591E-14  2.361889E-12  1.578528E-11  5.139038E-12  1.894267E-06  1.000000E-30  1.000000E-30
    415  2.399259738388E-01  6.007146E-18  8.056044E-15  2.628041E-12  1.740473E-11  5.736811E-12  1.965594E-06  1.000000E-30  1.000000E-30
    416  2.420046682363E-01  7.139249E-18  5.966674E-15  2.898154E-12  1.910355E-11  6.345445E-12  2.032833E-06  1.000000E-30  1.000000E-30
    417  2.451201276448E-01  9.233754E-18  3.761523E-15  3.362101E-12  2.210967E-11  7.394973E-12  2.138866E-06  1.000000E-30  1.000000E-30
    418  2.467564269033E-01  1.056098E-17  2.939022E-15  3.637639E-12  2.393263E-11  8.020547E-12  2.197302E-06  1.000000E-30  1.000000E-30
    419  2.483354027874E-01  1.201543E-17  2.312786E-15  3.926637E-12  2.586706E-11  8.678340E-12  2.255617E-06  1.000000E-30  1.000000E-30
    420  2.499258654919E-01  1.367500E-17  1.816757E-15  4.242586E-12  2.800315E-11  9.399299E-12  2.316374E-06  1.000000E-30  1.000000E-30
    421  2.515152656983E-01  1.555308E-17  1.430436E-15  4.585262E-12  3.034058E-11  1.018327E-11  2.379217E-06  1.000000E-30  1.000000E-30
    422  2.542060864984E-01  1.931201E-17  9.671506E-16  5.232984E-12  3.480557E-11  1.167043E-11  2.490752E-06  1.000000E-30  1.000000E-30
    423  2.556901221114E-01  2.174431E-17  7.914450E-16  5.630111E-12  3.756799E-11  1.258541E-11  2.555192E-06  1.000000E-30  1.000000E-30
    424  2.570805114381E-01  2.428840E-17  6.663439E-16  6.030301E-12  4.036779E-11  1.350972E-11  2.617553E-06  1.000000E-30  1.000000E-30
    425  2.598984391343E-01  3.034968E-17  5.022517E-16  6.932744E-12  4.673180E-11  1.560183E-11  2.750151E-06  1.000000E-30  1.000000E-30
    426  2.622653138568E-01  3.653972E-17  4.343299E-16  7.795607E-12  5.287211E-11  1.761138E-11  2.868323E-06  1.000000E-30  1.000000E-30
    427  2.644885215151E-01  4.344524E-17  4.125505E-16  8.703913E-12  5.938550E-11  1.973559E-11  2.985330E-06  1.000000E-30  1.000000E-30
    428  2.667229470066E-01  5.163869E-17  4.221866E-16  9.722823E-12  6.674502E-11  2.212829E-11  3.109113E-06  1.000000E-30  1.000000E-30
    429  2.687894382327E-01  6.052115E-17  4.539593E-16  1.076961E-11  7.435784E-11  2.459641E-11  3.229391E-06  1.000000E-30  1.000000E-30
    430  2.709436570286E-01  7.133440E-17  5.074704E-16  1.197860E-11  8.320905E-11  2.745850E-11  3.360989E-06  1.000000E-30  1.000000E-30
    431  2.728595154549E-01  8.248907E-17  5.713214E-16  1.316447E-11  9.194659E-11  3.027694E-11  3.483586E-06  1.000000E-30  1.000000E-30
    432  2.763050324764E-01  1.068940E-16  7.244018E-16  1.559016E-11  1.099722E-10  3.607307E-11  3.717914E-06  1.000000E-30  1.000000E-30
    433  2.797281875476E-01  1.379225E-16  9.292426E-16  1.842420E-11  1.312615E-10  4.289207E-11  3.969354E-06  1.000000E-30  1.000000E-30
    434  2.831107064370E-01  1.769756E-16  1.192653E-15  2.170562E-11  1.561793E-10  5.084327E-11  4.237202E-06  1.000000E-30  1.000000E-30
    435  2.863632962154E-01  2.244087E-16  1.516013E-15  2.538082E-11  1.843853E-10  5.981135E-11  4.513995E-06  1.000000E-30  1.000000E-30
    436  2.894106333807E-01  2.797693E-16  1.895958E-15  2.935328E-11  2.151844E-10  6.957093E-11  4.791327E-06  1.000000E-30  1.000000E-30
    437  2.941185503109E-01  3.918843E-16  2.670800E-15  3.666179E-11  2.725796E-10  8.768317E-11  5.255942E-06  1.000000E-30  1.000000E-30
    438  2.983685787405E-01  5.292895E-16  3.627675E-15  4.469673E-11  3.366179E-10  1.077988E-10  5.715205E-06  1.000000E-30  1.000000E-30
    439  3.021949729112E-01  6.917950E-16  4.767353E-15  5.331276E-11  4.062179E-10  1.295726E-10  6.162827E-06  1.000000E-30  1.000000E-30
    440  3.059150641439E-01  8.952610E-16  6.204172E-15  6.315411E-11  4.867348E-10  1.546679E-10  6.630486E-06  1.000000E-30  1.000000E-30
    441  3.094680949786E-01  1.142715E-15  7.963768E-15  7.410932E-11  5.774813E-10  1.828525E-10  7.108253E-06  1.000000E-30  1.000000E-30
    442  3.127856926026E-01  1.432498E-15  1.003837E-14  8.590911E-11  6.763831E-10  2.134706E-10  7.582789E-06  1.000000E-30  1.000000E-30
    443  3.178598433803E-01  2.017279E-15  1.426194E-14  1.073682E-10  8.589156E-10  2.697592E-10  8.363652E-06  1.000000E-30  1.000000E-30
    444  3.224504526026E-01  2.740531E-15  1.953969E-14  1.309612E-10  1.063016E-09  3.324299E-10  9.129587E-06  1.000000E-30  1.000000E-30
    445  3.266870398371E-01  3.626500E-15  2.606838E-14  1.569083E-10  1.291007E-09  4.021733E-10  9.888345E-06  1.000000E-30  1.000000E-30
    446  3.305577136787E-01  4.674257E-15  3.386121E-14  1.846959E-10  1.538720E-09  4.776973E-10  1.062633E-05  1.000000E-30  1.000000E-30
    447  3.362681054783E-01  6.773239E-15  4.965469E-14  2.340863E-10  1.986788E-09  6.137853E-10  1.179520E-05  1.000000E-30  1.000000E-30
    448  3.414589872690E-01  9.456868E-15  7.011637E-14  2.893249E-10  2.497924E-09  7.683949E-10  1.294258E-05  1.000000E-30  1.000000E-30
    449  3.462773530350E-01  1.285606E-14  9.636060E-14  3.511761E-10  3.080865E-09  9.441005E-10  1.408144E-05  1.000000E-30  1.000000E-30
    450  3.508856189623E-01  1.720465E-14  1.303434E-13  4.215975E-10  3.756295E-09  1.147042E-09  1.523812E-05  1.000000E-30  1.000000E-30
    451  3.552628710565E-01  2.264541E-14  1.733633E-13  5.004238E-10  4.525164E-09  1.377402E-09  1.639855E-05  1.000000E-30  1.000000E-30
    452  3.595141079779E-01  2.952030E-14  2.283495E-13  5.899028E-10  5.412279E-09  1.642507E-09  1.758353E-05  1.000000E-30  1.000000E-30
    453  3.636744849418E-01  3.820461E-14  2.985986E-13  6.916936E-10  6.437748E-09  1.948234E-09  1.879866E-05  1.000000E-30  1.000000E-30
    454  3.676260234901E-01  4.874105E-14  3.847740E-13  8.033211E-10  7.579932E-09  2.288030E-09  2.000363E-05  1.000000E-30  1.000000E-30
    455  3.714655117309E-01  6.168058E-14  4.917394E-13  9.276974E-10  8.871847E-09  2.671630E-09  2.122177E-05  1.000000E-30  1.000000E-30
    456  3.752653942304E-01  7.777890E-14  6.262249E-13  1.068330E-09  1.035445E-08  3.111074E-09  2.247306E-05  1.000000E-30  1.000000E-30
    457  3.809506426681E-01  1.098234E-13  8.975438E-13  1.316442E-09  1.301981E-08  3.899471E-09  2.442944E-05  1.000000E-30  1.000000E-30
    458  3.865190953769E-01  1.536481E-13  1.274436E-12  1.611094E-09  1.625606E-08  4.854659E-09  2.644224E-05  1.000000E-30  1.000000E-30
    459  3.928522091207E-01  2.245734E-13  1.894631E-12  2.021306E-09  2.086993E-08  6.213704E-09  2.884525E-05  1.000000E-30  1.000000E-30
    460  3.991093841216E-01  3.260063E-13  2.797108E-12  2.522000E-09  2.664514E-08  7.911720E-09  3.133520E-05  1.000000E-30  1.000000E-30
    461  4.054183851758E-01  4.737184E-13  4.134067E-12  3.144284E-09  3.400688E-08  1.007293E-08  3.395822E-05  1.000000E-30  1.000000E-30
    462  4.147392755742E-01  8.199446E-13  7.336072E-12  4.336344E-09  4.857107E-08  1.434202E-08  3.802991E-05  1.000000E-30  1.000000E-30
    463  4.232199499949E-01  1.346362E-12  1.231728E-11  5.786025E-09  6.693135E-08  1.971749E-08  4.192467E-05  1.000000E-30  1.000000E-30
    464  4.316976825025E-01  2.204374E-12  2.060931E-11  7.693170E-09  9.193221E-08  2.703221E-08  4.598314E-05  1.000000E-30  1.000000E-30
    465  4.393401554526E-01  3.431041E-12  3.268796E-11  9.920255E-09  1.220839E-07  3.585112E-08  4.976878E-05  1.000000E-30  1.000000E-30
    466  4.465935084243E-01  5.212940E-12  5.052419E-11  1.260193E-08  1.594836E-07  4.678967E-08  5.345980E-05  1.000000E-30  1.000000E-30
    467  4.537106765818E-01  7.847638E-12  7.728546E-11  1.590991E-08  2.069301E-07  6.066869E-08  5.716146E-05  1.000000E-30  1.000000E-30
    468  4.602314649238E-01  1.140378E-11  1.138664E-10  1.967197E-08  2.623048E-07  7.687065E-08  6.061084E-05  1.000000E-30  1.000000E-30
    469  4.709552966107E-01  2.104465E-11  2.145004E-10  2.782414E-08  3.862180E-07  1.131377E-07  6.637305E-05  1.000000E-30  1.000000E-30
    470  4.769745726746E-01  2.965459E-11  3.053786E-10  3.376364E-08  4.790698E-07  1.403182E-07  6.963851E-05  1.000000E-30  1.000000E-30
    471  4.828178172001E-01  4.134726E-11  4.296153E-10  4.071310E-08  5.897714E-07  1.727223E-07  7.281692E-05  1.000000E-30  1.000000E-30
    472  4.927188450138E-01  7.253838E-11  7.632716E-10  5.583447E-08  8.362283E-07  2.448281E-07  7.819023E-05  1.000000E-30  1.000000E-30
    473  5.000000000000E-01  1.095847E-10  1.161185E-09  7.036940E-08  1.078015E-06  3.154807E-07  8.210225E-05  1.000000E-30  1.000000E-30
