 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                po232         po233         po234         po235         po236         po237         at211         neut 
    349  1.581710514975E-01  1.762054E-23  6.930755E-23  2.526211E-23  1.888867E-22  3.416888E-23  1.213887E-22  1.000000E-30  7.210478E-01
    350  1.588328903187E-01  1.762054E-23  6.930848E-23  2.526692E-23  1.895315E-22  3.456068E-23  1.267447E-22  1.000000E-30  7.208858E-01
    351  1.594606073659E-01  1.762054E-23  6.930899E-23  2.526982E-23  1.899695E-22  3.484654E-23  1.311153E-22  1.000000E-30  7.207313E-01
    352  1.600565792087E-01  1.762054E-23  6.930927E-23  2.527155E-23  1.902653E-22  3.505326E-23  1.346333E-22  1.000000E-30  7.205822E-01
    353  1.607059625219E-01  1.762054E-23  6.930944E-23  2.527271E-23  1.904885E-22  3.522039E-23  1.378057E-22  1.000000E-30  7.204158E-01
    354  1.613957576202E-01  1.762054E-23  6.930954E-23  2.527342E-23  1.906443E-22  3.534628E-23  1.404949E-22  1.000000E-30  7.202329E-01
    355  1.620398820205E-01  1.762054E-23  6.930958E-23  2.527380E-23  1.907379E-22  3.542780E-23  1.424571E-22  1.000000E-30  7.200553E-01
    356  1.627691861850E-01  1.762054E-23  6.930961E-23  2.527403E-23  1.908038E-22  3.548989E-23  1.441469E-22  1.000000E-30  7.198470E-01
    357  1.634667099868E-01  1.762054E-23  6.930962E-23  2.527414E-23  1.908414E-22  3.552838E-23  1.453388E-22  1.000000E-30  7.196430E-01
    358  1.645369737572E-01  1.762054E-23  6.930963E-23  2.527422E-23  1.908715E-22  3.556237E-23  1.465692E-22  1.000000E-30  7.193293E-01
    359  1.651200899964E-01  1.762054E-23  6.930963E-23  2.527424E-23  1.908799E-22  3.557293E-23  1.470177E-22  1.000000E-30  7.191617E-01
    360  1.656939516385E-01  1.762054E-23  6.930963E-23  2.527425E-23  1.908851E-22  3.557993E-23  1.473482E-22  1.000000E-30  7.189998E-01
    361  1.664404283242E-01  1.762054E-23  6.930963E-23  2.527425E-23  1.908891E-22  3.558568E-23  1.476552E-22  1.000000E-30  7.187940E-01
    362  1.671401020014E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908911E-22  3.558888E-23  1.478515E-22  1.000000E-30  7.186047E-01
    363  1.682228463170E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908926E-22  3.559151E-23  1.480404E-22  1.000000E-30  7.183157E-01
    364  1.688914277275E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908930E-22  3.559233E-23  1.481116E-22  1.000000E-30  7.181383E-01
    365  1.695862681704E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908933E-22  3.559285E-23  1.481618E-22  1.000000E-30  7.179538E-01
    366  1.708796298676E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559330E-23  1.482152E-22  1.000000E-30  7.176090E-01
    367  1.720689125062E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559346E-23  1.482386E-22  1.000000E-30  7.172884E-01
    368  1.730357271347E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559351E-23  1.482485E-22  1.000000E-30  7.170243E-01
    369  1.739185931198E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559353E-23  1.482535E-22  1.000000E-30  7.167785E-01
    370  1.748109107026E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559354E-23  1.482564E-22  1.000000E-30  7.165235E-01
    371  1.757092013639E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482580E-22  1.000000E-30  7.162566E-01
    372  1.765567714958E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482588E-22  1.000000E-30  7.159925E-01
    373  1.775373762473E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482593E-22  1.000000E-30  7.156680E-01
    374  1.784803688374E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482595E-22  1.000000E-30  7.153381E-01
    375  1.795112536071E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482595E-22  1.000000E-30  7.149643E-01
    376  1.804824008025E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.146134E-01
    377  1.815169070317E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.142525E-01
    378  1.825428215499E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.139134E-01
    379  1.841355644659E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.134205E-01
    380  1.856860183354E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.129710E-01
    381  1.870847965371E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.125863E-01
    382  1.883699545972E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.122482E-01
    383  1.895671856375E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.119453E-01
    384  1.907324824205E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.116604E-01
    385  1.917913284253E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.114090E-01
    386  1.928179034582E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.111712E-01
    387  1.939781308337E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.109086E-01
    388  1.950365569225E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.106741E-01
    389  1.963061656501E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.103989E-01
    390  1.975160386553E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.101425E-01
    391  1.988970783448E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.098566E-01
    392  2.001908516564E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.095952E-01
    393  2.023233395230E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.091750E-01
    394  2.035207364909E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.089431E-01
    395  2.047171141817E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.087124E-01
    396  2.061861175315E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.084290E-01
    397  2.075162532616E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.081709E-01
    398  2.088103947538E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.079181E-01
    399  2.102374295066E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.076380E-01
    400  2.116254943500E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.073653E-01
    401  2.137594200207E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.069472E-01
    402  2.149968302441E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.067053E-01
    403  2.163578604848E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.064387E-01
    404  2.188327022992E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.059520E-01
    405  2.210861741802E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.055122E-01
    406  2.231360986547E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.051268E-01
    407  2.249661932162E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.048023E-01
    408  2.266023391923E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.045298E-01
    409  2.291569547831E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.041338E-01
    410  2.305971902523E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.039230E-01
    411  2.319348711247E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.037331E-01
    412  2.335360820165E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.035117E-01
    413  2.351317971316E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.032960E-01
    414  2.376293164755E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.029652E-01
    415  2.399259738388E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.026664E-01
    416  2.420046682363E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.023991E-01
    417  2.451201276448E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.020031E-01
    418  2.467564269033E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.017978E-01
    419  2.483354027874E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.016017E-01
    420  2.499258654919E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.014067E-01
    421  2.515152656983E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.012142E-01
    422  2.542060864984E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.008940E-01
    423  2.556901221114E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.007203E-01
    424  2.570805114381E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.005595E-01
    425  2.598984391343E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  7.002388E-01
    426  2.622653138568E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.999748E-01
    427  2.644885215151E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.997311E-01
    428  2.667229470066E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.994904E-01
    429  2.687894382327E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.992713E-01
    430  2.709436570286E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.990463E-01
    431  2.728595154549E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.988490E-01
    432  2.763050324764E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.985004E-01
    433  2.797281875476E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.981612E-01
    434  2.831107064370E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.978318E-01
    435  2.863632962154E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.975201E-01
    436  2.894106333807E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.972325E-01
    437  2.941185503109E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.967989E-01
    438  2.983685787405E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.964219E-01
    439  3.021949729112E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.960956E-01
    440  3.059150641439E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.957894E-01
    441  3.094680949786E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.955052E-01
    442  3.127856926026E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.952457E-01
    443  3.178598433803E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.948582E-01
    444  3.224504526026E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.945165E-01
    445  3.266870398371E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.942082E-01
    446  3.305577136787E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.939318E-01
    447  3.362681054783E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.935314E-01
    448  3.414589872690E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.931735E-01
    449  3.462773530350E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.928455E-01
    450  3.508856189623E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.925348E-01
    451  3.552628710565E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.922418E-01
    452  3.595141079779E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.919587E-01
    453  3.636744849418E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.916825E-01
    454  3.676260234901E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.914207E-01
    455  3.714655117309E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.911666E-01
    456  3.752653942304E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.909153E-01
    457  3.809506426681E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.905398E-01
    458  3.865190953769E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.901726E-01
    459  3.928522091207E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.897554E-01
    460  3.991093841216E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.893438E-01
    461  4.054183851758E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.889299E-01
    462  4.147392755742E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.883219E-01
    463  4.232199499949E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.877734E-01
    464  4.316976825025E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.872294E-01
    465  4.393401554526E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.867423E-01
    466  4.465935084243E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.862828E-01
    467  4.537106765818E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559355E-23  1.482596E-22  1.000000E-30  6.858345E-01
    468  4.602314649238E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559356E-23  1.482597E-22  1.000000E-30  6.854263E-01
    469  4.709552966107E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559362E-23  1.482604E-22  1.000000E-30  6.847600E-01
    470  4.769745726746E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908935E-22  3.559378E-23  1.482624E-22  1.000000E-30  6.843889E-01
    471  4.828178172001E-01  1.762054E-23  6.930963E-23  2.527426E-23  1.908936E-22  3.559432E-23  1.482694E-22  1.000000E-30  6.840306E-01
    472  4.927188450138E-01  1.762054E-23  6.930963E-23  2.527427E-23  1.908937E-22  3.559955E-23  1.483450E-22  1.000000E-30  6.834279E-01
    473  5.000000000000E-01  1.762054E-23  6.930964E-23  2.527433E-23  1.908948E-22  3.562180E-23  1.486949E-22  1.000000E-30  6.829882E-01
