 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                mg31          mg32          mg33          mg34          mg35          mg36          mg37          al22 
      1  0.000000000000E+00  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
      2  1.000000000000E-16  1.000000E-30  1.003188E-30  1.000000E-30  1.000000E-30  1.000226E-30  1.000000E-30  1.000000E-30  1.000000E-30
      3  6.264265632874E-16  1.000000E-30  1.019651E-30  1.000000E-30  1.000000E-30  1.001390E-30  1.000000E-30  1.000000E-30  1.000001E-30
      4  2.206990590178E-15  1.000000E-30  1.065972E-30  1.000000E-30  1.000000E-30  1.004651E-30  1.000000E-30  1.000000E-30  1.000031E-30
      5  6.425069294186E-15  1.000000E-30  1.169496E-30  1.000000E-30  1.000000E-30  1.011901E-30  1.000000E-30  1.000000E-30  1.000138E-30
      6  1.724777641531E-14  1.000069E-30  1.338748E-30  1.000000E-30  1.000000E-30  1.023709E-30  1.000000E-30  1.000000E-30  1.000000E-30
      7  4.527785414179E-14  1.056444E-30  1.484554E-30  1.000000E-30  1.000000E-30  1.033880E-30  1.000000E-30  1.000000E-30  1.000000E-30
      8  1.231582592127E-13  1.088107E-30  1.515366E-30  1.000000E-30  1.000000E-30  1.035810E-30  1.000000E-30  1.000000E-30  1.157553E-30
      9  4.001734798240E-13  1.088705E-30  1.513725E-30  1.000000E-30  1.000000E-30  1.035211E-30  1.000320E-30  1.000237E-30  1.000000E-30
     10  1.150918682670E-12  1.093970E-30  1.534050E-30  1.015688E-30  1.009210E-30  1.052336E-30  1.000000E-30  1.000000E-30  1.000000E-30
     11  2.802808442389E-12  1.183393E-30  1.542977E-30  1.004514E-30  1.000000E-30  1.004071E-30  1.000000E-30  1.000000E-30  1.000000E-30
     12  6.912921996243E-12  1.000000E-30  1.460740E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.157707E-30  1.148299E-30  1.000000E-30
     13  1.659368270033E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     14  1.134012897413E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     15  1.081477360150E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     16  1.076223806424E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     17  6.834096797002E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     18  2.542122411654E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     19  7.007518887657E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     20  1.724661805125E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     21  4.267664185819E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     22  1.786211798807E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     23  6.929007850093E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     24  5.835696836295E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     25  1.496090518789E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     26  2.379765156362E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     27  3.772948503579E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     28  4.957278025650E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     29  5.758110286319E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  6.636115041812E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  7.490864585256E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  8.026631019591E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  8.451616658664E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  9.803471762980E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  1.116687552369E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  1.219012310682E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  1.314647137106E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  1.431720408173E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  1.545287753035E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  1.716820108076E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  1.871872199221E-02  9.292442E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     42  2.131412024987E-02  3.676634E-28  1.561548E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     43  2.288535686070E-02  5.210945E-27  2.598572E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     44  2.437102778700E-02  3.888315E-26  2.072903E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     45  2.666254430666E-02  1.144338E-24  7.019208E-27  1.374027E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     46  2.807329513827E-02  1.104345E-23  7.625438E-26  1.543122E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     47  2.946719119355E-02  8.811939E-23  6.623913E-25  1.371018E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     48  2.982466835475E-02  1.488713E-22  1.140738E-24  2.373959E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  3.017238950627E-02  2.487303E-22  1.944125E-24  4.070169E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  3.052509122072E-02  4.133101E-22  3.295775E-24  6.942863E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     51  3.066477686677E-02  5.034407E-22  4.045871E-24  8.544025E-28  1.207075E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  3.080037159611E-02  6.096242E-22  4.936251E-24  1.044934E-27  1.484926E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  3.111325257314E-02  9.418255E-22  7.758530E-24  1.651527E-27  2.380948E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  3.147800645819E-02  1.537588E-21  1.291902E-23  2.768059E-27  4.054607E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  3.181357346897E-02  2.372327E-21  2.029346E-23  4.374620E-27  6.503127E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  3.217197145871E-02  3.701737E-21  3.227288E-23  7.002814E-27  1.057854E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  3.249951277145E-02  5.472282E-21  4.854028E-23  1.059678E-26  1.624584E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  3.262595809504E-02  6.340420E-21  5.661642E-23  1.238910E-26  1.910186E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  3.272641576722E-02  7.128611E-21  6.399255E-23  1.402955E-26  2.173033E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  3.304841700500E-02  1.029952E-20  9.404184E-23  2.074321E-26  3.260754E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  3.362823507679E-02  1.944788E-20  1.831100E-22  4.084162E-26  6.594419E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  3.417743618412E-02  3.460325E-20  3.355539E-22  7.565787E-26  1.253482E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     63  3.448472684867E-02  4.733735E-20  4.667724E-22  1.058954E-25  1.780247E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  3.459225947862E-02  5.278994E-20  5.236081E-22  1.190481E-25  2.011651E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  3.468161085917E-02  5.780306E-20  5.761504E-22  1.312317E-25  2.227030E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  3.501586344154E-02  8.090724E-20  8.214987E-22  1.884003E-25  3.249113E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  3.563385967804E-02  1.487869E-19  1.564238E-21  3.633945E-25  6.459022E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     68  3.619390900501E-02  2.553494E-19  2.773062E-21  6.520072E-25  1.191721E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     69  3.661379630041E-02  3.804268E-19  4.235342E-21  1.005005E-24  1.876409E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     70  3.704099468238E-02  5.681919E-19  6.491004E-21  1.554935E-24  2.967550E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     71  3.731378163516E-02  7.304890E-19  8.485984E-21  2.045367E-24  3.959252E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     72  3.757630769329E-02  9.261342E-19  1.093573E-20  2.651621E-24  5.203907E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     73  3.788075418501E-02  1.211713E-18  1.458481E-20  3.561287E-24  7.102678E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     74  3.819794660071E-02  1.589743E-18  1.952677E-20  4.803343E-24  9.743719E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     75  3.838080203158E-02  1.851060E-18  2.300681E-20  5.683750E-24  1.164385E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     76  3.859219912978E-02  2.201191E-18  2.773831E-20  6.886946E-24  1.427137E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     77  3.884096228080E-02  2.681713E-18  3.435201E-20  8.579671E-24  1.802231E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     78  3.907668434759E-02  3.211400E-18  4.178798E-20  1.049608E-23  2.233582E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     79  3.934936577490E-02  3.921081E-18  5.196804E-20  1.313952E-23  2.838739E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     80  3.961640452516E-02  4.721920E-18  6.373057E-20  1.621900E-23  3.556807E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     81  3.991996766101E-02  5.761694E-18  7.940819E-20  2.036068E-23  4.542254E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     82  4.019473378510E-02  6.817703E-18  9.577963E-20  2.472687E-23  5.603305E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     83  4.046928694587E-02  7.975164E-18  1.142288E-19  2.969340E-23  6.835606E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     84  4.074955599116E-02  9.238274E-18  1.349868E-19  3.533857E-23  8.268061E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     85  4.099011663524E-02  1.035829E-17  1.539913E-19  4.056125E-23  9.623896E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     86  4.118445936105E-02  1.126511E-17  1.698457E-19  4.496036E-23  1.078983E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     87  4.137235583218E-02  1.212384E-17  1.853127E-19  4.929237E-23  1.196107E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     88  4.152714488067E-02  1.280423E-17  1.979448E-19  5.286352E-23  1.294562E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     89  4.165981986900E-02  1.335878E-17  2.085445E-19  5.588633E-23  1.379410E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     90  4.188596337322E-02  1.422212E-17  2.257677E-19  6.085932E-23  1.522544E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     91  4.208159634323E-02  1.486504E-17  2.394371E-19  6.487591E-23  1.642178E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     92  4.230932596557E-02  1.546806E-17  2.534354E-19  6.908156E-23  1.772777E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     93  4.251598135750E-02  1.586258E-17  2.639772E-19  7.234930E-23  1.879995E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     94  4.274368410830E-02  1.611756E-17  2.728854E-19  7.524459E-23  1.982475E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     95  4.294191711445E-02  1.618391E-17  2.781748E-19  7.711014E-23  2.056371E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     96  4.316569238790E-02  1.609301E-17  2.813858E-19  7.846979E-23  2.121540E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     97  4.339365876136E-02  1.583349E-17  2.817384E-19  7.905235E-23  2.167510E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     98  4.362382833621E-02  1.542182E-17  2.793287E-19  7.886632E-23  2.193413E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     99  4.384703699487E-02  1.490370E-17  2.746505E-19  7.801782E-23  2.200100E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    100  4.408801045744E-02  1.424239E-17  2.674265E-19  7.646782E-23  2.189034E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    101  4.430336182063E-02  1.358307E-17  2.593665E-19  7.460249E-23  2.164599E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    102  4.453208602613E-02  1.284092E-17  2.496234E-19  7.225365E-23  2.126762E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    103  4.474836808964E-02  1.211916E-17  2.396292E-19  6.977687E-23  2.082042E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    104  4.497736119052E-02  1.135171E-17  2.285468E-19  6.697443E-23  2.027595E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    105  4.517199675598E-02  1.070675E-17  2.189121E-19  6.450014E-23  1.976991E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    106  4.536038532241E-02  1.009352E-17  2.094940E-19  6.205169E-23  1.924956E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    107  4.552484255766E-02  9.568863E-18  2.012368E-19  5.988204E-23  1.877340E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    108  4.581275722245E-02  8.673505E-18  1.866965E-19  5.600926E-23  1.788866E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    109  4.603616864208E-02  7.998426E-18  1.753231E-19  5.293193E-23  1.715290E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    110  4.624194314299E-02  7.384658E-18  1.646245E-19  4.999428E-23  1.642018E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    111  4.641297951594E-02  6.885044E-18  1.556694E-19  4.750664E-23  1.577935E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    112  4.656990459822E-02  6.435835E-18  1.474213E-19  4.519271E-23  1.516696E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    113  4.671253119976E-02  6.036179E-18  1.399220E-19  4.307034E-23  1.459185E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    114  4.684580987606E-02  5.671162E-18  1.329373E-19  4.107815E-23  1.404072E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    115  4.697520204195E-02  5.325623E-18  1.262038E-19  3.914391E-23  1.349551E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    116  4.709649788536E-02  5.010525E-18  1.199589E-19  3.733819E-23  1.297779E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    117  4.721637454993E-02  4.708301E-18  1.138734E-19  3.556790E-23  1.246226E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    118  4.732862910872E-02  4.434237E-18  1.082723E-19  3.392930E-23  1.197817E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    119  4.750539400184E-02  4.021445E-18  9.968358E-20  3.139976E-23  1.121810E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    120  4.767210524850E-02  3.654555E-18  9.188994E-20  2.908668E-23  1.050959E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    121  4.783406579930E-02  3.319866E-18  8.464257E-20  2.692056E-23  9.834428E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    122  4.799263518131E-02  3.013155E-18  7.787799E-20  2.488517E-23  9.189502E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    123  4.815339657435E-02  2.722192E-18  7.134037E-20  2.290466E-23  8.551388E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    124  4.832264594384E-02  2.439532E-18  6.487526E-20  2.093362E-23  7.906469E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    125  4.849826454798E-02  2.171287E-18  5.862716E-20  1.901643E-23  7.269325E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    126  4.867786870736E-02  1.922351E-18  5.272120E-20  1.719245E-23  6.653659E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    127  4.885872256535E-02  1.696327E-18  4.725958E-20  1.549483E-23  6.071775E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    128  4.903755607841E-02  1.495666E-18  4.232260E-20  1.395062E-23  5.534484E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    129  4.921259737621E-02  1.319735E-18  3.791757E-20  1.256441E-23  5.045147E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    130  4.938368810460E-02  1.165884E-18  3.399956E-20  1.132423E-23  4.601234E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    131  4.955132280349E-02  1.031127E-18  3.051104E-20  1.021376E-23  4.198392E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    132  4.971624312404E-02  9.127221E-19  2.739647E-20  9.216894E-24  3.832047E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    133  4.987811857735E-02  8.090079E-19  2.462558E-20  8.325325E-24  3.500256E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    134  5.003799836445E-02  7.172051E-19  2.213364E-20  7.519112E-24  3.196279E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    135  5.019682549602E-02  6.360483E-19  1.989758E-20  6.792051E-24  2.918855E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    136  5.035511419132E-02  5.642751E-19  1.789102E-20  6.136444E-24  2.665787E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    137  5.051299755300E-02  5.009209E-19  1.609433E-20  5.546648E-24  2.435551E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    138  5.067010535678E-02  4.452905E-19  1.449453E-20  5.019115E-24  2.227376E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    139  5.082726902819E-02  3.963506E-19  1.306795E-20  4.546688E-24  2.039006E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    140  5.098506829486E-02  3.533331E-19  1.179749E-20  4.124275E-24  1.868920E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    141  5.114361869269E-02  3.157060E-19  1.067227E-20  3.748788E-24  1.716355E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    142  5.130328078870E-02  2.829488E-19  9.681175E-21  3.417017E-24  1.580469E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    143  5.146205644840E-02  2.550042E-19  8.826800E-21  3.130324E-24  1.462284E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    144  5.162089365231E-02  2.312436E-19  8.094016E-21  2.884098E-24  1.360358E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    145  5.177902725711E-02  2.113823E-19  7.477738E-21  2.677065E-24  1.274594E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    146  5.193558292952E-02  1.950553E-19  6.969625E-21  2.506748E-24  1.204305E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    147  5.207655208218E-02  1.830287E-19  6.596607E-21  2.382472E-24  1.153677E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    148  5.220437120847E-02  1.741722E-19  6.325051E-21  2.293004E-24  1.118168E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    149  5.240275279905E-02  1.639983E-19  6.023690E-21  2.196524E-24  1.082614E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    150  5.258707116153E-02  1.581456E-19  5.869440E-21  2.151924E-24  1.071096E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    151  5.276353482958E-02  1.555439E-19  5.831230E-21  2.149102E-24  1.079848E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    152  5.293536770993E-02  1.556485E-19  5.894442E-21  2.183544E-24  1.107490E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    153  5.310288915571E-02  1.581195E-19  6.050187E-21  2.252551E-24  1.153297E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    154  5.325369291828E-02  1.622466E-19  6.269107E-21  2.344754E-24  1.211058E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    155  5.339308966526E-02  1.676115E-19  6.538112E-21  2.455818E-24  1.279063E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    156  5.362726198018E-02  1.798486E-19  7.134712E-21  2.699365E-24  1.426551E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    157  5.383816121000E-02  1.942719E-19  7.832324E-21  2.982932E-24  1.598188E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    158  5.403768730975E-02  2.108370E-19  8.636901E-21  3.310155E-24  1.797429E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    159  5.422986619970E-02  2.294628E-19  9.550443E-21  3.682746E-24  2.026380E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    160  5.440569294967E-02  2.487939E-19  1.051021E-20  4.075724E-24  2.270405E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    161  5.456994612052E-02  2.688636E-19  1.151975E-20  4.490885E-24  2.531018E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    162  5.485681963417E-02  3.086119E-19  1.355830E-20  5.334785E-24  3.069199E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    163  5.511708850657E-02  3.500903E-19  1.574034E-20  6.246034E-24  3.662264E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    164  5.536560227933E-02  3.946729E-19  1.814507E-20  7.259029E-24  4.334733E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    165  5.559867087093E-02  4.410808E-19  2.071027E-20  8.348846E-24  5.072242E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    166  5.582344501454E-02  4.903843E-19  2.350080E-20  9.544155E-24  5.896268E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    167  5.608267729631E-02  5.531007E-19  2.714233E-20  1.111787E-23  7.003025E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    168  5.632179590432E-02  6.169264E-19  3.094742E-20  1.277740E-23  8.194436E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    169  5.658568452696E-02  6.946681E-19  3.570737E-20  1.487270E-23  9.730403E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    170  5.682194908758E-02  7.714241E-19  4.053209E-20  1.701601E-23  1.133428E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    171  5.707748662895E-02  8.628856E-19  4.643091E-20  1.966009E-23  1.335339E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    172  5.730159219632E-02  9.510656E-19  5.226090E-20  2.229604E-23  1.540615E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    173  5.769211250520E-02  1.124936E-18  6.412874E-20  2.772227E-23  1.974062E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    174  5.804755660481E-02  1.308944E-18  7.717398E-20  3.376655E-23  2.471699E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    175  5.837706807704E-02  1.504688E-18  9.154334E-20  4.050635E-23  3.042287E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    176  5.868213309337E-02  1.710482E-18  1.071453E-19  4.790779E-23  3.685293E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    177  5.897372529375E-02  1.932130E-18  1.244676E-19  5.621368E-23  4.424696E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    178  5.927019313219E-02  2.185538E-18  1.448758E-19  6.610346E-23  5.326639E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    179  5.955970264735E-02  2.463686E-18  1.679572E-19  7.740726E-23  6.382692E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    180  5.987296131417E-02  2.803298E-18  1.970225E-19  9.179713E-23  7.760954E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
