 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                c14           c15           c16           c17           c18           n11           n12           n13  
    347  1.566447447202E-01  3.865535E-08  4.794301E-22  2.766481E-25  3.883951E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.216815E-24
    348  1.574294426159E-01  4.263554E-08  4.793236E-22  2.764468E-25  3.873021E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.024416E-24
    349  1.581710514975E-01  4.677998E-08  4.792230E-22  2.762566E-25  3.862719E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.856053E-24
    350  1.588328903187E-01  5.080781E-08  4.791332E-22  2.760870E-25  3.853548E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.715938E-24
    351  1.594606073659E-01  5.493815E-08  4.790481E-22  2.759262E-25  3.844870E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.591428E-24
    352  1.600565792087E-01  5.917064E-08  4.789673E-22  2.757737E-25  3.836650E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.480431E-24
    353  1.607059625219E-01  6.413532E-08  4.788793E-22  2.756075E-25  3.827712E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.366915E-24
    354  1.613957576202E-01  6.984118E-08  4.787858E-22  2.754312E-25  3.818241E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.254407E-24
    355  1.620398820205E-01  7.561636E-08  4.786985E-22  2.752666E-25  3.809419E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.156488E-24
    356  1.627691861850E-01  8.268879E-08  4.785997E-22  2.750804E-25  3.799454E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.053332E-24
    357  1.634667099868E-01  9.002706E-08  4.785053E-22  2.749024E-25  3.789948E-30  1.000000E-30  1.815303E-27  1.000000E-30  9.619367E-25
    358  1.645369737572E-01  1.024793E-07  4.783603E-22  2.746295E-25  3.775408E-30  1.000000E-30  1.815303E-27  1.000000E-30  8.344799E-25
    359  1.651200899964E-01  1.098941E-07  4.782814E-22  2.744810E-25  3.767510E-30  1.000000E-30  1.815303E-27  1.000000E-30  7.710848E-25
    360  1.656939516385E-01  1.176819E-07  4.782037E-22  2.743349E-25  3.759753E-30  1.000000E-30  1.815303E-27  1.000000E-30  7.126350E-25
    361  1.664404283242E-01  1.285383E-07  4.781027E-22  2.741449E-25  3.749687E-30  1.000000E-30  1.815303E-27  1.000000E-30  6.420620E-25
    362  1.671401020014E-01  1.394911E-07  4.780080E-22  2.739670E-25  3.740276E-30  1.000000E-30  1.815303E-27  1.000000E-30  5.812099E-25
    363  1.682228463170E-01  1.580745E-07  4.778616E-22  2.736919E-25  3.725760E-30  1.000000E-30  1.815303E-27  1.000000E-30  4.964231E-25
    364  1.688914277275E-01  1.705433E-07  4.777711E-22  2.735221E-25  3.716825E-30  1.000000E-30  1.815303E-27  1.000000E-30  4.493318E-25
    365  1.695862681704E-01  1.843932E-07  4.776772E-22  2.733458E-25  3.707561E-30  1.000000E-30  1.815303E-27  1.000000E-30  4.043558E-25
    366  1.708796298676E-01  2.125740E-07  4.775024E-22  2.730180E-25  3.690379E-30  1.000000E-30  1.815303E-27  1.000000E-30  3.304976E-25
    367  1.720689125062E-01  2.414350E-07  4.773417E-22  2.727169E-25  3.674650E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.728004E-25
    368  1.730357271347E-01  2.669774E-07  4.772111E-22  2.724723E-25  3.661913E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.323220E-25
    369  1.739185931198E-01  2.920282E-07  4.770918E-22  2.722492E-25  3.650321E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.998779E-25
    370  1.748109107026E-01  3.189345E-07  4.769714E-22  2.720239E-25  3.638641E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.710656E-25
    371  1.757092013639E-01  3.477197E-07  4.768501E-22  2.717972E-25  3.626921E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.457008E-25
    372  1.765567714958E-01  3.763163E-07  4.767357E-22  2.715835E-25  3.615898E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.248064E-25
    373  1.775373762473E-01  4.111792E-07  4.766034E-22  2.713365E-25  3.603186E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.039014E-25
    374  1.784803688374E-01  4.463331E-07  4.764762E-22  2.710992E-25  3.591003E-30  1.000000E-30  1.815303E-27  1.000000E-30  8.676387E-26
    375  1.795112536071E-01  4.865382E-07  4.763372E-22  2.708400E-25  3.577733E-30  1.000000E-30  1.815303E-27  1.000000E-30  7.091925E-26
    376  1.804824008025E-01  5.258818E-07  4.762063E-22  2.705961E-25  3.565276E-30  1.000000E-30  1.815303E-27  1.000000E-30  5.842249E-26
    377  1.815169070317E-01  5.692544E-07  4.760669E-22  2.703364E-25  3.552054E-30  1.000000E-30  1.815303E-27  1.000000E-30  4.732723E-26
    378  1.825428215499E-01  6.134514E-07  4.759287E-22  2.700792E-25  3.538991E-30  1.000000E-30  1.815303E-27  1.000000E-30  3.827611E-26
    379  1.841355644659E-01  6.839820E-07  4.757142E-22  2.696804E-25  3.518805E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.738123E-26
    380  1.856860183354E-01  7.540367E-07  4.755055E-22  2.692927E-25  3.499265E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.969267E-26
    381  1.870847965371E-01  8.177082E-07  4.753173E-22  2.689434E-25  3.481730E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.463633E-26
    382  1.883699545972E-01  8.760426E-07  4.751444E-22  2.686228E-25  3.465697E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.118824E-26
    383  1.895671856375E-01  9.297999E-07  4.749834E-22  2.683246E-25  3.450828E-30  1.000000E-30  1.815303E-27  1.000000E-30  8.766203E-27
    384  1.907324824205E-01  9.811536E-07  4.748268E-22  2.680346E-25  3.436416E-30  1.000000E-30  1.815303E-27  1.000000E-30  6.974082E-27
    385  1.917913284253E-01  1.026686E-06  4.746845E-22  2.677714E-25  3.423373E-30  1.000000E-30  1.815303E-27  1.000000E-30  5.723449E-27
    386  1.928179034582E-01  1.069448E-06  4.745466E-22  2.675164E-25  3.410774E-30  1.000000E-30  1.815303E-27  1.000000E-30  4.774887E-27
    387  1.939781308337E-01  1.115783E-06  4.743908E-22  2.672286E-25  3.396592E-30  1.000000E-30  1.815303E-27  1.000000E-30  3.949052E-27
    388  1.950365569225E-01  1.155724E-06  4.742487E-22  2.669663E-25  3.383705E-30  1.000000E-30  1.815303E-27  1.000000E-30  3.368109E-27
    389  1.963061656501E-01  1.200122E-06  4.740783E-22  2.666519E-25  3.368311E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.834524E-27
    390  1.975160386553E-01  1.238054E-06  4.739160E-22  2.663527E-25  3.353707E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.447362E-27
    391  1.988970783448E-01  1.275044E-06  4.737308E-22  2.660116E-25  3.337114E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.105897E-27
    392  2.001908516564E-01  1.302519E-06  4.735574E-22  2.656925E-25  3.321644E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.853872E-27
    393  2.023233395230E-01  1.330009E-06  4.732716E-22  2.651673E-25  3.296302E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.526982E-27
    394  2.035207364909E-01  1.334752E-06  4.731113E-22  2.648728E-25  3.282157E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.373346E-27
    395  2.047171141817E-01  1.331451E-06  4.729511E-22  2.645789E-25  3.268085E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.232838E-27
    396  2.061861175315E-01  1.316627E-06  4.727545E-22  2.642185E-25  3.250888E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.073686E-27
    397  2.075162532616E-01  1.293645E-06  4.725766E-22  2.638926E-25  3.235395E-30  1.000000E-30  1.815303E-27  1.000000E-30  9.400586E-28
    398  2.088103947538E-01  1.263729E-06  4.724035E-22  2.635759E-25  3.220393E-30  1.000000E-30  1.815303E-27  1.000000E-30  8.190335E-28
    399  2.102374295066E-01  1.223916E-06  4.722127E-22  2.632271E-25  3.203930E-30  1.000000E-30  1.815303E-27  1.000000E-30  6.965182E-28
    400  2.116254943500E-01  1.180349E-06  4.720272E-22  2.628883E-25  3.187998E-30  1.000000E-30  1.815303E-27  1.000000E-30  5.892562E-28
    401  2.137594200207E-01  1.108747E-06  4.717422E-22  2.623683E-25  3.163659E-30  1.000000E-30  1.815303E-27  1.000000E-30  4.482340E-28
    402  2.149968302441E-01  1.066903E-06  4.715771E-22  2.620672E-25  3.149630E-30  1.000000E-30  1.815303E-27  1.000000E-30  3.797875E-28
    403  2.163578604848E-01  1.022118E-06  4.713954E-22  2.617364E-25  3.134272E-30  1.000000E-30  1.815303E-27  1.000000E-30  3.150477E-28
    404  2.188327022992E-01  9.469990E-07  4.710654E-22  2.611361E-25  3.106538E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.233083E-28
    405  2.210861741802E-01  8.879465E-07  4.707650E-22  2.605906E-25  3.081497E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.640344E-28
    406  2.231360986547E-01  8.426568E-07  4.704919E-22  2.600954E-25  3.058894E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.252578E-28
    407  2.249661932162E-01  8.087770E-07  4.702483E-22  2.596541E-25  3.038855E-30  1.000000E-30  1.815303E-27  1.000000E-30  9.982481E-29
    408  2.266023391923E-01  7.832856E-07  4.700306E-22  2.592602E-25  3.021051E-30  1.000000E-30  1.815303E-27  1.000000E-30  8.268204E-29
    409  2.291569547831E-01  7.513879E-07  4.696909E-22  2.586464E-25  2.993460E-30  1.000000E-30  1.815303E-27  1.000000E-30  6.331851E-29
    410  2.305971902523E-01  7.370431E-07  4.694994E-22  2.583009E-25  2.978016E-30  1.000000E-30  1.815303E-27  1.000000E-30  5.518325E-29
    411  2.319348711247E-01  7.257102E-07  4.693217E-22  2.579805E-25  2.963744E-30  1.000000E-30  1.815303E-27  1.000000E-30  4.888802E-29
    412  2.335360820165E-01  7.143225E-07  4.691091E-22  2.575975E-25  2.946749E-30  1.000000E-30  1.815303E-27  1.000000E-30  4.253776E-29
    413  2.351317971316E-01  7.049865E-07  4.688972E-22  2.572164E-25  2.929910E-30  1.000000E-30  1.815303E-27  1.000000E-30  3.710040E-29
    414  2.376293164755E-01  6.936483E-07  4.685659E-22  2.566210E-25  2.903747E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.986739E-29
    415  2.399259738388E-01  6.859840E-07  4.682614E-22  2.560747E-25  2.879895E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.424547E-29
    416  2.420046682363E-01  6.807799E-07  4.679860E-22  2.555812E-25  2.858475E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.976583E-29
    417  2.451201276448E-01  6.752506E-07  4.675735E-22  2.548434E-25  2.826670E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.410905E-29
    418  2.467564269033E-01  6.731630E-07  4.673570E-22  2.544568E-25  2.810107E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.158859E-29
    419  2.483354027874E-01  6.715525E-07  4.671482E-22  2.540842E-25  2.794217E-30  1.000000E-30  1.815303E-27  1.000000E-30  9.497783E-30
    420  2.499258654919E-01  6.702549E-07  4.669380E-22  2.537095E-25  2.778301E-30  1.000000E-30  1.815303E-27  1.000000E-30  7.685874E-30
    421  2.515152656983E-01  6.692216E-07  4.667280E-22  2.533356E-25  2.762487E-30  1.000000E-30  1.815303E-27  1.000000E-30  6.153213E-30
    422  2.542060864984E-01  6.679336E-07  4.663727E-22  2.527039E-25  2.735920E-30  1.000000E-30  1.815303E-27  1.000000E-30  4.141792E-30
    423  2.556901221114E-01  6.674137E-07  4.661768E-22  2.523561E-25  2.721376E-30  1.000000E-30  1.815303E-27  1.000000E-30  3.272147E-30
    424  2.570805114381E-01  6.670209E-07  4.659934E-22  2.520308E-25  2.707821E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.604175E-30
    425  2.598984391343E-01  6.664395E-07  4.656219E-22  2.513726E-25  2.680555E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.590718E-30
    426  2.622653138568E-01  6.661132E-07  4.653101E-22  2.508212E-25  2.657866E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.030767E-30
    427  2.644885215151E-01  6.659001E-07  4.650174E-22  2.503043E-25  2.636728E-30  1.000000E-30  1.815303E-27  1.123343E-30  1.000000E-30
    428  2.667229470066E-01  6.657506E-07  4.647234E-22  2.497858E-25  2.615654E-30  1.000000E-30  1.815303E-27  1.214312E-30  1.000000E-30
    429  2.687894382327E-01  6.656535E-07  4.644516E-22  2.493073E-25  2.596313E-30  1.000000E-30  1.815303E-27  1.135882E-30  1.000000E-30
    430  2.709436570286E-01  6.655823E-07  4.641685E-22  2.488095E-25  2.576304E-30  1.000000E-30  1.815303E-27  1.212342E-30  1.000000E-30
    431  2.728595154549E-01  6.655376E-07  4.639169E-22  2.483676E-25  2.558638E-30  1.000000E-30  1.815303E-27  1.182510E-30  1.000000E-30
    432  2.763050324764E-01  6.654867E-07  4.634647E-22  2.475748E-25  2.527171E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    433  2.797281875476E-01  6.654592E-07  4.630159E-22  2.467896E-25  2.496292E-30  1.000000E-30  1.815303E-27  1.001493E-30  1.000000E-30
    434  2.831107064370E-01  6.654447E-07  4.625728E-22  2.460162E-25  2.466151E-30  1.000000E-30  1.815303E-27  1.000184E-30  1.000000E-30
    435  2.863632962154E-01  6.654373E-07  4.621472E-22  2.452749E-25  2.437510E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    436  2.894106333807E-01  6.654335E-07  4.617488E-22  2.445823E-25  2.410979E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    437  2.941185503109E-01  6.654308E-07  4.611339E-22  2.435162E-25  2.370556E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    438  2.983685787405E-01  6.654298E-07  4.605795E-22  2.425577E-25  2.334647E-30  1.000000E-30  1.815303E-27  1.000002E-30  1.000000E-30
    439  3.021949729112E-01  6.654295E-07  4.600810E-22  2.416980E-25  2.302783E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    440  3.059150641439E-01  6.654293E-07  4.595968E-22  2.408652E-25  2.272222E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    441  3.094680949786E-01  6.654292E-07  4.591349E-22  2.400724E-25  2.243411E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    442  3.127856926026E-01  6.654292E-07  4.587040E-22  2.393344E-25  2.216840E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    443  3.178598433803E-01  6.654292E-07  4.580457E-22  2.382102E-25  2.176807E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    444  3.224504526026E-01  6.654292E-07  4.574509E-22  2.371977E-25  2.141213E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    445  3.266870398371E-01  6.654292E-07  4.569027E-22  2.362671E-25  2.108880E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    446  3.305577136787E-01  6.654292E-07  4.564025E-22  2.354200E-25  2.079766E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    447  3.362681054783E-01  6.654292E-07  4.556654E-22  2.341759E-25  2.037548E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    448  3.414589872690E-01  6.654292E-07  4.549964E-22  2.330506E-25  1.999914E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    449  3.462773530350E-01  6.654292E-07  4.543764E-22  2.320110E-25  1.965604E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    450  3.508856189623E-01  6.654292E-07  4.537841E-22  2.310210E-25  1.933340E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    451  3.552628710565E-01  6.654292E-07  4.532223E-22  2.300846E-25  1.903185E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    452  3.595141079779E-01  6.654292E-07  4.526772E-22  2.291787E-25  1.874347E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    453  3.636744849418E-01  6.654292E-07  4.521445E-22  2.282957E-25  1.846550E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    454  3.676260234901E-01  6.654292E-07  4.516391E-22  2.274602E-25  1.820529E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    455  3.714655117309E-01  6.654292E-07  4.511486E-22  2.266512E-25  1.795598E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    456  3.752653942304E-01  6.654292E-07  4.506636E-22  2.258535E-25  1.771259E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    457  3.809506426681E-01  6.654292E-07  4.499391E-22  2.246652E-25  1.735460E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    458  3.865190953769E-01  6.654292E-07  4.492305E-22  2.235073E-25  1.701098E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    459  3.928522091207E-01  6.654292E-07  4.484260E-22  2.221977E-25  1.662843E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    460  3.991093841216E-01  6.654292E-07  4.476325E-22  2.209114E-25  1.625892E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    461  4.054183851758E-01  6.654292E-07  4.468339E-22  2.196219E-25  1.589466E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    462  4.147392755742E-01  6.654292E-07  4.456567E-22  2.177306E-25  1.537139E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    463  4.232199499949E-01  6.654292E-07  4.445882E-22  2.160239E-25  1.491027E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    464  4.316976825025E-01  6.654292E-07  4.435227E-22  2.143312E-25  1.446313E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    465  4.393401554526E-01  6.654292E-07  4.425644E-22  2.128167E-25  1.407156E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    466  4.465935084243E-01  6.654292E-07  4.416568E-22  2.113891E-25  1.370973E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    467  4.537106765818E-01  6.654292E-07  4.407680E-22  2.099977E-25  1.336374E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    468  4.602314649238E-01  6.654292E-07  4.399553E-22  2.087309E-25  1.305441E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    469  4.709552966107E-01  6.654292E-07  4.386220E-22  2.066642E-25  1.256119E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    470  4.769745726746E-01  6.654292E-07  4.378753E-22  2.055131E-25  1.229256E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    471  4.828178172001E-01  6.654292E-07  4.371518E-22  2.044018E-25  1.203728E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    472  4.927188450138E-01  6.654292E-07  4.359284E-22  2.025325E-25  1.161677E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
    473  5.000000000000E-01  6.654292E-07  4.350310E-22  2.011688E-25  1.131693E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.000000E-30
