   52 125  6.6094E-04
   52 126  1.6047E-03
   52 128  2.5703E-03
   52 130  2.2921E-03
   53 127  1.4346E-04
   54 124  1.6037E-28
   54 126  1.9993E-28
   54 128  2.6224E-28
   54 129  3.9034E-04
   54 130  1.2217E-28
   54 131  3.0879E-05
   54 132  2.2867E-02
   54 134  9.2156E-02
   54 136  3.2530E-06
   55 133  1.4244E-02
   56 130  2.0030E-28
   56 132  2.0295E-28
   56 134  2.8715E-28
   56 135  5.8223E-05
   56 136  2.2190E-28
   56 137  9.7775E-03
   56 138  1.4877E-04
   57 138  3.2114E-29
   57 139  4.3861E-05
   58 136  2.3288E-28
   58 138  2.7856E-28
   58 140  1.1495E-02
   58 142  2.4113E-08
   59 141  2.2676E-06
   60 142  4.9783E-28
   60 143  1.4657E-06
   60 144  1.3004E-07
   60 145  2.2655E-06
   60 146  1.7046E-07
   60 148  4.5327E-07
   60 150  8.8922E-07
   62 144  2.1519E-28
   62 147  4.9402E-06
   62 148  2.9005E-28
   62 149  7.7340E-06
   62 150  3.3692E-28
   62 152  9.9795E-06
   62 154  6.8104E-04
   63 151  5.2374E-04
   63 153  1.9279E-06
   64 152  2.8820E-28
   64 154  2.8098E-28
   64 155  2.0275E-06
   64 156  4.2701E-07
   64 157  2.4706E-05
   64 158  4.0963E-04
   64 160  1.4126E-04
   65 159  2.4223E-06
   66 156  2.2895E-28
   66 158  2.3809E-28
   66 160  2.8554E-28
   66 161  3.4322E-04
   66 162  4.5891E-07
   66 163  3.4910E-06
   66 164  3.4282E-07
   67 165  4.1666E-04
   68 162  2.4202E-28
   68 164  3.0008E-28
   68 166  4.4734E-05
   68 167  1.3175E-06
   68 168  4.2943E-04
   68 170  4.3464E-07
   69 169  2.3617E-06
   70 168  2.5320E-28
   70 170  3.2703E-28
   70 171  6.5421E-06
   70 172  4.4556E-04
   70 173  2.4337E-06
   70 174  1.1971E-04
   70 176  4.0061E-07
   71 175  1.9460E-04
   71 176  4.3824E-29
   72 174  2.8728E-28
   72 176  3.9226E-28
   72 177  1.3518E-05
   72 178  7.5170E-04
   72 179  1.7038E-06
   72 180  1.0894E-07
   73 180  4.8339E-29
   73 181  5.3549E-07
   74 180  3.7741E-28
   74 182  1.3767E-07
   74 183  6.5582E-07
   74 184  5.3201E-08
   74 186  1.7985E-06
   75 185  3.9136E-04
   75 187  3.0491E-06
   76 184  3.1371E-28
   76 186  3.6930E-28
   76 187  3.6359E-28
   76 188  2.7115E-04
   76 189  3.9623E-04
   76 190  4.1021E-04
   76 192  3.7424E-04
   77 191  3.0845E-04
   77 193  3.3154E-05
   78 190  3.3682E-28
   78 192  3.4299E-28
   78 194  9.2824E-06
   78 195  9.4220E-05
   78 196  1.8694E-04
   78 198  1.1256E-04
   79 197  4.4657E-06
   80 196  4.3689E-28
   80 198  5.0480E-28
   80 199  9.2264E-08
   80 200  3.8225E-05
   80 201  7.8172E-09
   80 202  7.6974E-10
   80 204  6.6739E-10
   81 203  7.7702E-09
   81 205  5.0878E-09
   82 204  3.6993E-28
   82 206  6.0312E-10
   82 207  4.8053E-09
   82 208  4.2655E-10
   83 209  6.3277E-06
   90 232  3.1045E-07
   92 235  1.4699E-08
   92 238  4.8660E-09
