 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ti62          ti63          ti64          ti65          ti66          ti67          v40           v41  
    360  1.656939516385E-01  6.447031E-07  5.808924E-10  2.174359E-05  3.761953E-10  4.996586E-07  9.646127E-12  1.000000E-30  1.000000E-30
    361  1.664404283242E-01  5.084286E-07  4.723039E-10  2.139207E-05  3.717794E-10  5.842084E-07  1.134548E-11  1.000000E-30  1.000000E-30
    362  1.671401020014E-01  4.061846E-07  3.883893E-10  2.100751E-05  3.666932E-10  6.748715E-07  1.318104E-11  1.000000E-30  1.000000E-30
    363  1.682228463170E-01  2.848421E-07  2.849816E-10  2.031984E-05  3.571984E-10  8.419868E-07  1.659486E-11  1.000000E-30  1.000000E-30
    364  1.688914277275E-01  2.288458E-07  2.355293E-10  1.984479E-05  3.504313E-10  9.621954E-07  1.907356E-11  1.000000E-30  1.000000E-30
    365  1.695862681704E-01  1.815406E-07  1.924714E-10  1.931270E-05  3.426934E-10  1.105024E-06  2.203906E-11  1.000000E-30  1.000000E-30
    366  1.708796298676E-01  1.184372E-07  1.327941E-10  1.822804E-05  3.265066E-10  1.419262E-06  2.863977E-11  1.000000E-30  1.000000E-30
    367  1.720689125062E-01  8.011843E-08  9.464796E-11  1.712513E-05  3.095559E-10  1.775632E-06  3.623316E-11  1.000000E-30  1.000000E-30
    368  1.730357271347E-01  5.892556E-08  7.267028E-11  1.616024E-05  2.943765E-10  2.113855E-06  4.354002E-11  1.000000E-30  1.000000E-30
    369  1.739185931198E-01  4.492935E-08  5.765098E-11  1.522440E-05  2.793582E-10  2.465917E-06  5.123815E-11  1.000000E-30  1.000000E-30
    370  1.748109107026E-01  3.478659E-08  4.647883E-11  1.423419E-05  2.631818E-10  2.857213E-06  5.990872E-11  1.000000E-30  1.000000E-30
    371  1.757092013639E-01  2.741778E-08  3.816954E-11  1.319134E-05  2.458321E-10  3.290218E-06  6.963403E-11  1.000000E-30  1.000000E-30
    372  1.765567714958E-01  2.251950E-08  3.260078E-11  1.217931E-05  2.287170E-10  3.721928E-06  7.948175E-11  1.000000E-30  1.000000E-30
    373  1.775373762473E-01  1.854952E-08  2.810895E-11  1.098114E-05  2.081043E-10  4.245055E-06  9.162112E-11  1.000000E-30  1.000000E-30
    374  1.784803688374E-01  1.604781E-08  2.542364E-11  9.824514E-06  1.878732E-10  4.751204E-06  1.036220E-10  1.000000E-30  1.000000E-30
    375  1.795112536071E-01  1.429715E-08  2.379414E-11  8.575665E-06  1.656679E-10  5.291421E-06  1.167609E-10  1.000000E-30  1.000000E-30
    376  1.804824008025E-01  1.333831E-08  2.326976E-11  7.443924E-06  1.452344E-10  5.762275E-06  1.285947E-10  1.000000E-30  1.000000E-30
    377  1.815169070317E-01  1.280523E-08  2.350910E-11  6.309929E-06  1.244574E-10  6.205377E-06  1.402036E-10  1.000000E-30  1.000000E-30
    378  1.825428215499E-01  1.263230E-08  2.441535E-11  5.286511E-06  1.054425E-10  6.563601E-06  1.501744E-10  1.000000E-30  1.000000E-30
    379  1.841355644659E-01  1.280276E-08  2.684344E-11  3.931838E-06  7.985214E-11  6.941750E-06  1.620654E-10  1.000000E-30  1.000000E-30
    380  1.856860183354E-01  1.326730E-08  3.016453E-11  2.910342E-06  6.020530E-11  7.099171E-06  1.691598E-10  1.000000E-30  1.000000E-30
    381  1.870847965371E-01  1.380341E-08  3.381123E-11  2.229497E-06  4.692697E-11  7.089041E-06  1.721711E-10  1.000000E-30  1.000000E-30
    382  1.883699545972E-01  1.431706E-08  3.759852E-11  1.778689E-06  3.806169E-11  6.986325E-06  1.727705E-10  1.000000E-30  1.000000E-30
    383  1.895671856375E-01  1.476691E-08  4.142091E-11  1.482160E-06  3.222481E-11  6.839152E-06  1.720840E-10  1.000000E-30  1.000000E-30
    384  1.907324824205E-01  1.514706E-08  4.534362E-11  1.284363E-06  2.837396E-11  6.670414E-06  1.707656E-10  1.000000E-30  1.000000E-30
    385  1.917913284253E-01  1.542480E-08  4.902645E-11  1.164061E-06  2.610354E-11  6.510669E-06  1.693799E-10  1.000000E-30  1.000000E-30
    386  1.928179034582E-01  1.562193E-08  5.266247E-11  1.088398E-06  2.477305E-11  6.359409E-06  1.681048E-10  1.000000E-30  1.000000E-30
    387  1.939781308337E-01  1.575292E-08  5.680540E-11  1.038418E-06  2.404832E-11  6.200647E-06  1.669588E-10  1.000000E-30  1.000000E-30
    388  1.950365569225E-01  1.578626E-08  6.058556E-11  1.016215E-06  2.391968E-11  6.071471E-06  1.663186E-10  1.000000E-30  1.000000E-30
    389  1.963061656501E-01  1.572174E-08  6.509038E-11  1.009381E-06  2.424033E-11  5.938819E-06  1.661600E-10  1.000000E-30  1.000000E-30
    390  1.975160386553E-01  1.556289E-08  6.933840E-11  1.015615E-06  2.487534E-11  5.835423E-06  1.666729E-10  1.000000E-30  1.000000E-30
    391  1.988970783448E-01  1.528060E-08  7.413479E-11  1.031454E-06  2.585584E-11  5.743032E-06  1.680477E-10  1.000000E-30  1.000000E-30
    392  2.001908516564E-01  1.493432E-08  7.858834E-11  1.050578E-06  2.693159E-11  5.678391E-06  1.700630E-10  1.000000E-30  1.000000E-30
    393  2.023233395230E-01  1.423084E-08  8.590602E-11  1.084844E-06  2.889692E-11  5.609418E-06  1.747791E-10  1.000000E-30  1.000000E-30
    394  2.035207364909E-01  1.377901E-08  9.001940E-11  1.103738E-06  3.006353E-11  5.586745E-06  1.781085E-10  1.000000E-30  1.000000E-30
    395  2.047171141817E-01  1.329449E-08  9.413231E-11  1.121552E-06  3.125509E-11  5.572793E-06  1.818714E-10  1.000000E-30  1.000000E-30
    396  2.061861175315E-01  1.265721E-08  9.913108E-11  1.141227E-06  3.273420E-11  5.564600E-06  1.870299E-10  1.000000E-30  1.000000E-30
    397  2.075162532616E-01  1.204344E-08  1.035434E-10  1.156195E-06  3.406659E-11  5.562933E-06  1.921538E-10  1.000000E-30  1.000000E-30
    398  2.088103947538E-01  1.141707E-08  1.076622E-10  1.167411E-06  3.533235E-11  5.564041E-06  1.974929E-10  1.000000E-30  1.000000E-30
    399  2.102374295066E-01  1.070100E-08  1.119313E-10  1.175240E-06  3.666642E-11  5.565580E-06  2.037100E-10  1.000000E-30  1.000000E-30
    400  2.116254943500E-01  9.993080E-09  1.157949E-10  1.177903E-06  3.788235E-11  5.564685E-06  2.100087E-10  1.000000E-30  1.000000E-30
    401  2.137594200207E-01  8.921878E-09  1.213110E-10  1.172916E-06  3.958703E-11  5.553547E-06  2.200029E-10  1.000000E-30  1.000000E-30
    402  2.149968302441E-01  8.330608E-09  1.244214E-10  1.165962E-06  4.050520E-11  5.539900E-06  2.259039E-10  1.000000E-30  1.000000E-30
    403  2.163578604848E-01  7.718585E-09  1.279308E-10  1.156125E-06  4.149121E-11  5.518341E-06  2.324614E-10  1.000000E-30  1.000000E-30
    404  2.188327022992E-01  6.728316E-09  1.350156E-10  1.136361E-06  4.335651E-11  5.463751E-06  2.446419E-10  1.000000E-30  1.000000E-30
    405  2.210861741802E-01  5.965715E-09  1.427450E-10  1.120648E-06  4.531579E-11  5.403209E-06  2.563085E-10  1.000000E-30  1.000000E-30
    406  2.231360986547E-01  5.373263E-09  1.510867E-10  1.110517E-06  4.744016E-11  5.346714E-06  2.678002E-10  1.000000E-30  1.000000E-30
    407  2.249661932162E-01  4.911126E-09  1.596308E-10  1.105072E-06  4.966151E-11  5.300373E-06  2.791111E-10  1.000000E-30  1.000000E-30
    408  2.266023391923E-01  4.541207E-09  1.681080E-10  1.102582E-06  5.191632E-11  5.265112E-06  2.903108E-10  1.000000E-30  1.000000E-30
    409  2.291569547831E-01  4.028553E-09  1.827637E-10  1.101357E-06  5.592238E-11  5.225201E-06  3.103160E-10  1.000000E-30  1.000000E-30
    410  2.305971902523E-01  3.768626E-09  1.916840E-10  1.101049E-06  5.841813E-11  5.211459E-06  3.231529E-10  1.000000E-30  1.000000E-30
    411  2.319348711247E-01  3.543397E-09  2.003256E-10  1.100382E-06  6.087069E-11  5.204172E-06  3.361901E-10  1.000000E-30  1.000000E-30
    412  2.335360820165E-01  3.292620E-09  2.110492E-10  1.098519E-06  6.395536E-11  5.201740E-06  3.533029E-10  1.000000E-30  1.000000E-30
    413  2.351317971316E-01  3.061999E-09  2.220674E-10  1.094954E-06  6.716639E-11  5.205107E-06  3.720850E-10  1.000000E-30  1.000000E-30
    414  2.376293164755E-01  2.737870E-09  2.397893E-10  1.084875E-06  7.240654E-11  5.218821E-06  4.051536E-10  1.000000E-30  1.000000E-30
    415  2.399259738388E-01  2.478044E-09  2.563876E-10  1.069906E-06  7.738877E-11  5.236375E-06  4.397477E-10  1.000000E-30  1.000000E-30
    416  2.420046682363E-01  2.273375E-09  2.714909E-10  1.051269E-06  8.197938E-11  5.252693E-06  4.747137E-10  1.000000E-30  1.000000E-30
    417  2.451201276448E-01  2.018687E-09  2.939794E-10  1.014275E-06  8.891472E-11  5.271532E-06  5.340297E-10  1.000000E-30  1.000000E-30
    418  2.467564269033E-01  1.908549E-09  3.056041E-10  9.907181E-07  9.255125E-11  5.276363E-06  5.687110E-10  1.000000E-30  1.000000E-30
    419  2.483354027874E-01  1.816674E-09  3.166339E-10  9.655286E-07  9.603964E-11  5.276567E-06  6.046222E-10  1.000000E-30  1.000000E-30
    420  2.499258654919E-01  1.737526E-09  3.275115E-10  9.379439E-07  9.952270E-11  5.271681E-06  6.433505E-10  1.000000E-30  1.000000E-30
    421  2.515152656983E-01  1.670873E-09  3.381025E-10  9.084159E-07  1.029643E-10  5.261194E-06  6.847601E-10  1.000000E-30  1.000000E-30
    422  2.542060864984E-01  1.583358E-09  3.552615E-10  8.547342E-07  1.086835E-10  5.229752E-06  7.615112E-10  1.000000E-30  1.000000E-30
    423  2.556901221114E-01  1.547210E-09  3.642350E-10  8.235692E-07  1.117734E-10  5.204799E-06  8.077114E-10  1.000000E-30  1.000000E-30
    424  2.570805114381E-01  1.520160E-09  3.722730E-10  7.936329E-07  1.146240E-10  5.176481E-06  8.537033E-10  1.000000E-30  1.000000E-30
    425  2.598984391343E-01  1.482561E-09  3.872791E-10  7.315627E-07  1.202687E-10  5.104741E-06  9.557222E-10  1.000000E-30  1.000000E-30
    426  2.622653138568E-01  1.465650E-09  3.982760E-10  6.788783E-07  1.248759E-10  5.030369E-06  1.051608E-09  1.000000E-30  1.000000E-30
    427  2.644885215151E-01  1.459156E-09  4.069416E-10  6.297069E-07  1.291022E-10  4.949768E-06  1.151368E-09  1.000000E-30  1.000000E-30
    428  2.667229470066E-01  1.459597E-09  4.136436E-10  5.812067E-07  1.332665E-10  4.859398E-06  1.262426E-09  1.000000E-30  1.000000E-30
    429  2.687894382327E-01  1.464608E-09  4.176409E-10  5.376205E-07  1.370610E-10  4.768552E-06  1.376133E-09  1.000000E-30  1.000000E-30
    430  2.709436570286E-01  1.473198E-09  4.190527E-10  4.938590E-07  1.409801E-10  4.667588E-06  1.507559E-09  1.000000E-30  1.000000E-30
    431  2.728595154549E-01  1.482836E-09  4.174735E-10  4.566204E-07  1.444537E-10  4.573410E-06  1.637089E-09  1.000000E-30  1.000000E-30
    432  2.763050324764E-01  1.502954E-09  4.064410E-10  3.941254E-07  1.507263E-10  4.396442E-06  1.905627E-09  1.000000E-30  1.000000E-30
    433  2.797281875476E-01  1.524632E-09  3.831649E-10  3.381091E-07  1.570393E-10  4.214717E-06  2.228174E-09  1.000000E-30  1.000000E-30
    434  2.831107064370E-01  1.546800E-09  3.474655E-10  2.887250E-07  1.633224E-10  4.032688E-06  2.616480E-09  1.000000E-30  1.000000E-30
    435  2.863632962154E-01  1.569055E-09  3.034773E-10  2.465726E-07  1.692523E-10  3.856967E-06  3.072570E-09  1.000000E-30  1.000000E-30
    436  2.894106333807E-01  1.591770E-09  2.582541E-10  2.115699E-07  1.745253E-10  3.691938E-06  3.591955E-09  1.000000E-30  1.000000E-30
    437  2.941185503109E-01  1.634536E-09  1.932063E-10  1.657813E-07  1.819788E-10  3.435841E-06  4.621618E-09  1.000000E-30  1.000000E-30
    438  2.983685787405E-01  1.688156E-09  1.491904E-10  1.329941E-07  1.884544E-10  3.205450E-06  5.871622E-09  1.000000E-30  1.000000E-30
    439  3.021949729112E-01  1.756863E-09  1.234252E-10  1.100256E-07  1.948358E-10  3.003442E-06  7.366215E-09  1.000000E-30  1.000000E-30
    440  3.059150641439E-01  1.851236E-09  1.088961E-10  9.293698E-08  2.020723E-10  2.816881E-06  9.296270E-09  1.000000E-30  1.000000E-30
    441  3.094680949786E-01  1.976588E-09  1.023183E-10  8.069758E-08  2.102411E-10  2.650994E-06  1.176220E-08  1.000000E-30  1.000000E-30
    442  3.127856926026E-01  2.135043E-09  1.010338E-10  7.227930E-08  2.191588E-10  2.508393E-06  1.483702E-08  1.000000E-30  1.000000E-30
    443  3.178598433803E-01  2.483273E-09  1.062133E-10  6.400908E-08  2.356505E-10  2.313825E-06  2.173037E-08  1.000000E-30  1.000000E-30
    444  3.224504526026E-01  2.953124E-09  1.176579E-10  6.047381E-08  2.543314E-10  2.161210E-06  3.157842E-08  1.000000E-30  1.000000E-30
    445  3.266870398371E-01  3.574601E-09  1.344180E-10  6.003599E-08  2.758396E-10  2.038184E-06  4.573818E-08  1.000000E-30  1.000000E-30
    446  3.305577136787E-01  4.361454E-09  1.559969E-10  6.180382E-08  3.002642E-10  1.938530E-06  6.556037E-08  1.000000E-30  1.000000E-30
    447  3.362681054783E-01  6.038901E-09  2.009970E-10  6.793233E-08  3.464611E-10  1.805371E-06  1.154760E-07  1.000000E-30  1.000000E-30
    448  3.414589872690E-01  8.181333E-09  2.553056E-10  7.638333E-08  3.973818E-10  1.677674E-06  1.979136E-07  1.000000E-30  1.000000E-30
    449  3.462773530350E-01  1.062615E-08  3.125582E-10  8.508638E-08  4.451871E-10  1.519369E-06  3.246240E-07  1.000000E-30  1.000000E-30
    450  3.508856189623E-01  1.326608E-08  3.690372E-10  9.264205E-08  4.840532E-10  1.303209E-06  5.003327E-07  1.000000E-30  1.000000E-30
    451  3.552628710565E-01  1.606200E-08  4.241173E-10  9.863150E-08  5.128548E-10  1.040799E-06  7.028374E-07  1.000000E-30  1.000000E-30
    452  3.595141079779E-01  1.918314E-08  4.819784E-10  1.037630E-07  5.360266E-10  7.700384E-07  8.944431E-07  1.000000E-30  1.000000E-30
    453  3.636744849418E-01  2.280736E-08  5.464047E-10  1.088324E-07  5.581374E-10  5.390312E-07  1.034585E-06  1.000000E-30  1.000000E-30
    454  3.676260234901E-01  2.694051E-08  6.175518E-10  1.142230E-07  5.815363E-10  3.790049E-07  1.104079E-06  1.000000E-30  1.000000E-30
    455  3.714655117309E-01  3.174607E-08  6.979091E-10  1.202903E-07  6.080563E-10  2.809020E-07  1.116424E-06  1.000000E-30  1.000000E-30
    456  3.752653942304E-01  3.739664E-08  7.897027E-10  1.272202E-07  6.385748E-10  2.272983E-07  1.090910E-06  1.000000E-30  1.000000E-30
    457  3.809506426681E-01  4.777283E-08  9.520456E-10  1.393282E-07  6.922000E-10  1.965450E-07  1.016905E-06  1.000000E-30  1.000000E-30
    458  3.865190953769E-01  6.049548E-08  1.142408E-09  1.530632E-07  7.531367E-10  1.945990E-07  9.314530E-07  1.000000E-30  1.000000E-30
    459  3.928522091207E-01  7.847293E-08  1.399215E-09  1.706220E-07  8.308718E-10  2.049937E-07  8.360094E-07  1.000000E-30  1.000000E-30
    460  3.991093841216E-01  1.003081E-07  1.697242E-09  1.896050E-07  9.145365E-10  2.191203E-07  7.480408E-07  1.000000E-30  1.000000E-30
    461  4.054183851758E-01  1.267537E-07  2.043923E-09  2.099569E-07  1.003757E-09  2.334408E-07  6.654353E-07  1.000000E-30  1.000000E-30
    462  4.147392755742E-01  1.743222E-07  2.642591E-09  2.412592E-07  1.140111E-09  2.513419E-07  5.524163E-07  1.000000E-30  1.000000E-30
    463  4.232199499949E-01  2.262666E-07  3.276578E-09  2.697909E-07  1.263711E-09  2.620965E-07  4.578857E-07  1.000000E-30  1.000000E-30
    464  4.316976825025E-01  2.855955E-07  3.993023E-09  2.970121E-07  1.381392E-09  2.661943E-07  3.717087E-07  1.000000E-30  1.000000E-30
    465  4.393401554526E-01  3.441604E-07  4.706902E-09  3.193577E-07  1.478246E-09  2.636958E-07  3.020271E-07  1.000000E-30  1.000000E-30
    466  4.465935084243E-01  4.027631E-07  5.441719E-09  3.378131E-07  1.558936E-09  2.559843E-07  2.435881E-07  1.000000E-30  1.000000E-30
    467  4.537106765818E-01  4.616153E-07  6.215436E-09  3.526936E-07  1.625179E-09  2.438429E-07  1.938592E-07  1.000000E-30  1.000000E-30
    468  4.602314649238E-01  5.153817E-07  6.969656E-09  3.631277E-07  1.673204E-09  2.293865E-07  1.549109E-07  1.000000E-30  1.000000E-30
    469  4.709552966107E-01  6.003035E-07  8.305702E-09  3.730622E-07  1.723812E-09  2.006618E-07  1.038795E-07  1.000000E-30  1.000000E-30
    470  4.769745726746E-01  6.445408E-07  9.109765E-09  3.745987E-07  1.736388E-09  1.829453E-07  8.166703E-08  1.000000E-30  1.000000E-30
    471  4.828178172001E-01  6.842462E-07  9.929508E-09  3.733609E-07  1.737864E-09  1.653607E-07  6.396505E-08  1.000000E-30  1.000000E-30
    472  4.927188450138E-01  7.427505E-07  1.141152E-08  3.654739E-07  1.717343E-09  1.360184E-07  4.131464E-08  1.000000E-30  1.000000E-30
    473  5.000000000000E-01  7.778051E-07  1.257964E-08  3.554629E-07  1.685149E-09  1.156952E-07  2.943406E-08  1.000000E-30  1.000000E-30
