 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                al23          al24          al25          al26          al27          al28          al29          al30 
    360  1.656939516385E-01  1.000000E-30  1.000000E-30  1.000000E-30  3.412885E-30  2.055295E-23  3.209755E-23  4.265621E-21  5.432895E-20
    361  1.664404283242E-01  1.000000E-30  1.000000E-30  1.000000E-30  2.654310E-30  1.719338E-23  2.678737E-23  4.263944E-21  5.508823E-20
    362  1.671401020014E-01  1.000000E-30  1.000000E-30  1.000000E-30  2.101350E-30  1.453555E-23  2.260019E-23  4.272590E-21  5.589752E-20
    363  1.682228463170E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.470104E-30  1.119415E-23  1.735580E-23  4.304138E-21  5.733723E-20
    364  1.688914277275E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.183071E-30  9.518419E-24  1.473541E-23  4.332993E-21  5.832774E-20
    365  1.695862681704E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.034961E-24  1.242160E-23  4.370257E-21  5.944136E-20
    366  1.708796298676E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.847862E-24  9.022266E-24  4.455772E-21  6.171208E-20
    367  1.720689125062E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.352022E-24  6.706673E-24  4.551061E-21  6.401840E-20
    368  1.730357271347E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.414088E-24  5.259210E-24  4.637396E-21  6.601987E-20
    369  1.739185931198E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.729296E-24  4.204780E-24  4.722407E-21  6.794237E-20
    370  1.748109107026E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.171630E-24  3.347677E-24  4.812204E-21  6.995260E-20
    371  1.757092013639E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.720833E-24  2.655845E-24  4.906116E-21  7.204240E-20
    372  1.765567714958E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.378394E-24  2.130899E-24  4.996037E-21  7.405091E-20
    373  1.775373762473E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.062763E-24  1.647384E-24  5.100705E-21  7.640866E-20
    374  1.784803688374E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.249773E-25  1.283228E-24  5.199909E-21  7.868319E-20
    375  1.795112536071E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.228278E-25  9.735414E-25  5.304876E-21  8.115381E-20
    376  1.804824008025E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.760856E-25  7.485176E-25  5.398031E-21  8.343307E-20
    377  1.815169070317E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.559191E-25  5.639167E-25  5.489171E-21  8.578269E-20
    378  1.825428215499E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.654985E-25  4.246328E-25  5.568815E-21  8.799707E-20
    379  1.841355644659E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.668244E-25  2.718802E-25  5.667366E-21  9.115135E-20
    380  1.856860183354E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.049106E-25  1.751936E-25  5.728158E-21  9.380365E-20
    381  1.870847965371E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.837540E-26  1.174685E-25  5.749337E-21  9.578212E-20
    382  1.883699545972E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.577638E-26  8.124841E-26  5.738253E-21  9.721410E-20
    383  1.895671856375E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.127981E-26  5.761456E-26  5.700038E-21  9.818748E-20
    384  1.907324824205E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.145510E-26  4.126694E-26  5.636015E-21  9.877956E-20
    385  1.917913284253E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.515367E-26  3.052973E-26  5.554943E-21  9.900841E-20
    386  1.928179034582E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.076122E-26  2.284148E-26  5.454870E-21  9.893183E-20
    387  1.939781308337E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.269839E-27  1.652109E-26  5.317319E-21  9.849681E-20
    388  1.950365569225E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.055057E-27  1.234281E-26  5.169171E-21  9.776489E-20
    389  1.963061656501E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.248174E-27  8.754653E-27  4.964445E-21  9.646922E-20
    390  1.975160386553E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.116915E-27  6.354400E-27  4.743606E-21  9.481362E-20
    391  1.988970783448E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.287470E-27  4.444471E-27  4.463207E-21  9.242317E-20
    392  2.001908516564E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.017802E-28  3.206254E-27  4.177230E-21  8.972549E-20
    393  2.023233395230E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.607080E-28  1.901537E-27  3.668564E-21  8.439228E-20
    394  2.035207364909E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.287102E-28  1.429695E-27  3.370377E-21  8.098055E-20
    395  2.047171141817E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.439136E-28  1.079696E-27  3.068809E-21  7.732054E-20
    396  2.061861175315E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.072304E-29  7.687748E-28  2.700986E-21  7.256556E-20
    397  2.075162532616E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.754915E-29  5.676090E-28  2.376807E-21  6.808775E-20
    398  2.088103947538E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.821743E-29  4.236701E-28  2.074761E-21  6.363873E-20
    399  2.102374295066E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.568581E-29  3.075569E-28  1.762244E-21  5.870177E-20
    400  2.116254943500E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.810141E-30  2.257256E-28  1.483101E-21  5.393611E-20
    401  2.137594200207E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.185261E-30  1.403226E-28  1.107445E-21  4.679923E-20
    402  2.149968302441E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.044991E-30  1.071030E-28  9.208166E-22  4.282041E-20
    403  2.163578604848E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.929611E-29  7.417034E-22  3.860912E-20
    404  2.188327022992E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.548583E-29  4.828809E-22  3.148024E-20
    405  2.210861741802E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.752745E-29  3.135745E-22  2.565269E-20
    406  2.231360986547E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.739418E-29  2.047227E-22  2.095387E-20
    407  2.249661932162E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.148271E-29  1.362608E-22  1.726432E-20
    408  2.266023391923E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.881315E-30  9.279240E-23  1.437197E-20
    409  2.291569547831E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.822700E-30  4.912081E-23  1.059651E-20
    410  2.305971902523E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.976498E-30  3.370531E-23  8.842853E-21
    411  2.319348711247E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.098413E-30  2.350125E-23  7.434383E-21
    412  2.335360820165E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.204676E-30  1.506825E-23  6.001801E-21
    413  2.351317971316E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.552614E-24  4.818749E-21
    414  2.376293164755E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.574533E-24  3.380164E-21
    415  2.399259738388E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.273141E-24  2.414852E-21
    416  2.420046682363E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.188733E-24  1.768310E-21
    417  2.451201276448E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.417654E-25  1.096618E-21
    418  2.467564269033E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.623378E-25  8.494305E-22
    419  2.483354027874E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.600335E-25  6.622171E-22
    420  2.499258654919E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.938139E-26  5.141596E-22
    421  2.515152656983E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.434423E-26  3.984396E-22
    422  2.542060864984E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.640310E-26  2.575948E-22
    423  2.556901221114E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.998851E-26  2.021194E-22
    424  2.570805114381E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.706230E-26  1.608612E-22
    425  2.598984391343E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.618231E-26  1.009595E-22
    426  2.622653138568E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.820082E-26  6.815099E-23
    427  2.644885215151E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.131450E-26  4.711578E-23
    428  2.667229470066E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.526399E-26  3.258395E-23
    429  2.687894382327E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.954436E-26  2.327805E-23
    430  2.709436570286E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.464018E-26  1.655424E-23
    431  2.728595154549E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.974970E-26  1.239780E-23
    432  2.763050324764E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.047011E-26  7.802413E-24
    433  2.797281875476E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.340868E-26  5.530789E-24
    434  2.831107064370E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.889836E-26  4.591158E-24
    435  2.863632962154E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.068533E-25  4.432576E-24
    436  2.894106333807E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.269386E-25  4.724599E-24
    437  2.941185503109E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.656001E-25  5.786880E-24
    438  2.983685787405E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.104861E-25  7.299052E-24
    439  3.021949729112E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.611782E-25  9.129000E-24
    440  3.059150641439E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.220996E-25  1.140403E-23
    441  3.094680949786E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.054480E-30  3.934692E-25  1.412916E-23
    442  3.127856926026E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.258990E-30  1.485980E-30  4.742854E-25  1.726851E-23
    443  3.178598433803E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.531773E-30  1.762138E-30  6.310474E-25  2.347670E-23
    444  3.224504526026E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.399497E-30  2.748737E-30  8.170055E-25  3.099504E-23
    445  3.266870398371E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.593569E-30  3.986849E-30  1.036820E-24  4.004792E-23
    446  3.305577136787E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.077930E-30  5.475983E-30  1.288905E-24  5.060535E-23
    447  3.362681054783E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.063815E-30  7.494678E-30  1.776721E-24  7.144847E-23
    448  3.414589872690E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.008916E-29  1.054252E-29  2.378606E-24  9.773772E-23
    449  3.462773530350E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.389126E-29  1.434454E-29  3.118321E-24  1.307001E-22
    450  3.508856189623E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.862251E-29  1.903405E-29  4.040051E-24  1.725471E-22
    451  3.552628710565E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.442212E-29  2.474165E-29  5.166743E-24  2.246077E-22
    452  3.595141079779E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.158698E-29  3.175181E-29  6.561119E-24  2.901244E-22
    453  3.636744849418E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.047893E-29  4.040593E-29  8.289574E-24  3.726602E-22
    454  3.676260234901E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.115157E-29  5.073699E-29  1.035149E-23  4.726461E-22
    455  3.714655117309E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.407747E-29  6.319210E-29  1.284559E-23  5.953733E-22
    456  3.752653942304E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.994357E-29  7.841560E-29  1.590588E-23  7.481155E-22
    457  3.809506426681E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.108627E-28  1.079402E-28  2.189986E-23  1.052655E-21
    458  3.865190953769E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.531148E-28  1.479934E-28  2.995938E-23  1.470560E-21
    459  3.928522091207E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.208672E-28  2.117720E-28  4.279446E-23  2.150481E-21
    460  3.991093841216E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.170492E-28  3.017275E-28  6.088170E-23  3.129937E-21
    461  4.054183851758E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.560586E-28  4.309582E-28  8.689005E-23  4.568981E-21
    462  4.147392755742E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.817947E-28  7.310274E-28  1.470364E-22  7.988170E-21
    463  4.232199499949E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.275469E-27  1.182348E-27  2.374591E-22  1.327814E-20
    464  4.316976825025E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.082757E-27  1.914730E-27  3.836992E-22  2.206677E-20
    465  4.393401554526E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.245480E-27  2.962441E-27  5.918576E-22  3.488494E-20
    466  4.465935084243E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.947132E-27  4.487472E-27  8.936803E-22  5.388528E-20
    467  4.537106765818E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.491295E-27  6.755969E-27  1.340122E-21  8.257372E-20
    468  4.602314649238E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.096923E-26  9.843465E-27  1.944088E-21  1.221196E-19
    469  4.709552966107E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.059687E-26  1.834578E-26  3.591684E-21  2.325689E-19
    470  4.769745726746E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.937933E-26  2.607099E-26  5.074491E-21  3.340381E-19
    471  4.828178172001E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.153189E-26  3.673223E-26  7.104363E-21  4.748987E-19
    472  4.927188450138E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.491457E-26  6.592738E-26  1.259407E-20  8.628641E-19
    473  5.000000000000E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.159239E-25  1.017014E-25  1.922558E-20  1.339889E-18
