 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                na22          na23          na24          na25          na26          na27          na28          na29 
    355  1.620398820205E-01  1.830421E-21  6.993621E-20  1.068970E-19  4.377004E-19  5.999478E-17  8.060648E-16  1.740061E-16  7.520950E-15
    356  1.627691861850E-01  1.832788E-21  6.117275E-20  9.386796E-20  3.872989E-19  6.555915E-17  8.836476E-16  1.905272E-16  7.675651E-15
    357  1.634667099868E-01  1.837193E-21  5.384838E-20  8.294625E-20  3.451444E-19  7.152276E-17  9.670732E-16  2.082818E-16  7.867558E-15
    358  1.645369737572E-01  1.847608E-21  4.482466E-20  6.937707E-20  2.928820E-19  8.207078E-17  1.115283E-15  2.397968E-16  8.253086E-15
    359  1.651200899964E-01  1.854377E-21  4.060270E-20  6.300776E-20  2.684326E-19  8.861350E-17  1.207613E-15  2.594129E-16  8.513653E-15
    360  1.656939516385E-01  1.861990E-21  3.685960E-20  5.734744E-20  2.467647E-19  9.568268E-17  1.307688E-15  2.806613E-16  8.806803E-15
    361  1.664404283242E-01  1.872426E-21  3.255211E-20  5.081475E-20  2.218390E-19  1.058933E-16  1.452796E-15  3.114477E-16  9.249007E-15
    362  1.671401020014E-01  1.882222E-21  2.902268E-20  4.544368E-20  2.014288E-19  1.166229E-16  1.605951E-15  3.439140E-16  9.730732E-15
    363  1.682228463170E-01  1.897452E-21  2.438995E-20  3.836214E-20  1.746801E-19  1.357834E-16  1.881030E-15  4.021639E-16  1.061991E-14
    364  1.688914277275E-01  1.905743E-21  2.196869E-20  3.464289E-20  1.607266E-19  1.493516E-16  2.076980E-15  4.436138E-16  1.126686E-14
    365  1.695862681704E-01  1.913500E-21  1.975082E-20  3.122260E-20  1.479775E-19  1.650775E-16  2.305194E-15  4.918488E-16  1.202744E-14
    366  1.708796298676E-01  1.923356E-21  1.632760E-20  2.591102E-20  1.283861E-19  1.993270E-16  2.806093E-15  5.975840E-16  1.371731E-14
    367  1.720689125062E-01  1.926010E-21  1.383360E-20  2.200905E-20  1.142373E-19  2.375826E-16  3.371296E-15  7.167100E-16  1.563868E-14
    368  1.730357271347E-01  1.921974E-21  1.217707E-20  1.939746E-20  1.049375E-19  2.742953E-16  3.918933E-15  8.319776E-16  1.750660E-14
    369  1.739185931198E-01  1.913350E-21  1.090011E-20  1.737097E-20  9.785887E-20  3.129564E-16  4.500746E-15  9.542971E-16  1.949233E-14
    370  1.748109107026E-01  1.898772E-21  9.800111E-21  1.561430E-20  9.184865E-20  3.576304E-16  5.179228E-15  1.096780E-15  2.180714E-14
    371  1.757092013639E-01  1.878378E-21  8.851784E-21  1.409082E-20  8.676542E-20  4.091146E-16  5.968821E-15  1.262412E-15  2.449697E-14
    372  1.765567714958E-01  1.853411E-21  8.080500E-21  1.284497E-20  8.271788E-20  4.643439E-16  6.824581E-15  1.441726E-15  2.740754E-14
    373  1.775373762473E-01  1.817683E-21  7.307766E-21  1.159097E-20  7.877047E-20  5.374164E-16  7.969906E-15  1.681441E-15  3.129303E-14
    374  1.784803688374E-01  1.776631E-21  6.666758E-21  1.054650E-20  7.559670E-20  6.180159E-16  9.249745E-15  1.948990E-15  3.562447E-14
    375  1.795112536071E-01  1.724422E-21  6.055035E-21  9.547387E-21  7.267266E-20  7.192824E-16  1.088115E-14  2.289618E-15  4.112957E-14
    376  1.804824008025E-01  1.668938E-21  5.549589E-21  8.720993E-21  7.034084E-20  8.286519E-16  1.267129E-14  2.662928E-15  4.715457E-14
    377  1.815169070317E-01  1.603681E-21  5.069876E-21  7.937474E-21  6.820184E-20  9.619589E-16  1.489131E-14  3.125323E-15  5.460643E-14
    378  1.825428215499E-01  1.533808E-21  4.644189E-21  7.243911E-21  6.635733E-20  1.113065E-15  1.745695E-14  3.659042E-15  6.319831E-14
    379  1.841355644659E-01  1.417572E-21  4.060385E-21  6.297878E-21  6.389004E-20  1.390053E-15  2.229158E-14  4.663184E-15  7.934593E-14
    380  1.856860183354E-01  1.298719E-21  3.563213E-21  5.499156E-21  6.179992E-20  1.716014E-15  2.819460E-14  5.886992E-15  9.901296E-14
    381  1.870847965371E-01  1.189852E-21  3.163662E-21  4.863090E-21  6.007980E-20  2.064371E-15  3.475578E-14  7.244978E-15  1.208364E-13
    382  1.883699545972E-01  1.090485E-21  2.831240E-21  4.338346E-21  5.857869E-20  2.435018E-15  4.202420E-14  8.747104E-15  1.449871E-13
    383  1.895671856375E-01  9.995926E-22  2.547252E-21  3.893482E-21  5.720964E-20  2.827924E-15  5.005762E-14  1.040510E-14  1.716625E-13
    384  1.907324824205E-01  9.136096E-22  2.292415E-21  3.496945E-21  5.587941E-20  3.257522E-15  5.923860E-14  1.229756E-14  2.021376E-13
    385  1.917913284253E-01  8.381979E-22  2.077927E-21  3.165123E-21  5.465884E-20  3.690467E-15  6.892514E-14  1.429192E-14  2.342870E-13
    386  1.928179034582E-01  7.676778E-22  1.883714E-21  2.866125E-21  5.344824E-20  4.150303E-15  7.971304E-14  1.651068E-14  2.700905E-13
    387  1.939781308337E-01  6.915972E-22  1.680101E-21  2.554048E-21  5.204212E-20  4.718383E-15  9.378961E-14  1.940265E-14  3.168150E-13
    388  1.950365569225E-01  6.254894E-22  1.507474E-21  2.290504E-21  5.071044E-20  5.281380E-15  1.086162E-13  2.244540E-14  3.660376E-13
    389  1.963061656501E-01  5.507077E-22  1.316390E-21  1.999759E-21  4.904605E-20  6.011140E-15  1.292514E-13  2.667542E-14  4.345638E-13
    390  1.975160386553E-01  4.840904E-22  1.149466E-21  1.746509E-21  4.738242E-20  6.758014E-15  1.522150E-13  3.137724E-14  5.108498E-13
    391  1.988970783448E-01  4.136304E-22  9.758952E-22  1.483757E-21  4.538363E-20  7.663359E-15  1.829393E-13  3.766048E-14  6.129578E-13
    392  2.001908516564E-01  3.532641E-22  8.293840E-22  1.262328E-21  4.341607E-20  8.550575E-15  2.166897E-13  4.455416E-14  7.251744E-13
    393  2.023233395230E-01  2.659304E-22  6.206404E-22  9.472157E-22  3.998942E-20  1.005334E-14  2.845392E-13  5.839132E-14  9.509067E-13
    394  2.035207364909E-01  2.236978E-22  5.209559E-22  7.968042E-22  3.798701E-20  1.089172E-14  3.302797E-13  6.770628E-14  1.103174E-12
    395  2.047171141817E-01  1.863064E-22  4.333490E-22  6.646105E-22  3.595037E-20  1.170344E-14  3.822025E-13  7.826946E-14  1.276095E-12
    396  2.061861175315E-01  1.468938E-22  3.416498E-22  5.261944E-22  3.343236E-20  1.263707E-14  4.553249E-13  9.312880E-14  1.519734E-12
    397  2.075162532616E-01  1.170665E-22  2.726823E-22  4.220244E-22  3.116847E-20  1.339511E-14  5.313046E-13  1.085511E-13  1.773019E-12
    398  2.088103947538E-01  9.293406E-23  2.171513E-22  3.380772E-22  2.901122E-20  1.402800E-14  6.149400E-13  1.255093E-13  2.051949E-12
    399  2.102374295066E-01  7.132889E-23  1.676325E-22  2.631258E-22  2.671618E-20  1.458068E-14  7.190608E-13  1.465985E-13  2.399356E-12
    400  2.116254943500E-01  5.468167E-23  1.295921E-22  2.054449E-22  2.459475E-20  1.495014E-14  8.329544E-13  1.696415E-13  2.779544E-12
    401  2.137594200207E-01  3.586466E-23  8.667995E-23  1.401714E-22  2.158739E-20  1.515666E-14  1.033145E-12  2.100883E-13  3.448173E-12
    402  2.149968302441E-01  2.792968E-23  6.858650E-23  1.125260E-22  1.999550E-20  1.506486E-14  1.163039E-12  2.362981E-13  3.882236E-12
    403  2.163578604848E-01  2.112441E-23  5.304629E-23  8.867454E-23  1.837418E-20  1.478316E-14  1.317023E-12  2.673368E-13  4.396999E-12
    404  2.188327022992E-01  1.261325E-23  3.350900E-23  5.842248E-23  1.575870E-20  1.381835E-14  1.622632E-12  3.288432E-13  5.419248E-12
    405  2.210861741802E-01  7.819551E-24  2.236517E-23  4.089079E-23  1.371252E-20  1.251313E-14  1.921455E-12  3.888654E-13  6.419536E-12
    406  2.231360986547E-01  5.028120E-24  1.574460E-23  3.025919E-23  1.208834E-20  1.108395E-14  2.200337E-12  4.447754E-13  7.353741E-12
    407  2.249661932162E-01  3.370561E-24  1.170267E-23  2.360648E-23  1.080038E-20  9.707664E-15  2.447075E-12  4.941500E-13  8.180834E-12
    408  2.266023391923E-01  2.345675E-24  9.113828E-24  1.922516E-23  9.760165E-21  8.463873E-15  2.660516E-12  5.367864E-13  8.896793E-12
    409  2.291569547831E-01  1.317082E-24  6.359885E-24  1.437148E-23  8.314869E-21  6.610818E-15  2.971562E-12  5.987779E-13  9.941077E-12
    410  2.305971902523E-01  9.458676E-25  5.281542E-24  1.237533E-23  7.583760E-21  5.658527E-15  3.131793E-12  6.306356E-13  1.047954E-11
    411  2.319348711247E-01  6.924779E-25  4.490837E-24  1.085579E-23  6.952521E-21  4.849889E-15  3.269839E-12  6.580338E-13  1.094379E-11
    412  2.335360820165E-01  4.740200E-25  3.743582E-24  9.358053E-24  6.252293E-21  3.986374E-15  3.421116E-12  6.879986E-13  1.145295E-11
    413  2.351317971316E-01  3.229594E-25  3.159419E-24  8.129798E-24  5.609833E-21  3.241753E-15  3.556936E-12  7.148409E-13  1.191054E-11
    414  2.376293164755E-01  1.749868E-25  2.468450E-24  6.587984E-24  4.705731E-21  2.297748E-15  3.741547E-12  7.512161E-13  1.253339E-11
    415  2.399259738388E-01  9.823439E-26  1.995238E-24  5.460730E-24  3.974468E-21  1.641459E-15  3.884663E-12  7.793122E-13  1.301712E-11
    416  2.420046682363E-01  5.754663E-26  1.656732E-24  4.612744E-24  3.388750E-21  1.192821E-15  3.995717E-12  8.010425E-13  1.339318E-11
    417  2.451201276448E-01  2.526962E-26  1.259236E-24  3.570710E-24  2.635642E-21  7.219658E-16  4.135974E-12  8.283918E-13  1.386920E-11
    418  2.467564269033E-01  1.622879E-26  1.089680E-24  3.111642E-24  2.295539E-21  5.487996E-16  4.199728E-12  8.407903E-13  1.408605E-11
    419  2.483354027874E-01  1.051675E-26  9.463450E-25  2.717356E-24  2.000881E-21  4.185323E-16  4.256172E-12  8.517532E-13  1.427831E-11
    420  2.499258654919E-01  6.748676E-27  8.192962E-25  2.363497E-24  1.735266E-21  3.166176E-16  4.308883E-12  8.619830E-13  1.445808E-11
    421  2.515152656983E-01  4.302763E-27  7.075483E-25  2.049145E-24  1.498975E-21  2.381385E-16  4.358167E-12  8.715453E-13  1.462639E-11
    422  2.542060864984E-01  1.972143E-27  5.482439E-25  1.596466E-24  1.159258E-21  1.449877E-16  4.435666E-12  8.865888E-13  1.489144E-11
    423  2.556901221114E-01  1.272449E-27  4.744187E-25  1.385005E-24  1.001187E-21  1.095224E-16  4.475972E-12  8.944225E-13  1.502946E-11
    424  2.570805114381E-01  8.396771E-28  4.131948E-25  1.208879E-24  8.700231E-22  8.384067E-17  4.512554E-12  9.015418E-13  1.515483E-11
    425  2.598984391343E-01  3.540785E-28  3.097143E-25  9.096763E-25  6.486196E-22  4.808098E-17  4.584119E-12  9.155042E-13  1.540029E-11
    426  2.622653138568E-01  1.685060E-28  2.410471E-25  7.100666E-25  5.022302E-22  2.973010E-17  4.642410E-12  9.269195E-13  1.560041E-11
    427  2.644885215151E-01  8.265569E-29  1.891368E-25  5.585710E-25  3.920608E-22  1.870938E-17  4.696257E-12  9.375045E-13  1.578538E-11
    428  2.667229470066E-01  3.980156E-29  1.472158E-25  4.358161E-25  3.035400E-22  1.161249E-17  4.749889E-12  9.480885E-13  1.596969E-11
    429  2.687894382327E-01  1.991630E-29  1.160637E-25  3.443249E-25  2.381061E-22  7.388422E-18  4.799305E-12  9.578791E-13  1.613957E-11
    430  2.709436570286E-01  9.533916E-30  9.004537E-26  2.677060E-25  1.837490E-22  4.561068E-18  4.850817E-12  9.681252E-13  1.631672E-11
    431  2.728595154549E-01  4.890957E-30  7.149321E-26  2.129396E-25  1.451970E-22  2.942551E-18  4.896743E-12  9.772951E-13  1.647470E-11
    432  2.763050324764E-01  1.428124E-30  4.668220E-26  1.394809E-25  9.399405E-23  1.307614E-18  4.979848E-12  9.939720E-13  1.676068E-11
    433  2.797281875476E-01  1.000000E-30  3.014857E-26  9.035057E-26  6.018512E-23  5.663400E-19  5.063311E-12  1.010828E-12  1.704801E-11
    434  2.831107064370E-01  1.000000E-30  1.932990E-26  5.809317E-26  3.826260E-23  2.404020E-19  5.146852E-12  1.027804E-12  1.733576E-11
    435  2.863632962154E-01  1.000000E-30  1.247404E-26  3.758712E-26  2.449252E-23  1.025889E-19  5.228297E-12  1.044453E-12  1.761644E-11
    436  2.894106333807E-01  1.000000E-30  8.206041E-27  2.478532E-26  1.599133E-23  4.503685E-20  5.305653E-12  1.060353E-12  1.788317E-11
    437  2.941185503109E-01  1.000000E-30  4.238166E-27  1.284514E-26  8.163976E-24  1.199982E-20  5.427229E-12  1.085508E-12  1.830271E-11
    438  2.983685787405E-01  1.000000E-30  2.309367E-27  7.020519E-27  4.403094E-24  3.476175E-21  5.539178E-12  1.108845E-12  1.868942E-11
    439  3.021949729112E-01  1.000000E-30  1.329940E-27  4.054066E-27  2.513120E-24  1.111234E-21  5.641782E-12  1.130375E-12  1.904421E-11
    440  3.059150641439E-01  1.000000E-30  7.767449E-28  2.374237E-27  1.455766E-24  3.651513E-22  5.743219E-12  1.151788E-12  1.939533E-11
    441  3.094680949786E-01  1.000000E-30  4.659124E-28  1.428292E-27  8.671473E-25  1.295738E-22  5.841683E-12  1.172691E-12  1.973652E-11
    442  3.127856926026E-01  1.000000E-30  2.908717E-28  8.949223E-28  5.389098E-25  5.280294E-23  5.935048E-12  1.192615E-12  2.006039E-11
    443  3.178598433803E-01  1.000000E-30  1.458147E-28  4.514877E-28  2.688370E-25  1.666579E-23  6.080553E-12  1.223859E-12  2.056582E-11
    444  3.224504526026E-01  1.000000E-30  8.277626E-29  2.593348E-28  1.537556E-25  7.819656E-24  6.215054E-12  1.252942E-12  2.103381E-11
    445  3.266870398371E-01  1.000000E-30  5.401866E-29  1.724714E-28  1.025921E-25  4.904211E-24  6.341624E-12  1.280481E-12  2.147493E-11
    446  3.305577136787E-01  1.000000E-30  4.127221E-29  1.352990E-28  8.131180E-26  3.854288E-24  6.459340E-12  1.306236E-12  2.188583E-11
    447  3.362681054783E-01  1.000000E-30  3.672494E-29  1.236907E-28  7.465874E-26  3.590889E-24  6.636671E-12  1.345282E-12  2.250601E-11
    448  3.414589872690E-01  1.000000E-30  4.036914E-29  1.388878E-28  8.390900E-26  4.112545E-24  6.801721E-12  1.381881E-12  2.308455E-11
    449  3.462773530350E-01  1.000000E-30  4.847040E-29  1.688718E-28  1.015520E-25  5.069288E-24  6.958247E-12  1.416807E-12  2.363438E-11
    450  3.508856189623E-01  1.000000E-30  6.012752E-29  2.110512E-28  1.259417E-25  6.399274E-24  7.110968E-12  1.451080E-12  2.417196E-11
    451  3.552628710565E-01  1.000000E-30  7.477470E-29  2.638331E-28  1.561067E-25  8.067256E-24  7.258795E-12  1.484430E-12  2.469337E-11
    452  3.595141079779E-01  1.000000E-30  9.291012E-29  3.291263E-28  1.930351E-25  1.014202E-23  7.404963E-12  1.517569E-12  2.520993E-11
    453  3.636744849418E-01  1.000000E-30  1.152172E-28  4.094842E-28  2.380526E-25  1.271143E-23  7.550503E-12  1.550721E-12  2.572528E-11
    454  3.676260234901E-01  1.000000E-30  1.414918E-28  5.043189E-28  2.907439E-25  1.576585E-23  7.691040E-12  1.582874E-12  2.622384E-11
    455  3.714655117309E-01  1.000000E-30  1.728804E-28  6.177603E-28  3.532564E-25  1.944419E-23  7.829754E-12  1.614741E-12  2.671683E-11
    456  3.752653942304E-01  1.000000E-30  2.105950E-28  7.549239E-28  4.284839E-25  2.393593E-23  7.969144E-12  1.646888E-12  2.721309E-11
    457  3.809506426681E-01  1.000000E-30  2.841983E-28  1.020982E-27  5.722424E-25  3.267853E-23  8.181625E-12  1.696123E-12  2.797127E-11
    458  3.865190953769E-01  1.000000E-30  3.804490E-28  1.371368E-27  7.600804E-25  4.434553E-23  8.394345E-12  1.745678E-12  2.873225E-11
    459  3.928522091207E-01  1.000000E-30  5.300452E-28  1.918370E-27  1.050314E-24  6.277609E-23  8.641850E-12  1.803648E-12  2.962006E-11
    460  3.991093841216E-01  1.000000E-30  7.357399E-28  2.673609E-27  1.446676E-24  8.852446E-23  8.892267E-12  1.862617E-12  3.052079E-11
    461  4.054183851758E-01  1.000000E-30  1.024148E-27  3.737542E-27  1.999239E-24  1.252229E-22  9.150726E-12  1.923788E-12  3.145288E-11
    462  4.147392755742E-01  1.000000E-30  1.668169E-27  6.132206E-27  3.228447E-24  2.090964E-22  9.543684E-12  2.017335E-12  3.287449E-11
    463  4.232199499949E-01  1.000000E-30  2.603759E-27  9.633212E-27  5.000051E-24  3.334727E-22  9.912963E-12  2.105761E-12  3.421456E-11
    464  4.316976825025E-01  1.000000E-30  4.061570E-27  1.513897E-26  7.753812E-24  5.317867E-22  1.029361E-11  2.197354E-12  3.559948E-11
    465  4.393401554526E-01  1.000000E-30  6.063869E-27  2.277274E-26  1.153177E-23  8.098763E-22  1.064704E-11  2.282733E-12  3.688754E-11
    466  4.465935084243E-01  1.000000E-30  8.873335E-27  3.357796E-26  1.682726E-23  1.207100E-21  1.099182E-11  2.366264E-12  3.814571E-11
    467  4.537106765818E-01  1.000000E-30  1.289426E-26  4.919113E-26  2.441180E-23  1.785267E-21  1.133949E-11  2.450677E-12  3.941489E-11
    468  4.602314649238E-01  1.000000E-30  1.816448E-26  6.985209E-26  3.436714E-23  2.554407E-21  1.166664E-11  2.530216E-12  4.060883E-11
    469  4.709552966107E-01  1.000000E-30  3.193915E-26  1.245916E-25  6.046817E-23  4.600216E-21  1.222402E-11  2.665834E-12  4.263992E-11
    470  4.769745726746E-01  1.000000E-30  4.386354E-26  1.725858E-25  8.315570E-23  6.396279E-21  1.254837E-11  2.744733E-12  4.381874E-11
    471  4.828178172001E-01  1.000000E-30  5.971221E-26  2.370200E-25  1.134154E-22  8.803595E-21  1.287196E-11  2.823374E-12  4.499118E-11
    472  4.927188450138E-01  1.000000E-30  1.008304E-25  4.066221E-25  1.923686E-22  1.510489E-20  1.344195E-11  2.961601E-12  4.704501E-11
    473  5.000000000000E-01  1.000000E-30  1.483927E-25  6.058428E-25  2.843292E-22  2.243642E-20  1.388071E-11  3.067639E-12  4.861322E-11
