 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                n14           n15           n16           n17           n18           n19           n20           n21  
    358  1.645369737572E-01  6.468833E-15  2.185992E-12  7.236859E-22  2.413824E-24  7.500223E-28  1.000000E-30  1.000000E-30  1.000000E-30
    359  1.651200899964E-01  6.847842E-15  2.318829E-12  7.236450E-22  2.413590E-24  7.495410E-28  1.000000E-30  1.000000E-30  1.000000E-30
    360  1.656939516385E-01  7.239934E-15  2.459832E-12  7.236048E-22  2.413360E-24  7.490677E-28  1.000000E-30  1.000000E-30  1.000000E-30
    361  1.664404283242E-01  7.775919E-15  2.658572E-12  7.235524E-22  2.413061E-24  7.484525E-28  1.000000E-30  1.000000E-30  1.000000E-30
    362  1.671401020014E-01  8.305931E-15  2.861313E-12  7.235034E-22  2.412781E-24  7.478763E-28  1.000000E-30  1.000000E-30  1.000000E-30
    363  1.682228463170E-01  9.181715E-15  3.210242E-12  7.234275E-22  2.412347E-24  7.469855E-28  1.000000E-30  1.000000E-30  1.000000E-30
    364  1.688914277275E-01  9.753714E-15  3.447199E-12  7.233807E-22  2.412079E-24  7.464360E-28  1.000000E-30  1.000000E-30  1.000000E-30
    365  1.695862681704E-01  1.037688E-14  3.712891E-12  7.233320E-22  2.411800E-24  7.458653E-28  1.000000E-30  1.000000E-30  1.000000E-30
    366  1.708796298676E-01  1.160303E-14  4.260251E-12  7.232414E-22  2.411282E-24  7.448042E-28  1.000000E-30  1.000000E-30  1.000000E-30
    367  1.720689125062E-01  1.280871E-14  4.828615E-12  7.231581E-22  2.410806E-24  7.438299E-28  1.000000E-30  1.000000E-30  1.000000E-30
    368  1.730357271347E-01  1.383616E-14  5.336681E-12  7.230903E-22  2.410419E-24  7.430388E-28  1.000000E-30  1.000000E-30  1.000000E-30
    369  1.739185931198E-01  1.481020E-14  5.839080E-12  7.230285E-22  2.410066E-24  7.423171E-28  1.000000E-30  1.000000E-30  1.000000E-30
    370  1.748109107026E-01  1.582118E-14  6.382175E-12  7.229660E-22  2.409708E-24  7.415884E-28  1.000000E-30  1.000000E-30  1.000000E-30
    371  1.757092013639E-01  1.686570E-14  6.966773E-12  7.229031E-22  2.409349E-24  7.408555E-28  1.000000E-30  1.000000E-30  1.000000E-30
    372  1.765567714958E-01  1.786421E-14  7.550865E-12  7.228438E-22  2.409010E-24  7.401647E-28  1.000000E-30  1.000000E-30  1.000000E-30
    373  1.775373762473E-01  1.903697E-14  8.266573E-12  7.227751E-22  2.408617E-24  7.393663E-28  1.000000E-30  1.000000E-30  1.000000E-30
    374  1.784803688374E-01  2.016456E-14  8.992794E-12  7.227091E-22  2.408240E-24  7.385993E-28  1.000000E-30  1.000000E-30  1.000000E-30
    375  1.795112536071E-01  2.139626E-14  9.827983E-12  7.226369E-22  2.407828E-24  7.377618E-28  1.000000E-30  1.000000E-30  1.000000E-30
    376  1.804824008025E-01  2.253577E-14  1.065133E-11  7.225689E-22  2.407439E-24  7.369737E-28  1.000000E-30  1.000000E-30  1.000000E-30
    377  1.815169070317E-01  2.372423E-14  1.156557E-11  7.224965E-22  2.407026E-24  7.361351E-28  1.000000E-30  1.000000E-30  1.000000E-30
    378  1.825428215499E-01  2.485709E-14  1.250704E-11  7.224247E-22  2.406616E-24  7.353044E-28  1.000000E-30  1.000000E-30  1.000000E-30
    379  1.841355644659E-01  2.650839E-14  1.403405E-11  7.223133E-22  2.405979E-24  7.340166E-28  1.000000E-30  1.000000E-30  1.000000E-30
    380  1.856860183354E-01  2.795866E-14  1.559172E-11  7.222048E-22  2.405360E-24  7.327652E-28  1.000000E-30  1.000000E-30  1.000000E-30
    381  1.870847965371E-01  2.910735E-14  1.705580E-11  7.221070E-22  2.404801E-24  7.316380E-28  1.000000E-30  1.000000E-30  1.000000E-30
    382  1.883699545972E-01  3.001195E-14  1.844832E-11  7.220171E-22  2.404287E-24  7.306040E-28  1.000000E-30  1.000000E-30  1.000000E-30
    383  1.895671856375E-01  3.071828E-14  1.978299E-11  7.219333E-22  2.403809E-24  7.296420E-28  1.000000E-30  1.000000E-30  1.000000E-30
    384  1.907324824205E-01  3.126697E-14  2.111329E-11  7.218518E-22  2.403344E-24  7.287069E-28  1.000000E-30  1.000000E-30  1.000000E-30
    385  1.917913284253E-01  3.164361E-14  2.234355E-11  7.217778E-22  2.402922E-24  7.278583E-28  1.000000E-30  1.000000E-30  1.000000E-30
    386  1.928179034582E-01  3.188896E-14  2.354807E-11  7.217060E-22  2.402512E-24  7.270365E-28  1.000000E-30  1.000000E-30  1.000000E-30
    387  1.939781308337E-01  3.202086E-14  2.491267E-11  7.216249E-22  2.402049E-24  7.261088E-28  1.000000E-30  1.000000E-30  1.000000E-30
    388  1.950365569225E-01  3.199559E-14  2.614410E-11  7.215509E-22  2.401627E-24  7.252636E-28  1.000000E-30  1.000000E-30  1.000000E-30
    389  1.963061656501E-01  3.177017E-14  2.758065E-11  7.214622E-22  2.401120E-24  7.242511E-28  1.000000E-30  1.000000E-30  1.000000E-30
    390  1.975160386553E-01  3.134672E-14  2.887376E-11  7.213776E-22  2.400638E-24  7.232875E-28  1.000000E-30  1.000000E-30  1.000000E-30
    391  1.988970783448E-01  3.058294E-14  3.020969E-11  7.212811E-22  2.400087E-24  7.221891E-28  1.000000E-30  1.000000E-30  1.000000E-30
    392  2.001908516564E-01  2.959074E-14  3.127358E-11  7.211907E-22  2.399571E-24  7.211617E-28  1.000000E-30  1.000000E-30  1.000000E-30
    393  2.023233395230E-01  2.735720E-14  3.250224E-11  7.210418E-22  2.398722E-24  7.194715E-28  1.000000E-30  1.000000E-30  1.000000E-30
    394  2.035207364909E-01  2.579689E-14  3.285555E-11  7.209581E-22  2.398245E-24  7.185242E-28  1.000000E-30  1.000000E-30  1.000000E-30
    395  2.047171141817E-01  2.403520E-14  3.294835E-11  7.208746E-22  2.397768E-24  7.175790E-28  1.000000E-30  1.000000E-30  1.000000E-30
    396  2.061861175315E-01  2.166425E-14  3.271311E-11  7.207720E-22  2.397183E-24  7.164201E-28  1.000000E-30  1.000000E-30  1.000000E-30
    397  2.075162532616E-01  1.939252E-14  3.219682E-11  7.206791E-22  2.396654E-24  7.153723E-28  1.000000E-30  1.000000E-30  1.000000E-30
    398  2.088103947538E-01  1.713964E-14  3.146522E-11  7.205888E-22  2.396138E-24  7.143544E-28  1.000000E-30  1.000000E-30  1.000000E-30
    399  2.102374295066E-01  1.469767E-14  3.046593E-11  7.204892E-22  2.395571E-24  7.132337E-28  1.000000E-30  1.000000E-30  1.000000E-30
    400  2.116254943500E-01  1.244638E-14  2.937427E-11  7.203923E-22  2.395018E-24  7.121453E-28  1.000000E-30  1.000000E-30  1.000000E-30
    401  2.137594200207E-01  9.348525E-15  2.762317E-11  7.202434E-22  2.394170E-24  7.104753E-28  1.000000E-30  1.000000E-30  1.000000E-30
    402  2.149968302441E-01  7.798784E-15  2.663457E-11  7.201570E-22  2.393678E-24  7.095087E-28  1.000000E-30  1.000000E-30  1.000000E-30
    403  2.163578604848E-01  6.308339E-15  2.560948E-11  7.200621E-22  2.393137E-24  7.084471E-28  1.000000E-30  1.000000E-30  1.000000E-30
    404  2.188327022992E-01  4.167552E-15  2.397376E-11  7.198895E-22  2.392153E-24  7.065208E-28  1.000000E-30  1.000000E-30  1.000000E-30
    405  2.210861741802E-01  2.772747E-15  2.276813E-11  7.197323E-22  2.391258E-24  7.047714E-28  1.000000E-30  1.000000E-30  1.000000E-30
    406  2.231360986547E-01  1.872800E-15  2.189521E-11  7.195894E-22  2.390444E-24  7.031838E-28  1.000000E-30  1.000000E-30  1.000000E-30
    407  2.249661932162E-01  1.298321E-15  2.127362E-11  7.194618E-22  2.389717E-24  7.017695E-28  1.000000E-30  1.000000E-30  1.000000E-30
    408  2.266023391923E-01  9.246635E-16  2.082509E-11  7.193478E-22  2.389068E-24  7.005076E-28  1.000000E-30  1.000000E-30  1.000000E-30
    409  2.291569547831E-01  5.324375E-16  2.028940E-11  7.191698E-22  2.388054E-24  6.985418E-28  1.000000E-30  1.000000E-30  1.000000E-30
    410  2.305971902523E-01  3.860471E-16  2.005869E-11  7.190695E-22  2.387483E-24  6.974360E-28  1.000000E-30  1.000000E-30  1.000000E-30
    411  2.319348711247E-01  2.843748E-16  1.988142E-11  7.189763E-22  2.386953E-24  6.964105E-28  1.000000E-30  1.000000E-30  1.000000E-30
    412  2.335360820165E-01  1.955550E-16  1.970817E-11  7.188647E-22  2.386318E-24  6.951850E-28  1.000000E-30  1.000000E-30  1.000000E-30
    413  2.351317971316E-01  1.335098E-16  1.957018E-11  7.187536E-22  2.385686E-24  6.939658E-28  1.000000E-30  1.000000E-30  1.000000E-30
    414  2.376293164755E-01  7.229540E-17  1.940822E-11  7.185797E-22  2.384696E-24  6.920620E-28  1.000000E-30  1.000000E-30  1.000000E-30
    415  2.399259738388E-01  4.044991E-17  1.930288E-11  7.184198E-22  2.383787E-24  6.903160E-28  1.000000E-30  1.000000E-30  1.000000E-30
    416  2.420046682363E-01  2.358888E-17  1.923368E-11  7.182752E-22  2.382964E-24  6.887395E-28  1.000000E-30  1.000000E-30  1.000000E-30
    417  2.451201276448E-01  1.030366E-17  1.916272E-11  7.180584E-22  2.381731E-24  6.863836E-28  1.000000E-30  1.000000E-30  1.000000E-30
    418  2.467564269033E-01  6.622123E-18  1.913679E-11  7.179446E-22  2.381084E-24  6.851494E-28  1.000000E-30  1.000000E-30  1.000000E-30
    419  2.483354027874E-01  4.309962E-18  1.911719E-11  7.178347E-22  2.380459E-24  6.839607E-28  1.000000E-30  1.000000E-30  1.000000E-30
    420  2.499258654919E-01  2.793093E-18  1.910170E-11  7.177241E-22  2.379830E-24  6.827653E-28  1.000000E-30  1.000000E-30  1.000000E-30
    421  2.515152656983E-01  1.811473E-18  1.908960E-11  7.176136E-22  2.379202E-24  6.815729E-28  1.000000E-30  1.000000E-30  1.000000E-30
    422  2.542060864984E-01  8.754885E-19  1.907488E-11  7.174266E-22  2.378139E-24  6.795590E-28  1.000000E-30  1.000000E-30  1.000000E-30
    423  2.556901221114E-01  5.918849E-19  1.906908E-11  7.173234E-22  2.377553E-24  6.784508E-28  1.000000E-30  1.000000E-30  1.000000E-30
    424  2.570805114381E-01  4.128582E-19  1.906477E-11  7.172268E-22  2.377004E-24  6.774143E-28  1.000000E-30  1.000000E-30  1.000000E-30
    425  2.598984391343E-01  2.044516E-19  1.905852E-11  7.170310E-22  2.375892E-24  6.753183E-28  1.000000E-30  1.000000E-30  1.000000E-30
    426  2.622653138568E-01  1.174477E-19  1.905510E-11  7.168666E-22  2.374958E-24  6.735630E-28  1.000000E-30  1.000000E-30  1.000000E-30
    427  2.644885215151E-01  7.217538E-20  1.905293E-11  7.167122E-22  2.374081E-24  6.719183E-28  1.000000E-30  1.000000E-30  1.000000E-30
    428  2.667229470066E-01  4.558199E-20  1.905143E-11  7.165570E-22  2.373200E-24  6.702695E-28  1.000000E-30  1.000000E-30  1.000000E-30
    429  2.687894382327E-01  3.051318E-20  1.905048E-11  7.164136E-22  2.372386E-24  6.687482E-28  1.000000E-30  1.000000E-30  1.000000E-30
    430  2.709436570286E-01  2.053063E-20  1.904979E-11  7.162640E-22  2.371537E-24  6.671661E-28  1.000000E-30  1.000000E-30  1.000000E-30
    431  2.728595154549E-01  1.466574E-20  1.904936E-11  7.161311E-22  2.370782E-24  6.657622E-28  1.000000E-30  1.000000E-30  1.000000E-30
    432  2.763050324764E-01  8.261443E-21  1.904889E-11  7.158920E-22  2.369426E-24  6.632449E-28  1.000000E-30  1.000000E-30  1.000000E-30
    433  2.797281875476E-01  4.827981E-21  1.904863E-11  7.156546E-22  2.368079E-24  6.607534E-28  1.000000E-30  1.000000E-30  1.000000E-30
    434  2.831107064370E-01  2.921601E-21  1.904849E-11  7.154201E-22  2.366749E-24  6.583008E-28  1.000000E-30  1.000000E-30  1.000000E-30
    435  2.863632962154E-01  1.845697E-21  1.904842E-11  7.151947E-22  2.365471E-24  6.559511E-28  1.000000E-30  1.000000E-30  1.000000E-30
    436  2.894106333807E-01  1.222913E-21  1.904838E-11  7.149835E-22  2.364274E-24  6.537574E-28  1.000000E-30  1.000000E-30  1.000000E-30
    437  2.941185503109E-01  6.676167E-22  1.904835E-11  7.146574E-22  2.362426E-24  6.503828E-28  1.000000E-30  1.000000E-30  1.000000E-30
    438  2.983685787405E-01  3.975731E-22  1.904833E-11  7.143632E-22  2.360759E-24  6.473515E-28  1.000000E-30  1.000000E-30  1.000000E-30
    439  3.021949729112E-01  2.543351E-22  1.904833E-11  7.140983E-22  2.359259E-24  6.446346E-28  1.000000E-30  1.000000E-30  1.000000E-30
    440  3.059150641439E-01  1.673529E-22  1.904832E-11  7.138410E-22  2.357801E-24  6.420043E-28  1.000000E-30  1.000000E-30  1.000000E-30
    441  3.094680949786E-01  1.135835E-22  1.904832E-11  7.135952E-22  2.356410E-24  6.395021E-28  1.000000E-30  1.000000E-30  1.000000E-30
    442  3.127856926026E-01  7.977787E-23  1.904832E-11  7.133659E-22  2.355112E-24  6.371747E-28  1.000000E-30  1.000000E-30  1.000000E-30
    443  3.178598433803E-01  4.700644E-23  1.904832E-11  7.130152E-22  2.353128E-24  6.336315E-28  1.000000E-30  1.000000E-30  1.000000E-30
    444  3.224504526026E-01  2.935558E-23  1.904832E-11  7.126981E-22  2.351334E-24  6.304432E-28  1.000000E-30  1.000000E-30  1.000000E-30
    445  3.266870398371E-01  1.908416E-23  1.904831E-11  7.124055E-22  2.349680E-24  6.275151E-28  1.000000E-30  1.000000E-30  1.000000E-30
    446  3.305577136787E-01  1.291091E-23  1.904831E-11  7.121383E-22  2.348170E-24  6.248519E-28  1.000000E-30  1.000000E-30  1.000000E-30
    447  3.362681054783E-01  7.294678E-24  1.904831E-11  7.117444E-22  2.345944E-24  6.209438E-28  1.000000E-30  1.000000E-30  1.000000E-30
    448  3.414589872690E-01  4.383495E-24  1.904831E-11  7.113864E-22  2.343922E-24  6.174127E-28  1.000000E-30  1.000000E-30  1.000000E-30
    449  3.462773530350E-01  2.769331E-24  1.904831E-11  7.110543E-22  2.342047E-24  6.141531E-28  1.000000E-30  1.000000E-30  1.000000E-30
    450  3.508856189623E-01  1.819189E-24  1.904831E-11  7.107368E-22  2.340255E-24  6.110520E-28  1.000000E-30  1.000000E-30  1.000000E-30
    451  3.552628710565E-01  1.252206E-24  1.904831E-11  7.104354E-22  2.338554E-24  6.081210E-28  1.000000E-30  1.000000E-30  1.000000E-30
    452  3.595141079779E-01  9.022184E-25  1.904831E-11  7.101427E-22  2.336903E-24  6.052880E-28  1.000000E-30  1.000000E-30  1.000000E-30
    453  3.636744849418E-01  6.858969E-25  1.904831E-11  7.098564E-22  2.335289E-24  6.025284E-28  1.000000E-30  1.000000E-30  1.000000E-30
    454  3.676260234901E-01  5.588716E-25  1.904831E-11  7.095846E-22  2.333757E-24  5.999192E-28  1.000000E-30  1.000000E-30  1.000000E-30
    455  3.714655117309E-01  4.867309E-25  1.904831E-11  7.093206E-22  2.332269E-24  5.973949E-28  1.000000E-30  1.000000E-30  1.000000E-30
    456  3.752653942304E-01  4.513600E-25  1.904831E-11  7.090595E-22  2.330797E-24  5.949072E-28  1.000000E-30  1.000000E-30  1.000000E-30
    457  3.809506426681E-01  4.463420E-25  1.904831E-11  7.086689E-22  2.328597E-24  5.912047E-28  1.000000E-30  1.000000E-30  1.000000E-30
    458  3.865190953769E-01  4.816355E-25  1.904831E-11  7.082865E-22  2.326445E-24  5.876009E-28  1.000000E-30  1.000000E-30  1.000000E-30
    459  3.928522091207E-01  5.579510E-25  1.904831E-11  7.078519E-22  2.323999E-24  5.835293E-28  1.000000E-30  1.000000E-30  1.000000E-30
    460  3.991093841216E-01  6.653764E-25  1.904831E-11  7.074227E-22  2.321585E-24  5.795344E-28  1.000000E-30  1.000000E-30  1.000000E-30
    461  4.054183851758E-01  8.049384E-25  1.904831E-11  7.069902E-22  2.319153E-24  5.755346E-28  1.000000E-30  1.000000E-30  1.000000E-30
    462  4.147392755742E-01  1.074737E-24  1.904831E-11  7.063518E-22  2.315565E-24  5.696762E-28  1.000000E-30  1.000000E-30  1.000000E-30
    463  4.232199499949E-01  1.400604E-24  1.904831E-11  7.057714E-22  2.312306E-24  5.643984E-28  1.000000E-30  1.000000E-30  1.000000E-30
    464  4.316976825025E-01  1.824965E-24  1.904831E-11  7.051916E-22  2.309052E-24  5.591719E-28  1.000000E-30  1.000000E-30  1.000000E-30
    465  4.393401554526E-01  2.315919E-24  1.904831E-11  7.046694E-22  2.306123E-24  5.545023E-28  1.000000E-30  1.000000E-30  1.000000E-30
    466  4.465935084243E-01  2.902418E-24  1.904831E-11  7.041741E-22  2.303346E-24  5.501070E-28  1.000000E-30  1.000000E-30  1.000000E-30
    467  4.537106765818E-01  3.620865E-24  1.904831E-11  7.036885E-22  2.300625E-24  5.458285E-28  1.000000E-30  1.000000E-30  1.000000E-30
    468  4.602314649238E-01  4.432980E-24  1.904831E-11  7.032438E-22  2.298134E-24  5.419381E-28  1.000000E-30  1.000000E-30  1.000000E-30
    469  4.709552966107E-01  6.180071E-24  1.904831E-11  7.025131E-22  2.294044E-24  5.356010E-28  1.000000E-30  1.000000E-30  1.000000E-30
    470  4.769745726746E-01  7.444692E-24  1.904831E-11  7.021033E-22  2.291752E-24  5.320770E-28  1.000000E-30  1.000000E-30  1.000000E-30
    471  4.828178172001E-01  8.917868E-24  1.904831E-11  7.017057E-22  2.289529E-24  5.286785E-28  1.000000E-30  1.000000E-30  1.000000E-30
    472  4.927188450138E-01  1.210479E-23  1.904831E-11  7.010324E-22  2.285766E-24  5.229700E-28  1.000000E-30  1.000000E-30  1.000000E-30
    473  5.000000000000E-01  1.514939E-23  1.904831E-11  7.005377E-22  2.283004E-24  5.188119E-28  1.000000E-30  1.000000E-30  1.000000E-30
