 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                fe76          fe77          fe78          co48          co49          co50          co51          co52 
    360  1.656939516385E-01  4.293709E-05  3.821638E-11  4.733459E-12  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    361  1.664404283242E-01  4.338828E-05  3.820682E-11  5.193689E-12  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    362  1.671401020014E-01  4.380937E-05  3.819492E-11  5.668805E-12  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    363  1.682228463170E-01  4.445862E-05  3.817184E-11  6.499260E-12  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    364  1.688914277275E-01  4.485880E-05  3.815545E-11  7.076235E-12  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    365  1.695862681704E-01  4.527483E-05  3.813729E-11  7.735938E-12  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    366  1.708796298676E-01  4.605179E-05  3.810237E-11  9.146011E-12  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    367  1.720689125062E-01  4.677239E-05  3.807161E-11  1.069175E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    368  1.730357271347E-01  4.736494E-05  3.804938E-11  1.215630E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    369  1.739185931198E-01  4.791278E-05  3.803227E-11  1.368610E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    370  1.748109107026E-01  4.847407E-05  3.801866E-11  1.544514E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    371  1.757092013639E-01  4.904757E-05  3.800898E-11  1.746852E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    372  1.765567714958E-01  4.959690E-05  3.800359E-11  1.963954E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    373  1.775373762473E-01  5.024260E-05  3.800166E-11  2.252675E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    374  1.784803688374E-01  5.087366E-05  3.800393E-11  2.573411E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    375  1.795112536071E-01  5.157436E-05  3.801084E-11  2.982060E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    376  1.804824008025E-01  5.224398E-05  3.802152E-11  3.430953E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    377  1.815169070317E-01  5.296619E-05  3.803695E-11  3.991340E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    378  1.825428215499E-01  5.368987E-05  3.805541E-11  4.644759E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    379  1.841355644659E-01  5.482326E-05  3.808659E-11  5.897693E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    380  1.856860183354E-01  5.592999E-05  3.811394E-11  7.471303E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    381  1.870847965371E-01  5.692227E-05  3.813000E-11  9.276884E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    382  1.883699545972E-01  5.782074E-05  3.813259E-11  1.134548E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    383  1.895671856375E-01  5.863965E-05  3.812066E-11  1.371629E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    384  1.907324824205E-01  5.941417E-05  3.809264E-11  1.653072E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    385  1.917913284253E-01  6.009430E-05  3.805093E-11  1.961324E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    386  1.928179034582E-01  6.072882E-05  3.799415E-11  2.319034E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    387  1.939781308337E-01  6.141295E-05  3.790919E-11  2.806068E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    388  1.950365569225E-01  6.200381E-05  3.781152E-11  3.345372E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    389  1.963061656501E-01  6.266779E-05  3.766828E-11  4.137764E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    390  1.975160386553E-01  6.325287E-05  3.750510E-11  5.076406E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    391  1.988970783448E-01  6.386198E-05  3.728736E-11  6.428430E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    392  2.001908516564E-01  6.437478E-05  3.705375E-11  8.037446E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    393  2.023233395230E-01  6.509751E-05  3.660932E-11  1.167492E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    394  2.035207364909E-01  6.543720E-05  3.632941E-11  1.443433E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    395  2.047171141817E-01  6.573013E-05  3.602957E-11  1.788778E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    396  2.061861175315E-01  6.602796E-05  3.563590E-11  2.333764E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    397  2.075162532616E-01  6.624087E-05  3.525737E-11  2.976251E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    398  2.088103947538E-01  6.639842E-05  3.487104E-11  3.780813E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    399  2.102374295066E-01  6.651816E-05  3.442685E-11  4.935304E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    400  2.116254943500E-01  6.658332E-05  3.397897E-11  6.408992E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    401  2.137594200207E-01  6.659199E-05  3.326554E-11  9.616430E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    402  2.149968302441E-01  6.655016E-05  3.284078E-11  1.217970E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    403  2.163578604848E-01  6.646767E-05  3.236631E-11  1.581400E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    404  2.188327022992E-01  6.622873E-05  3.148967E-11  2.533547E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    405  2.210861741802E-01  6.592243E-05  3.068268E-11  3.857170E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    406  2.231360986547E-01  6.557951E-05  2.994692E-11  5.568220E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    407  2.249661932162E-01  6.522757E-05  2.929214E-11  7.585777E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    408  2.266023391923E-01  6.488036E-05  2.871044E-11  9.811735E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    409  2.291569547831E-01  6.428504E-05  2.781271E-11  1.404303E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    410  2.305971902523E-01  6.392509E-05  2.731396E-11  1.675858E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    411  2.319348711247E-01  6.357776E-05  2.685648E-11  1.942074E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    412  2.335360820165E-01  6.314838E-05  2.631719E-11  2.268874E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    413  2.351317971316E-01  6.270878E-05  2.578981E-11  2.592580E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    414  2.376293164755E-01  6.200452E-05  2.498682E-11  3.070738E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    415  2.399259738388E-01  6.134709E-05  2.427465E-11  3.457202E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    416  2.420046682363E-01  6.074962E-05  2.365303E-11  3.750997E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    417  2.451201276448E-01  5.985839E-05  2.276365E-11  4.084339E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    418  2.467564269033E-01  5.939527E-05  2.231710E-11  4.209371E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    419  2.483354027874E-01  5.895302E-05  2.189965E-11  4.299762E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    420  2.499258654919E-01  5.851297E-05  2.149244E-11  4.363184E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    421  2.515152656983E-01  5.807930E-05  2.109867E-11  4.401458E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    422  2.542060864984E-01  5.736034E-05  2.046152E-11  4.416397E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    423  2.556901221114E-01  5.697249E-05  2.012562E-11  4.401544E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    424  2.570805114381E-01  5.661488E-05  1.982067E-11  4.374902E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    425  2.598984391343E-01  5.590728E-05  1.923065E-11  4.289065E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    426  2.622653138568E-01  5.533036E-05  1.876294E-11  4.190309E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    427  2.644885215151E-01  5.480220E-05  1.834564E-11  4.080498E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    428  2.667229470066E-01  5.428372E-05  1.794663E-11  3.957394E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    429  2.687894382327E-01  5.381411E-05  1.759485E-11  3.835010E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    430  2.709436570286E-01  5.333333E-05  1.724480E-11  3.701144E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    431  2.728595154549E-01  5.291204E-05  1.694696E-11  3.578390E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    432  2.763050324764E-01  5.216539E-05  1.644095E-11  3.352925E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    433  2.797281875476E-01  5.143142E-05  1.597258E-11  3.127763E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    434  2.831107064370E-01  5.070665E-05  1.553979E-11  2.908365E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    435  2.863632962154E-01  5.000383E-05  1.514874E-11  2.703121E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    436  2.894106333807E-01  4.933529E-05  1.480245E-11  2.517653E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    437  2.941185503109E-01  4.827488E-05  1.430171E-11  2.246561E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    438  2.983685787405E-01  4.728214E-05  1.388191E-11  2.019584E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    439  3.021949729112E-01  4.635614E-05  1.352798E-11  1.830293E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    440  3.059150641439E-01  4.542557E-05  1.320443E-11  1.660003E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    441  3.094680949786E-01  4.450923E-05  1.291360E-11  1.509784E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    442  3.127856926026E-01  4.363049E-05  1.265774E-11  1.380134E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    443  3.178598433803E-01  4.224755E-05  1.229567E-11  1.200706E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    444  3.224504526026E-01  4.096258E-05  1.199898E-11  1.056777E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    445  3.266870398371E-01  3.975573E-05  1.175223E-11  9.382367E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    446  3.305577136787E-01  3.864214E-05  1.155055E-11  8.409669E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    447  3.362681054783E-01  3.699364E-05  1.129724E-11  7.149083E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    448  3.414589872690E-01  3.550488E-05  1.111644E-11  6.164567E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    449  3.462773530350E-01  3.414542E-05  1.099510E-11  5.372036E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    450  3.508856189623E-01  3.287674E-05  1.092515E-11  4.710822E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    451  3.552628710565E-01  3.170838E-05  1.090457E-11  4.160543E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    452  3.595141079779E-01  3.061308E-05  1.093118E-11  3.690628E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    453  3.636744849418E-01  2.958099E-05  1.100521E-11  3.285569E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    454  3.676260234901E-01  2.863688E-05  1.112256E-11  2.945606E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    455  3.714655117309E-01  2.775138E-05  1.128333E-11  2.652584E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    456  3.752653942304E-01  2.690323E-05  1.149075E-11  2.394956E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    457  3.809506426681E-01  2.568027E-05  1.189845E-11  2.062299E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    458  3.865190953769E-01  2.452855E-05  1.242389E-11  1.789337E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    459  3.928522091207E-01  2.326724E-05  1.319840E-11  1.532196E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    460  3.991093841216E-01  2.206869E-05  1.418685E-11  1.324566E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    461  4.054183851758E-01  2.090829E-05  1.546404E-11  1.153913E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    462  4.147392755742E-01  1.928630E-05  1.803854E-11  9.593625E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    463  4.232199499949E-01  1.791072E-05  2.138478E-11  8.301403E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    464  4.316976825025E-01  1.663285E-05  2.614962E-11  7.374176E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    465  4.393401554526E-01  1.556294E-05  3.224441E-11  6.800436E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    466  4.465935084243E-01  1.461667E-05  4.035732E-11  6.458719E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    467  4.537106765818E-01  1.375026E-05  5.153117E-11  6.302316E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    468  4.602314649238E-01  1.300728E-05  6.576738E-11  6.311260E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    469  4.709552966107E-01  1.188313E-05  1.016706E-10  6.649127E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    470  4.769745726746E-01  1.130130E-05  1.313091E-10  7.019361E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    471  4.828178172001E-01  1.076764E-05  1.682273E-10  7.498422E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    472  4.927188450138E-01  9.928019E-06  2.489005E-10  8.513538E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    473  5.000000000000E-01  9.358079E-06  3.163837E-10  9.294893E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
