 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                o21           o22           f16           f17           f18           f19           f20           f21  
    358  1.645369737572E-01  1.915279E-29  1.000000E-30  2.142079E-30  2.128904E-23  1.953256E-23  9.840832E-14  3.315022E-25  2.359723E-26
    359  1.651200899964E-01  1.915529E-29  1.000000E-30  2.160399E-30  2.059396E-23  1.991089E-23  1.065723E-13  3.314905E-25  2.359493E-26
    360  1.656939516385E-01  1.915774E-29  1.000000E-30  2.160657E-30  1.993120E-23  2.027933E-23  1.153721E-13  3.314789E-25  2.359268E-26
    361  1.664404283242E-01  1.916093E-29  1.000000E-30  2.154076E-30  1.909553E-23  2.074207E-23  1.280142E-13  3.314639E-25  2.358975E-26
    362  1.671401020014E-01  1.916391E-29  1.000000E-30  2.155565E-30  1.833831E-23  2.115800E-23  1.411940E-13  3.314498E-25  2.358700E-26
    363  1.682228463170E-01  1.916854E-29  1.000000E-30  2.141338E-30  1.721342E-23  2.176688E-23  1.644970E-13  3.314280E-25  2.358275E-26
    364  1.688914277275E-01  1.917139E-29  1.000000E-30  2.156882E-30  1.654356E-23  2.211163E-23  1.807694E-13  3.314146E-25  2.358012E-26
    365  1.695862681704E-01  1.917436E-29  1.000000E-30  2.155961E-30  1.586821E-23  2.244986E-23  1.994155E-13  3.314006E-25  2.357739E-26
    366  1.708796298676E-01  1.917988E-29  1.000000E-30  2.133188E-30  1.465852E-23  2.299302E-23  2.391482E-13  3.313746E-25  2.357231E-26
    367  1.720689125062E-01  1.918495E-29  1.000000E-30  2.137284E-30  1.360095E-23  2.339344E-23  2.821896E-13  3.313507E-25  2.356764E-26
    368  1.730357271347E-01  1.918908E-29  1.000000E-30  2.145652E-30  1.277724E-23  2.363342E-23  3.221709E-13  3.313312E-25  2.356385E-26
    369  1.739185931198E-01  1.919284E-29  1.000000E-30  2.148739E-30  1.205350E-23  2.378499E-23  3.630337E-13  3.313135E-25  2.356039E-26
    370  1.748109107026E-01  1.919665E-29  1.000000E-30  2.148296E-30  1.134869E-23  2.386258E-23  4.086996E-13  3.312955E-25  2.355689E-26
    371  1.757092013639E-01  1.920048E-29  1.000000E-30  2.148091E-30  1.066767E-23  2.386849E-23  4.595198E-13  3.312774E-25  2.355336E-26
    372  1.765567714958E-01  1.920409E-29  1.000000E-30  2.149895E-30  1.005028E-23  2.379654E-23  5.120297E-13  3.312604E-25  2.355004E-26
    373  1.775373762473E-01  1.920827E-29  1.000000E-30  2.144885E-30  9.368537E-24  2.363061E-23  5.786925E-13  3.312407E-25  2.354619E-26
    374  1.784803688374E-01  1.921229E-29  1.000000E-30  2.146112E-30  8.744707E-24  2.337477E-23  6.489427E-13  3.312217E-25  2.354249E-26
    375  1.795112536071E-01  1.921668E-29  1.000000E-30  2.142874E-30  8.099657E-24  2.300016E-23  7.329804E-13  3.312010E-25  2.353845E-26
    376  1.804824008025E-01  1.922082E-29  1.000000E-30  2.143805E-30  7.526229E-24  2.254872E-23  8.192339E-13  3.311814E-25  2.353465E-26
    377  1.815169070317E-01  1.922522E-29  1.000000E-30  2.142726E-30  6.952517E-24  2.197681E-23  9.189976E-13  3.311606E-25  2.353059E-26
    378  1.825428215499E-01  1.922959E-29  1.000000E-30  2.142985E-30  6.420503E-24  2.131605E-23  1.026145E-12  3.311400E-25  2.352657E-26
    379  1.841355644659E-01  1.923637E-29  1.000000E-30  2.122047E-30  5.666913E-24  2.013627E-23  1.209494E-12  3.311080E-25  2.352033E-26
    380  1.856860183354E-01  1.924297E-29  1.000000E-30  2.123529E-30  5.014663E-24  1.884157E-23  1.408799E-12  3.310768E-25  2.351426E-26
    381  1.870847965371E-01  1.924892E-29  1.000000E-30  2.129443E-30  4.490835E-24  1.758210E-23  1.607395E-12  3.310487E-25  2.350878E-26
    382  1.883699545972E-01  1.925438E-29  1.000000E-30  2.133555E-30  4.059243E-24  1.637429E-23  1.806421E-12  3.310229E-25  2.350375E-26
    383  1.895671856375E-01  1.925947E-29  1.000000E-30  2.136747E-30  3.696297E-24  1.522761E-23  2.006607E-12  3.309988E-25  2.349907E-26
    384  1.907324824205E-01  1.926443E-29  1.000000E-30  2.137775E-30  3.375293E-24  1.410494E-23  2.215504E-12  3.309754E-25  2.349451E-26
    385  1.917913284253E-01  1.926893E-29  1.000000E-30  2.141860E-30  3.108843E-24  1.309170E-23  2.417281E-12  3.309541E-25  2.349036E-26
    386  1.928179034582E-01  1.927329E-29  1.000000E-30  2.144293E-30  2.870167E-24  1.212234E-23  2.623498E-12  3.309335E-25  2.348635E-26
    387  1.939781308337E-01  1.927822E-29  1.000000E-30  2.138416E-30  2.621757E-24  1.105158E-23  2.868197E-12  3.309102E-25  2.348181E-26
    388  1.950365569225E-01  1.928271E-29  1.000000E-30  2.141834E-30  2.411784E-24  1.010280E-23  3.100833E-12  3.308889E-25  2.347767E-26
    389  1.963061656501E-01  1.928810E-29  1.000000E-30  2.133562E-30  2.178097E-24  9.006447E-24  3.388990E-12  3.308634E-25  2.347271E-26
    390  1.975160386553E-01  1.929324E-29  1.000000E-30  2.136211E-30  1.971142E-24  8.009880E-24  3.668737E-12  3.308391E-25  2.346798E-26
    391  1.988970783448E-01  1.929910E-29  1.000000E-30  2.127584E-30  1.749775E-24  6.932043E-24  3.987673E-12  3.308114E-25  2.346258E-26
    392  2.001908516564E-01  1.930459E-29  1.000000E-30  2.133198E-30  1.555299E-24  5.987177E-24  4.278173E-12  3.307854E-25  2.345753E-26
    393  2.023233395230E-01  1.931363E-29  1.000000E-30  2.103014E-30  1.258613E-24  4.578139E-24  4.717891E-12  3.307426E-25  2.344920E-26
    394  2.035207364909E-01  1.931871E-29  1.000000E-30  2.136306E-30  1.104811E-24  3.874595E-24  4.932783E-12  3.307185E-25  2.344452E-26
    395  2.047171141817E-01  1.932378E-29  1.000000E-30  2.136608E-30  9.602958E-25  3.237014E-24  5.118722E-12  3.306945E-25  2.343985E-26
    396  2.061861175315E-01  1.933001E-29  1.000000E-30  2.128797E-30  7.969701E-25  2.548424E-24  5.303669E-12  3.306650E-25  2.343412E-26
    397  2.075162532616E-01  1.933564E-29  1.000000E-30  2.131809E-30  6.637132E-25  2.015309E-24  5.429279E-12  3.306383E-25  2.342893E-26
    398  2.088103947538E-01  1.934112E-29  1.000000E-30  2.132949E-30  5.482216E-25  1.576996E-24  5.515797E-12  3.306123E-25  2.342388E-26
    399  2.102374295066E-01  1.934716E-29  1.000000E-30  2.127777E-30  4.377074E-25  1.180765E-24  5.575976E-12  3.305837E-25  2.341831E-26
    400  2.116254943500E-01  1.935304E-29  1.000000E-30  2.130488E-30  3.470692E-25  8.751022E-25  5.606609E-12  3.305558E-25  2.341290E-26
    401  2.137594200207E-01  1.936207E-29  1.000000E-30  2.103743E-30  2.377198E-25  5.340910E-25  5.618605E-12  3.305130E-25  2.340458E-26
    402  2.149968302441E-01  1.936730E-29  1.000000E-30  2.134274E-30  1.891163E-25  3.945161E-25  5.615040E-12  3.304882E-25  2.339976E-26
    403  2.163578604848E-01  1.937306E-29  1.000000E-30  2.130371E-30  1.461247E-25  2.788163E-25  5.608248E-12  3.304609E-25  2.339446E-26
    404  2.188327022992E-01  1.938352E-29  1.000000E-30  2.092497E-30  9.079683E-26  1.436997E-25  5.599509E-12  3.304112E-25  2.338482E-26
    405  2.210861741802E-01  1.939304E-29  1.000000E-30  2.098341E-30  5.905444E-26  7.602899E-26  5.603624E-12  3.303660E-25  2.337604E-26
    406  2.231360986547E-01  1.940170E-29  1.000000E-30  2.103161E-30  4.038127E-26  4.160729E-26  5.619171E-12  3.303249E-25  2.336806E-26
    407  2.249661932162E-01  1.940943E-29  1.000000E-30  2.112939E-30  2.921945E-26  2.386907E-26  5.641231E-12  3.302882E-25  2.336094E-26
    408  2.266023391923E-01  1.941633E-29  1.000000E-30  2.120886E-30  2.225434E-26  1.433855E-26  5.665763E-12  3.302554E-25  2.335458E-26
    409  2.291569547831E-01  1.942711E-29  1.000000E-30  2.089669E-30  1.505692E-26  6.322191E-27  5.709257E-12  3.302042E-25  2.334464E-26
    410  2.305971902523E-01  1.943318E-29  1.000000E-30  2.128368E-30  1.228867E-26  3.942324E-27  5.734783E-12  3.301753E-25  2.333905E-26
    411  2.319348711247E-01  1.943882E-29  1.000000E-30  2.131003E-30  1.028469E-26  2.524471E-27  5.758238E-12  3.301485E-25  2.333385E-26
    412  2.335360820165E-01  1.944557E-29  1.000000E-30  2.121935E-30  8.402486E-27  1.468369E-27  5.785276E-12  3.301164E-25  2.332763E-26
    413  2.351317971316E-01  1.945229E-29  1.000000E-30  2.121287E-30  6.925994E-27  8.489904E-28  5.810512E-12  3.300844E-25  2.332143E-26
    414  2.376293164755E-01  1.946281E-29  1.000000E-30  2.089496E-30  5.173245E-27  3.551770E-28  5.845682E-12  3.300344E-25  2.331173E-26
    415  2.399259738388E-01  1.947247E-29  1.000000E-30  2.097118E-30  3.975581E-27  1.572203E-28  5.872899E-12  3.299883E-25  2.330282E-26
    416  2.420046682363E-01  1.948122E-29  1.000000E-30  2.105364E-30  3.120150E-27  7.439618E-29  5.893327E-12  3.299467E-25  2.329475E-26
    417  2.451201276448E-01  1.949432E-29  1.000000E-30  2.068189E-30  2.143049E-27  2.395830E-29  5.917127E-12  3.298843E-25  2.328267E-26
    418  2.467564269033E-01  1.950120E-29  1.000000E-30  2.120999E-30  1.740058E-27  1.317433E-29  5.926772E-12  3.298515E-25  2.327632E-26
    419  2.483354027874E-01  1.950783E-29  1.000000E-30  2.122159E-30  1.415756E-27  7.399404E-30  5.934497E-12  3.298199E-25  2.327020E-26
    420  2.499258654919E-01  1.951451E-29  1.000000E-30  2.122409E-30  1.141617E-27  4.147145E-30  5.940916E-12  3.297880E-25  2.326404E-26
    421  2.515152656983E-01  1.952119E-29  1.000000E-30  2.122395E-30  9.137888E-28  2.334193E-30  5.946160E-12  3.297562E-25  2.325789E-26
    422  2.542060864984E-01  1.953248E-29  1.000000E-30  2.082657E-30  6.176536E-28  1.000000E-30  5.952871E-12  3.297024E-25  2.324747E-26
    423  2.556901221114E-01  1.953871E-29  1.000000E-30  2.125375E-30  4.916849E-28  1.000000E-30  5.955635E-12  3.296727E-25  2.324172E-26
    424  2.570805114381E-01  1.954454E-29  1.000000E-30  2.128617E-30  3.941173E-28  1.000000E-30  5.957745E-12  3.296448E-25  2.323634E-26
    425  2.598984391343E-01  1.955635E-29  1.000000E-30  2.080481E-30  2.449207E-28  1.000000E-30  5.960897E-12  3.295884E-25  2.322544E-26
    426  2.622653138568E-01  1.956627E-29  1.000000E-30  2.093408E-30  1.618924E-28  1.000000E-30  5.962677E-12  3.295411E-25  2.321629E-26
    427  2.644885215151E-01  1.957558E-29  1.000000E-30  2.098744E-30  1.081174E-28  1.000000E-30  5.963841E-12  3.294966E-25  2.320769E-26
    428  2.667229470066E-01  1.958493E-29  1.000000E-30  2.100031E-30  7.078599E-29  1.000000E-30  5.964656E-12  3.294519E-25  2.319906E-26
    429  2.687894382327E-01  1.959358E-29  1.000000E-30  2.106248E-30  4.730940E-29  1.000000E-30  5.965184E-12  3.294106E-25  2.319108E-26
    430  2.709436570286E-01  1.960259E-29  1.000000E-30  2.103447E-30  3.073269E-29  1.000000E-30  5.965569E-12  3.293675E-25  2.318276E-26
    431  2.728595154549E-01  1.961060E-29  1.000000E-30  2.111627E-30  2.072470E-29  1.000000E-30  5.965810E-12  3.293292E-25  2.317536E-26
    432  2.763050324764E-01  1.962500E-29  1.000000E-30  2.059053E-30  1.005126E-29  1.000000E-30  5.966085E-12  3.292603E-25  2.316207E-26
    433  2.797281875476E-01  1.963929E-29  1.000000E-30  2.059638E-30  4.704285E-30  1.000000E-30  5.966234E-12  3.291919E-25  2.314887E-26
    434  2.831107064370E-01  1.965341E-29  1.000000E-30  2.059456E-30  2.151793E-30  1.000000E-30  5.966316E-12  3.291243E-25  2.313583E-26
    435  2.863632962154E-01  1.966697E-29  1.000000E-30  2.064657E-30  1.000000E-30  1.000000E-30  5.966360E-12  3.290593E-25  2.312330E-26
    436  2.894106333807E-01  1.967967E-29  1.000000E-30  2.071316E-30  1.000000E-30  1.000000E-30  5.966384E-12  3.289984E-25  2.311157E-26
    437  2.941185503109E-01  1.969927E-29  1.000000E-30  2.016623E-30  1.000000E-30  1.000000E-30  5.966406E-12  3.289044E-25  2.309346E-26
    438  2.983685787405E-01  1.971696E-29  1.000000E-30  2.031795E-30  1.000000E-30  1.000000E-30  5.966416E-12  3.288195E-25  2.307712E-26
    439  3.021949729112E-01  1.973286E-29  1.000000E-30  2.045475E-30  1.000000E-30  1.000000E-30  5.966421E-12  3.287431E-25  2.306242E-26
    440  3.059150641439E-01  1.974831E-29  1.000000E-30  2.048948E-30  1.000000E-30  1.000000E-30  5.966425E-12  3.286689E-25  2.304814E-26
    441  3.094680949786E-01  1.976306E-29  1.000000E-30  2.054451E-30  1.000000E-30  1.000000E-30  5.966427E-12  3.285980E-25  2.303451E-26
    442  3.127856926026E-01  1.977682E-29  1.000000E-30  2.062603E-30  1.000000E-30  1.000000E-30  5.966428E-12  3.285318E-25  2.302178E-26
    443  3.178598433803E-01  1.979785E-29  1.000000E-30  2.005937E-30  1.000000E-30  1.000000E-30  5.966429E-12  3.284306E-25  2.300234E-26
    444  3.224504526026E-01  1.981686E-29  1.000000E-30  3.446407E-27  1.000000E-30  1.000000E-30  5.966430E-12  3.283391E-25  2.298476E-26
    445  3.266870398371E-01  1.983438E-29  1.000000E-30  8.040216E-27  1.000000E-30  1.000000E-30  5.966430E-12  3.282547E-25  2.296855E-26
    446  3.305577136787E-01  1.985038E-29  1.000000E-30  1.038999E-26  1.000000E-30  1.000000E-30  5.966431E-12  3.281775E-25  2.295375E-26
    447  3.362681054783E-01  1.987396E-29  1.000000E-30  1.645363E-26  1.000000E-30  1.000000E-30  5.966431E-12  3.280638E-25  2.293193E-26
    448  3.414589872690E-01  1.989537E-29  1.000000E-30  2.295146E-26  1.000000E-30  1.000000E-30  5.966431E-12  3.279604E-25  2.291212E-26
    449  3.462773530350E-01  1.991522E-29  1.000000E-30  2.954810E-26  1.000000E-30  1.000000E-30  5.966431E-12  3.278645E-25  2.289374E-26
    450  3.508856189623E-01  1.993419E-29  1.000000E-30  3.615179E-26  1.000000E-30  1.000000E-30  5.966431E-12  3.277728E-25  2.287618E-26
    451  3.552628710565E-01  1.995219E-29  1.000000E-30  4.265507E-26  1.000000E-30  1.000000E-30  5.966431E-12  3.276857E-25  2.285951E-26
    452  3.595141079779E-01  1.996966E-29  1.000000E-30  4.907035E-26  1.000000E-30  1.000000E-30  5.966431E-12  3.276011E-25  2.284333E-26
    453  3.636744849418E-01  1.998674E-29  1.000000E-30  5.538864E-26  1.000000E-30  1.000000E-30  5.966431E-12  3.275184E-25  2.282751E-26
    454  3.676260234901E-01  2.000295E-29  1.000000E-30  6.153624E-26  1.000000E-30  1.000000E-30  5.966431E-12  3.274398E-25  2.281250E-26
    455  3.714655117309E-01  2.001869E-29  1.000000E-30  6.756283E-26  1.000000E-30  1.000000E-30  5.966431E-12  3.273635E-25  2.279792E-26
    456  3.752653942304E-01  2.003426E-29  1.000000E-30  7.066700E-26  1.000000E-30  1.000000E-30  5.966431E-12  3.272880E-25  2.278350E-26
    457  3.809506426681E-01  2.005752E-29  1.000000E-30  7.733881E-26  1.000000E-30  1.000000E-30  5.966431E-12  3.271750E-25  2.276194E-26
    458  3.865190953769E-01  2.008028E-29  1.000000E-30  8.369535E-26  1.000000E-30  1.000000E-30  5.966431E-12  3.270645E-25  2.274084E-26
    459  3.928522091207E-01  2.010613E-29  1.000000E-30  9.006589E-26  1.000000E-30  1.000000E-30  5.966431E-12  3.269387E-25  2.271687E-26
    460  3.991093841216E-01  2.013164E-29  1.000000E-30  9.606570E-26  1.000000E-30  1.000000E-30  5.966431E-12  3.268146E-25  2.269321E-26
    461  4.054183851758E-01  2.015733E-29  1.000000E-30  9.899635E-26  1.000000E-30  1.000000E-30  5.966431E-12  3.266894E-25  2.266938E-26
    462  4.147392755742E-01  2.019523E-29  1.000000E-30  1.046652E-25  1.000000E-30  1.000000E-30  5.966431E-12  3.265046E-25  2.263422E-26
    463  4.232199499949E-01  2.022964E-29  1.000000E-30  1.096133E-25  1.000000E-30  1.000000E-30  5.966431E-12  3.263365E-25  2.260228E-26
    464  4.316976825025E-01  2.026399E-29  1.000000E-30  1.113931E-25  1.000000E-30  1.000000E-30  5.966431E-12  3.261686E-25  2.257040E-26
    465  4.393401554526E-01  2.029490E-29  1.000000E-30  1.156940E-25  1.000000E-30  1.000000E-30  5.966431E-12  3.260173E-25  2.254169E-26
    466  4.465935084243E-01  2.032419E-29  1.000000E-30  1.171541E-25  1.000000E-30  1.000000E-30  5.966431E-12  3.258738E-25  2.251448E-26
    467  4.537106765818E-01  2.035289E-29  1.000000E-30  1.185208E-25  1.000000E-30  1.000000E-30  5.966431E-12  3.257330E-25  2.248781E-26
    468  4.602314649238E-01  2.037915E-29  1.000000E-30  1.199557E-25  1.000000E-30  1.000000E-30  5.966431E-12  3.256041E-25  2.246341E-26
    469  4.709552966107E-01  2.042226E-29  1.000000E-30  1.226399E-25  1.000000E-30  1.000000E-30  5.966431E-12  3.253922E-25  2.242333E-26
    470  4.769745726746E-01  2.044641E-29  1.000000E-30  1.241312E-25  1.000000E-30  1.000000E-30  5.966431E-12  3.252733E-25  2.240087E-26
    471  4.828178172001E-01  2.046984E-29  1.000000E-30  1.256650E-25  1.000000E-30  1.000000E-30  5.966431E-12  3.251579E-25  2.237908E-26
    472  4.927188450138E-01  2.050946E-29  1.000000E-30  1.286560E-25  1.000000E-30  1.000000E-30  5.966431E-12  3.249625E-25  2.234222E-26
    473  5.000000000000E-01  2.053855E-29  1.000000E-30  1.298733E-25  1.000000E-30  1.000000E-30  5.966431E-12  3.248189E-25  2.231515E-26
