 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                co77          co78          co79          co80          ni50          ni51          ni52          ni53 
    360  1.656939516385E-01  5.774963E-06  7.971314E-10  3.869291E-10  1.570431E-15  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    361  1.664404283242E-01  6.043606E-06  8.597859E-10  4.604036E-10  1.878503E-15  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    362  1.671401020014E-01  6.291741E-06  9.210653E-10  5.411536E-10  2.219238E-15  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    363  1.682228463170E-01  6.668557E-06  1.021024E-09  6.935265E-10  2.867451E-15  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    364  1.688914277275E-01  6.896840E-06  1.086028E-09  8.074273E-10  3.355879E-15  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    365  1.695862681704E-01  7.130545E-06  1.156394E-09  9.451813E-10  3.950387E-15  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    366  1.708796298676E-01  7.556100E-06  1.295496E-09  1.265258E-09  5.345424E-15  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    367  1.720689125062E-01  7.936906E-06  1.433509E-09  1.653082E-09  7.056628E-15  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    368  1.730357271347E-01  8.239419E-06  1.553496E-09  2.053558E-09  8.843148E-15  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    369  1.739185931198E-01  8.510417E-06  1.669674E-09  2.503629E-09  1.087043E-14  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    370  1.748109107026E-01  8.779495E-06  1.793988E-09  3.058909E-09  1.339564E-14  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    371  1.757092013639E-01  9.045744E-06  1.926648E-09  3.744105E-09  1.654229E-14  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    372  1.765567714958E-01  9.292944E-06  2.059228E-09  4.531720E-09  2.019483E-14  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    373  1.775373762473E-01  9.574366E-06  2.222282E-09  5.656894E-09  2.546741E-14  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    374  1.784803688374E-01  9.840635E-06  2.389613E-09  7.005246E-09  3.185720E-14  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    375  1.795112536071E-01  1.012712E-05  2.585376E-09  8.861165E-09  4.075660E-14  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    376  1.804824008025E-01  1.039283E-05  2.783114E-09  1.106709E-08  5.146584E-14  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    377  1.815169070317E-01  1.067159E-05  3.009242E-09  1.404663E-08  6.611599E-14  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    378  1.825428215499E-01  1.094378E-05  3.250626E-09  1.781628E-08  8.490294E-14  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    379  1.841355644659E-01  1.135789E-05  3.662629E-09  2.585286E-08  1.256843E-13  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    380  1.856860183354E-01  1.175048E-05  4.112125E-09  3.729742E-08  1.850430E-13  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    381  1.870847965371E-01  1.209449E-05  4.563462E-09  5.208460E-08  2.633814E-13  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    382  1.883699545972E-01  1.240029E-05  5.020335E-09  7.097864E-08  3.654990E-13  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    383  1.895671856375E-01  1.267418E-05  5.485352E-09  9.494178E-08  4.975048E-13  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    384  1.907324824205E-01  1.292795E-05  5.976908E-09  1.262857E-07  6.734331E-13  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    385  1.917913284253E-01  1.314473E-05  6.458485E-09  1.638949E-07  8.883867E-13  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    386  1.928179034582E-01  1.333895E-05  6.958031E-09  2.113966E-07  1.164634E-12  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    387  1.939781308337E-01  1.353462E-05  7.561446E-09  2.821021E-07  1.583715E-12  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    388  1.950365569225E-01  1.368474E-05  8.146590E-09  3.675348E-07  2.100035E-12  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    389  1.963061656501E-01  1.381861E-05  8.887795E-09  5.048988E-07  2.948235E-12  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    390  1.975160386553E-01  1.388503E-05  9.625113E-09  6.829642E-07  4.073745E-12  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    391  1.988970783448E-01  1.386365E-05  1.048333E-08  9.625804E-07  5.886824E-12  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    392  2.001908516564E-01  1.372101E-05  1.127191E-08  1.321861E-06  8.281151E-12  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    393  2.023233395230E-01  1.313548E-05  1.240782E-08  2.193728E-06  1.432059E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    394  2.035207364909E-01  1.256661E-05  1.285998E-08  2.873539E-06  1.921242E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    395  2.047171141817E-01  1.179655E-05  1.309337E-08  3.709678E-06  2.541739E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    396  2.061861175315E-01  1.057271E-05  1.298739E-08  4.943128E-06  3.492997E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    397  2.075162532616E-01  9.234246E-06  1.245407E-08  6.214198E-06  4.519091E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    398  2.088103947538E-01  7.794126E-06  1.152922E-08  7.516061E-06  5.624680E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    399  2.102374295066E-01  6.173705E-06  1.012905E-08  8.904612E-06  6.883352E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    400  2.116254943500E-01  4.700231E-06  8.543971E-09  1.008427E-05  8.051705E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    401  2.137594200207E-01  2.851368E-06  6.088486E-09  1.139254E-05  9.576162E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    402  2.149968302441E-01  2.057520E-06  4.831996E-09  1.184887E-05  1.027066E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    403  2.163578604848E-01  1.401728E-06  3.660853E-09  1.213213E-05  1.088649E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    404  2.188327022992E-01  6.687814E-07  2.127307E-09  1.222233E-05  1.170510E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    405  2.210861741802E-01  3.325839E-07  1.269666E-09  1.203997E-05  1.226507E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    406  2.231360986547E-01  1.764940E-07  7.967220E-10  1.178747E-05  1.272881E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    407  2.249661932162E-01  1.021667E-07  5.351634E-10  1.154564E-05  1.315687E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    408  2.266023391923E-01  6.455606E-08  3.851967E-10  1.133554E-05  1.357334E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    409  2.291569547831E-01  3.437206E-08  2.490361E-10  1.103541E-05  1.431554E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    410  2.305971902523E-01  2.561042E-08  2.054753E-10  1.088358E-05  1.479260E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    411  2.319348711247E-01  2.030926E-08  1.784903E-10  1.075362E-05  1.527789E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    412  2.335360820165E-01  1.617435E-08  1.580147E-10  1.061098E-05  1.591601E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    413  2.351317971316E-01  1.350773E-08  1.463341E-10  1.048131E-05  1.661809E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    414  2.376293164755E-01  1.092101E-08  1.388048E-10  1.029938E-05  1.786047E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    415  2.399259738388E-01  9.440839E-09  1.385664E-10  1.015013E-05  1.917250E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    416  2.420046682363E-01  8.495227E-09  1.413832E-10  1.002647E-05  2.051572E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    417  2.451201276448E-01  7.495499E-09  1.485773E-10  9.856070E-06  2.284302E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    418  2.467564269033E-01  7.111332E-09  1.532108E-10  9.771927E-06  2.423614E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    419  2.483354027874E-01  6.812929E-09  1.580569E-10  9.693393E-06  2.570605E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    420  2.499258654919E-01  6.575045E-09  1.632371E-10  9.616453E-06  2.732391E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    421  2.515152656983E-01  6.393294E-09  1.686714E-10  9.541369E-06  2.909246E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    422  2.542060864984E-01  6.197690E-09  1.783995E-10  9.417601E-06  3.247854E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    423  2.556901221114E-01  6.143594E-09  1.840392E-10  9.350851E-06  3.458521E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    424  2.570805114381E-01  6.123944E-09  1.894994E-10  9.289161E-06  3.673339E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    425  2.598984391343E-01  6.166487E-09  2.011025E-10  9.166392E-06  4.167779E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    426  2.622653138568E-01  6.277839E-09  2.114291E-10  9.065419E-06  4.654452E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    427  2.644885215151E-01  6.437356E-09  2.216383E-10  8.972243E-06  5.182436E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    428  2.667229470066E-01  6.645350E-09  2.324227E-10  8.880156E-06  5.794856E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    429  2.687894382327E-01  6.876005E-09  2.428871E-10  8.796330E-06  6.447200E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    430  2.709436570286E-01  7.152130E-09  2.543199E-10  8.710260E-06  7.230939E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    431  2.728595154549E-01  7.425966E-09  2.649563E-10  8.634783E-06  8.032295E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    432  2.763050324764E-01  7.980033E-09  2.852471E-10  8.501370E-06  9.776020E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    433  2.797281875476E-01  8.603042E-09  3.069596E-10  8.371371E-06  1.199922E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    434  2.831107064370E-01  9.285205E-09  3.300154E-10  8.244825E-06  1.483648E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    435  2.863632962154E-01  1.000112E-08  3.537549E-10  8.124288E-06  1.836734E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    436  2.894106333807E-01  1.072415E-08  3.774480E-10  8.011775E-06  2.262664E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    437  2.941185503109E-01  1.194030E-08  4.169295E-10  7.837393E-06  3.175630E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    438  2.983685787405E-01  1.314268E-08  4.557027E-10  7.677903E-06  4.390598E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    439  3.021949729112E-01  1.431206E-08  4.932703E-10  7.531448E-06  5.966601E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    440  3.059150641439E-01  1.553018E-08  5.323132E-10  7.385565E-06  8.153401E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    441  3.094680949786E-01  1.677072E-08  5.720161E-10  7.242284E-06  1.113349E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    442  3.127856926026E-01  1.799929E-08  6.113018E-10  7.104386E-06  1.506696E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    443  3.178598433803E-01  2.001475E-08  6.757191E-10  6.884179E-06  2.450785E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    444  3.224504526026E-01  2.198689E-08  7.387613E-10  6.672676E-06  3.899003E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    445  3.266870398371E-01  2.393935E-08  8.012220E-10  6.463195E-06  6.111829E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    446  3.305577136787E-01  2.584070E-08  8.621215E-10  6.254469E-06  9.372724E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    447  3.362681054783E-01  2.886543E-08  9.592068E-10  5.897388E-06  1.807506E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    448  3.414589872690E-01  3.186245E-08  1.055705E-09  5.483754E-06  3.340784E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    449  3.462773530350E-01  3.487823E-08  1.153156E-09  4.967487E-06  5.883808E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    450  3.508856189623E-01  3.799699E-08  1.254335E-09  4.300172E-06  9.765873E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    451  3.552628710565E-01  4.119574E-08  1.358550E-09  3.503441E-06  1.474191E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    452  3.595141079779E-01  4.454638E-08  1.468202E-09  2.665067E-06  1.992312E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    453  3.636744849418E-01  4.808028E-08  1.584391E-09  1.934475E-06  2.398342E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    454  3.676260234901E-01  5.168882E-08  1.703606E-09  1.429639E-06  2.609127E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    455  3.714655117309E-01  5.544537E-08  1.828319E-09  1.131241E-06  2.654058E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    456  3.752653942304E-01  5.941859E-08  1.960893E-09  9.809348E-07  2.592624E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    457  3.809506426681E-01  6.586088E-08  2.177305E-09  9.137780E-07  2.410761E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    458  3.865190953769E-01  7.277703E-08  2.411625E-09  9.309450E-07  2.208421E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    459  3.928522091207E-01  8.141197E-08  2.707060E-09  9.830446E-07  1.988631E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    460  3.991093841216E-01  9.079635E-08  3.031744E-09  1.042544E-06  1.788276E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    461  4.054183851758E-01  1.011784E-07  3.395272E-09  1.101580E-06  1.600756E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    462  4.147392755742E-01  1.183640E-07  4.006800E-09  1.180568E-06  1.345930E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    463  4.232199499949E-01  1.361182E-07  4.650966E-09  1.240361E-06  1.135631E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    464  4.316976825025E-01  1.561100E-07  5.390803E-09  1.286205E-06  9.462732E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    465  4.393401554526E-01  1.762375E-07  6.150557E-09  1.314240E-06  7.939219E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    466  4.465935084243E-01  1.973302E-07  6.962164E-09  1.328501E-06  6.655026E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    467  4.537106765818E-01  2.200233E-07  7.852359E-09  1.330591E-06  5.545197E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    468  4.602314649238E-01  2.426259E-07  8.755974E-09  1.322280E-06  4.653987E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    469  4.709552966107E-01  2.836797E-07  1.043903E-08  1.288409E-06  3.431542E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    470  4.769745726746E-01  3.088565E-07  1.149702E-08  1.259260E-06  2.866405E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    471  4.828178172001E-01  3.347418E-07  1.260464E-08  1.224735E-06  2.392469E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    472  4.927188450138E-01  3.817030E-07  1.466368E-08  1.154092E-06  1.737899E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    473  5.000000000000E-01  4.185094E-07  1.631993E-08  1.094070E-06  1.359311E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
