 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                f22           f23           f24           f25           f26           ne16          ne17          ne18 
    356  1.627691861850E-01  2.907066E-19  1.293087E-12  1.249918E-14  6.891801E-24  7.417079E-29  1.000000E-30  1.000000E-30  1.000000E-30
    357  1.634667099868E-01  2.882701E-19  1.324223E-12  1.283262E-14  6.839329E-24  8.029694E-29  1.000000E-30  1.000000E-30  1.000000E-30
    358  1.645369737572E-01  2.849410E-19  1.372450E-12  1.338217E-14  6.761218E-24  9.100393E-29  1.000000E-30  1.000000E-30  1.000000E-30
    359  1.651200899964E-01  2.833141E-19  1.398949E-12  1.370249E-14  6.719862E-24  9.753918E-29  1.000000E-30  1.000000E-30  1.000000E-30
    360  1.656939516385E-01  2.818291E-19  1.425179E-12  1.403327E-14  6.679968E-24  1.044736E-28  1.000000E-30  1.000000E-30  1.000000E-30
    361  1.664404283242E-01  2.800555E-19  1.459517E-12  1.448812E-14  6.629230E-24  1.142571E-28  1.000000E-30  1.000000E-30  1.000000E-30
    362  1.671401020014E-01  2.785403E-19  1.491911E-12  1.494130E-14  6.582802E-24  1.242165E-28  1.000000E-30  1.000000E-30  1.000000E-30
    363  1.682228463170E-01  2.764452E-19  1.542411E-12  1.569811E-14  6.512947E-24  1.411267E-28  1.000000E-30  1.000000E-30  1.000000E-30
    364  1.688914277275E-01  2.752864E-19  1.573792E-12  1.620163E-14  6.470905E-24  1.524498E-28  1.000000E-30  1.000000E-30  1.000000E-30
    365  1.695862681704E-01  2.741793E-19  1.606540E-12  1.675636E-14  6.427991E-24  1.648930E-28  1.000000E-30  1.000000E-30  1.000000E-30
    366  1.708796298676E-01  2.723521E-19  1.667778E-12  1.788076E-14  6.349894E-24  1.897225E-28  1.000000E-30  1.000000E-30  1.000000E-30
    367  1.720689125062E-01  2.709037E-19  1.724264E-12  1.902912E-14  6.279636E-24  2.141642E-28  1.000000E-30  1.000000E-30  1.000000E-30
    368  1.730357271347E-01  2.698661E-19  1.770180E-12  2.005044E-14  6.223244E-24  2.348879E-28  1.000000E-30  1.000000E-30  1.000000E-30
    369  1.739185931198E-01  2.690147E-19  1.812011E-12  2.105672E-14  6.172072E-24  2.542627E-28  1.000000E-30  1.000000E-30  1.000000E-30
    370  1.748109107026E-01  2.682369E-19  1.854096E-12  2.214930E-14  6.120471E-24  2.740773E-28  1.000000E-30  1.000000E-30  1.000000E-30
    371  1.757092013639E-01  2.675293E-19  1.896171E-12  2.332993E-14  6.068475E-24  2.940596E-28  1.000000E-30  1.000000E-30  1.000000E-30
    372  1.765567714958E-01  2.669240E-19  1.935511E-12  2.452170E-14  6.019242E-24  3.127695E-28  1.000000E-30  1.000000E-30  1.000000E-30
    373  1.775373762473E-01  2.662917E-19  1.980471E-12  2.599899E-14  5.961945E-24  3.340331E-28  1.000000E-30  1.000000E-30  1.000000E-30
    374  1.784803688374E-01  2.657456E-19  2.023030E-12  2.752344E-14  5.906409E-24  3.539056E-28  1.000000E-30  1.000000E-30  1.000000E-30
    375  1.795112536071E-01  2.652109E-19  2.068655E-12  2.931103E-14  5.845131E-24  3.747851E-28  1.000000E-30  1.000000E-30  1.000000E-30
    376  1.804824008025E-01  2.647607E-19  2.110651E-12  3.111494E-14  5.786830E-24  3.934958E-28  1.000000E-30  1.000000E-30  1.000000E-30
    377  1.815169070317E-01  2.643323E-19  2.154207E-12  3.316875E-14  5.724105E-24  4.122692E-28  1.000000E-30  1.000000E-30  1.000000E-30
    378  1.825428215499E-01  2.639541E-19  2.196081E-12  3.534439E-14  5.661294E-24  4.296154E-28  1.000000E-30  1.000000E-30  1.000000E-30
    379  1.841355644659E-01  2.634479E-19  2.258253E-12  3.900559E-14  5.562705E-24  4.539116E-28  1.000000E-30  1.000000E-30  1.000000E-30
    380  1.856860183354E-01  2.630360E-19  2.315215E-12  4.291311E-14  5.465700E-24  4.744535E-28  1.000000E-30  1.000000E-30  1.000000E-30
    381  1.870847965371E-01  2.627219E-19  2.363441E-12  4.674074E-14  5.377552E-24  4.904242E-28  1.000000E-30  1.000000E-30  1.000000E-30
    382  1.883699545972E-01  2.624741E-19  2.405035E-12  5.051919E-14  5.296228E-24  5.030468E-28  1.000000E-30  1.000000E-30  1.000000E-30
    383  1.895671856375E-01  2.622730E-19  2.441415E-12  5.427106E-14  5.220324E-24  5.131081E-28  1.000000E-30  1.000000E-30  1.000000E-30
    384  1.907324824205E-01  2.621008E-19  2.474627E-12  5.814254E-14  5.146428E-24  5.213778E-28  1.000000E-30  1.000000E-30  1.000000E-30
    385  1.917913284253E-01  2.619617E-19  2.502926E-12  6.185082E-14  5.079350E-24  5.275987E-28  1.000000E-30  1.000000E-30  1.000000E-30
    386  1.928179034582E-01  2.618404E-19  2.528660E-12  6.561957E-14  5.014443E-24  5.324349E-28  1.000000E-30  1.000000E-30  1.000000E-30
    387  1.939781308337E-01  2.617170E-19  2.555738E-12  7.008232E-14  4.941303E-24  5.364272E-28  1.000000E-30  1.000000E-30  1.000000E-30
    388  1.950365569225E-01  2.616154E-19  2.578587E-12  7.433539E-14  4.874833E-24  5.386044E-28  1.000000E-30  1.000000E-30  1.000000E-30
    389  1.963061656501E-01  2.615050E-19  2.603680E-12  7.965137E-14  4.795487E-24  5.392033E-28  1.000000E-30  1.000000E-30  1.000000E-30
    390  1.975160386553E-01  2.614096E-19  2.625250E-12  8.490960E-14  4.720326E-24  5.374914E-28  1.000000E-30  1.000000E-30  1.000000E-30
    391  1.988970783448E-01  2.613103E-19  2.647102E-12  9.109374E-14  4.635145E-24  5.324813E-28  1.000000E-30  1.000000E-30  1.000000E-30
    392  2.001908516564E-01  2.612249E-19  2.664929E-12  9.700008E-14  4.556013E-24  5.245188E-28  1.000000E-30  1.000000E-30  1.000000E-30
    393  2.023233395230E-01  2.610965E-19  2.688898E-12  1.067587E-13  4.427186E-24  5.039268E-28  1.000000E-30  1.000000E-30  1.000000E-30
    394  2.035207364909E-01  2.610296E-19  2.699550E-12  1.121179E-13  4.355836E-24  4.882504E-28  1.000000E-30  1.000000E-30  1.000000E-30
    395  2.047171141817E-01  2.609658E-19  2.708324E-12  1.172848E-13  4.285332E-24  4.698246E-28  1.000000E-30  1.000000E-30  1.000000E-30
    396  2.061861175315E-01  2.608907E-19  2.716766E-12  1.232573E-13  4.199924E-24  4.439387E-28  1.000000E-30  1.000000E-30  1.000000E-30
    397  2.075162532616E-01  2.608251E-19  2.722452E-12  1.282105E-13  4.123771E-24  4.181017E-28  1.000000E-30  1.000000E-30  1.000000E-30
    398  2.088103947538E-01  2.607632E-19  2.726459E-12  1.325425E-13  4.050815E-24  3.915601E-28  1.000000E-30  1.000000E-30  1.000000E-30
    399  2.102374295066E-01  2.606964E-19  2.729440E-12  1.367132E-13  3.971714E-24  3.616092E-28  1.000000E-30  1.000000E-30  1.000000E-30
    400  2.116254943500E-01  2.606328E-19  2.731188E-12  1.401436E-13  3.896158E-24  3.326399E-28  1.000000E-30  1.000000E-30  1.000000E-30
    401  2.137594200207E-01  2.605369E-19  2.732260E-12  1.442560E-13  3.782692E-24  2.899680E-28  1.000000E-30  1.000000E-30  1.000000E-30
    402  2.149968302441E-01  2.604821E-19  2.732252E-12  1.460528E-13  3.718384E-24  2.668192E-28  1.000000E-30  1.000000E-30  1.000000E-30
    403  2.163578604848E-01  2.604222E-19  2.731881E-12  1.475954E-13  3.648901E-24  2.429764E-28  1.000000E-30  1.000000E-30  1.000000E-30
    404  2.188327022992E-01  2.603144E-19  2.730585E-12  1.494449E-13  3.525847E-24  2.042023E-28  1.000000E-30  1.000000E-30  1.000000E-30
    405  2.210861741802E-01  2.602171E-19  2.729013E-12  1.503258E-13  3.417407E-24  1.739040E-28  1.000000E-30  1.000000E-30  1.000000E-30
    406  2.231360986547E-01  2.601289E-19  2.727424E-12  1.506717E-13  3.321659E-24  1.501237E-28  1.000000E-30  1.000000E-30  1.000000E-30
    407  2.249661932162E-01  2.600504E-19  2.725941E-12  1.507299E-13  3.238447E-24  1.316033E-28  1.000000E-30  1.000000E-30  1.000000E-30
    408  2.266023391923E-01  2.599804E-19  2.724589E-12  1.506434E-13  3.165820E-24  1.169689E-28  1.000000E-30  1.000000E-30  1.000000E-30
    409  2.291569547831E-01  2.598713E-19  2.722452E-12  1.503342E-13  3.055667E-24  9.728805E-29  1.000000E-30  1.000000E-30  1.000000E-30
    410  2.305971902523E-01  2.598099E-19  2.721241E-12  1.500964E-13  2.995263E-24  8.768570E-29  1.000000E-30  1.000000E-30  1.000000E-30
    411  2.319348711247E-01  2.597528E-19  2.720114E-12  1.498472E-13  2.940230E-24  7.961652E-29  1.000000E-30  1.000000E-30  1.000000E-30
    412  2.335360820165E-01  2.596846E-19  2.718763E-12  1.495221E-13  2.875683E-24  7.092687E-29  1.000000E-30  1.000000E-30  1.000000E-30
    413  2.351317971316E-01  2.596167E-19  2.717417E-12  1.491767E-13  2.812768E-24  6.320994E-29  1.000000E-30  1.000000E-30  1.000000E-30
    414  2.376293164755E-01  2.595104E-19  2.715310E-12  1.486059E-13  2.717048E-24  5.278151E-29  1.000000E-30  1.000000E-30  1.000000E-30
    415  2.399259738388E-01  2.594127E-19  2.713372E-12  1.480597E-13  2.631904E-24  4.471685E-29  1.000000E-30  1.000000E-30  1.000000E-30
    416  2.420046682363E-01  2.593243E-19  2.711620E-12  1.475541E-13  2.557143E-24  3.848509E-29  1.000000E-30  1.000000E-30  1.000000E-30
    417  2.451201276448E-01  2.591920E-19  2.708996E-12  1.467846E-13  2.449053E-24  3.073286E-29  1.000000E-30  1.000000E-30  1.000000E-30
    418  2.467564269033E-01  2.591225E-19  2.707618E-12  1.463773E-13  2.394124E-24  2.730825E-29  1.000000E-30  1.000000E-30  1.000000E-30
    419  2.483354027874E-01  2.590554E-19  2.706290E-12  1.459831E-13  2.342288E-24  2.436588E-29  1.000000E-30  1.000000E-30  1.000000E-30
    420  2.499258654919E-01  2.589879E-19  2.704952E-12  1.455856E-13  2.291209E-24  2.172250E-29  1.000000E-30  1.000000E-30  1.000000E-30
    421  2.515152656983E-01  2.589205E-19  2.703616E-12  1.451883E-13  2.241277E-24  1.936737E-29  1.000000E-30  1.000000E-30  1.000000E-30
    422  2.542060864984E-01  2.588063E-19  2.701356E-12  1.445162E-13  2.159212E-24  1.594755E-29  1.000000E-30  1.000000E-30  1.000000E-30
    423  2.556901221114E-01  2.587434E-19  2.700110E-12  1.441462E-13  2.115244E-24  1.432712E-29  1.000000E-30  1.000000E-30  1.000000E-30
    424  2.570805114381E-01  2.586845E-19  2.698943E-12  1.438002E-13  2.074863E-24  1.295866E-29  1.000000E-30  1.000000E-30  1.000000E-30
    425  2.598984391343E-01  2.585650E-19  2.696580E-12  1.431007E-13  1.995372E-24  1.057298E-29  1.000000E-30  1.000000E-30  1.000000E-30
    426  2.622653138568E-01  2.584648E-19  2.694597E-12  1.425154E-13  1.930963E-24  8.912071E-30  1.000000E-30  1.000000E-30  1.000000E-30
    427  2.644885215151E-01  2.583706E-19  2.692736E-12  1.419677E-13  1.872358E-24  7.590404E-30  1.000000E-30  1.000000E-30  1.000000E-30
    428  2.667229470066E-01  2.582761E-19  2.690866E-12  1.414192E-13  1.815249E-24  6.459507E-30  1.000000E-30  1.000000E-30  1.000000E-30
    429  2.687894382327E-01  2.581886E-19  2.689139E-12  1.409138E-13  1.763984E-24  5.564162E-30  1.000000E-30  1.000000E-30  1.000000E-30
    430  2.709436570286E-01  2.580975E-19  2.687339E-12  1.403888E-13  1.712084E-24  4.762657E-30  1.000000E-30  1.000000E-30  1.000000E-30
    431  2.728595154549E-01  2.580165E-19  2.685739E-12  1.399235E-13  1.667210E-24  4.147374E-30  1.000000E-30  1.000000E-30  1.000000E-30
    432  2.763050324764E-01  2.578708E-19  2.682864E-12  1.390906E-13  1.589448E-24  3.233934E-30  1.000000E-30  1.000000E-30  1.000000E-30
    433  2.797281875476E-01  2.577262E-19  2.680011E-12  1.382679E-13  1.515783E-24  2.525749E-30  1.000000E-30  1.000000E-30  1.000000E-30
    434  2.831107064370E-01  2.575834E-19  2.677195E-12  1.374599E-13  1.446346E-24  1.978443E-30  1.000000E-30  1.000000E-30  1.000000E-30
    435  2.863632962154E-01  2.574462E-19  2.674489E-12  1.366873E-13  1.382578E-24  1.564340E-30  1.000000E-30  1.000000E-30  1.000000E-30
    436  2.894106333807E-01  2.573176E-19  2.671957E-12  1.359674E-13  1.325387E-24  1.255379E-30  1.000000E-30  1.000000E-30  1.000000E-30
    437  2.941185503109E-01  2.571192E-19  2.668050E-12  1.348626E-13  1.241647E-24  1.000021E-30  1.000000E-30  1.000000E-30  1.000000E-30
    438  2.983685787405E-01  2.569402E-19  2.664528E-12  1.338731E-13  1.170606E-24  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    439  3.021949729112E-01  2.567792E-19  2.661361E-12  1.329883E-13  1.110129E-24  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    440  3.059150641439E-01  2.566227E-19  2.658285E-12  1.321338E-13  1.054329E-24  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    441  3.094680949786E-01  2.564733E-19  2.655351E-12  1.313228E-13  1.003656E-24  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    442  3.127856926026E-01  2.563339E-19  2.652614E-12  1.305700E-13  9.585415E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    443  3.178598433803E-01  2.561209E-19  2.648434E-12  1.294269E-13  8.934320E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    444  3.224504526026E-01  2.559283E-19  2.644657E-12  1.284014E-13  8.383460E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    445  3.266870398371E-01  2.557507E-19  2.641177E-12  1.274622E-13  7.905266E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    446  3.305577136787E-01  2.555885E-19  2.638001E-12  1.266101E-13  7.492258E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    447  3.362681054783E-01  2.553495E-19  2.633323E-12  1.253635E-13  6.922019E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    448  3.414589872690E-01  2.551323E-19  2.629078E-12  1.242409E-13  6.441404E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    449  3.462773530350E-01  2.549310E-19  2.625143E-12  1.232078E-13  6.025195E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    450  3.508856189623E-01  2.547386E-19  2.621386E-12  1.222279E-13  5.652318E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    451  3.552628710565E-01  2.545559E-19  2.617822E-12  1.213042E-13  5.319526E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    452  3.595141079779E-01  2.543786E-19  2.614365E-12  1.204139E-13  5.015081E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    453  3.636744849418E-01  2.542053E-19  2.610986E-12  1.195489E-13  4.734019E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    454  3.676260234901E-01  2.540407E-19  2.607781E-12  1.187331E-13  4.481664E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    455  3.714655117309E-01  2.538809E-19  2.604671E-12  1.179457E-13  4.249358E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    456  3.752653942304E-01  2.537229E-19  2.601596E-12  1.171717E-13  4.031306E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    457  3.809506426681E-01  2.534866E-19  2.597003E-12  1.160230E-13  3.725780E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    458  3.865190953769E-01  2.532554E-19  2.592512E-12  1.149088E-13  3.448988E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    459  3.928522091207E-01  2.529928E-19  2.587413E-12  1.136546E-13  3.159094E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    460  3.991093841216E-01  2.527335E-19  2.582386E-12  1.124290E-13  2.896614E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    461  4.054183851758E-01  2.524723E-19  2.577327E-12  1.112065E-13  2.654035E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    462  4.147392755742E-01  2.520870E-19  2.569871E-12  1.094247E-13  2.332327E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    463  4.232199499949E-01  2.517369E-19  2.563105E-12  1.078284E-13  2.073627E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    464  4.316976825025E-01  2.513875E-19  2.556360E-12  1.062559E-13  1.843697E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    465  4.393401554526E-01  2.510729E-19  2.550295E-12  1.048580E-13  1.658354E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    466  4.465935084243E-01  2.507746E-19  2.544551E-12  1.035483E-13  1.499712E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    467  4.537106765818E-01  2.504823E-19  2.538929E-12  1.022790E-13  1.358808E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    468  4.602314649238E-01  2.502148E-19  2.533788E-12  1.011298E-13  1.241364E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    469  4.709552966107E-01  2.497755E-19  2.525356E-12  9.926788E-14  1.069881E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    470  4.769745726746E-01  2.495293E-19  2.520636E-12  9.823784E-14  9.842278E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    471  4.828178172001E-01  2.492905E-19  2.516062E-12  9.724814E-14  9.076446E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    472  4.927188450138E-01  2.488863E-19  2.508330E-12  9.559387E-14  7.912354E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    473  5.000000000000E-01  2.485896E-19  2.502660E-12  9.439531E-14  7.152680E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
