 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                cl45          cl46          cl47          cl48          cl49          cl50          cl51          ar30 
    180  5.987296131417E-02  2.133529E-14  9.985210E-18  5.170025E-20  4.045922E-24  5.410498E-27  1.000000E-30  1.000000E-30  1.000000E-30
    181  6.018239261751E-02  2.450946E-14  1.155373E-17  6.124000E-20  4.807350E-24  6.550347E-27  1.000000E-30  1.000000E-30  1.000000E-30
    182  6.051941164510E-02  2.842092E-14  1.350381E-17  7.343395E-20  5.784205E-24  8.044547E-27  1.000000E-30  1.000000E-30  1.000000E-30
    183  6.081686890997E-02  3.230614E-14  1.545784E-17  8.599003E-20  6.793712E-24  9.621669E-27  1.000000E-30  1.000000E-30  1.000000E-30
    184  6.107970107709E-02  3.610802E-14  1.738494E-17  9.867623E-20  7.816966E-24  1.125053E-26  1.000000E-30  1.000000E-30  1.000000E-30
    185  6.149099227918E-02  4.282360E-14  2.082164E-17  1.219801E-19  9.704090E-24  1.432443E-26  1.000000E-30  1.000000E-30  1.000000E-30
    186  6.184187848266E-02  4.937171E-14  2.420873E-17  1.457186E-19  1.163492E-23  1.755098E-26  1.000000E-30  1.000000E-30  1.000000E-30
    187  6.212841772032E-02  5.532511E-14  2.731651E-17  1.681189E-19  1.346379E-23  2.067400E-26  1.000000E-30  1.000000E-30  1.000000E-30
    188  6.241083345826E-02  6.176679E-14  3.070722E-17  1.931851E-19  1.551730E-23  2.424982E-26  1.000000E-30  1.000000E-30  1.000000E-30
    189  6.286334795077E-02  7.337322E-14  3.688386E-17  2.403958E-19  1.940246E-23  3.119174E-26  1.000000E-30  1.000000E-30  1.000000E-30
    190  6.324448148531E-02  8.447683E-14  4.286697E-17  2.878792E-19  2.333002E-23  3.841501E-26  1.000000E-30  1.000000E-30  1.000000E-30
    191  6.354755735680E-02  9.426280E-14  4.819439E-17  3.314833E-19  2.695189E-23  4.523573E-26  1.000000E-30  1.000000E-30  1.000000E-30
    192  6.382753282149E-02  1.040981E-13  5.359672E-17  3.768989E-19  3.073801E-23  5.251339E-26  1.117589E-30  1.000000E-30  1.000000E-30
    193  6.429792763326E-02  1.224349E-13  6.378880E-17  4.656597E-19  3.817353E-23  6.719800E-26  1.431695E-30  1.000000E-30  1.000000E-30
    194  6.470641913937E-02  1.403123E-13  7.386521E-17  5.571056E-19  4.587744E-23  8.289773E-26  1.767694E-30  1.000000E-30  1.000000E-30
    195  6.514351188605E-02  1.615829E-13  8.602020E-17  6.719542E-19  5.560684E-23  1.033424E-25  2.205744E-30  1.000000E-30  1.000000E-30
    196  6.551961572666E-02  1.817932E-13  9.772328E-17  7.868931E-19  6.539612E-23  1.245252E-25  2.660114E-30  1.000000E-30  1.000000E-30
    197  6.614173306661E-02  2.192586E-13  1.197892E-16  1.014517E-18  8.491567E-23  1.683657E-25  3.601867E-30  1.000000E-30  1.000000E-30
    198  6.666431851744E-02  2.547555E-13  1.411132E-16  1.247266E-18  1.050322E-22  2.155024E-25  4.616154E-30  1.000000E-30  1.000000E-30
    199  6.714973898932E-02  2.911263E-13  1.633570E-16  1.502653E-18  1.272621E-22  2.695985E-25  5.782030E-30  1.000000E-30  1.000000E-30
    200  6.763365269933E-02  3.308393E-13  1.880707E-16  1.800609E-18  1.533762E-22  3.355085E-25  7.204747E-30  1.000000E-30  1.000000E-30
    201  6.810748363549E-02  3.729955E-13  2.147781E-16  2.138939E-18  1.832363E-22  4.136882E-25  8.895041E-30  1.000000E-30  1.000000E-30
    202  6.886988901479E-02  4.475067E-13  2.631308E-16  2.793114E-18  2.415131E-22  5.738805E-25  1.236619E-29  1.000000E-30  1.000000E-30
    203  6.932442343830E-02  4.959239E-13  2.953106E-16  3.257371E-18  2.832485E-22  6.940915E-25  1.497668E-29  1.000000E-30  1.000000E-30
    204  6.977291475786E-02  5.464718E-13  3.295281E-16  3.775728E-18  3.301727E-22  8.341456E-25  1.802330E-29  1.000000E-30  1.000000E-30
    205  7.051837306122E-02  6.360720E-13  3.917491E-16  4.783447E-18  4.222721E-22  1.122681E-24  2.431490E-29  1.000000E-30  1.000000E-30
    206  7.120724846930E-02  7.246397E-13  4.552289E-16  5.898231E-18  5.253410E-22  1.464783E-24  3.179648E-29  1.000000E-30  1.000000E-30
    207  7.185571854523E-02  8.125264E-13  5.201795E-16  7.130064E-18  6.404935E-22  1.868400E-24  4.064854E-29  1.000000E-30  1.000000E-30
    208  7.250556240022E-02  9.040243E-13  5.899658E-16  8.559642E-18  7.756147E-22  2.368242E-24  5.164282E-29  1.000000E-30  1.000000E-30
    209  7.308358088908E-02  9.877256E-13  6.558120E-16  1.001192E-17  9.143424E-22  2.908356E-24  6.355645E-29  1.000000E-30  1.000000E-30
    210  7.365083251161E-02  1.071673E-12  7.238399E-16  1.162040E-17  1.069536E-21  3.542226E-24  7.757601E-29  1.000000E-30  1.000000E-30
    211  7.420607479025E-02  1.154863E-12  7.933573E-16  1.338323E-17  1.241339E-21  4.278148E-24  9.389736E-29  1.000000E-30  1.000000E-30
    212  7.477269193766E-02  1.240388E-12  8.671308E-16  1.539107E-17  1.439022E-21  5.166384E-24  1.136521E-28  1.000000E-30  1.000000E-30
    213  7.532671922740E-02  1.324732E-12  9.422224E-16  1.758254E-17  1.656977E-21  6.193130E-24  1.365522E-28  1.000000E-30  1.000000E-30
    214  7.590819975934E-02  1.413540E-12  1.023970E-15  2.014571E-17  1.914565E-21  7.466642E-24  1.650399E-28  1.000000E-30  1.000000E-30
    215  7.648106882397E-02  1.501199E-12  1.107481E-15  2.296159E-17  2.200568E-21  8.951558E-24  1.983573E-28  1.000000E-30  1.000000E-30
    216  7.706864365518E-02  1.591725E-12  1.196667E-15  2.619057E-17  2.531997E-21  1.075793E-23  2.390113E-28  1.000000E-30  1.000000E-30
    217  7.765097184480E-02  1.682444E-12  1.289031E-15  2.977723E-17  2.904021E-21  1.288615E-23  2.870568E-28  1.000000E-30  1.000000E-30
    218  7.824188421090E-02  1.775863E-12  1.387254E-15  3.386261E-17  3.332226E-21  1.545677E-23  3.452704E-28  1.000000E-30  1.000000E-30
    219  7.883216312169E-02  1.871572E-12  1.490904E-15  3.846602E-17  3.819691E-21  1.852553E-23  4.149798E-28  1.000000E-30  1.000000E-30
    220  7.934760137230E-02  1.958330E-12  1.587138E-15  4.299137E-17  4.303325E-21  2.170459E-23  4.874000E-28  1.000000E-30  1.000000E-30
    221  7.991019390762E-02  2.057243E-12  1.699244E-15  4.855351E-17  4.903076E-21  2.581545E-23  5.813071E-28  1.000000E-30  1.000000E-30
    222  8.044081450283E-02  2.155897E-12  1.813166E-15  5.450048E-17  5.549953E-21  3.043699E-23  6.871730E-28  1.000000E-30  1.000000E-30
    223  8.103419684334E-02  2.274948E-12  1.952647E-15  6.213422E-17  6.387472E-21  3.667316E-23  8.304275E-28  1.000000E-30  1.000000E-30
    224  8.158988408622E-02  2.396759E-12  2.097169E-15  7.041325E-17  7.303641E-21  4.378441E-23  9.942521E-28  1.000000E-30  1.000000E-30
    225  8.219791245697E-02  2.544186E-12  2.273978E-15  8.099569E-17  8.484826E-21  5.334202E-23  1.215079E-27  1.000000E-30  1.000000E-30
    226  8.273529679330E-02  2.689914E-12  2.450234E-15  9.197965E-17  9.720971E-21  6.375184E-23  1.456286E-27  1.150272E-30  1.000000E-30
    227  8.327310875316E-02  2.853393E-12  2.649382E-15  1.048559E-16  1.118130E-20  7.651692E-23  1.752881E-27  1.422415E-30  1.000000E-30
    228  8.381967664174E-02  3.039902E-12  2.878541E-15  1.202525E-16  1.294146E-20  9.250099E-23  2.125331E-27  1.776082E-30  1.000000E-30
    229  8.442137901789E-02  3.272241E-12  3.166975E-15  1.404635E-16  1.527216E-20  1.145510E-22  2.640732E-27  2.279778E-30  1.000000E-30
    230  8.496109010092E-02  3.508680E-12  3.463702E-15  1.621574E-16  1.779569E-20  1.394177E-22  3.223810E-27  2.866207E-30  1.000000E-30
    231  8.556251684447E-02  3.804882E-12  3.840786E-15  1.910478E-16  2.118771E-20  1.742976E-22  4.044410E-27  3.716450E-30  1.000000E-30
    232  8.609514523980E-02  4.097274E-12  4.219278E-15  2.215220E-16  2.480015E-20  2.130898E-22  4.960175E-27  4.694181E-30  1.000000E-30
    233  8.668730402486E-02  4.457135E-12  4.693875E-15  2.617922E-16  2.962148E-20  2.672170E-22  6.242467E-27  6.105754E-30  1.000000E-30
    234  8.725638446658E-02  4.836701E-12  5.205692E-15  3.078218E-16  3.519188E-20  3.327891E-22  7.801765E-27  7.878592E-30  1.000000E-30
    235  8.784892152766E-02  5.263392E-12  5.796166E-15  3.643889E-16  4.211604E-20  4.184301E-22  9.846361E-27  1.028206E-29  1.000000E-30
    236  8.837914431516E-02  5.668857E-12  6.373220E-15  4.233829E-16  4.942068E-20  5.133322E-22  1.212100E-26  1.304531E-29  1.000000E-30
    237  8.927467123273E-02  6.391510E-12  7.444451E-15  5.432088E-16  6.449122E-20  7.225376E-22  1.716211E-26  1.944567E-29  1.000000E-30
    238  9.009385267910E-02  7.066216E-12  8.505231E-15  6.767958E-16  8.162963E-20  9.807816E-22  2.342607E-26  2.783602E-29  1.000000E-30
    239  9.088007009323E-02  7.699352E-12  9.568343E-15  8.280577E-16  1.014240E-19  1.303987E-21  3.131678E-26  3.896779E-29  1.000000E-30
    240  9.160938796651E-02  8.246200E-12  1.056041E-14  9.885233E-16  1.228483E-19  1.682703E-21  4.062247E-26  5.277645E-29  1.000000E-30
    241  9.231864750676E-02  8.720580E-12  1.150306E-14  1.162849E-15  1.465971E-19  2.136625E-21  5.184746E-26  7.027394E-29  1.000000E-30
    242  9.335415502949E-02  9.283152E-12  1.279318E-14  1.448461E-15  1.865309E-19  2.979373E-21  7.285899E-26  1.051334E-28  1.000000E-30
    243  9.429165011748E-02  9.642086E-12  1.383462E-14  1.737516E-15  2.281984E-19  3.963332E-21  9.762226E-26  1.491719E-28  1.000000E-30
    244  9.514750284226E-02  9.849441E-12  1.467044E-14  2.027343E-15  2.711776E-19  5.087800E-21  1.261693E-25  2.032556E-28  1.000000E-30
    245  9.592869681963E-02  9.950270E-12  1.534247E-14  2.315283E-15  3.149985E-19  6.345561E-21  1.583591E-25  2.678562E-28  1.000000E-30
    246  9.638259128200E-02  9.978759E-12  1.570241E-14  2.494991E-15  3.428632E-19  7.200726E-21  1.803764E-25  3.139401E-28  1.000000E-30
    247  9.686466198075E-02  9.989893E-12  1.606574E-14  2.697054E-15  3.746304E-19  8.225606E-21  2.068850E-25  3.712434E-28  1.000000E-30
    248  9.745016881397E-02  9.985370E-12  1.649262E-14  2.961073E-15  4.167643E-19  9.661479E-21  2.442176E-25  4.549064E-28  1.000000E-30
    249  9.798964068785E-02  9.973486E-12  1.688703E-14  3.226677E-15  4.597705E-19  1.120906E-20  2.846705E-25  5.489594E-28  1.000000E-30
    250  9.892639389759E-02  9.968399E-12  1.763162E-14  3.757072E-15  5.471003E-19  1.456857E-20  3.730981E-25  7.646023E-28  1.000000E-30
    251  9.977784733458E-02  1.002984E-11  1.847039E-14  4.350089E-15  6.463438E-19  1.866358E-20  4.817274E-25  1.043979E-27  1.000000E-30
    252  1.005622893962E-01  1.020405E-11  1.951300E-14  5.044139E-15  7.637605E-19  2.377995E-20  6.183475E-25  1.411629E-27  1.000000E-30
    253  1.013070552067E-01  1.054413E-11  2.090788E-14  5.908415E-15  9.110853E-19  3.048851E-20  7.985142E-25  1.916136E-27  1.000000E-30
    254  1.019791947326E-01  1.107649E-11  2.270315E-14  6.957511E-15  1.090933E-18  3.898488E-20  1.027841E-24  2.581204E-27  1.000000E-30
    255  1.025982572428E-01  1.184434E-11  2.503756E-14  8.272522E-15  1.317521E-18  5.004162E-20  1.327605E-24  3.477931E-27  1.000000E-30
    256  1.032644197032E-01  1.309248E-11  2.862009E-14  1.025865E-14  1.661859E-18  6.742706E-20  1.801099E-24  4.939514E-27  1.000000E-30
    257  1.039121745974E-01  1.490118E-11  3.366623E-14  1.306984E-14  2.153046E-18  9.319307E-20  2.506256E-24  7.189292E-27  1.000000E-30
    258  1.045193471709E-01  1.734469E-11  4.043047E-14  1.692420E-14  2.832712E-18  1.303342E-19  3.527794E-24  1.055863E-26  1.000000E-30
    259  1.051181778144E-01  2.072846E-11  4.984548E-14  2.248522E-14  3.823760E-18  1.869309E-19  5.092557E-24  1.589907E-26  1.000000E-30
    260  1.056826419982E-01  2.511751E-11  6.221490E-14  3.012692E-14  5.201448E-18  2.693324E-19  7.382973E-24  2.399199E-26  1.000000E-30
    261  1.062431336111E-01  3.102589E-11  7.916417E-14  4.115049E-14  7.213493E-18  3.956165E-19  1.091248E-23  3.691142E-26  1.000000E-30
    262  1.068146627648E-01  3.914878E-11  1.029863E-13  5.756901E-14  1.025088E-17  5.963411E-19  1.655543E-23  5.835026E-26  1.000000E-30
    263  1.073656177930E-01  4.961816E-11  1.344597E-13  8.064750E-14  1.458100E-17  8.981453E-19  2.509125E-23  9.203693E-26  1.000000E-30
    264  1.079139362418E-01  6.343426E-11  1.770978E-13  1.139878E-13  2.092721E-17  1.364996E-18  3.837567E-23  1.465091E-25  1.000000E-30
    265  1.084202130578E-01  8.005860E-11  2.297943E-13  1.579194E-13  2.940983E-17  2.023008E-18  5.721224E-23  2.266930E-25  1.000000E-30
    266  1.089957947327E-01  1.047654E-10  3.104215E-13  2.299094E-13  4.352455E-17  3.181469E-18  9.058791E-23  3.745291E-25  1.000000E-30
    267  1.095139929398E-01  1.337830E-10  4.080045E-13  3.233719E-13  6.213738E-17  4.798894E-18  1.374904E-22  5.907738E-25  1.000000E-30
    268  1.100036617482E-01  1.687441E-10  5.289650E-13  4.471491E-13  8.715186E-17  7.092145E-18  2.043992E-22  9.110454E-25  1.000000E-30
    269  1.105581599754E-01  2.194228E-10  7.097537E-13  6.456422E-13  1.279023E-16  1.104701E-17  3.205498E-22  1.489686E-24  1.000000E-30
    270  1.111738162549E-01  2.932442E-10  9.824942E-13  9.700402E-13  1.957083E-16  1.806657E-17  5.282660E-22  2.572416E-24  1.000000E-30
    271  1.117276452796E-01  3.799743E-10  1.314407E-12  1.397753E-12  2.867295E-16  2.811383E-17  8.278261E-22  4.205526E-24  1.000000E-30
    272  1.122547306619E-01  4.850437E-10  1.730149E-12  1.975408E-12  4.117674E-16  4.277373E-17  1.268055E-21  6.708935E-24  1.000000E-30
    273  1.128196390807E-01  6.279700E-10  2.315546E-12  2.854275E-12  6.053794E-16  6.692557E-17  1.998735E-21  1.104859E-23  1.000000E-30
    274  1.134172103791E-01  8.218100E-10  3.139610E-12  4.198910E-12  9.072648E-16  1.071741E-16  3.226221E-21  1.868673E-23  1.000000E-30
    275  1.139661173569E-01  1.047994E-09  4.137439E-12  5.967111E-12  1.311761E-15  1.647564E-16  4.996371E-21  3.021843E-23  1.000000E-30
    276  1.145721141816E-01  1.363317E-09  5.582959E-12  8.755458E-12  1.962157E-15  2.638176E-16  8.066949E-21  5.119271E-23  1.000000E-30
    277  1.151138636995E-01  1.715922E-09  7.262754E-12  1.228056E-11  2.800478E-15  4.003205E-16  1.233306E-20  8.172790E-23  1.000000E-30
    278  1.160623872824E-01  2.537353E-09  1.138623E-11  2.199390E-11  5.172948E-15  8.239693E-16  2.572645E-20  1.840379E-22  1.000000E-30
    279  1.166131253687E-01  3.159749E-09  1.467463E-11  3.064061E-11  7.339005E-15  1.245444E-15  3.919461E-20  2.932522E-22  1.000000E-30
    280  1.171578902390E-01  3.902738E-09  1.875694E-11  4.231772E-11  1.032190E-14  1.865605E-15  5.917814E-20  4.629954E-22  1.000000E-30
    281  1.179966344325E-01  5.341859E-09  2.707935E-11  6.890149E-11  1.728949E-14  3.446130E-15  1.106762E-19  9.281100E-22  1.000000E-30
    282  1.184626561866E-01  6.319144E-09  3.300618E-11  8.982234E-11  2.290148E-14  4.821559E-15  1.559359E-19  1.359492E-21  1.000000E-30
    283  1.189221956404E-01  7.423918E-09  3.994571E-11  1.161917E-10  3.009825E-14  6.689874E-15  2.178721E-19  1.974110E-21  1.000000E-30
    284  1.197605220964E-01  9.850216E-09  5.598233E-11  1.840625E-10  4.909551E-14  1.205654E-14  3.977446E-19  3.868646E-21  1.000000E-30
    285  1.205341475296E-01  1.261617E-08  7.546220E-11  2.780504E-10  7.622527E-14  2.053920E-14  6.858397E-19  7.126457E-21  1.000000E-30
    286  1.212540834288E-01  1.570428E-08  9.856110E-11  4.041334E-10  1.136887E-13  3.342092E-14  1.128826E-18  1.248041E-20  1.000000E-30
    287  1.219299358624E-01  1.909950E-08  1.254637E-10  5.691996E-10  1.641017E-13  5.238315E-14  1.788677E-18  2.097252E-20  1.000000E-30
    288  1.225766858039E-01  2.282814E-08  1.567120E-10  7.836616E-10  2.313598E-13  7.995153E-14  2.759013E-18  3.423572E-20  1.000000E-30
    289  1.231854533608E-01  2.679383E-08  1.917974E-10  1.051875E-09  3.176360E-13  1.183421E-13  4.125114E-18  5.401367E-20  1.000000E-30
    290  1.237219182154E-01  3.066767E-08  2.278441E-10  1.356180E-09  4.178350E-13  1.664110E-13  5.852884E-18  8.037927E-20  1.000000E-30
    291  1.242404039059E-01  3.475247E-08  2.677111E-10  1.725318E-09  5.420741E-13  2.303443E-13  8.172660E-18  1.175636E-19  1.000000E-30
    292  1.248086455930E-01  3.961612E-08  3.176272E-10  2.234350E-09  7.173668E-13  3.273970E-13  1.172911E-17  1.775760E-19  1.000000E-30
    293  1.253177247642E-01  4.431913E-08  3.683976E-10  2.804659E-09  9.182589E-13  4.469576E-13  1.615329E-17  2.560990E-19  1.000000E-30
    294  1.258810647447E-01  4.988593E-08  4.317043E-10  3.588575E-09  1.200855E-12  6.279254E-13  2.291689E-17  3.824778E-19  1.000000E-30
    295  1.264205598797E-01  5.555545E-08  4.998148E-10  4.521386E-09  1.545273E-12  8.657289E-13  3.189672E-17  5.593621E-19  1.000000E-30
    296  1.270317883483E-01  6.235407E-08  5.864451E-10  5.842566E-09  2.045603E-12  1.239860E-12  4.618000E-17  8.569031E-19  1.000000E-30
    297  1.275757308169E-01  6.870261E-08  6.724174E-10  7.304002E-09  2.613361E-12  1.699649E-12  6.392745E-17  1.247813E-18  1.000000E-30
    298  1.286048671531E-01  8.132313E-08  8.589988E-10  1.100122E-08  4.103395E-12  3.052531E-12  1.169910E-16  2.515257E-18  1.000000E-30
    299  1.290949488661E-01  8.754599E-08  9.593178E-10  1.329930E-08  5.061127E-12  4.016398E-12  1.553395E-16  3.498816E-18  1.000000E-30
    300  1.295345101683E-01  9.319560E-08  1.055656E-09  1.571764E-08  6.090941E-12  5.123415E-12  1.997938E-16  4.692800E-18  1.000000E-30
    301  1.303954523490E-01  1.043241E-07  1.261772E-09  2.162182E-08  8.685414E-12  8.194151E-12  3.248071E-16  8.287251E-18  1.000000E-30
    302  1.308549873199E-01  1.102321E-07  1.381175E-09  2.552909E-08  1.045569E-11  1.049278E-11  4.196165E-16  1.119415E-17  1.000000E-30
    303  1.312776310019E-01  1.156001E-07  1.496580E-09  2.966659E-08  1.237043E-11  1.314343E-11  5.299468E-16  1.473193E-17  1.000000E-30
    304  1.320787884157E-01  1.254711E-07  1.729165E-09  3.916373E-08  1.690185E-11  2.002270E-11  8.201196E-16  2.466359E-17  1.000000E-30
    305  1.327308179063E-01  1.330690E-07  1.930611E-09  4.877868E-08  2.165586E-11  2.805028E-11  1.163929E-15  3.733722E-17  1.000000E-30
    306  1.333821207310E-01  1.401184E-07  2.141015E-09  6.038947E-08  2.758774E-11  3.909295E-11  1.643555E-15  5.626407E-17  1.000000E-30
    307  1.339749669338E-01  1.459381E-07  2.338587E-09  7.295001E-08  3.421268E-11  5.263752E-11  2.239879E-15  8.138590E-17  1.000000E-30
    308  1.345530840576E-01  1.509523E-07  2.534756E-09  8.728286E-08  4.200651E-11  7.006308E-11  3.017071E-15  1.162311E-16  1.000000E-30
    309  1.351098094661E-01  1.550746E-07  2.724926E-09  1.032751E-07  5.096697E-11  9.193021E-11  4.004795E-15  1.632902E-16  1.000000E-30
    310  1.359304916944E-01  1.597143E-07  3.002563E-09  1.311779E-07  6.720511E-11  1.361478E-10  6.034359E-15  2.676805E-16  1.000000E-30
    311  1.363572082699E-01  1.613829E-07  3.143318E-09  1.479267E-07  7.728896E-11  1.663880E-10  7.441898E-15  3.450217E-16  1.000000E-30
    312  1.367788244083E-01  1.624997E-07  3.278495E-09  1.661371E-07  8.851558E-11  2.024214E-10  9.135671E-15  4.425387E-16  1.000000E-30
    313  1.375777712339E-01  1.631401E-07  3.520409E-09  2.053877E-07  1.135927E-10  2.914609E-10  1.338367E-14  7.048992E-16  1.000000E-30
    314  1.380438267916E-01  1.626132E-07  3.650651E-09  2.313177E-07  1.307792E-10  3.590037E-10  1.665414E-14  9.213519E-16  1.000000E-30
    315  1.384690951451E-01  1.615403E-07  3.760742E-09  2.570816E-07  1.483123E-10  4.331739E-10  2.028414E-14  1.173955E-15  1.000000E-30
    316  1.391087445178E-01  1.589375E-07  3.909497E-09  2.997666E-07  1.783185E-10  5.720232E-10  2.716980E-14  1.683582E-15  1.000000E-30
    317  1.397002518981E-01  1.555422E-07  4.027389E-09  3.435610E-07  2.102985E-10  7.360861E-10  3.543024E-14  2.339535E-15  1.000000E-30
    318  1.402705851668E-01  1.514341E-07  4.121459E-09  3.899076E-07  2.453989E-10  9.347811E-10  4.558012E-14  3.201331E-15  1.000000E-30
    319  1.408634912375E-01  1.463916E-07  4.197908E-09  4.426395E-07  2.868317E-10  1.193837E-09  5.900784E-14  4.421071E-15  1.000000E-30
    320  1.414089642241E-01  1.411875E-07  4.249535E-09  4.953100E-07  3.297654E-10  1.489724E-09  7.456739E-14  5.931232E-15  1.000000E-30
    321  1.419220762512E-01  1.358849E-07  4.281854E-09  5.485911E-07  3.747286E-10  1.829132E-09  9.265869E-14  7.799386E-15  1.000000E-30
    322  1.422771704232E-01  1.319940E-07  4.294206E-09  5.877003E-07  4.086791E-10  2.105364E-09  1.075451E-13  9.416058E-15  1.000000E-30
    323  1.426029315631E-01  1.283122E-07  4.299082E-09  6.252387E-07  4.420030E-10  2.392963E-09  1.231801E-13  1.118342E-14  1.000000E-30
    324  1.430135230101E-01  1.235577E-07  4.296948E-09  6.748242E-07  4.871170E-10  2.808114E-09  1.459671E-13  1.387479E-14  1.000000E-30
    325  1.434683796643E-01  1.181836E-07  4.284220E-09  7.327613E-07  5.413866E-10  3.346658E-09  1.758634E-13  1.759284E-14  1.000000E-30
    326  1.440315208021E-01  1.114260E-07  4.253642E-09  8.089974E-07  6.153044E-10  4.148827E-09  2.209956E-13  2.355988E-14  1.000000E-30
    327  1.445490332405E-01  1.051492E-07  4.210918E-09  8.837171E-07  6.904329E-10  5.045274E-09  2.721469E-13  3.077183E-14  1.000000E-30
    328  1.451370980342E-01  9.807390E-08  4.148741E-09  9.741418E-07  7.848546E-10  6.286901E-09  3.440425E-13  4.160836E-14  1.000000E-30
    329  1.457052374241E-01  9.135708E-08  4.076198E-09  1.067192E-06  8.859737E-10  7.758659E-09  4.305864E-13  5.559414E-14  1.000000E-30
    330  1.463107957421E-01  8.432917E-08  3.984399E-09  1.172808E-06  1.005517E-09  9.690578E-09  5.459870E-13  7.562139E-14  1.000000E-30
    331  1.468752132891E-01  7.798849E-08  3.888467E-09  1.277430E-06  1.128871E-09  1.190155E-08  6.801529E-13  1.006192E-13  1.000000E-30
    332  1.475510939381E-01  7.072690E-08  3.762915E-09  1.410628E-06  1.293010E-09  1.518830E-08  8.830322E-13  1.414305E-13  1.000000E-30
    333  1.481899111058E-01  6.418170E-08  3.632776E-09  1.544619E-06  1.466115E-09  1.909037E-08  1.128271E-12  1.949146E-13  1.000000E-30
    334  1.491767377555E-01  5.479789E-08  3.416397E-09  1.767362E-06  1.771604E-09  2.708349E-08  1.642365E-12  3.192557E-13  1.000000E-30
    335  1.497116139607E-01  5.010691E-08  3.293614E-09  1.895947E-06  1.958180E-09  3.267543E-08  2.009628E-12  4.166778E-13  1.000000E-30
    336  1.502421520731E-01  4.569204E-08  3.166493E-09  2.028899E-06  2.159076E-09  3.932523E-08  2.453002E-12  5.424560E-13  1.000000E-30
    337  1.509052103900E-01  4.056722E-08  3.004873E-09  2.202396E-06  2.433702E-09  4.948308E-08  3.142125E-12  7.535123E-13  1.000000E-30
    338  1.515352476696E-01  3.609559E-08  2.849709E-09  2.374330E-06  2.720256E-09  6.143907E-08  3.968677E-12  1.028466E-12  1.000000E-30
    339  1.521327102765E-01  3.216577E-08  2.699203E-09  2.543246E-06  3.016327E-09  7.533505E-08  4.946765E-12  1.380585E-12  1.000000E-30
    340  1.526678407657E-01  2.892185E-08  2.564329E-09  2.698921E-06  3.302534E-09  9.030389E-08  6.018291E-12  1.795734E-12  1.000000E-30
    341  1.532481602429E-01  2.569210E-08  2.419089E-09  2.871709E-06  3.636063E-09  1.097350E-07  7.433020E-12  2.385610E-12  1.000000E-30
    342  1.535863948111E-01  2.393789E-08  2.334784E-09  2.973973E-06  3.841781E-09  1.228407E-07  8.400501E-12  2.813791E-12  1.000000E-30
    343  1.538995751697E-01  2.238579E-08  2.256198E-09  3.069475E-06  4.039789E-09  1.363189E-07  9.405383E-12  3.278158E-12  1.000000E-30
    344  1.546020187628E-01  1.918742E-08  2.082458E-09  3.285674E-06  4.510439E-09  1.718327E-07  1.209629E-11  4.611556E-12  1.000000E-30
    345  1.552062305672E-01  1.673446E-08  1.936648E-09  3.472426E-06  4.944430E-09  2.091976E-07  1.498613E-11  6.174609E-12  1.000000E-30
    346  1.557875935888E-01  1.460290E-08  1.798550E-09  3.651089E-06  5.386721E-09  2.523128E-07  1.838408E-11  8.166892E-12  1.000000E-30
    347  1.566447447202E-01  1.184941E-08  1.601116E-09  3.909077E-06  6.080538E-09  3.312862E-07  2.475690E-11  1.230026E-11  1.000000E-30
    348  1.574294426159E-01  9.708601E-09  1.429205E-09  4.134818E-06  6.754452E-09  4.230132E-07  3.236218E-11  1.782948E-11  1.000000E-30
    349  1.581710514975E-01  7.968970E-09  1.273129E-09  4.333583E-06  7.418128E-09  5.307275E-07  4.152420E-11  2.524929E-11  1.000000E-30
    350  1.588328903187E-01  6.638627E-09  1.141623E-09  4.494919E-06  8.025494E-09  6.470202E-07  5.165798E-11  3.432354E-11  1.000000E-30
    351  1.594606073659E-01  5.547187E-09  1.023499E-09  4.630106E-06  8.607021E-09  7.776905E-07  6.330577E-11  4.578045E-11  1.000000E-30
    352  1.600565792087E-01  4.645160E-09  9.168047E-10  4.738873E-06  9.155929E-09  9.227416E-07  7.652097E-11  6.000919E-11  1.000000E-30
    353  1.607059625219E-01  3.803076E-09  8.082084E-10  4.832388E-06  9.741110E-09  1.106356E-06  9.363996E-11  8.025848E-11  1.000000E-30
    354  1.613957576202E-01  3.048850E-09  7.013156E-10  4.898848E-06  1.033429E-08  1.333702E-06  1.153807E-10  1.087560E-10  1.000000E-30
    355  1.620398820205E-01  2.456747E-09  6.088756E-10  4.926207E-06  1.084668E-08  1.579012E-06  1.394514E-10  1.437574E-10  1.000000E-30
    356  1.627691861850E-01  1.905089E-09  5.140909E-10  4.913740E-06  1.136167E-08  1.896879E-06  1.715240E-10  1.958190E-10  1.000000E-30
    357  1.634667099868E-01  1.476611E-09  4.325691E-10  4.855463E-06  1.176997E-08  2.242606E-06  2.074624E-10  2.613426E-10  1.000000E-30
    358  1.645369737572E-01  9.760239E-10  3.247551E-10  4.675576E-06  1.219638E-08  2.851790E-06  2.733352E-10  4.010652E-10  1.000000E-30
    359  1.651200899964E-01  7.700648E-10  2.748138E-10  4.533086E-06  1.231222E-08  3.220902E-06  3.148075E-10  5.023091E-10  1.000000E-30
