 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                mg23          mg24          mg25          mg26          mg27          mg28          mg29          mg30 
    354  1.613957576202E-01  1.000000E-30  2.623108E-17  1.917863E-16  7.131783E-15  1.273317E-15  1.319445E-14  3.211648E-12  2.595730E-11
    355  1.620398820205E-01  1.000000E-30  2.479764E-17  1.808716E-16  6.739375E-15  1.201589E-15  1.241100E-14  3.244189E-12  2.603853E-11
    356  1.627691861850E-01  1.000000E-30  2.327423E-17  1.693092E-16  6.322811E-15  1.125554E-15  1.158548E-14  3.283012E-12  2.616334E-11
    357  1.634667099868E-01  1.000000E-30  2.190920E-17  1.589826E-16  5.949957E-15  1.057597E-15  1.085171E-14  3.322144E-12  2.631431E-11
    358  1.645369737572E-01  1.000000E-30  1.997532E-17  1.444120E-16  5.422445E-15  9.616291E-16  9.822249E-15  3.385997E-12  2.660421E-11
    359  1.651200899964E-01  1.000000E-30  1.899544E-17  1.370587E-16  5.155525E-15  9.131557E-16  9.305577E-15  3.422372E-12  2.678834E-11
    360  1.656939516385E-01  1.000000E-30  1.807937E-17  1.302018E-16  4.906181E-15  8.679292E-16  8.825185E-15  3.459510E-12  2.698873E-11
    361  1.664404283242E-01  1.000000E-30  1.695299E-17  1.217977E-16  4.599930E-15  8.124599E-16  8.238799E-15  3.509256E-12  2.727353E-11
    362  1.671401020014E-01  1.000000E-30  1.595922E-17  1.144087E-16  4.330036E-15  7.636535E-16  7.725348E-15  3.557120E-12  2.756276E-11
    363  1.682228463170E-01  1.000000E-30  1.453208E-17  1.038408E-16  3.942926E-15  6.937862E-16  6.994152E-15  3.633785E-12  2.805334E-11
    364  1.688914277275E-01  1.000000E-30  1.371093E-17  9.778627E-17  3.720488E-15  6.537198E-16  6.577180E-15  3.681901E-12  2.837592E-11
    365  1.695862681704E-01  1.000000E-30  1.290352E-17  9.185106E-17  3.501942E-15  6.144155E-16  6.169502E-15  3.732713E-12  2.872772E-11
    366  1.708796298676E-01  1.000000E-30  1.151223E-17  8.167192E-17  3.125859E-15  5.469343E-16  5.473472E-15  3.827433E-12  2.941165E-11
    367  1.720689125062E-01  1.000000E-30  1.034995E-17  7.321590E-17  2.812092E-15  4.908009E-16  4.897933E-15  3.913825E-12  3.006567E-11
    368  1.730357271347E-01  1.000000E-30  9.478200E-18  6.690472E-17  2.577007E-15  4.488551E-16  4.470070E-15  3.981718E-12  3.060043E-11
    369  1.739185931198E-01  1.000000E-30  8.735749E-18  6.155091E-17  2.376925E-15  4.132364E-16  4.108120E-15  4.041508E-12  3.108765E-11
    370  1.748109107026E-01  1.000000E-30  8.032399E-18  5.649843E-17  2.187490E-15  3.795889E-16  3.767462E-15  4.098208E-12  3.156652E-11
    371  1.757092013639E-01  1.000000E-30  7.370184E-18  5.175830E-17  2.009189E-15  3.479907E-16  3.448543E-15  4.151331E-12  3.203289E-11
    372  1.765567714958E-01  1.000000E-30  6.784171E-18  4.757837E-17  1.851453E-15  3.200998E-16  3.167943E-15  4.196379E-12  3.244720E-11
    373  1.775373762473E-01  1.000000E-30  6.151138E-18  4.307776E-17  1.681046E-15  2.900396E-16  2.866321E-15  4.241849E-12  3.289061E-11
    374  1.784803688374E-01  1.000000E-30  5.585008E-18  3.906682E-17  1.528638E-15  2.632218E-16  2.598035E-15  4.277439E-12  3.326932E-11
    375  1.795112536071E-01  1.000000E-30  5.011456E-18  3.501594E-17  1.374153E-15  2.361087E-16  2.327457E-15  4.306302E-12  3.362152E-11
    376  1.804824008025E-01  1.000000E-30  4.511980E-18  3.149923E-17  1.239544E-15  2.125460E-16  2.092911E-15  4.322560E-12  3.388301E-11
    377  1.815169070317E-01  1.000000E-30  4.021472E-18  2.805491E-17  1.107221E-15  1.894445E-16  1.863431E-15  4.327498E-12  3.407955E-11
    378  1.825428215499E-01  1.000000E-30  3.575203E-18  2.492942E-17  9.866977E-16  1.684597E-16  1.655419E-15  4.318657E-12  3.418073E-11
    379  1.841355644659E-01  1.000000E-30  2.957594E-18  2.061583E-17  8.195855E-16  1.394612E-16  1.368610E-15  4.277133E-12  3.414351E-11
    380  1.856860183354E-01  1.000000E-30  2.438281E-18  1.699863E-17  6.786755E-16  1.151083E-16  1.128313E-15  4.203085E-12  3.386549E-11
    381  1.870847965371E-01  1.000000E-30  2.033733E-18  1.418634E-17  5.685633E-16  9.614933E-17  9.415974E-16  4.108145E-12  3.340696E-11
    382  1.883699545972E-01  1.000000E-30  1.711121E-18  1.194647E-17  4.804662E-16  8.103195E-17  7.929411E-16  3.998268E-12  3.281429E-11
    383  1.895671856375E-01  1.000000E-30  1.449211E-18  1.012929E-17  4.086993E-16  6.875479E-17  6.723590E-16  3.877364E-12  3.211843E-11
    384  1.907324824205E-01  1.000000E-30  1.226894E-18  8.587235E-18  3.475632E-16  5.832663E-17  5.700430E-16  3.743566E-12  3.131303E-11
    385  1.917913284253E-01  1.000000E-30  1.050318E-18  7.362385E-18  2.988295E-16  5.003653E-17  4.887770E-16  3.609534E-12  3.047959E-11
    386  1.928179034582E-01  1.000000E-30  8.999999E-19  6.319204E-18  2.571864E-16  4.297056E-17  4.195609E-16  3.468999E-12  2.958262E-11
    387  1.939781308337E-01  1.000000E-30  7.525280E-19  5.295077E-18  2.161646E-16  3.602827E-17  3.516062E-16  3.299368E-12  2.847477E-11
    388  1.950365569225E-01  1.000000E-30  6.364897E-19  4.488347E-18  1.837391E-16  3.055547E-17  2.980705E-16  3.135706E-12  2.738302E-11
    389  1.963061656501E-01  1.000000E-30  5.179076E-19  3.662733E-18  1.504370E-16  2.495026E-17  2.432754E-16  2.930292E-12  2.598489E-11
    390  1.975160386553E-01  1.000000E-30  4.231801E-19  3.001903E-18  1.236811E-16  2.046024E-17  1.994101E-16  2.727450E-12  2.457632E-11
    391  1.988970783448E-01  1.000000E-30  3.337418E-19  2.376403E-18  9.825750E-17  1.620693E-17  1.578826E-16  2.490139E-12  2.289453E-11
    392  2.001908516564E-01  1.000000E-30  2.653851E-19  1.896899E-18  7.869027E-17  1.294385E-17  1.260425E-16  2.265464E-12  2.126936E-11
    393  2.023233395230E-01  1.000000E-30  1.792320E-19  1.289880E-18  5.379759E-17  8.809258E-18  8.572676E-17  1.898357E-12  1.854276E-11
    394  2.035207364909E-01  1.000000E-30  1.426238E-19  1.030635E-18  4.311405E-17  7.041962E-18  6.850598E-17  1.698474E-12  1.701835E-11
    395  2.047171141817E-01  1.000000E-30  1.128586E-19  8.190193E-19  3.436363E-17  5.598572E-18  5.444793E-17  1.506034E-12  1.552091E-11
    396  2.061861175315E-01  1.000000E-30  8.402961E-20  6.131173E-19  2.581773E-17  4.193363E-18  4.076895E-17  1.282941E-12  1.374352E-11
    397  2.075162532616E-01  1.000000E-30  6.390191E-20  4.686199E-19  1.979801E-17  3.206809E-18  3.117059E-17  1.095976E-12  1.221350E-11
    398  2.088103947538E-01  1.000000E-30  4.868308E-20  3.588152E-19  1.520882E-17  2.456994E-18  2.387919E-17  9.294418E-13  1.081254E-11
    399  2.102374295066E-01  1.000000E-30  3.586590E-20  2.658462E-19  1.130826E-17  1.821838E-18  1.770709E-17  7.646299E-13  9.381452E-12
    400  2.116254943500E-01  1.000000E-30  2.652000E-20  1.976722E-19  8.436947E-18  1.355944E-18  1.318355E-17  6.237924E-13  8.112557E-12
    401  2.137594200207E-01  1.000000E-30  1.655601E-20  1.244800E-19  5.340718E-18  8.558052E-19  8.333644E-18  4.439948E-13  6.404210E-12
    402  2.149968302441E-01  1.000000E-30  1.256200E-20  9.493027E-20  4.085166E-18  6.539912E-19  6.380065E-18  3.590379E-13  5.546199E-12
    403  2.163578604848E-01  1.000000E-30  9.254546E-21  7.032901E-20  3.036486E-18  4.861207E-19  4.758090E-18  2.804744E-13  4.708766E-12
    404  2.188327022992E-01  1.000000E-30  5.291343E-21  4.062159E-20  1.764374E-18  2.838936E-19  2.812021E-18  1.726940E-13  3.449447E-12
    405  2.210861741802E-01  1.000000E-30  3.170677E-21  2.456442E-20  1.072758E-18  1.752382E-19  1.775580E-18  1.065845E-13  2.560929E-12
    406  2.231360986547E-01  1.000000E-30  1.985266E-21  1.550572E-20  6.805158E-19  1.145700E-19  1.205194E-18  6.643891E-14  1.931428E-12
    407  2.249661932162E-01  1.000000E-30  1.304243E-21  1.025817E-20  4.522133E-19  7.998478E-20  8.872656E-19  4.243124E-14  1.488740E-12
    408  2.266023391923E-01  1.000000E-30  8.940198E-22  7.074023E-21  3.130920E-19  5.947444E-20  7.049020E-19  2.784738E-14  1.172130E-12
    409  2.291569547831E-01  1.000000E-30  4.933495E-22  3.938165E-21  1.753997E-19  4.015094E-20  5.446844E-19  1.391506E-14  7.978592E-13
    410  2.305971902523E-01  1.000000E-30  3.518146E-22  2.821232E-21  1.261044E-19  3.376733E-20  4.986619E-19  9.242960E-15  6.387682E-13
    411  2.319348711247E-01  1.000000E-30  2.564230E-22  2.064452E-21  9.258859E-20  2.978628E-20  4.751059E-19  6.253068E-15  5.178192E-13
    412  2.335360820165E-01  1.000000E-30  1.750580E-22  1.415542E-21  6.374520E-20  2.680841E-20  4.645807E-19  3.867024E-15  4.011597E-13
    413  2.351317971316E-01  1.000000E-30  1.192364E-22  9.679035E-22  4.376764E-20  2.523016E-20  4.679105E-19  2.365004E-15  3.098215E-13
    414  2.376293164755E-01  1.000000E-30  6.486044E-23  5.291625E-22  2.408776E-20  2.460430E-20  4.917322E-19  1.070864E-15  2.052820E-13
    415  2.399259738388E-01  1.000000E-30  3.671349E-23  3.005515E-22  1.376837E-20  2.528663E-20  5.267401E-19  5.057285E-16  1.396033E-13
    416  2.420046682363E-01  1.000000E-30  2.175766E-23  1.784761E-22  8.225191E-21  2.654584E-20  5.655653E-19  2.528501E-16  9.795743E-14
    417  2.451201276448E-01  1.000000E-30  9.785960E-24  8.034926E-23  3.738486E-21  2.914994E-20  6.327508E-19  8.834933E-17  5.712617E-14
    418  2.467564269033E-01  1.000000E-30  6.385226E-24  5.239760E-23  2.451026E-21  3.075865E-20  6.715595E-19  5.112874E-17  4.288013E-14
    419  2.483354027874E-01  1.000000E-30  4.208970E-24  3.449546E-23  1.622410E-21  3.243409E-20  7.111051E-19  3.065859E-17  3.244365E-14
    420  2.499258654919E-01  1.000000E-30  2.753007E-24  2.251743E-23  1.065204E-21  3.423077E-20  7.529928E-19  1.894203E-17  2.444994E-14
    421  2.515152656983E-01  1.000000E-30  1.792729E-24  1.462248E-23  6.959975E-22  3.612900E-20  7.969506E-19  1.239613E-17  1.839614E-14
    422  2.542060864984E-01  1.000000E-30  8.578300E-25  6.951692E-24  3.346862E-22  3.957233E-20  8.764000E-19  7.357232E-18  1.132123E-14
    423  2.556901221114E-01  1.000000E-30  5.680950E-25  4.582780E-24  2.221722E-22  4.159721E-20  9.231011E-19  6.223765E-18  8.648027E-15
    424  2.570805114381E-01  1.000000E-30  3.847587E-25  3.088606E-24  1.507860E-22  4.357891E-20  9.688486E-19  5.691738E-18  6.713940E-15
    425  2.598984391343E-01  1.000000E-30  1.727682E-25  1.370474E-24  6.797912E-23  4.786099E-20  1.067935E-18  5.425496E-18  4.012406E-15
    426  2.622653138568E-01  1.000000E-30  8.724936E-26  6.838703E-25  3.445245E-23  5.175320E-20  1.158336E-18  5.597685E-18  2.604796E-15
    427  2.644885215151E-01  1.000000E-30  4.552545E-26  3.522845E-25  1.804853E-23  5.567670E-20  1.249802E-18  5.900761E-18  1.741012E-15
    428  2.667229470066E-01  1.000000E-30  2.347571E-26  1.790667E-25  9.355037E-24  5.990241E-20  1.348691E-18  6.277728E-18  1.169087E-15
    429  2.687894382327E-01  1.000000E-30  1.262543E-26  9.491455E-26  5.063089E-24  6.408190E-20  1.446868E-18  6.668329E-18  8.176838E-16
    430  2.709436570286E-01  1.000000E-30  6.562565E-27  4.853956E-26  2.655046E-24  6.873723E-20  1.556637E-18  7.109776E-18  5.737922E-16
    431  2.728595154549E-01  1.000000E-30  3.643093E-27  2.653810E-26  1.489309E-24  7.315128E-20  1.661100E-18  7.529604E-18  4.288064E-16
    432  2.763050324764E-01  1.000000E-30  1.245233E-27  8.808734E-27  5.224823E-25  8.179377E-20  1.866648E-18  8.349655E-18  2.760206E-16
    433  2.797281875476E-01  1.000000E-30  4.201514E-28  2.915852E-27  1.846694E-25  9.136548E-20  2.095748E-18  9.252544E-18  2.049679E-16
    434  2.831107064370E-01  1.000000E-30  1.411041E-28  5.917592E-28  4.878064E-26  1.018993E-19  2.349487E-18  1.023967E-17  1.767937E-16
    435  2.863632962154E-01  1.000000E-30  4.892065E-29  2.443260E-28  2.060218E-26  1.131498E-19  2.622192E-18  1.128719E-17  1.711940E-16
    436  2.894106333807E-01  1.000000E-30  1.807306E-29  9.909011E-29  8.784843E-27  1.247941E-19  2.906142E-18  1.236491E-17  1.769662E-16
    437  2.941185503109E-01  1.000000E-30  5.050294E-30  2.427581E-29  2.307348E-27  1.451381E-19  3.405981E-18  1.423426E-17  1.982356E-16
    438  2.983685787405E-01  1.000000E-30  2.240828E-30  7.035434E-30  6.900716E-28  1.662848E-19  3.930055E-18  1.616186E-17  2.259121E-16
    439  3.021949729112E-01  1.000000E-30  1.347684E-30  2.600695E-30  2.431528E-28  1.878989E-19  4.469933E-18  1.811838E-17  2.562725E-16
    440  3.059150641439E-01  1.000000E-30  1.189478E-30  1.188234E-30  1.015520E-28  2.115554E-19  5.065191E-18  2.024632E-17  2.905387E-16
    441  3.094680949786E-01  1.000000E-30  1.107750E-30  1.000000E-30  5.560411E-29  2.368786E-19  5.706920E-18  2.251081E-17  3.278695E-16
    442  3.127856926026E-01  1.000000E-30  1.000000E-30  1.000000E-30  3.438165E-29  2.632098E-19  6.378671E-18  2.485279E-17  3.671626E-16
    443  3.178598433803E-01  1.000000E-30  1.413258E-30  1.000000E-30  3.501626E-29  3.091612E-19  7.560633E-18  2.891379E-17  4.366089E-16
    444  3.224504526026E-01  1.000000E-30  1.283467E-30  1.000000E-30  3.499493E-29  3.575036E-19  8.815708E-18  3.315621E-17  5.106528E-16
    445  3.266870398371E-01  1.000000E-30  1.189480E-30  1.000000E-30  2.858940E-29  4.087006E-19  1.015612E-17  3.762165E-17  5.900072E-16
    446  3.305577136787E-01  1.000000E-30  1.046327E-30  1.000000E-30  2.753758E-29  4.617712E-19  1.155621E-17  4.222550E-17  6.731628E-16
    447  3.362681054783E-01  1.000000E-30  1.432997E-30  1.000000E-30  3.532085E-29  5.527247E-19  1.397730E-17  5.006713E-17  8.175367E-16
    448  3.414589872690E-01  1.000000E-30  1.309616E-30  1.000000E-30  3.092507E-29  6.506658E-19  1.661023E-17  5.845522E-17  9.752802E-16
    449  3.462773530350E-01  1.000000E-30  1.224249E-30  1.000000E-30  3.305101E-29  7.568650E-19  1.949037E-17  6.749803E-17  1.148624E-15
    450  3.508856189623E-01  1.000000E-30  1.175467E-30  1.000000E-30  3.506819E-29  8.744380E-19  2.270471E-17  7.745736E-17  1.342962E-15
    451  3.552628710565E-01  1.000000E-30  1.131438E-30  1.000000E-30  3.748868E-29  1.002823E-18  2.624072E-17  8.828105E-17  1.557723E-15
    452  3.595141079779E-01  1.000000E-30  1.110006E-30  1.000000E-30  3.991461E-29  1.145370E-18  3.019380E-17  1.002464E-16  1.798917E-15
    453  3.636744849418E-01  1.000000E-30  1.099036E-30  1.000000E-30  4.206909E-29  1.304312E-18  3.462991E-17  1.135335E-16  2.070854E-15
    454  3.676260234901E-01  1.000000E-30  1.081404E-30  1.000000E-30  4.528868E-29  1.475508E-18  3.943641E-17  1.277909E-16  2.366891E-15
    455  3.714655117309E-01  1.000000E-30  1.081650E-30  1.000000E-30  5.050739E-29  1.663213E-18  4.473505E-17  1.433684E-16  2.694790E-15
    456  3.752653942304E-01  1.000000E-30  1.000000E-30  1.000000E-30  4.420458E-29  1.872356E-18  5.066874E-17  1.606675E-16  3.063769E-15
    457  3.809506426681E-01  1.000000E-30  1.267865E-30  1.000000E-30  6.541020E-29  2.235139E-18  6.102245E-17  1.905554E-16  3.711748E-15
    458  3.865190953769E-01  1.000000E-30  1.260907E-30  1.000000E-30  8.368767E-29  2.658290E-18  7.317627E-17  2.252594E-16  4.478393E-15
    459  3.928522091207E-01  1.000000E-30  1.327339E-30  1.000000E-30  1.125134E-28  3.237504E-18  8.991273E-17  2.725464E-16  5.543566E-15
    460  3.991093841216E-01  1.000000E-30  1.332592E-30  1.000000E-30  1.644268E-28  3.933554E-18  1.101347E-16  3.291097E-16  6.843424E-15
    461  4.054183851758E-01  1.000000E-30  1.127352E-30  1.000000E-30  2.413867E-28  4.787144E-18  1.350438E-16  3.981685E-16  8.461517E-15
    462  4.147392755742E-01  1.000000E-30  1.513240E-30  1.000000E-30  4.661582E-28  6.399647E-18  1.822964E-16  5.279266E-16  1.157523E-14
    463  4.232199499949E-01  1.000000E-30  1.491335E-30  1.033195E-30  9.141408E-28  8.337190E-18  2.392188E-16  6.829392E-16  1.539042E-14
    464  4.316976825025E-01  1.000000E-30  1.224562E-30  1.000000E-30  1.776082E-27  1.086534E-17  3.135215E-16  8.841101E-16  2.045820E-14
    465  4.393401554526E-01  1.000000E-30  1.628602E-30  1.238847E-30  3.320835E-27  1.380321E-17  3.997331E-16  1.116659E-15  2.644085E-14
    466  4.465935084243E-01  1.000000E-30  1.221242E-30  1.000000E-30  5.930418E-27  1.733317E-17  5.029798E-16  1.394764E-15  3.372874E-14
    467  4.537106765818E-01  1.000000E-30  1.275822E-30  1.000000E-30  1.057652E-26  2.168770E-17  6.297443E-16  1.736206E-15  4.282970E-14
    468  4.602314649238E-01  1.000000E-30  1.384743E-30  1.138391E-30  1.799046E-26  2.664955E-17  7.733306E-16  2.123485E-15  5.331070E-14
    469  4.709552966107E-01  1.000000E-30  1.935475E-30  1.651791E-30  4.311848E-26  3.745949E-17  1.083062E-15  2.961990E-15  7.642397E-14
    470  4.769745726746E-01  1.000000E-30  1.810117E-30  1.715427E-30  7.033958E-26  4.539561E-17  1.307913E-15  3.573905E-15  9.355743E-14
    471  4.828178172001E-01  1.000000E-30  2.032485E-30  2.044968E-30  1.131553E-25  5.474916E-17  1.570461E-15  4.291779E-15  1.138682E-13
    472  4.927188450138E-01  1.000000E-30  3.917510E-30  3.814216E-30  2.530562E-25  7.535694E-17  2.140663E-15  5.862973E-15  1.588898E-13
    473  5.000000000000E-01  1.000000E-30  2.314772E-30  4.164605E-30  4.566850E-25  9.548871E-17  2.688316E-15  7.386333E-15  2.030509E-13
