 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                be9           be10          be11          be12          b8            b9            b10           b11  
    355  1.620398820205E-01  4.956419E-12  3.627428E-16  1.245509E-20  1.273528E-26  1.000000E-30  5.001356E-27  2.495111E-18  8.558666E-12
    356  1.627691861850E-01  5.180789E-12  3.627428E-16  1.245464E-20  1.243934E-26  1.000000E-30  4.678515E-27  2.386023E-18  9.416782E-12
    357  1.634667099868E-01  5.407340E-12  3.627428E-16  1.245420E-20  1.216273E-26  1.000000E-30  4.389375E-27  2.283058E-18  1.031355E-11
    358  1.645369737572E-01  5.779443E-12  3.627428E-16  1.245353E-20  1.175022E-26  1.000000E-30  3.979253E-27  2.127740E-18  1.184667E-11
    359  1.651200899964E-01  5.995542E-12  3.627428E-16  1.245317E-20  1.153138E-26  1.000000E-30  3.771536E-27  2.044510E-18  1.276697E-11
    360  1.656939516385E-01  6.218123E-12  3.627428E-16  1.245281E-20  1.132000E-26  1.000000E-30  3.577115E-27  1.963738E-18  1.373874E-11
    361  1.664404283242E-01  6.523093E-12  3.627428E-16  1.245234E-20  1.105083E-26  1.000000E-30  3.337809E-27  1.860256E-18  1.510109E-11
    362  1.671401020014E-01  6.825804E-12  3.627428E-16  1.245191E-20  1.080435E-26  1.000000E-30  3.126694E-27  1.765052E-18  1.648606E-11
    363  1.682228463170E-01  7.329041E-12  3.627428E-16  1.245123E-20  1.043370E-26  1.000000E-30  2.823313E-27  1.621462E-18  1.885472E-11
    364  1.688914277275E-01  7.662389E-12  3.627428E-16  1.245081E-20  1.021122E-26  1.000000E-30  2.649024E-27  1.535169E-18  2.045744E-11
    365  1.695862681704E-01  8.028713E-12  3.627428E-16  1.245038E-20  9.985015E-27  1.000000E-30  2.477865E-27  1.447602E-18  2.225087E-11
    366  1.708796298676E-01  8.768635E-12  3.627428E-16  1.244957E-20  9.577228E-27  1.000000E-30  2.183823E-27  1.290614E-18  2.593387E-11
    367  1.720689125062E-01  9.522974E-12  3.627428E-16  1.244883E-20  9.216971E-27  1.000000E-30  1.940062E-27  1.153716E-18  2.975337E-11
    368  1.730357271347E-01  1.019417E-11  3.627428E-16  1.244822E-20  8.934114E-27  1.000000E-30  1.758962E-27  1.048096E-18  3.317193E-11
    369  1.739185931198E-01  1.085724E-11  3.627428E-16  1.244767E-20  8.683406E-27  1.000000E-30  1.606156E-27  9.562907E-19  3.655483E-11
    370  1.748109107026E-01  1.158024E-11  3.627428E-16  1.244711E-20  8.437163E-27  1.000000E-30  1.463125E-27  8.682434E-19  4.022330E-11
    371  1.757092013639E-01  1.236688E-11  3.627428E-16  1.244655E-20  8.196324E-27  1.000000E-30  1.330214E-27  7.844890E-19  4.418523E-11
    372  1.765567714958E-01  1.316750E-11  3.627428E-16  1.244602E-20  7.975390E-27  1.000000E-30  1.214339E-27  7.101561E-19  4.815467E-11
    373  1.775373762473E-01  1.417185E-11  3.627428E-16  1.244541E-20  7.727199E-27  1.000000E-30  1.091299E-27  6.297587E-19  5.304914E-11
    374  1.784803688374E-01  1.522341E-11  3.627428E-16  1.244482E-20  7.495816E-27  1.000000E-30  9.833821E-28  5.583134E-19  5.802910E-11
    375  1.795112536071E-01  1.648030E-11  3.627428E-16  1.244418E-20  7.250786E-27  1.000000E-30  8.763731E-28  4.865672E-19  6.379649E-11
    376  1.804824008025E-01  1.777692E-11  3.627428E-16  1.244357E-20  7.027287E-27  1.000000E-30  7.852846E-28  4.251321E-19  6.949733E-11
    377  1.815169070317E-01  1.929277E-11  3.627428E-16  1.244292E-20  6.796779E-27  1.000000E-30  6.978902E-28  3.659265E-19  7.586177E-11
    378  1.825428215499E-01  2.094747E-11  3.627428E-16  1.244228E-20  6.575653E-27  1.000000E-30  6.202692E-28  3.134721E-19  8.242125E-11
    379  1.841355644659E-01  2.385711E-11  3.627428E-16  1.244129E-20  6.246522E-27  1.000000E-30  5.159024E-28  2.435393E-19  9.305548E-11
    380  1.856860183354E-01  2.715121E-11  3.627428E-16  1.244032E-20  5.941961E-27  1.000000E-30  4.309543E-28  1.877794E-19  1.038343E-10
    381  1.870847965371E-01  3.058199E-11  3.627428E-16  1.243945E-20  5.679955E-27  1.000000E-30  3.664429E-28  1.467817E-19  1.138165E-10
    382  1.883699545972E-01  3.418022E-11  3.627428E-16  1.243865E-20  5.449428E-27  1.000000E-30  3.158746E-28  1.159380E-19  1.231172E-10
    383  1.895671856375E-01  3.797635E-11  3.627428E-16  1.243790E-20  5.243099E-27  1.000000E-30  2.752223E-28  9.228368E-20  1.318400E-10
    384  1.907324824205E-01  4.214138E-11  3.627428E-16  1.243717E-20  5.049778E-27  1.000000E-30  2.407888E-28  7.333237E-20  1.402988E-10
    385  1.917913284253E-01  4.638083E-11  3.627428E-16  1.243651E-20  4.880305E-27  1.000000E-30  2.133466E-28  5.914526E-20  1.479092E-10
    386  1.928179034582E-01  5.096230E-11  3.627428E-16  1.243587E-20  4.721429E-27  1.000000E-30  1.897065E-28  4.769565E-20  1.551395E-10
    387  1.939781308337E-01  5.676470E-11  3.627428E-16  1.243514E-20  4.548086E-27  1.000000E-30  1.661080E-28  3.715489E-20  1.630653E-10
    388  1.950365569225E-01  6.271861E-11  3.627428E-16  1.243448E-20  4.395509E-27  1.000000E-30  1.470211E-28  2.936112E-20  1.699494E-10
    389  1.963061656501E-01  7.080468E-11  3.627428E-16  1.243369E-20  4.219227E-27  1.000000E-30  1.267801E-28  2.194314E-20  1.776051E-10
    390  1.975160386553E-01  7.960922E-11  3.627428E-16  1.243294E-20  4.057822E-27  1.000000E-30  1.097950E-28  1.646482E-20  1.841012E-10
    391  1.988970783448E-01  9.119021E-11  3.627428E-16  1.243208E-20  3.881115E-27  1.000000E-30  9.268185E-29  1.169828E-20  1.901648E-10
    392  2.001908516564E-01  1.037568E-10  3.627428E-16  1.243127E-20  3.722562E-27  1.000000E-30  7.858087E-29  8.381601E-21  1.942416E-10
    393  2.023233395230E-01  1.288604E-10  3.627428E-16  1.242994E-20  3.475234E-27  1.000000E-30  5.880646E-29  4.683760E-21  1.966831E-10
    394  2.035207364909E-01  1.458274E-10  3.627428E-16  1.242919E-20  3.343635E-27  1.000000E-30  4.938233E-29  3.315691E-21  1.953592E-10
    395  2.047171141817E-01  1.652606E-10  3.627428E-16  1.242844E-20  3.217125E-27  1.000000E-30  4.104687E-29  2.310036E-21  1.918518E-10
    396  2.061861175315E-01  1.930529E-10  3.627428E-16  1.242753E-20  3.068314E-27  1.000000E-30  3.222745E-29  1.451476E-21  1.846420E-10
    397  2.075162532616E-01  2.225954E-10  3.627428E-16  1.242670E-20  2.939518E-27  1.000000E-30  2.550534E-29  9.334776E-22  1.755533E-10
    398  2.088103947538E-01  2.560577E-10  3.627428E-16  1.242589E-20  2.819397E-27  1.000000E-30  2.002928E-29  5.953966E-22  1.646762E-10
    399  2.102374295066E-01  2.992779E-10  3.627428E-16  1.242500E-20  2.692625E-27  1.000000E-30  1.510689E-29  3.546088E-22  1.509518E-10
    400  2.116254943500E-01  3.487673E-10  3.627428E-16  1.242414E-20  2.574785E-27  1.000000E-30  1.131751E-29  2.097823E-22  1.365452E-10
    401  2.137594200207E-01  4.422769E-10  3.627428E-16  1.242280E-20  2.403605E-27  1.000000E-30  7.079698E-30  8.989597E-23  1.137498E-10
    402  2.149968302441E-01  5.080152E-10  3.627428E-16  1.242203E-20  2.309604E-27  1.000000E-30  5.331556E-30  5.395444E-23  1.008904E-10
    403  2.163578604848E-01  5.920533E-10  3.627428E-16  1.242118E-20  2.210453E-27  1.000000E-30  3.869062E-30  3.018962E-23  8.739775E-11
    404  2.188327022992E-01  7.822964E-10  3.627428E-16  1.241964E-20  2.040939E-27  1.000000E-30  2.130787E-30  1.010940E-23  6.560193E-11
    405  2.210861741802E-01  1.007231E-09  3.627428E-16  1.241824E-20  1.897922E-27  1.000000E-30  1.228676E-30  3.568787E-24  4.920718E-11
    406  2.231360986547E-01  1.264215E-09  3.627428E-16  1.241696E-20  1.776546E-27  1.000000E-30  1.000000E-30  1.340466E-24  3.718596E-11
    407  2.249661932162E-01  1.543334E-09  3.627428E-16  1.241582E-20  1.674760E-27  1.000000E-30  1.000000E-30  5.463538E-25  2.857647E-11
    408  2.266023391923E-01  1.837416E-09  3.627428E-16  1.241480E-20  1.588709E-27  1.000000E-30  1.000000E-30  2.410324E-25  2.236737E-11
    409  2.291569547831E-01  2.389820E-09  3.627428E-16  1.241321E-20  1.463107E-27  1.000000E-30  1.000000E-30  6.573645E-26  1.499222E-11
    410  2.305971902523E-01  2.753566E-09  3.627428E-16  1.241231E-20  1.396725E-27  1.000000E-30  1.000000E-30  3.176451E-26  1.187247E-11
    411  2.319348711247E-01  3.125826E-09  3.627428E-16  1.241148E-20  1.337770E-27  1.000000E-30  1.000000E-30  1.650250E-26  9.508610E-12
    412  2.335360820165E-01  3.614061E-09  3.627428E-16  1.241048E-20  1.270464E-27  1.000000E-30  1.000000E-30  8.037856E-27  7.243377E-12
    413  2.351317971316E-01  4.143604E-09  3.627428E-16  1.240949E-20  1.206757E-27  1.000000E-30  1.000000E-30  4.460468E-27  5.489962E-12
    414  2.376293164755E-01  5.047158E-09  3.627428E-16  1.240793E-20  1.113400E-27  1.000000E-30  1.000000E-30  2.500908E-27  3.519374E-12
    415  2.399259738388E-01  5.941606E-09  3.627428E-16  1.240650E-20  1.033939E-27  1.000000E-30  1.000000E-30  1.953498E-27  2.313375E-12
    416  2.420046682363E-01  6.787574E-09  3.627428E-16  1.240521E-20  9.669192E-28  1.000000E-30  1.000000E-30  1.720880E-27  1.568956E-12
    417  2.451201276448E-01  8.092207E-09  3.627428E-16  1.240327E-20  8.745193E-28  1.000000E-30  1.000000E-30  1.455760E-27  8.676411E-13
    418  2.467564269033E-01  8.786980E-09  3.627428E-16  1.240225E-20  8.295813E-28  1.000000E-30  1.000000E-30  1.329194E-27  6.340906E-13
    419  2.483354027874E-01  9.461458E-09  3.627428E-16  1.240126E-20  7.884081E-28  1.000000E-30  1.000000E-30  1.202308E-27  4.687132E-13
    420  2.499258654919E-01  1.014500E-08  3.627428E-16  1.240027E-20  7.490010E-28  1.000000E-30  1.000000E-30  1.075764E-27  3.464284E-13
    421  2.515152656983E-01  1.083376E-08  3.627428E-16  1.239929E-20  7.115879E-28  1.000000E-30  1.000000E-30  9.529970E-28  2.570690E-13
    422  2.542060864984E-01  1.202099E-08  3.627428E-16  1.239761E-20  6.524592E-28  1.000000E-30  1.000000E-30  7.595797E-28  1.572771E-13
    423  2.556901221114E-01  1.269165E-08  3.627428E-16  1.239669E-20  6.219776E-28  1.000000E-30  1.000000E-30  6.628466E-28  1.216003E-13
    424  2.570805114381E-01  1.333410E-08  3.627428E-16  1.239582E-20  5.947129E-28  1.000000E-30  1.000000E-30  5.775632E-28  9.644702E-14
    425  2.598984391343E-01  1.469112E-08  3.627428E-16  1.239407E-20  5.430658E-28  1.000000E-30  1.000000E-30  4.248432E-28  6.246912E-14
    426  2.622653138568E-01  1.590267E-08  3.627428E-16  1.239260E-20  5.031679E-28  1.000000E-30  1.000000E-30  3.229407E-28  4.533915E-14
    427  2.644885215151E-01  1.711572E-08  3.627428E-16  1.239121E-20  4.683655E-28  1.000000E-30  1.000000E-30  2.457784E-28  3.494273E-14
    428  2.667229470066E-01  1.842234E-08  3.627428E-16  1.238982E-20  4.358127E-28  1.000000E-30  1.000000E-30  1.835477E-28  2.788608E-14
    429  2.687894382327E-01  1.972146E-08  3.627428E-16  1.238854E-20  4.077238E-28  1.000000E-30  1.000000E-30  1.386084E-28  2.330596E-14
    430  2.709436570286E-01  2.118186E-08  3.627428E-16  1.238720E-20  3.803680E-28  1.000000E-30  1.000000E-30  1.022848E-28  1.986862E-14
    431  2.728595154549E-01  2.258321E-08  3.627428E-16  1.238601E-20  3.575850E-28  1.000000E-30  1.000000E-30  7.719749E-29  1.759220E-14
    432  2.763050324764E-01  2.538277E-08  3.627428E-16  1.238387E-20  3.199907E-28  1.000000E-30  1.000000E-30  4.530273E-29  1.471064E-14
    433  2.797281875476E-01  2.857955E-08  3.627428E-16  1.238174E-20  2.865552E-28  1.000000E-30  1.000000E-30  2.586822E-29  1.284748E-14
    434  2.831107064370E-01  3.222186E-08  3.627428E-16  1.237964E-20  2.569499E-28  1.000000E-30  1.000000E-30  1.445138E-29  1.163629E-14
    435  2.863632962154E-01  3.625783E-08  3.627428E-16  1.237762E-20  2.313703E-28  1.000000E-30  1.000000E-30  8.062188E-30  1.086613E-14
    436  2.894106333807E-01  4.059053E-08  3.627428E-16  1.237572E-20  2.097204E-28  1.000000E-30  1.000000E-30  4.550644E-30  1.038390E-14
    437  2.941185503109E-01  4.851394E-08  3.627428E-16  1.237280E-20  1.801869E-28  1.000000E-30  1.000000E-30  1.789976E-30  9.931093E-15
    438  2.983685787405E-01  5.716002E-08  3.627428E-16  1.237016E-20  1.571147E-28  1.000000E-30  1.000000E-30  1.000000E-30  9.707219E-15
    439  3.021949729112E-01  6.632020E-08  3.627428E-16  1.236779E-20  1.388807E-28  1.000000E-30  1.000000E-30  1.000000E-30  9.590961E-15
    440  3.059150641439E-01  7.656460E-08  3.627428E-16  1.236548E-20  1.231844E-28  1.000000E-30  1.000000E-30  1.000000E-30  9.523393E-15
    441  3.094680949786E-01  8.758463E-08  3.627428E-16  1.236327E-20  1.098521E-28  1.000000E-30  1.000000E-30  1.000000E-30  9.484083E-15
    442  3.127856926026E-01  9.888368E-08  3.627428E-16  1.236121E-20  9.870911E-29  1.000000E-30  1.000000E-30  1.000000E-30  9.461082E-15
    443  3.178598433803E-01  1.176524E-07  3.627428E-16  1.235807E-20  8.381313E-29  1.000000E-30  1.000000E-30  1.000000E-30  9.440922E-15
    444  3.224504526026E-01  1.354752E-07  3.627428E-16  1.235522E-20  7.228316E-29  1.000000E-30  1.000000E-30  1.000000E-30  9.431465E-15
    445  3.266870398371E-01  1.518419E-07  3.627428E-16  1.235259E-20  6.305492E-29  1.000000E-30  1.000000E-30  1.000000E-30  9.426673E-15
    446  3.305577136787E-01  1.661078E-07  3.627428E-16  1.235019E-20  5.565756E-29  1.000000E-30  1.000000E-30  1.000000E-30  9.424152E-15
    447  3.362681054783E-01  1.849985E-07  3.627428E-16  1.234665E-20  4.629890E-29  1.000000E-30  1.000000E-30  1.000000E-30  9.422184E-15
    448  3.414589872690E-01  1.992981E-07  3.627428E-16  1.234344E-20  3.916437E-29  1.000000E-30  1.000000E-30  1.000000E-30  9.421334E-15
    449  3.462773530350E-01  2.099494E-07  3.627428E-16  1.234045E-20  3.352952E-29  1.000000E-30  1.000000E-30  1.000000E-30  9.420934E-15
    450  3.508856189623E-01  2.179114E-07  3.627428E-16  1.233760E-20  2.890049E-29  1.000000E-30  1.000000E-30  1.000000E-30  9.420731E-15
    451  3.552628710565E-01  2.237129E-07  3.627428E-16  1.233489E-20  2.509675E-29  1.034009E-30  1.000000E-30  1.000000E-30  9.420626E-15
    452  3.595141079779E-01  2.279785E-07  3.627428E-16  1.233226E-20  2.188237E-29  1.189771E-30  1.000000E-30  1.000000E-30  9.420568E-15
    453  3.636744849418E-01  2.311001E-07  3.627428E-16  1.232968E-20  1.913565E-29  1.228583E-30  1.000000E-30  1.000000E-30  9.420536E-15
    454  3.676260234901E-01  2.333047E-07  3.627428E-16  1.232724E-20  1.684675E-29  1.115456E-30  1.000000E-30  1.000000E-30  9.420519E-15
    455  3.714655117309E-01  2.348957E-07  3.627428E-16  1.232486E-20  1.488531E-29  1.000000E-30  1.000000E-30  1.000000E-30  9.420508E-15
    456  3.752653942304E-01  2.360591E-07  3.627428E-16  1.232251E-20  1.316905E-29  1.064786E-30  1.000000E-30  1.000000E-30  9.420502E-15
    457  3.809506426681E-01  2.372435E-07  3.627428E-16  1.231899E-20  1.096359E-29  1.000000E-30  1.000000E-30  1.000000E-30  9.420498E-15
    458  3.865190953769E-01  2.379605E-07  3.627428E-16  1.231555E-20  9.161927E-30  1.001134E-30  1.000000E-30  1.000000E-30  9.420496E-15
    459  3.928522091207E-01  2.384421E-07  3.627428E-16  1.231164E-20  7.469894E-30  1.000530E-30  1.000000E-30  1.000000E-30  9.420495E-15
    460  3.991093841216E-01  2.387076E-07  3.627428E-16  1.230777E-20  6.105275E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.420495E-15
    461  4.054183851758E-01  2.388538E-07  3.627428E-16  1.230387E-20  4.981618E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.420494E-15
    462  4.147392755742E-01  2.389540E-07  3.627428E-16  1.229812E-20  3.688629E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.420494E-15
    463  4.232199499949E-01  2.389893E-07  3.627428E-16  1.229289E-20  2.806233E-30  1.000002E-30  1.000000E-30  1.000000E-30  9.420494E-15
    464  4.316976825025E-01  2.390029E-07  3.627428E-16  1.228766E-20  2.135127E-30  1.000002E-30  1.000000E-30  1.000000E-30  9.420494E-15
    465  4.393401554526E-01  2.390076E-07  3.627428E-16  1.228294E-20  1.668854E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.420494E-15
    466  4.465935084243E-01  2.390093E-07  3.627428E-16  1.227847E-20  1.320874E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.420494E-15
    467  4.537106765818E-01  2.390100E-07  3.627428E-16  1.227409E-20  1.050053E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.420494E-15
    468  4.602314649238E-01  2.390102E-07  3.627428E-16  1.227007E-20  1.000052E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.420494E-15
    469  4.709552966107E-01  2.390104E-07  3.627428E-16  1.226347E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.420494E-15
    470  4.769745726746E-01  2.390104E-07  3.627428E-16  1.225976E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.420494E-15
    471  4.828178172001E-01  2.390104E-07  3.627428E-16  1.225617E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.173903E-30  9.420494E-15
    472  4.927188450138E-01  2.390104E-07  3.627428E-16  1.225008E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.592512E-30  9.420494E-15
    473  5.000000000000E-01  2.390104E-07  3.627428E-16  1.224560E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.978584E-30  9.420494E-15
