 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                in134         in135         in136         in137         sn99          sn100         sn101         sn102
    360  1.656939516385E-01  1.219559E-08  1.017995E-06  3.302063E-09  5.132298E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    361  1.664404283242E-01  1.147675E-08  1.100512E-06  3.758066E-09  6.640346E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    362  1.671401020014E-01  1.072310E-08  1.172009E-06  4.201903E-09  8.379765E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    363  1.682228463170E-01  9.450699E-09  1.267830E-06  4.905851E-09  1.182259E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    364  1.688914277275E-01  8.636691E-09  1.315887E-06  5.340512E-09  1.447736E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    365  1.695862681704E-01  7.783303E-09  1.355723E-06  5.784533E-09  1.774343E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    366  1.708796298676E-01  6.250096E-09  1.399164E-06  6.561032E-09  2.537467E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    367  1.720689125062E-01  4.951937E-09  1.401323E-06  7.177905E-09  3.446230E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    368  1.730357271347E-01  4.010364E-09  1.375489E-06  7.578018E-09  4.344838E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    369  1.739185931198E-01  3.247755E-09  1.330489E-06  7.840898E-09  5.295904E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    370  1.748109107026E-01  2.578433E-09  1.265557E-06  7.990184E-09  6.376160E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    371  1.757092013639E-01  2.003405E-09  1.182322E-06  8.007451E-09  7.572840E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    372  1.765567714958E-01  1.551736E-09  1.090566E-06  7.897678E-09  8.775143E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    373  1.775373762473E-01  1.127041E-09  9.724160E-07  7.616667E-09  1.022235E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    374  1.784803688374E-01  8.106542E-10  8.527627E-07  7.209486E-09  1.161615E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    375  1.795112536071E-01  5.501543E-10  7.211760E-07  6.635148E-09  1.309104E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    376  1.804824008025E-01  3.733773E-10  6.028787E-07  6.013049E-09  1.437695E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    377  1.815169070317E-01  2.408571E-10  4.872543E-07  5.302521E-09  1.560113E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    378  1.825428215499E-01  1.526953E-10  3.868625E-07  4.595544E-09  1.663752E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    379  1.841355644659E-01  7.234231E-11  2.612914E-07  3.564758E-09  1.789155E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    380  1.856860183354E-01  3.364094E-11  1.725045E-07  2.700801E-09  1.873594E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    381  1.870847965371E-01  1.643576E-11  1.160598E-07  2.062191E-09  1.924004E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    382  1.883699545972E-01  8.385282E-12  7.949444E-08  1.589822E-09  1.954120E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    383  1.895671856375E-01  4.435035E-12  5.527700E-08  1.236490E-09  1.972072E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    384  1.907324824205E-01  2.381329E-12  3.849196E-08  9.617922E-10  1.982870E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    385  1.917913284253E-01  1.365235E-12  2.755315E-08  7.623530E-10  1.988678E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    386  1.928179034582E-01  8.098175E-13  1.980536E-08  6.057138E-10  1.991880E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    387  1.939781308337E-01  4.717146E-13  1.357760E-08  4.657776E-10  1.993611E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    388  1.950365569225E-01  3.098154E-13  9.567983E-09  3.649774E-10  1.994209E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    389  1.963061656501E-01  2.137313E-13  6.257278E-09  2.715826E-10  1.994398E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    390  1.975160386553E-01  1.735668E-13  4.153369E-09  2.042608E-10  1.994595E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    391  1.988970783448E-01  1.573904E-13  2.582694E-09  1.468035E-10  1.995345E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    392  2.001908516564E-01  1.562629E-13  1.646637E-09  1.074051E-10  1.996885E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    393  2.023233395230E-01  1.672167E-13  7.752777E-10  6.366763E-11  2.001784E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    394  2.035207364909E-01  1.767190E-13  5.054761E-10  4.732864E-11  2.006027E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    395  2.047171141817E-01  1.875862E-13  3.282120E-10  3.504222E-11  2.011441E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    396  2.061861175315E-01  2.023911E-13  1.929103E-10  2.416944E-11  2.019780E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    397  2.075162532616E-01  2.170411E-13  1.194178E-10  1.723602E-11  2.029011E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    398  2.088103947538E-01  2.324215E-13  7.528486E-11  1.237223E-11  2.039583E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    399  2.102374295066E-01  2.507314E-13  4.600176E-11  8.576490E-12  2.053126E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    400  2.116254943500E-01  2.699985E-13  2.942436E-11  6.018908E-12  2.068259E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    401  2.137594200207E-01  3.027002E-13  1.648932E-11  3.525345E-12  2.095452E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    402  2.149968302441E-01  3.235386E-13  1.286838E-11  2.619674E-12  2.113490E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    403  2.163578604848E-01  3.481975E-13  1.064645E-11  1.918721E-12  2.135330E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    404  2.188327022992E-01  3.981535E-13  9.227799E-12  1.178362E-12  2.180649E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    405  2.210861741802E-01  4.500219E-13  9.360170E-12  8.544726E-13  2.228525E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    406  2.231360986547E-01  5.031099E-13  1.003717E-11  7.204069E-13  2.277851E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    407  2.249661932162E-01  5.557457E-13  1.090369E-11  6.758727E-13  2.326753E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    408  2.266023391923E-01  6.073690E-13  1.183287E-11  6.734224E-13  2.374514E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    409  2.291569547831E-01  6.974480E-13  1.353646E-11  7.132387E-13  2.457031E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    410  2.305971902523E-01  7.537929E-13  1.462969E-11  7.516512E-13  2.507982E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    411  2.319348711247E-01  8.100259E-13  1.573349E-11  7.947550E-13  2.558259E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    412  2.335360820165E-01  8.826220E-13  1.717218E-11  8.542039E-13  2.622283E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    413  2.351317971316E-01  9.611113E-13  1.874094E-11  9.209612E-13  2.690361E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    414  2.376293164755E-01  1.097388E-12  2.148924E-11  1.039309E-12  2.805750E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    415  2.399259738388E-01  1.238643E-12  2.436276E-11  1.162845E-12  2.921701E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    416  2.420046682363E-01  1.381085E-12  2.727998E-11  1.287283E-12  3.035065E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    417  2.451201276448E-01  1.623603E-12  3.228130E-11  1.498073E-12  3.220486E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    418  2.467564269033E-01  1.766399E-12  3.524232E-11  1.621472E-12  3.325563E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    419  2.483354027874E-01  1.915231E-12  3.833900E-11  1.749542E-12  3.432118E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    420  2.499258654919E-01  2.076894E-12  4.171321E-11  1.888064E-12  3.544675E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    421  2.515152656983E-01  2.251064E-12  4.535916E-11  2.036670E-12  3.662495E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    422  2.542060864984E-01  2.577202E-12  5.221174E-11  2.313359E-12  3.874402E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    423  2.556901221114E-01  2.775327E-12  5.638853E-11  2.480546E-12  3.998107E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    424  2.570805114381E-01  2.973681E-12  6.057929E-11  2.647318E-12  4.118499E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    425  2.598984391343E-01  3.416607E-12  6.996599E-11  3.017766E-12  4.376084E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    426  2.622653138568E-01  3.835032E-12  7.886444E-11  3.365555E-12  4.606782E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    427  2.644885215151E-01  4.270768E-12  8.815789E-11  3.725809E-12  4.835660E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    428  2.667229470066E-01  4.754447E-12  9.850123E-11  4.123706E-12  5.077801E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    429  2.687894382327E-01  5.246350E-12  1.090458E-10  4.526490E-12  5.312721E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    430  2.709436570286E-01  5.808861E-12  1.211310E-10  4.985059E-12  5.569008E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    431  2.728595154549E-01  6.355400E-12  1.328969E-10  5.428786E-12  5.806833E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    432  2.763050324764E-01  7.459402E-12  1.567244E-10  6.320443E-12  6.258306E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    433  2.797281875476E-01  8.729223E-12  1.842123E-10  7.339656E-12  6.737520E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    434  2.831107064370E-01  1.017737E-11  2.156440E-10  8.495354E-12  7.241474E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    435  2.863632962154E-01  1.177611E-11  2.504263E-10  9.764671E-12  7.754882E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    436  2.894106333807E-01  1.348134E-11  2.876007E-10  1.111247E-11  8.261693E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    437  2.941185503109E-01  1.656887E-11  3.550602E-10  1.354055E-11  9.093947E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    438  2.983685787405E-01  1.990462E-11  4.281068E-10  1.615074E-11  9.896647E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    439  3.021949729112E-01  2.342848E-11  5.054065E-10  1.889763E-11  1.066088E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    440  3.059150641439E-01  2.740005E-11  5.926495E-10  2.198436E-11  1.144131E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    441  3.094680949786E-01  3.176712E-11  6.886930E-10  2.537072E-11  1.222075E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    442  3.127856926026E-01  3.641899E-11  7.910979E-10  2.897198E-11  1.297815E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    443  3.178598433803E-01  4.476937E-11  9.751023E-10  3.542791E-11  1.419075E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    444  3.224504526026E-01  5.382278E-11  1.174784E-09  4.242320E-11  1.534270E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    445  3.266870398371E-01  6.366065E-11  1.391915E-09  5.002711E-11  1.645045E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    446  3.305577136787E-01  7.408688E-11  1.622148E-09  5.809422E-11  1.749856E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    447  3.362681054783E-01  9.240169E-11  2.026770E-09  7.229662E-11  1.910467E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    448  3.414589872690E-01  1.126324E-10  2.473905E-09  8.804245E-11  2.062290E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    449  3.462773530350E-01  1.350434E-10  2.969378E-09  1.055642E-10  2.207825E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    450  3.508856189623E-01  1.603164E-10  3.528264E-09  1.254280E-10  2.350847E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    451  3.552628710565E-01  1.883600E-10  4.148557E-09  1.476005E-10  2.489886E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    452  3.595141079779E-01  2.199377E-10  4.847173E-09  1.727306E-10  2.627633E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    453  3.636744849418E-01  2.555873E-10  5.636063E-09  2.013047E-10  2.764773E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    454  3.676260234901E-01  2.944023E-10  6.495226E-09  2.326537E-10  2.896947E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    455  3.714655117309E-01  3.373579E-10  7.446322E-09  2.676249E-10  3.026961E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    456  3.752653942304E-01  3.856087E-10  8.515017E-09  3.072408E-10  3.156983E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    457  3.809506426681E-01  4.700365E-10  1.038601E-08  3.773662E-10  3.353613E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    458  3.865190953769E-01  5.693299E-10  1.258807E-08  4.610624E-10  3.548104E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    459  3.928522091207E-01  7.061132E-10  1.562462E-08  5.783535E-10  3.770847E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    460  3.991093841216E-01  8.711604E-10  1.929331E-08  7.226806E-10  3.991753E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    461  4.054183851758E-01  1.073837E-09  2.380533E-08  9.036976E-10  4.214531E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    462  4.147392755742E-01  1.455798E-09  3.233017E-08  1.254926E-09  4.542124E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    463  4.232199499949E-01  1.911231E-09  4.252707E-08  1.688602E-09  4.836852E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    464  4.316976825025E-01  2.497976E-09  5.571363E-08  2.267900E-09  5.126620E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    465  4.393401554526E-01  3.168349E-09  7.084057E-08  2.954241E-09  5.382439E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    466  4.465935084243E-01  3.957936E-09  8.873303E-08  3.791750E-09  5.619557E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    467  4.537106765818E-01  4.909529E-09  1.103928E-07  4.837635E-09  5.846083E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    468  4.602314649238E-01  5.966349E-09  1.345564E-07  6.040234E-09  6.047713E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    469  4.709552966107E-01  8.181056E-09  1.855083E-07  8.679877E-09  6.365750E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    470  4.769745726746E-01  9.741569E-09  2.216272E-07  1.062319E-08  6.536284E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    471  4.828178172001E-01  1.152080E-08  2.629888E-07  1.291110E-08  6.695981E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    472  4.927188450138E-01  1.525149E-08  3.502249E-07  1.792156E-08  6.952713E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    473  5.000000000000E-01  1.869261E-08  4.311718E-07  2.275820E-08  7.129820E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
