                                                      NUCLIDE ABUNDANCE YIELDS
                                                      ------- --------- ------


 Computational parameters:
   cy = 0.300/  ct = 0.030/  initial temp = 8.48E-02/  final temp = 1.00E-02/  smallest abundances allowed = 1.00E-25
 Model parameters:
   g =  1.00/  tau = 885.70/  # nu =  3.00/  lambda =  0.000E+00/  xi-e =  0.000E+00/  xi-m =  0.000E+00/  xi-t =  0.000E+00

    SumX         time        N          P            D          T          He3          He4          Li7       Li8       N14       Fe56
 8.480E-02   4.327E+00   3.938E-16   1.354E-21   1.000E-25   3.229E-09   6.368E-15   1.140E-11   1.000E-25   6.256E-14   1.157E-06
 8.480E-02   4.339E+00   3.944E-16   1.348E-21   1.000E-25   3.250E-09   6.409E-15   1.146E-11   1.000E-25   6.290E-14   1.157E-06
 8.480E-02   4.350E+00   3.950E-16   1.343E-21   1.000E-25   3.271E-09   6.452E-15   1.152E-11   1.000E-25   6.324E-14   1.157E-06
 8.480E-02   4.362E+00   3.956E-16   1.338E-21   1.000E-25   3.293E-09   6.494E-15   1.158E-11   1.000E-25   6.358E-14   1.157E-06
 8.480E-02   4.373E+00   3.962E-16   1.333E-21   1.000E-25   3.315E-09   6.537E-15   1.164E-11   1.000E-25   6.392E-14   1.157E-06
 8.480E-02   4.385E+00   3.967E-16   1.328E-21   1.000E-25   3.336E-09   6.579E-15   1.170E-11   1.000E-25   6.426E-14   1.157E-06
 8.480E-02   4.397E+00   3.972E-16   1.323E-21   1.000E-25   3.358E-09   6.622E-15   1.177E-11   1.000E-25   6.460E-14   1.157E-06
 8.480E-02   4.408E+00   3.978E-16   1.318E-21   1.000E-25   3.379E-09   6.664E-15   1.183E-11   1.000E-25   6.494E-14   1.157E-06
 8.480E-02   4.420E+00   3.983E-16   1.313E-21   1.000E-25   3.401E-09   6.707E-15   1.189E-11   1.000E-25   6.527E-14   1.157E-06
 8.480E-02   4.431E+00   3.988E-16   1.307E-21   1.000E-25   3.423E-09   6.750E-15   1.195E-11   1.000E-25   6.560E-14   1.157E-06
 8.480E-02   4.443E+00   3.993E-16   1.302E-21   1.000E-25   3.444E-09   6.792E-15   1.200E-11   1.000E-25   6.593E-14   1.157E-06
 8.480E-02   4.455E+00   3.998E-16   1.297E-21   1.000E-25   3.466E-09   6.835E-15   1.206E-11   1.000E-25   6.626E-14   1.157E-06
 8.480E-02   4.466E+00   4.003E-16   1.292E-21   1.000E-25   3.487E-09   6.877E-15   1.212E-11   1.000E-25   6.659E-14   1.157E-06
 8.480E-02   4.478E+00   4.007E-16   1.287E-21   1.000E-25   3.509E-09   6.920E-15   1.218E-11   1.000E-25   6.692E-14   1.157E-06
 8.480E-02   4.489E+00   4.011E-16   1.282E-21   1.000E-25   3.530E-09   6.962E-15   1.224E-11   1.000E-25   6.725E-14   1.157E-06
 8.480E-02   4.501E+00   4.016E-16   1.278E-21   1.000E-25   3.552E-09   7.005E-15   1.230E-11   1.000E-25   6.758E-14   1.157E-06
 8.480E-02   4.512E+00   4.020E-16   1.273E-21   1.000E-25   3.574E-09   7.047E-15   1.236E-11   1.000E-25   6.790E-14   1.157E-06
 8.480E-02   4.524E+00   4.025E-16   1.268E-21   1.000E-25   3.595E-09   7.090E-15   1.242E-11   1.000E-25   6.823E-14   1.157E-06
 8.480E-02   4.536E+00   4.029E-16   1.263E-21   1.000E-25   3.617E-09   7.133E-15   1.248E-11   1.000E-25   6.856E-14   1.157E-06
 8.480E-02   4.547E+00   4.032E-16   1.258E-21   1.000E-25   3.638E-09   7.175E-15   1.254E-11   1.000E-25   6.889E-14   1.157E-06
 8.480E-02   4.559E+00   4.036E-16   1.253E-21   1.000E-25   3.660E-09   7.218E-15   1.259E-11   1.000E-25   6.922E-14   1.157E-06
 8.480E-02   4.570E+00   4.039E-16   1.248E-21   1.000E-25   3.682E-09   7.260E-15   1.265E-11   1.000E-25   6.955E-14   1.157E-06
 8.480E-02   4.582E+00   4.043E-16   1.243E-21   1.000E-25   3.703E-09   7.303E-15   1.271E-11   1.000E-25   6.988E-14   1.157E-06
 8.480E-02   4.594E+00   4.047E-16   1.239E-21   1.000E-25   3.725E-09   7.345E-15   1.277E-11   1.000E-25   7.021E-14   1.157E-06
 8.480E-02   4.605E+00   4.050E-16   1.234E-21   1.000E-25   3.746E-09   7.388E-15   1.283E-11   1.000E-25   7.054E-14   1.157E-06
 8.480E-02   4.617E+00   4.053E-16   1.229E-21   1.000E-25   3.768E-09   7.431E-15   1.289E-11   1.000E-25   7.087E-14   1.157E-06
 8.480E-02   4.628E+00   4.056E-16   1.224E-21   1.000E-25   3.789E-09   7.473E-15   1.295E-11   1.000E-25   7.120E-14   1.157E-06
 8.480E-02   4.640E+00   4.059E-16   1.220E-21   1.000E-25   3.811E-09   7.516E-15   1.301E-11   1.000E-25   7.153E-14   1.157E-06
 8.480E-02   4.651E+00   4.062E-16   1.215E-21   1.000E-25   3.833E-09   7.558E-15   1.307E-11   1.000E-25   7.186E-14   1.157E-06
 8.480E-02   4.663E+00   4.065E-16   1.210E-21   1.000E-25   3.854E-09   7.601E-15   1.313E-11   1.000E-25   7.219E-14   1.157E-06
 8.480E-02   4.675E+00   4.068E-16   1.206E-21   1.000E-25   3.876E-09   7.643E-15   1.318E-11   1.000E-25   7.251E-14   1.157E-06
 8.480E-02   4.686E+00   4.070E-16   1.201E-21   1.000E-25   3.897E-09   7.686E-15   1.324E-11   1.000E-25   7.284E-14   1.157E-06
 8.480E-02   4.698E+00   4.073E-16   1.196E-21   1.000E-25   3.919E-09   7.728E-15   1.330E-11   1.000E-25   7.316E-14   1.157E-06
 8.480E-02   4.709E+00   4.075E-16   1.192E-21   1.000E-25   3.941E-09   7.771E-15   1.336E-11   1.000E-25   7.348E-14   1.157E-06
 8.480E-02   4.721E+00   4.077E-16   1.187E-21   1.000E-25   3.962E-09   7.814E-15   1.341E-11   1.000E-25   7.379E-14   1.157E-06
 8.480E-02   4.733E+00   4.079E-16   1.183E-21   1.000E-25   3.984E-09   7.856E-15   1.347E-11   1.000E-25   7.411E-14   1.157E-06
 8.480E-02   4.744E+00   4.082E-16   1.178E-21   1.000E-25   4.005E-09   7.899E-15   1.353E-11   1.000E-25   7.443E-14   1.157E-06
 8.480E-02   4.756E+00   4.084E-16   1.174E-21   1.000E-25   4.027E-09   7.941E-15   1.358E-11   1.000E-25   7.474E-14   1.157E-06
 8.480E-02   4.767E+00   4.086E-16   1.169E-21   1.000E-25   4.048E-09   7.984E-15   1.364E-11   1.000E-25   7.506E-14   1.157E-06
 8.480E-02   4.779E+00   4.088E-16   1.164E-21   1.000E-25   4.070E-09   8.026E-15   1.370E-11   1.000E-25   7.538E-14   1.157E-06
 8.480E-02   4.791E+00   4.090E-16   1.160E-21   1.000E-25   4.092E-09   8.069E-15   1.375E-11   1.000E-25   7.569E-14   1.157E-06
 8.480E-02   4.802E+00   4.091E-16   1.156E-21   1.000E-25   4.113E-09   8.112E-15   1.381E-11   1.000E-25   7.601E-14   1.157E-06
 8.480E-02   4.814E+00   4.092E-16   1.151E-21   1.000E-25   4.135E-09   8.154E-15   1.387E-11   1.000E-25   7.632E-14   1.157E-06
 8.480E-02   4.825E+00   4.094E-16   1.147E-21   1.000E-25   4.156E-09   8.197E-15   1.392E-11   1.000E-25   7.664E-14   1.157E-06
 8.480E-02   4.837E+00   4.095E-16   1.142E-21   1.000E-25   4.178E-09   8.239E-15   1.398E-11   1.000E-25   7.696E-14   1.157E-06
 8.480E-02   4.848E+00   4.097E-16   1.138E-21   1.000E-25   4.200E-09   8.282E-15   1.404E-11   1.000E-25   7.727E-14   1.157E-06
 8.480E-02   4.860E+00   4.098E-16   1.133E-21   1.000E-25   4.221E-09   8.324E-15   1.410E-11   1.000E-25   7.759E-14   1.157E-06
 8.480E-02   4.872E+00   4.100E-16   1.129E-21   1.000E-25   4.243E-09   8.367E-15   1.415E-11   1.000E-25   7.791E-14   1.157E-06
 8.480E-02   4.883E+00   4.101E-16   1.125E-21   1.000E-25   4.264E-09   8.410E-15   1.421E-11   1.000E-25   7.822E-14   1.157E-06
 8.480E-02   4.895E+00   4.101E-16   1.120E-21   1.000E-25   4.286E-09   8.452E-15   1.426E-11   1.000E-25   7.854E-14   1.157E-06
 8.480E-02   4.906E+00   4.102E-16   1.116E-21   1.000E-25   4.307E-09   8.495E-15   1.432E-11   1.000E-25   7.885E-14   1.157E-06
 8.480E-02   4.918E+00   4.103E-16   1.112E-21   1.000E-25   4.329E-09   8.537E-15   1.437E-11   1.000E-25   7.916E-14   1.157E-06
 8.480E-02   4.930E+00   4.103E-16   1.107E-21   1.000E-25   4.351E-09   8.580E-15   1.443E-11   1.000E-25   7.948E-14   1.157E-06
 8.480E-02   4.941E+00   4.104E-16   1.103E-21   1.000E-25   4.372E-09   8.622E-15   1.448E-11   1.000E-25   7.979E-14   1.157E-06
 8.480E-02   4.953E+00   4.105E-16   1.099E-21   1.000E-25   4.394E-09   8.665E-15   1.454E-11   1.000E-25   8.010E-14   1.157E-06
 8.480E-02   4.964E+00   4.106E-16   1.095E-21   1.000E-25   4.415E-09   8.707E-15   1.459E-11   1.000E-25   8.040E-14   1.157E-06
 8.480E-02   4.976E+00   4.106E-16   1.090E-21   1.000E-25   4.437E-09   8.750E-15   1.465E-11   1.000E-25   8.070E-14   1.157E-06
 8.480E-02   4.988E+00   4.107E-16   1.086E-21   1.000E-25   4.459E-09   8.793E-15   1.470E-11   1.000E-25   8.101E-14   1.157E-06
 8.480E-02   4.999E+00   4.107E-16   1.082E-21   1.000E-25   4.480E-09   8.835E-15   1.476E-11   1.000E-25   8.131E-14   1.157E-06
 8.480E-02   5.011E+00   4.107E-16   1.078E-21   1.000E-25   4.502E-09   8.878E-15   1.481E-11   1.000E-25   8.162E-14   1.157E-06
 8.480E-02   5.022E+00   4.107E-16   1.074E-21   1.000E-25   4.523E-09   8.920E-15   1.487E-11   1.000E-25   8.192E-14   1.157E-06
 8.480E-02   5.034E+00   4.106E-16   1.070E-21   1.000E-25   4.545E-09   8.963E-15   1.492E-11   1.000E-25   8.223E-14   1.157E-06
 8.480E-02   5.045E+00   4.107E-16   1.066E-21   1.000E-25   4.566E-09   9.005E-15   1.498E-11   1.000E-25   8.253E-14   1.157E-06
 8.480E-02   5.057E+00   4.107E-16   1.061E-21   1.000E-25   4.588E-09   9.048E-15   1.503E-11   1.000E-25   8.284E-14   1.157E-06
 8.480E-02   5.069E+00   4.107E-16   1.057E-21   1.000E-25   4.610E-09   9.091E-15   1.509E-11   1.000E-25   8.314E-14   1.157E-06
 8.480E-02   5.080E+00   4.107E-16   1.053E-21   1.000E-25   4.631E-09   9.133E-15   1.514E-11   1.000E-25   8.345E-14   1.157E-06
 8.480E-02   5.092E+00   4.108E-16   1.050E-21   1.000E-25   4.653E-09   9.176E-15   1.520E-11   1.000E-25   8.374E-14   1.157E-06
 8.480E-02   5.103E+00   4.109E-16   1.046E-21   1.000E-25   4.674E-09   9.218E-15   1.525E-11   1.000E-25   8.404E-14   1.157E-06
 8.480E-02   5.115E+00   4.109E-16   1.043E-21   1.000E-25   4.696E-09   9.261E-15   1.531E-11   1.000E-25   8.433E-14   1.157E-06
 8.480E-02   5.127E+00   4.110E-16   1.039E-21   1.000E-25   4.718E-09   9.303E-15   1.536E-11   1.000E-25   8.461E-14   1.157E-06
 8.480E-02   5.138E+00   4.110E-16   1.036E-21   1.000E-25   4.739E-09   9.346E-15   1.542E-11   1.000E-25   8.489E-14   1.157E-06
 8.480E-02   5.150E+00   4.111E-16   1.033E-21   1.000E-25   4.761E-09   9.388E-15   1.547E-11   1.000E-25   8.517E-14   1.157E-06
 8.480E-02   5.161E+00   4.112E-16   1.029E-21   1.000E-25   4.782E-09   9.431E-15   1.553E-11   1.000E-25   8.545E-14   1.157E-06
 8.480E-02   5.173E+00   4.112E-16   1.026E-21   1.000E-25   4.804E-09   9.474E-15   1.558E-11   1.000E-25   8.573E-14   1.157E-06
 8.480E-02   5.185E+00   4.113E-16   1.022E-21   1.000E-25   4.825E-09   9.516E-15   1.563E-11   1.000E-25   8.601E-14   1.157E-06
 8.480E-02   5.196E+00   4.113E-16   1.019E-21   1.000E-25   4.847E-09   9.559E-15   1.568E-11   1.000E-25   8.627E-14   1.157E-06
 8.480E-02   5.208E+00   4.113E-16   1.016E-21   1.000E-25   4.869E-09   9.601E-15   1.573E-11   1.000E-25   8.654E-14   1.157E-06
 8.480E-02   5.219E+00   4.113E-16   1.012E-21   1.000E-25   4.890E-09   9.644E-15   1.578E-11   1.000E-25   8.680E-14   1.157E-06
 8.480E-02   5.231E+00   4.113E-16   1.009E-21   1.000E-25   4.912E-09   9.686E-15   1.583E-11   1.000E-25   8.706E-14   1.157E-06
 8.480E-02   5.242E+00   4.113E-16   1.006E-21   1.000E-25   4.933E-09   9.729E-15   1.588E-11   1.000E-25   8.733E-14   1.157E-06
 8.480E-02   5.254E+00   4.113E-16   1.002E-21   1.000E-25   4.955E-09   9.772E-15   1.593E-11   1.000E-25   8.758E-14   1.157E-06
 8.480E-02   5.266E+00   4.113E-16   9.991E-22   1.000E-25   4.976E-09   9.813E-15   1.598E-11   1.000E-25   8.784E-14   1.157E-06
 8.480E-02   5.277E+00   4.112E-16   9.958E-22   1.000E-25   4.996E-09   9.853E-15   1.603E-11   1.000E-25   8.809E-14   1.157E-06
 8.480E-02   5.289E+00   4.112E-16   9.926E-22   1.000E-25   5.017E-09   9.894E-15   1.608E-11   1.000E-25   8.835E-14   1.157E-06
 8.480E-02   5.300E+00   4.111E-16   9.893E-22   1.000E-25   5.037E-09   9.934E-15   1.613E-11   1.000E-25   8.860E-14   1.157E-06
 8.480E-02   5.312E+00   4.110E-16   9.860E-22   1.000E-25   5.058E-09   9.974E-15   1.618E-11   1.000E-25   8.886E-14   1.157E-06
 8.480E-02   5.324E+00   4.109E-16   9.828E-22   1.000E-25   5.078E-09   1.001E-14   1.624E-11   1.000E-25   8.911E-14   1.157E-06
 8.480E-02   5.335E+00   4.108E-16   9.796E-22   1.000E-25   5.099E-09   1.006E-14   1.629E-11   1.000E-25   8.936E-14   1.157E-06
 8.480E-02   5.347E+00   4.106E-16   9.763E-22   1.000E-25   5.119E-09   1.010E-14   1.634E-11   1.000E-25   8.962E-14   1.157E-06
 8.480E-02   5.358E+00   4.105E-16   9.731E-22   1.000E-25   5.140E-09   1.014E-14   1.639E-11   1.000E-25   8.987E-14   1.157E-06
 8.480E-02   5.370E+00   4.104E-16   9.699E-22   1.000E-25   5.160E-09   1.018E-14   1.644E-11   1.000E-25   9.012E-14   1.157E-06
 8.480E-02   5.381E+00   4.103E-16   9.667E-22   1.000E-25   5.181E-09   1.022E-14   1.649E-11   1.000E-25   9.038E-14   1.157E-06
 8.480E-02   5.393E+00   4.102E-16   9.635E-22   1.000E-25   5.201E-09   1.026E-14   1.654E-11   1.000E-25   9.063E-14   1.157E-06
 8.480E-02   5.405E+00   4.101E-16   9.604E-22   1.000E-25   5.222E-09   1.030E-14   1.659E-11   1.000E-25   9.088E-14   1.157E-06
 8.480E-02   5.416E+00   4.100E-16   9.572E-22   1.000E-25   5.242E-09   1.034E-14   1.664E-11   1.000E-25   9.114E-14   1.157E-06
 8.480E-02   5.428E+00   4.099E-16   9.541E-22   1.000E-25   5.263E-09   1.038E-14   1.669E-11   1.000E-25   9.139E-14   1.157E-06
 8.480E-02   5.439E+00   4.097E-16   9.509E-22   1.000E-25   5.283E-09   1.042E-14   1.674E-11   1.000E-25   9.164E-14   1.157E-06
 8.480E-02   5.451E+00   4.096E-16   9.478E-22   1.000E-25   5.304E-09   1.046E-14   1.679E-11   1.000E-25   9.189E-14   1.157E-06
 8.480E-02   5.463E+00   4.094E-16   9.447E-22   1.000E-25   5.324E-09   1.050E-14   1.684E-11   1.000E-25   9.214E-14   1.157E-06
 8.480E-02   5.474E+00   4.092E-16   9.416E-22   1.000E-25   5.345E-09   1.054E-14   1.689E-11   1.000E-25   9.240E-14   1.157E-06
 8.480E-02   5.486E+00   4.090E-16   9.385E-22   1.000E-25   5.365E-09   1.058E-14   1.694E-11   1.000E-25   9.265E-14   1.157E-06
 8.480E-02   5.497E+00   4.089E-16   9.354E-22   1.000E-25   5.386E-09   1.062E-14   1.699E-11   1.000E-25   9.290E-14   1.157E-06
 8.480E-02   5.509E+00   4.088E-16   9.323E-22   1.000E-25   5.406E-09   1.066E-14   1.704E-11   1.000E-25   9.315E-14   1.157E-06
 8.480E-02   5.521E+00   4.087E-16   9.292E-22   1.000E-25   5.427E-09   1.070E-14   1.709E-11   1.000E-25   9.340E-14   1.157E-06
 8.480E-02   5.532E+00   4.086E-16   9.262E-22   1.000E-25   5.447E-09   1.074E-14   1.714E-11   1.000E-25   9.364E-14   1.157E-06
 8.480E-02   5.544E+00   4.084E-16   9.231E-22   1.000E-25   5.468E-09   1.078E-14   1.718E-11   1.000E-25   9.388E-14   1.157E-06
 8.480E-02   5.555E+00   4.083E-16   9.201E-22   1.000E-25   5.488E-09   1.082E-14   1.723E-11   1.000E-25   9.411E-14   1.157E-06
 8.480E-02   5.567E+00   4.081E-16   9.171E-22   1.000E-25   5.509E-09   1.086E-14   1.728E-11   1.000E-25   9.434E-14   1.157E-06
 8.480E-02   5.578E+00   4.079E-16   9.141E-22   1.000E-25   5.529E-09   1.090E-14   1.732E-11   1.000E-25   9.457E-14   1.157E-06
 8.480E-02   5.590E+00   4.077E-16   9.111E-22   1.000E-25   5.550E-09   1.094E-14   1.737E-11   1.000E-25   9.480E-14   1.157E-06
 8.480E-02   5.602E+00   4.075E-16   9.081E-22   1.000E-25   5.570E-09   1.099E-14   1.741E-11   1.000E-25   9.503E-14   1.157E-06
 8.480E-02   5.613E+00   4.073E-16   9.051E-22   1.000E-25   5.591E-09   1.103E-14   1.746E-11   1.000E-25   9.526E-14   1.157E-06
 8.480E-02   5.625E+00   4.071E-16   9.021E-22   1.000E-25   5.611E-09   1.107E-14   1.751E-11   1.000E-25   9.549E-14   1.157E-06
 8.480E-02   5.636E+00   4.069E-16   8.991E-22   1.000E-25   5.632E-09   1.111E-14   1.755E-11   1.000E-25   9.572E-14   1.157E-06
 8.480E-02   5.648E+00   4.068E-16   8.962E-22   1.000E-25   5.652E-09   1.115E-14   1.760E-11   1.000E-25   9.595E-14   1.157E-06
 8.480E-02   5.660E+00   4.066E-16   8.932E-22   1.000E-25   5.673E-09   1.119E-14   1.765E-11   1.000E-25   9.618E-14   1.157E-06
 8.480E-02   5.671E+00   4.064E-16   8.903E-22   1.000E-25   5.693E-09   1.123E-14   1.769E-11   1.000E-25   9.641E-14   1.157E-06
 8.480E-02   5.683E+00   4.063E-16   8.874E-22   1.000E-25   5.714E-09   1.127E-14   1.774E-11   1.000E-25   9.664E-14   1.157E-06
 8.480E-02   5.694E+00   4.061E-16   8.845E-22   1.000E-25   5.734E-09   1.131E-14   1.779E-11   1.000E-25   9.686E-14   1.157E-06
 8.480E-02   5.706E+00   4.059E-16   8.816E-22   1.000E-25   5.755E-09   1.135E-14   1.783E-11   1.000E-25   9.709E-14   1.157E-06
 8.480E-02   5.718E+00   4.057E-16   8.787E-22   1.000E-25   5.775E-09   1.139E-14   1.788E-11   1.000E-25   9.732E-14   1.157E-06
 8.480E-02   5.729E+00   4.055E-16   8.758E-22   1.000E-25   5.796E-09   1.143E-14   1.792E-11   1.000E-25   9.754E-14   1.157E-06
 8.480E-02   5.741E+00   4.053E-16   8.729E-22   1.000E-25   5.816E-09   1.147E-14   1.797E-11   1.000E-25   9.777E-14   1.157E-06
 8.480E-02   5.752E+00   4.051E-16   8.700E-22   1.000E-25   5.837E-09   1.151E-14   1.802E-11   1.000E-25   9.799E-14   1.157E-06
 8.480E-02   5.764E+00   4.049E-16   8.672E-22   1.000E-25   5.857E-09   1.155E-14   1.806E-11   1.000E-25   9.822E-14   1.157E-06
 8.480E-02   5.775E+00   4.047E-16   8.643E-22   1.000E-25   5.877E-09   1.159E-14   1.811E-11   1.000E-25   9.844E-14   1.157E-06
 8.480E-02   5.787E+00   4.044E-16   8.615E-22   1.000E-25   5.897E-09   1.163E-14   1.816E-11   1.000E-25   9.867E-14   1.157E-06
 8.480E-02   5.799E+00   4.041E-16   8.587E-22   1.000E-25   5.916E-09   1.167E-14   1.820E-11   1.000E-25   9.889E-14   1.157E-06
 8.480E-02   5.810E+00   4.038E-16   8.558E-22   1.000E-25   5.936E-09   1.171E-14   1.825E-11   1.000E-25   9.912E-14   1.157E-06
 8.480E-02   5.822E+00   4.035E-16   8.530E-22   1.000E-25   5.955E-09   1.174E-14   1.830E-11   1.000E-25   9.934E-14   1.157E-06
 8.480E-02   5.833E+00   4.032E-16   8.502E-22   1.000E-25   5.975E-09   1.178E-14   1.834E-11   1.000E-25   9.956E-14   1.157E-06
 8.480E-02   5.845E+00   4.029E-16   8.474E-22   1.000E-25   5.994E-09   1.182E-14   1.838E-11   1.000E-25   9.978E-14   1.157E-06
 8.480E-02   5.857E+00   4.027E-16   8.446E-22   1.000E-25   6.013E-09   1.186E-14   1.843E-11   1.000E-25   9.999E-14   1.157E-06
 8.480E-02   5.868E+00   4.024E-16   8.419E-22   1.000E-25   6.033E-09   1.190E-14   1.847E-11   1.000E-25   1.002E-13   1.157E-06
 8.480E-02   5.880E+00   4.021E-16   8.391E-22   1.000E-25   6.052E-09   1.194E-14   1.851E-11   1.000E-25   1.004E-13   1.157E-06
 8.480E-02   5.891E+00   4.018E-16   8.364E-22   1.000E-25   6.072E-09   1.197E-14   1.855E-11   1.000E-25   1.006E-13   1.157E-06
 8.480E-02   5.903E+00   4.014E-16   8.336E-22   1.000E-25   6.091E-09   1.201E-14   1.859E-11   1.000E-25   1.008E-13   1.157E-06
 8.480E-02   5.914E+00   4.011E-16   8.309E-22   1.000E-25   6.111E-09   1.205E-14   1.864E-11   1.000E-25   1.010E-13   1.157E-06
 8.480E-02   5.926E+00   4.009E-16   8.281E-22   1.000E-25   6.130E-09   1.209E-14   1.868E-11   1.000E-25   1.012E-13   1.157E-06
 8.480E-02   5.938E+00   4.006E-16   8.254E-22   1.000E-25   6.149E-09   1.213E-14   1.872E-11   1.000E-25   1.014E-13   1.157E-06
 8.480E-02   5.949E+00   4.003E-16   8.227E-22   1.000E-25   6.169E-09   1.217E-14   1.876E-11   1.000E-25   1.016E-13   1.157E-06
 8.480E-02   5.961E+00   4.000E-16   8.200E-22   1.000E-25   6.188E-09   1.220E-14   1.880E-11   1.000E-25   1.018E-13   1.157E-06
 8.480E-02   5.972E+00   3.996E-16   8.173E-22   1.000E-25   6.208E-09   1.224E-14   1.885E-11   1.000E-25   1.020E-13   1.157E-06
 8.480E-02   5.984E+00   3.993E-16   8.146E-22   1.000E-25   6.227E-09   1.228E-14   1.889E-11   1.000E-25   1.022E-13   1.157E-06
 8.480E-02   5.996E+00   3.990E-16   8.120E-22   1.000E-25   6.246E-09   1.232E-14   1.893E-11   1.000E-25   1.024E-13   1.157E-06
 8.480E-02   6.007E+00   3.987E-16   8.093E-22   1.000E-25   6.266E-09   1.236E-14   1.897E-11   1.000E-25   1.026E-13   1.157E-06
 8.480E-02   6.019E+00   3.984E-16   8.066E-22   1.000E-25   6.285E-09   1.240E-14   1.902E-11   1.000E-25   1.028E-13   1.157E-06
 8.480E-02   6.030E+00   3.981E-16   8.040E-22   1.000E-25   6.305E-09   1.243E-14   1.906E-11   1.000E-25   1.030E-13   1.157E-06
 8.480E-02   6.042E+00   3.978E-16   8.014E-22   1.000E-25   6.324E-09   1.247E-14   1.910E-11   1.000E-25   1.032E-13   1.157E-06
 8.480E-02   6.054E+00   3.975E-16   7.987E-22   1.000E-25   6.344E-09   1.251E-14   1.914E-11   1.000E-25   1.034E-13   1.157E-06
 8.480E-02   6.065E+00   3.971E-16   7.961E-22   1.000E-25   6.363E-09   1.255E-14   1.918E-11   1.000E-25   1.036E-13   1.157E-06
 8.480E-02   6.077E+00   3.968E-16   7.935E-22   1.000E-25   6.382E-09   1.259E-14   1.923E-11   1.000E-25   1.038E-13   1.157E-06
 8.480E-02   6.088E+00   3.965E-16   7.909E-22   1.000E-25   6.402E-09   1.263E-14   1.927E-11   1.000E-25   1.040E-13   1.157E-06
 8.480E-02   6.100E+00   3.961E-16   7.883E-22   1.000E-25   6.421E-09   1.266E-14   1.931E-11   1.000E-25   1.042E-13   1.157E-06
 8.480E-02   6.111E+00   3.958E-16   7.857E-22   1.000E-25   6.441E-09   1.270E-14   1.935E-11   1.000E-25   1.044E-13   1.157E-06
 8.480E-02   6.123E+00   3.955E-16   7.831E-22   1.000E-25   6.460E-09   1.274E-14   1.939E-11   1.000E-25   1.046E-13   1.157E-06
 8.480E-02   6.135E+00   3.952E-16   7.806E-22   1.000E-25   6.480E-09   1.278E-14   1.944E-11   1.000E-25   1.048E-13   1.157E-06
 8.480E-02   6.146E+00   3.949E-16   7.780E-22   1.000E-25   6.499E-09   1.282E-14   1.948E-11   1.000E-25   1.050E-13   1.157E-06
 8.480E-02   6.158E+00   3.946E-16   7.755E-22   1.000E-25   6.518E-09   1.285E-14   1.952E-11   1.000E-25   1.052E-13   1.157E-06
 8.480E-02   6.169E+00   3.942E-16   7.729E-22   1.000E-25   6.538E-09   1.289E-14   1.955E-11   1.000E-25   1.054E-13   1.157E-06
 8.480E-02   6.181E+00   3.939E-16   7.704E-22   1.000E-25   6.557E-09   1.293E-14   1.959E-11   1.000E-25   1.056E-13   1.157E-06
 8.480E-02   6.193E+00   3.935E-16   7.679E-22   1.000E-25   6.577E-09   1.297E-14   1.963E-11   1.000E-25   1.057E-13   1.157E-06
 8.480E-02   6.204E+00   3.932E-16   7.653E-22   1.000E-25   6.595E-09   1.301E-14   1.967E-11   1.000E-25   1.059E-13   1.157E-06
 8.480E-02   6.216E+00   3.928E-16   7.630E-22   1.000E-25   6.614E-09   1.304E-14   1.971E-11   1.000E-25   1.061E-13   1.157E-06
 8.480E-02   6.227E+00   3.925E-16   7.607E-22   1.000E-25   6.632E-09   1.308E-14   1.974E-11   1.000E-25   1.063E-13   1.157E-06
 8.480E-02   6.239E+00   3.922E-16   7.584E-22   1.000E-25   6.650E-09   1.312E-14   1.978E-11   1.000E-25   1.064E-13   1.157E-06
 8.480E-02   6.251E+00   3.918E-16   7.561E-22   1.000E-25   6.669E-09   1.315E-14   1.982E-11   1.000E-25   1.066E-13   1.157E-06
 8.480E-02   6.262E+00   3.915E-16   7.539E-22   1.000E-25   6.687E-09   1.319E-14   1.986E-11   1.000E-25   1.068E-13   1.157E-06
 8.480E-02   6.274E+00   3.911E-16   7.516E-22   1.000E-25   6.706E-09   1.322E-14   1.990E-11   1.000E-25   1.069E-13   1.157E-06
 8.480E-02   6.285E+00   3.908E-16   7.494E-22   1.000E-25   6.724E-09   1.326E-14   1.993E-11   1.000E-25   1.071E-13   1.157E-06
 8.480E-02   6.297E+00   3.904E-16   7.471E-22   1.000E-25   6.742E-09   1.330E-14   1.997E-11   1.000E-25   1.073E-13   1.157E-06
 8.480E-02   6.308E+00   3.901E-16   7.449E-22   1.000E-25   6.761E-09   1.333E-14   2.001E-11   1.000E-25   1.074E-13   1.157E-06
 8.480E-02   6.320E+00   3.898E-16   7.427E-22   1.000E-25   6.779E-09   1.337E-14   2.005E-11   1.000E-25   1.076E-13   1.157E-06
 8.480E-02   6.332E+00   3.895E-16   7.405E-22   1.000E-25   6.797E-09   1.340E-14   2.009E-11   1.000E-25   1.077E-13   1.157E-06
 8.480E-02   6.343E+00   3.891E-16   7.383E-22   1.000E-25   6.816E-09   1.344E-14   2.012E-11   1.000E-25   1.079E-13   1.157E-06
 8.480E-02   6.355E+00   3.888E-16   7.361E-22   1.000E-25   6.834E-09   1.348E-14   2.016E-11   1.000E-25   1.080E-13   1.157E-06
