                                                      NUCLIDE ABUNDANCE YIELDS
                                                      ------- --------- ------


 Computational parameters:
   cy = 0.300/  ct = 0.030/  initial temp = 8.48E-02/  final temp = 1.00E-02/  smallest abundances allowed = 1.00E-25
 Model parameters:
   g =  1.00/  tau = 885.70/  # nu =  3.00/  lambda =  0.000E+00/  xi-e =  0.000E+00/  xi-m =  0.000E+00/  xi-t =  0.000E+00

    SumX         time        N          P            D          T          He3          He4          Li7       Li8       N14       Fe56
 8.480E-02   9.877E+00   1.000E-25   7.219E-08   1.171E-21   9.283E-08   2.255E-19   1.000E-25   3.364E-09   1.000E-25   8.837E-19   1.000E-25
 8.480E-02   9.889E+00   1.000E-25   7.228E-08   1.168E-21   9.283E-08   2.254E-19   1.000E-25   3.364E-09   1.000E-25   8.839E-19   1.000E-25
 8.480E-02   9.900E+00   1.000E-25   7.236E-08   1.165E-21   9.283E-08   2.253E-19   1.000E-25   3.364E-09   1.000E-25   8.842E-19   1.000E-25
 8.480E-02   9.912E+00   1.000E-25   7.245E-08   1.162E-21   9.283E-08   2.251E-19   1.000E-25   3.364E-09   1.000E-25   8.844E-19   1.000E-25
 8.480E-02   9.924E+00   1.000E-25   7.253E-08   1.160E-21   9.283E-08   2.250E-19   1.000E-25   3.364E-09   1.000E-25   8.847E-19   1.000E-25
 8.480E-02   9.935E+00   1.000E-25   7.262E-08   1.157E-21   9.283E-08   2.249E-19   1.000E-25   3.364E-09   1.000E-25   8.849E-19   1.000E-25
 8.480E-02   9.947E+00   1.000E-25   7.271E-08   1.155E-21   9.283E-08   2.248E-19   1.000E-25   3.364E-09   1.000E-25   8.852E-19   1.000E-25
 8.480E-02   9.958E+00   1.000E-25   7.279E-08   1.152E-21   9.283E-08   2.246E-19   1.000E-25   3.364E-09   1.000E-25   8.854E-19   1.000E-25
 8.480E-02   9.970E+00   1.000E-25   7.288E-08   1.150E-21   9.283E-08   2.245E-19   1.000E-25   3.364E-09   1.000E-25   8.857E-19   1.000E-25
 8.480E-02   9.982E+00   1.000E-25   7.297E-08   1.147E-21   9.283E-08   2.244E-19   1.000E-25   3.364E-09   1.000E-25   8.859E-19   1.000E-25
 8.480E-02   9.993E+00   1.000E-25   7.305E-08   1.145E-21   9.283E-08   2.243E-19   1.000E-25   3.364E-09   1.000E-25   8.862E-19   1.000E-25
 8.480E-02   1.000E+01   1.000E-25   7.314E-08   1.142E-21   9.283E-08   2.241E-19   1.000E-25   3.364E-09   1.000E-25   8.864E-19   1.000E-25
 8.480E-02   1.002E+01   1.000E-25   7.322E-08   1.140E-21   9.283E-08   2.240E-19   1.000E-25   3.364E-09   1.000E-25   8.867E-19   1.000E-25
 8.480E-02   1.003E+01   1.000E-25   7.331E-08   1.137E-21   9.283E-08   2.239E-19   1.000E-25   3.364E-09   1.000E-25   8.869E-19   1.000E-25
 8.480E-02   1.004E+01   1.000E-25   7.340E-08   1.135E-21   9.283E-08   2.238E-19   1.000E-25   3.364E-09   1.000E-25   8.872E-19   1.000E-25
 8.480E-02   1.005E+01   1.000E-25   7.348E-08   1.133E-21   9.283E-08   2.236E-19   1.000E-25   3.364E-09   1.000E-25   8.874E-19   1.000E-25
 8.480E-02   1.006E+01   1.000E-25   7.357E-08   1.130E-21   9.283E-08   2.235E-19   1.000E-25   3.364E-09   1.000E-25   8.877E-19   1.000E-25
 8.480E-02   1.007E+01   1.000E-25   7.366E-08   1.128E-21   9.283E-08   2.234E-19   1.000E-25   3.364E-09   1.000E-25   8.879E-19   1.000E-25
 8.480E-02   1.009E+01   1.000E-25   7.374E-08   1.125E-21   9.283E-08   2.233E-19   1.000E-25   3.364E-09   1.000E-25   8.882E-19   1.000E-25
 8.480E-02   1.010E+01   1.000E-25   7.383E-08   1.123E-21   9.283E-08   2.231E-19   1.000E-25   3.364E-09   1.000E-25   8.884E-19   1.000E-25
 8.480E-02   1.011E+01   1.000E-25   7.392E-08   1.120E-21   9.283E-08   2.230E-19   1.000E-25   3.364E-09   1.000E-25   8.887E-19   1.000E-25
 8.480E-02   1.012E+01   1.000E-25   7.400E-08   1.118E-21   9.283E-08   2.229E-19   1.000E-25   3.364E-09   1.000E-25   8.889E-19   1.000E-25
 8.480E-02   1.013E+01   1.000E-25   7.409E-08   1.115E-21   9.283E-08   2.227E-19   1.000E-25   3.364E-09   1.000E-25   8.892E-19   1.000E-25
 8.480E-02   1.014E+01   1.000E-25   7.417E-08   1.113E-21   9.283E-08   2.226E-19   1.000E-25   3.364E-09   1.000E-25   8.894E-19   1.000E-25
 8.480E-02   1.016E+01   1.000E-25   7.426E-08   1.110E-21   9.283E-08   2.225E-19   1.000E-25   3.364E-09   1.000E-25   8.897E-19   1.000E-25
 8.480E-02   1.017E+01   1.000E-25   7.435E-08   1.108E-21   9.283E-08   2.224E-19   1.000E-25   3.364E-09   1.000E-25   8.899E-19   1.000E-25
 8.480E-02   1.018E+01   1.000E-25   7.443E-08   1.105E-21   9.283E-08   2.222E-19   1.000E-25   3.364E-09   1.000E-25   8.902E-19   1.000E-25
 8.480E-02   1.019E+01   1.000E-25   7.452E-08   1.103E-21   9.283E-08   2.221E-19   1.000E-25   3.364E-09   1.000E-25   8.904E-19   1.000E-25
 8.480E-02   1.020E+01   1.000E-25   7.461E-08   1.100E-21   9.283E-08   2.220E-19   1.000E-25   3.364E-09   1.000E-25   8.907E-19   1.000E-25
 8.480E-02   1.021E+01   1.000E-25   7.469E-08   1.098E-21   9.283E-08   2.219E-19   1.000E-25   3.364E-09   1.000E-25   8.909E-19   1.000E-25
 8.480E-02   1.022E+01   1.000E-25   7.478E-08   1.095E-21   9.283E-08   2.217E-19   1.000E-25   3.364E-09   1.000E-25   8.912E-19   1.000E-25
 8.480E-02   1.024E+01   1.000E-25   7.487E-08   1.093E-21   9.283E-08   2.216E-19   1.000E-25   3.364E-09   1.000E-25   8.914E-19   1.000E-25
 8.480E-02   1.025E+01   1.000E-25   7.495E-08   1.090E-21   9.283E-08   2.215E-19   1.000E-25   3.364E-09   1.000E-25   8.917E-19   1.000E-25
 8.480E-02   1.026E+01   1.000E-25   7.504E-08   1.088E-21   9.283E-08   2.214E-19   1.000E-25   3.364E-09   1.000E-25   8.919E-19   1.000E-25
 8.480E-02   1.027E+01   1.000E-25   7.512E-08   1.086E-21   9.283E-08   2.212E-19   1.000E-25   3.364E-09   1.000E-25   8.922E-19   1.000E-25
 8.480E-02   1.028E+01   1.000E-25   7.521E-08   1.084E-21   9.283E-08   2.211E-19   1.000E-25   3.364E-09   1.000E-25   8.924E-19   1.000E-25
 8.480E-02   1.029E+01   1.000E-25   7.530E-08   1.081E-21   9.283E-08   2.210E-19   1.000E-25   3.364E-09   1.000E-25   8.927E-19   1.000E-25
 8.480E-02   1.031E+01   1.000E-25   7.538E-08   1.079E-21   9.283E-08   2.209E-19   1.000E-25   3.364E-09   1.000E-25   8.929E-19   1.000E-25
 8.480E-02   1.032E+01   1.000E-25   7.547E-08   1.077E-21   9.283E-08   2.207E-19   1.000E-25   3.364E-09   1.000E-25   8.932E-19   1.000E-25
 8.480E-02   1.033E+01   1.000E-25   7.556E-08   1.075E-21   9.283E-08   2.206E-19   1.000E-25   3.364E-09   1.000E-25   8.934E-19   1.000E-25
 8.480E-02   1.034E+01   1.000E-25   7.564E-08   1.072E-21   9.283E-08   2.205E-19   1.000E-25   3.364E-09   1.000E-25   8.937E-19   1.000E-25
 8.480E-02   1.035E+01   1.000E-25   7.573E-08   1.070E-21   9.283E-08   2.204E-19   1.000E-25   3.364E-09   1.000E-25   8.940E-19   1.000E-25
 8.480E-02   1.036E+01   1.000E-25   7.581E-08   1.068E-21   9.283E-08   2.202E-19   1.000E-25   3.364E-09   1.000E-25   8.942E-19   1.000E-25
 8.480E-02   1.038E+01   1.000E-25   7.590E-08   1.066E-21   9.283E-08   2.201E-19   1.000E-25   3.364E-09   1.000E-25   8.945E-19   1.000E-25
 8.480E-02   1.039E+01   1.000E-25   7.599E-08   1.063E-21   9.283E-08   2.200E-19   1.000E-25   3.364E-09   1.000E-25   8.947E-19   1.000E-25
 8.480E-02   1.040E+01   1.000E-25   7.607E-08   1.061E-21   9.283E-08   2.199E-19   1.000E-25   3.364E-09   1.000E-25   8.950E-19   1.000E-25
 8.480E-02   1.041E+01   1.000E-25   7.616E-08   1.059E-21   9.283E-08   2.197E-19   1.000E-25   3.364E-09   1.000E-25   8.952E-19   1.000E-25
 8.480E-02   1.042E+01   1.000E-25   7.625E-08   1.056E-21   9.283E-08   2.196E-19   1.000E-25   3.364E-09   1.000E-25   8.955E-19   1.000E-25
 8.480E-02   1.043E+01   1.000E-25   7.633E-08   1.054E-21   9.283E-08   2.195E-19   1.000E-25   3.364E-09   1.000E-25   8.957E-19   1.000E-25
 8.480E-02   1.045E+01   1.000E-25   7.642E-08   1.052E-21   9.283E-08   2.194E-19   1.000E-25   3.364E-09   1.000E-25   8.960E-19   1.000E-25
 8.480E-02   1.046E+01   1.000E-25   7.651E-08   1.050E-21   9.283E-08   2.192E-19   1.000E-25   3.364E-09   1.000E-25   8.962E-19   1.000E-25
 8.480E-02   1.047E+01   1.000E-25   7.659E-08   1.047E-21   9.283E-08   2.191E-19   1.000E-25   3.364E-09   1.000E-25   8.965E-19   1.000E-25
 8.480E-02   1.048E+01   1.000E-25   7.668E-08   1.045E-21   9.283E-08   2.190E-19   1.000E-25   3.364E-09   1.000E-25   8.967E-19   1.000E-25
 8.480E-02   1.049E+01   1.000E-25   7.676E-08   1.043E-21   9.283E-08   2.189E-19   1.000E-25   3.364E-09   1.000E-25   8.970E-19   1.000E-25
 8.480E-02   1.050E+01   1.000E-25   7.685E-08   1.041E-21   9.283E-08   2.187E-19   1.000E-25   3.364E-09   1.000E-25   8.972E-19   1.000E-25
 8.480E-02   1.051E+01   1.000E-25   7.694E-08   1.038E-21   9.283E-08   2.186E-19   1.000E-25   3.364E-09   1.000E-25   8.975E-19   1.000E-25
 8.480E-02   1.053E+01   1.000E-25   7.702E-08   1.036E-21   9.283E-08   2.185E-19   1.000E-25   3.364E-09   1.000E-25   8.977E-19   1.000E-25
 8.480E-02   1.054E+01   1.000E-25   7.711E-08   1.034E-21   9.283E-08   2.184E-19   1.000E-25   3.364E-09   1.000E-25   8.980E-19   1.000E-25
 8.480E-02   1.055E+01   1.000E-25   7.720E-08   1.032E-21   9.283E-08   2.182E-19   1.000E-25   3.364E-09   1.000E-25   8.982E-19   1.000E-25
 8.480E-02   1.056E+01   1.000E-25   7.728E-08   1.030E-21   9.283E-08   2.181E-19   1.000E-25   3.364E-09   1.000E-25   8.985E-19   1.000E-25
 8.480E-02   1.057E+01   1.000E-25   7.737E-08   1.028E-21   9.283E-08   2.180E-19   1.000E-25   3.364E-09   1.000E-25   8.987E-19   1.000E-25
 8.480E-02   1.058E+01   1.000E-25   7.746E-08   1.025E-21   9.283E-08   2.178E-19   1.000E-25   3.364E-09   1.000E-25   8.990E-19   1.000E-25
 8.480E-02   1.060E+01   1.000E-25   7.754E-08   1.023E-21   9.283E-08   2.177E-19   1.000E-25   3.364E-09   1.000E-25   8.992E-19   1.000E-25
 8.480E-02   1.061E+01   1.000E-25   7.763E-08   1.021E-21   9.283E-08   2.176E-19   1.000E-25   3.364E-09   1.000E-25   8.995E-19   1.000E-25
 8.480E-02   1.062E+01   1.000E-25   7.771E-08   1.019E-21   9.283E-08   2.175E-19   1.000E-25   3.364E-09   1.000E-25   8.997E-19   1.000E-25
 8.480E-02   1.063E+01   1.000E-25   7.780E-08   1.017E-21   9.283E-08   2.174E-19   1.000E-25   3.364E-09   1.000E-25   9.000E-19   1.000E-25
 8.480E-02   1.064E+01   1.000E-25   7.789E-08   1.014E-21   9.283E-08   2.173E-19   1.000E-25   3.364E-09   1.000E-25   9.002E-19   1.000E-25
 8.480E-02   1.065E+01   1.000E-25   7.797E-08   1.012E-21   9.283E-08   2.172E-19   1.000E-25   3.364E-09   1.000E-25   9.005E-19   1.000E-25
 8.480E-02   1.067E+01   1.000E-25   7.806E-08   1.010E-21   9.283E-08   2.171E-19   1.000E-25   3.364E-09   1.000E-25   9.007E-19   1.000E-25
 8.480E-02   1.068E+01   1.000E-25   7.815E-08   1.008E-21   9.283E-08   2.170E-19   1.000E-25   3.364E-09   1.000E-25   9.010E-19   1.000E-25
 8.480E-02   1.069E+01   1.000E-25   7.823E-08   1.006E-21   9.283E-08   2.169E-19   1.000E-25   3.364E-09   1.000E-25   9.012E-19   1.000E-25
 8.480E-02   1.070E+01   1.000E-25   7.832E-08   1.004E-21   9.283E-08   2.168E-19   1.000E-25   3.364E-09   1.000E-25   9.015E-19   1.000E-25
 8.480E-02   1.071E+01   1.000E-25   7.840E-08   1.002E-21   9.283E-08   2.167E-19   1.000E-25   3.364E-09   1.000E-25   9.017E-19   1.000E-25
 8.480E-02   1.072E+01   1.000E-25   7.849E-08   9.997E-22   9.283E-08   2.166E-19   1.000E-25   3.364E-09   1.000E-25   9.020E-19   1.000E-25
 8.480E-02   1.073E+01   1.000E-25   7.858E-08   9.976E-22   9.283E-08   2.165E-19   1.000E-25   3.364E-09   1.000E-25   9.022E-19   1.000E-25
 8.480E-02   1.075E+01   1.000E-25   7.866E-08   9.956E-22   9.283E-08   2.164E-19   1.000E-25   3.364E-09   1.000E-25   9.025E-19   1.000E-25
 8.480E-02   1.076E+01   1.000E-25   7.875E-08   9.935E-22   9.283E-08   2.163E-19   1.000E-25   3.364E-09   1.000E-25   9.027E-19   1.000E-25
 8.480E-02   1.077E+01   1.000E-25   7.884E-08   9.914E-22   9.283E-08   2.163E-19   1.000E-25   3.364E-09   1.000E-25   9.030E-19   1.000E-25
 8.480E-02   1.078E+01   1.000E-25   7.892E-08   9.894E-22   9.283E-08   2.162E-19   1.000E-25   3.364E-09   1.000E-25   9.032E-19   1.000E-25
 8.480E-02   1.079E+01   1.000E-25   7.901E-08   9.873E-22   9.283E-08   2.161E-19   1.000E-25   3.364E-09   1.000E-25   9.035E-19   1.000E-25
 8.480E-02   1.080E+01   1.000E-25   7.910E-08   9.852E-22   9.283E-08   2.160E-19   1.000E-25   3.364E-09   1.000E-25   9.038E-19   1.000E-25
 8.480E-02   1.082E+01   1.000E-25   7.918E-08   9.831E-22   9.283E-08   2.159E-19   1.000E-25   3.364E-09   1.000E-25   9.040E-19   1.000E-25
 8.480E-02   1.083E+01   1.000E-25   7.927E-08   9.810E-22   9.283E-08   2.158E-19   1.000E-25   3.364E-09   1.000E-25   9.043E-19   1.000E-25
 8.480E-02   1.084E+01   1.000E-25   7.935E-08   9.790E-22   9.283E-08   2.157E-19   1.000E-25   3.364E-09   1.000E-25   9.045E-19   1.000E-25
 8.480E-02   1.085E+01   1.000E-25   7.944E-08   9.769E-22   9.283E-08   2.156E-19   1.000E-25   3.364E-09   1.000E-25   9.048E-19   1.000E-25
 8.480E-02   1.086E+01   1.000E-25   7.953E-08   9.748E-22   9.283E-08   2.155E-19   1.000E-25   3.364E-09   1.000E-25   9.050E-19   1.000E-25
 8.480E-02   1.087E+01   1.000E-25   7.961E-08   9.728E-22   9.283E-08   2.154E-19   1.000E-25   3.364E-09   1.000E-25   9.053E-19   1.000E-25
 8.480E-02   1.089E+01   1.000E-25   7.970E-08   9.709E-22   9.283E-08   2.153E-19   1.000E-25   3.364E-09   1.000E-25   9.055E-19   1.000E-25
 8.480E-02   1.090E+01   1.000E-25   7.979E-08   9.689E-22   9.283E-08   2.152E-19   1.000E-25   3.364E-09   1.000E-25   9.058E-19   1.000E-25
 8.480E-02   1.091E+01   1.000E-25   7.987E-08   9.670E-22   9.283E-08   2.151E-19   1.000E-25   3.364E-09   1.000E-25   9.060E-19   1.000E-25
 8.480E-02   1.092E+01   1.000E-25   7.996E-08   9.650E-22   9.283E-08   2.150E-19   1.000E-25   3.364E-09   1.000E-25   9.063E-19   1.000E-25
 8.480E-02   1.093E+01   1.000E-25   8.004E-08   9.631E-22   9.283E-08   2.149E-19   1.000E-25   3.364E-09   1.000E-25   9.065E-19   1.000E-25
 8.480E-02   1.094E+01   1.000E-25   8.013E-08   9.611E-22   9.283E-08   2.148E-19   1.000E-25   3.364E-09   1.000E-25   9.068E-19   1.000E-25
 8.480E-02   1.095E+01   1.000E-25   8.022E-08   9.591E-22   9.283E-08   2.147E-19   1.000E-25   3.364E-09   1.000E-25   9.070E-19   1.000E-25
 8.480E-02   1.097E+01   1.000E-25   8.030E-08   9.572E-22   9.283E-08   2.146E-19   1.000E-25   3.364E-09   1.000E-25   9.073E-19   1.000E-25
 8.480E-02   1.098E+01   1.000E-25   8.039E-08   9.552E-22   9.283E-08   2.146E-19   1.000E-25   3.364E-09   1.000E-25   9.075E-19   1.000E-25
 8.480E-02   1.099E+01   1.000E-25   8.048E-08   9.532E-22   9.283E-08   2.145E-19   1.000E-25   3.364E-09   1.000E-25   9.078E-19   1.000E-25
 8.480E-02   1.100E+01   1.000E-25   8.056E-08   9.513E-22   9.283E-08   2.144E-19   1.000E-25   3.364E-09   1.000E-25   9.080E-19   1.000E-25
 8.480E-02   1.101E+01   1.000E-25   8.065E-08   9.493E-22   9.283E-08   2.143E-19   1.000E-25   3.364E-09   1.000E-25   9.083E-19   1.000E-25
 8.480E-02   1.102E+01   1.000E-25   8.074E-08   9.473E-22   9.283E-08   2.142E-19   1.000E-25   3.364E-09   1.000E-25   9.085E-19   1.000E-25
 8.480E-02   1.104E+01   1.000E-25   8.082E-08   9.453E-22   9.283E-08   2.141E-19   1.000E-25   3.364E-09   1.000E-25   9.088E-19   1.000E-25
 8.480E-02   1.105E+01   1.000E-25   8.089E-08   9.433E-22   9.283E-08   2.140E-19   1.000E-25   3.364E-09   1.000E-25   9.090E-19   1.000E-25
 8.480E-02   1.106E+01   1.000E-25   8.096E-08   9.414E-22   9.283E-08   2.139E-19   1.000E-25   3.364E-09   1.000E-25   9.093E-19   1.000E-25
 8.480E-02   1.107E+01   1.000E-25   8.103E-08   9.394E-22   9.283E-08   2.138E-19   1.000E-25   3.364E-09   1.000E-25   9.095E-19   1.000E-25
 8.480E-02   1.108E+01   1.000E-25   8.110E-08   9.376E-22   9.283E-08   2.137E-19   1.000E-25   3.364E-09   1.000E-25   9.098E-19   1.000E-25
 8.480E-02   1.109E+01   1.000E-25   8.117E-08   9.357E-22   9.283E-08   2.136E-19   1.000E-25   3.364E-09   1.000E-25   9.100E-19   1.000E-25
 8.480E-02   1.111E+01   1.000E-25   8.124E-08   9.339E-22   9.283E-08   2.135E-19   1.000E-25   3.364E-09   1.000E-25   9.103E-19   1.000E-25
 8.480E-02   1.112E+01   1.000E-25   8.131E-08   9.321E-22   9.283E-08   2.134E-19   1.000E-25   3.364E-09   1.000E-25   9.105E-19   1.000E-25
 8.480E-02   1.113E+01   1.000E-25   8.138E-08   9.302E-22   9.283E-08   2.133E-19   1.000E-25   3.364E-09   1.000E-25   9.108E-19   1.000E-25
 8.480E-02   1.114E+01   1.000E-25   8.144E-08   9.284E-22   9.283E-08   2.132E-19   1.000E-25   3.364E-09   1.000E-25   9.110E-19   1.000E-25
 8.480E-02   1.115E+01   1.000E-25   8.151E-08   9.265E-22   9.283E-08   2.131E-19   1.000E-25   3.364E-09   1.000E-25   9.113E-19   1.000E-25
 8.480E-02   1.116E+01   1.000E-25   8.158E-08   9.246E-22   9.283E-08   2.130E-19   1.000E-25   3.364E-09   1.000E-25   9.115E-19   1.000E-25
 8.480E-02   1.118E+01   1.000E-25   8.165E-08   9.228E-22   9.283E-08   2.129E-19   1.000E-25   3.364E-09   1.000E-25   9.118E-19   1.000E-25
 8.480E-02   1.119E+01   1.000E-25   8.172E-08   9.209E-22   9.283E-08   2.128E-19   1.000E-25   3.364E-09   1.000E-25   9.120E-19   1.000E-25
 8.480E-02   1.120E+01   1.000E-25   8.179E-08   9.191E-22   9.283E-08   2.127E-19   1.000E-25   3.364E-09   1.000E-25   9.123E-19   1.000E-25
 8.480E-02   1.121E+01   1.000E-25   8.186E-08   9.172E-22   9.283E-08   2.126E-19   1.000E-25   3.364E-09   1.000E-25   9.125E-19   1.000E-25
 8.480E-02   1.122E+01   1.000E-25   8.193E-08   9.153E-22   9.283E-08   2.125E-19   1.000E-25   3.364E-09   1.000E-25   9.128E-19   1.000E-25
 8.480E-02   1.123E+01   1.000E-25   8.200E-08   9.135E-22   9.283E-08   2.124E-19   1.000E-25   3.364E-09   1.000E-25   9.130E-19   1.000E-25
 8.480E-02   1.124E+01   1.000E-25   8.207E-08   9.116E-22   9.283E-08   2.122E-19   1.000E-25   3.364E-09   1.000E-25   9.133E-19   1.000E-25
 8.480E-02   1.126E+01   1.000E-25   8.214E-08   9.097E-22   9.283E-08   2.121E-19   1.000E-25   3.364E-09   1.000E-25   9.136E-19   1.000E-25
 8.480E-02   1.127E+01   1.000E-25   8.220E-08   9.078E-22   9.283E-08   2.120E-19   1.000E-25   3.364E-09   1.000E-25   9.138E-19   1.000E-25
 8.480E-02   1.128E+01   1.000E-25   8.227E-08   9.059E-22   9.283E-08   2.119E-19   1.000E-25   3.364E-09   1.000E-25   9.141E-19   1.000E-25
 8.480E-02   1.129E+01   1.000E-25   8.234E-08   9.041E-22   9.283E-08   2.118E-19   1.000E-25   3.364E-09   1.000E-25   9.143E-19   1.000E-25
 8.480E-02   1.130E+01   1.000E-25   8.241E-08   9.024E-22   9.283E-08   2.117E-19   1.000E-25   3.364E-09   1.000E-25   9.146E-19   1.000E-25
 8.480E-02   1.131E+01   1.000E-25   8.248E-08   9.007E-22   9.283E-08   2.116E-19   1.000E-25   3.364E-09   1.000E-25   9.148E-19   1.000E-25
 8.480E-02   1.133E+01   1.000E-25   8.255E-08   8.989E-22   9.283E-08   2.115E-19   1.000E-25   3.364E-09   1.000E-25   9.151E-19   1.000E-25
 8.480E-02   1.134E+01   1.000E-25   8.262E-08   8.972E-22   9.283E-08   2.114E-19   1.000E-25   3.364E-09   1.000E-25   9.153E-19   1.000E-25
 8.480E-02   1.135E+01   1.000E-25   8.269E-08   8.955E-22   9.283E-08   2.113E-19   1.000E-25   3.364E-09   1.000E-25   9.156E-19   1.000E-25
 8.480E-02   1.136E+01   1.000E-25   8.276E-08   8.937E-22   9.283E-08   2.112E-19   1.000E-25   3.364E-09   1.000E-25   9.158E-19   1.000E-25
 8.480E-02   1.137E+01   1.000E-25   8.283E-08   8.920E-22   9.283E-08   2.111E-19   1.000E-25   3.364E-09   1.000E-25   9.161E-19   1.000E-25
 8.480E-02   1.138E+01   1.000E-25   8.290E-08   8.902E-22   9.283E-08   2.110E-19   1.000E-25   3.364E-09   1.000E-25   9.163E-19   1.000E-25
 8.480E-02   1.140E+01   1.000E-25   8.296E-08   8.885E-22   9.283E-08   2.109E-19   1.000E-25   3.364E-09   1.000E-25   9.166E-19   1.000E-25
 8.480E-02   1.141E+01   1.000E-25   8.303E-08   8.867E-22   9.283E-08   2.108E-19   1.000E-25   3.364E-09   1.000E-25   9.168E-19   1.000E-25
 8.480E-02   1.142E+01   1.000E-25   8.310E-08   8.850E-22   9.283E-08   2.106E-19   1.000E-25   3.364E-09   1.000E-25   9.171E-19   1.000E-25
 8.480E-02   1.143E+01   1.000E-25   8.317E-08   8.832E-22   9.283E-08   2.105E-19   1.000E-25   3.364E-09   1.000E-25   9.173E-19   1.000E-25
 8.480E-02   1.144E+01   1.000E-25   8.324E-08   8.815E-22   9.283E-08   2.104E-19   1.000E-25   3.364E-09   1.000E-25   9.176E-19   1.000E-25
 8.480E-02   1.145E+01   1.000E-25   8.331E-08   8.797E-22   9.283E-08   2.103E-19   1.000E-25   3.364E-09   1.000E-25   9.178E-19   1.000E-25
 8.480E-02   1.146E+01   1.000E-25   8.338E-08   8.779E-22   9.283E-08   2.102E-19   1.000E-25   3.364E-09   1.000E-25   9.181E-19   1.000E-25
 8.480E-02   1.148E+01   1.000E-25   8.345E-08   8.762E-22   9.283E-08   2.101E-19   1.000E-25   3.364E-09   1.000E-25   9.183E-19   1.000E-25
 8.480E-02   1.149E+01   1.000E-25   8.352E-08   8.744E-22   9.283E-08   2.100E-19   1.000E-25   3.364E-09   1.000E-25   9.186E-19   1.000E-25
 8.480E-02   1.150E+01   1.000E-25   8.359E-08   8.726E-22   9.283E-08   2.099E-19   1.000E-25   3.364E-09   1.000E-25   9.188E-19   1.000E-25
 8.480E-02   1.151E+01   1.000E-25   8.365E-08   8.708E-22   9.283E-08   2.098E-19   1.000E-25   3.364E-09   1.000E-25   9.191E-19   1.000E-25
 8.480E-02   1.152E+01   1.000E-25   8.372E-08   8.691E-22   9.283E-08   2.097E-19   1.000E-25   3.364E-09   1.000E-25   9.193E-19   1.000E-25
 8.480E-02   1.153E+01   1.000E-25   8.379E-08   8.674E-22   9.283E-08   2.096E-19   1.000E-25   3.364E-09   1.000E-25   9.196E-19   1.000E-25
 8.480E-02   1.155E+01   1.000E-25   8.386E-08   8.658E-22   9.283E-08   2.095E-19   1.000E-25   3.364E-09   1.000E-25   9.198E-19   1.000E-25
 8.480E-02   1.156E+01   1.000E-25   8.393E-08   8.642E-22   9.283E-08   2.094E-19   1.000E-25   3.364E-09   1.000E-25   9.201E-19   1.000E-25
 8.480E-02   1.157E+01   1.000E-25   8.400E-08   8.626E-22   9.283E-08   2.093E-19   1.000E-25   3.364E-09   1.000E-25   9.203E-19   1.000E-25
 8.480E-02   1.158E+01   1.000E-25   8.407E-08   8.609E-22   9.283E-08   2.092E-19   1.000E-25   3.364E-09   1.000E-25   9.206E-19   1.000E-25
 8.480E-02   1.159E+01   1.000E-25   8.414E-08   8.593E-22   9.283E-08   2.091E-19   1.000E-25   3.364E-09   1.000E-25   9.208E-19   1.000E-25
 8.480E-02   1.160E+01   1.000E-25   8.421E-08   8.577E-22   9.283E-08   2.090E-19   1.000E-25   3.364E-09   1.000E-25   9.211E-19   1.000E-25
 8.480E-02   1.162E+01   1.000E-25   8.428E-08   8.560E-22   9.283E-08   2.089E-19   1.000E-25   3.364E-09   1.000E-25   9.213E-19   1.000E-25
 8.480E-02   1.163E+01   1.000E-25   8.435E-08   8.544E-22   9.283E-08   2.088E-19   1.000E-25   3.364E-09   1.000E-25   9.216E-19   1.000E-25
 8.480E-02   1.164E+01   1.000E-25   8.441E-08   8.528E-22   9.283E-08   2.087E-19   1.000E-25   3.364E-09   1.000E-25   9.218E-19   1.000E-25
 8.480E-02   1.165E+01   1.000E-25   8.448E-08   8.511E-22   9.283E-08   2.086E-19   1.000E-25   3.364E-09   1.000E-25   9.221E-19   1.000E-25
